INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,65680,0,723,723,0,1.1,1.1
I00720,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,46113,0,598,598,0,1.3,1.3
I00720,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,29229,0,397,397,0,1.4,1.4
I00720,RC1,BEDFORD HOSPITAL NHS TRUST,27788,0,388,388,0,1.4,1.4
I00720,RC3,EALING HOSPITAL NHS TRUST,28799,0,267,267,0,0.9,0.9
I00720,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,62009,0,330,330,0,0.5,0.5
I00720,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,75813,0,909,909,0,1.2,1.2
I00720,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,24038,0,302,302,0,1.3,1.3
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,33677,0,476,476,0,1.4,1.4
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",38948,77,393,414,0.2,1,1.1
I00720,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,42198,0,603,603,0,1.4,1.4
I00720,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,49290,234,733,745,0.5,1.5,1.5
I00720,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,53665,24,856,862,0,1.6,1.6
I00720,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,43202,0,540,540,0,1.2,1.2
I00720,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52443,474,716,802,0.9,1.4,1.5
I00720,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,53898,0,912,912,0,1.7,1.7
I00720,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,54292,0,805,805,0,1.5,1.5
I00720,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,41647,447,1176,1199,1.1,2.8,2.9
I00720,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22676,268,473,473,1.2,2.1,2.1
I00720,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66435,1,836,836,0,1.3,1.3
I00720,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,40819,0,1267,1267,0,3.1,3.1
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",77522,1,713,714,0,0.9,0.9
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42524,0,635,635,0,1.5,1.5
I00720,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,39509,0,874,874,0,2.2,2.2
I00720,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,46841,0,963,963,0,2.1,2.1
I00720,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35923,0,234,234,0,0.7,0.7
I00720,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,50675,0,822,822,0,1.6,1.6
I00720,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30648,1,837,837,0,2.7,2.7
I00720,RGQ,IPSWICH HOSPITAL NHS TRUST,48347,0,712,712,0,1.5,1.5
I00720,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32991,0,478,478,0,1.4,1.4
I00720,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,72670,0,771,771,0,1.1,1.1
I00720,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,61047,0,508,508,0,0.8,0.8
I00720,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,91285,542,1231,1295,0.6,1.3,1.4
I00720,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,108385,302,1415,1430,0.3,1.3,1.3
I00720,RHU,PORTSMOUTH HOSPITALS NHS TRUST,86611,1,944,945,0,1.1,1.1
I00720,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,63353,0,1131,1131,0,1.8,1.8
I00720,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84113,23,974,993,0,1.2,1.2
I00720,RJ2,LEWISHAM AND GREENWICH NHS TRUST,58686,1,730,730,0,1.2,1.2
I00720,RJ6,CROYDON HEALTH SERVICES NHS TRUST,46493,0,453,453,0,1,1
I00720,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,81338,0,850,850,0,1,1
I00720,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,2560,0,32,32,0,1.3,1.3
I00720,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,28982,0,405,405,0,1.4,1.4
I00720,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,102371,0,1415,1415,0,1.4,1.4
I00720,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,40985,0,382,382,0,0.9,0.9
I00720,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,57864,0,707,707,0,1.2,1.2
I00720,RJN,EAST CHESHIRE NHS TRUST,22879,0,247,247,0,1.1,1.1
I00720,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,45387,0,614,614,0,1.4,1.4
I00720,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,91736,0,1388,1388,0,1.5,1.5
I00720,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,37359,0,346,346,0,0.9,0.9
I00720,RK9,PLYMOUTH HOSPITALS NHS TRUST,68531,1,744,744,0,1.1,1.1
I00720,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,87969,0,491,491,0,0.6,0.6
I00720,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,20360,0,0,0,0,0,0
I00720,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,60789,0,958,958,0,1.6,1.6
I00720,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,58066,0,537,537,0,0.9,0.9
I00720,RLQ,WYE VALLEY NHS TRUST,27396,1,382,383,0,1.4,1.4
I00720,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23402,0,414,414,0,1.8,1.8
I00720,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,89015,1,982,983,0,1.1,1.1
I00720,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,61373,2,318,320,0,0.5,0.5
I00720,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,45265,0,1300,1300,0,2.9,2.9
I00720,RMC,BOLTON NHS FOUNDATION TRUST,63767,0,714,714,0,1.1,1.1
I00720,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,34206,0,509,509,0,1.5,1.5
I00720,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61417,92,618,631,0.1,1,1
I00720,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,60925,206,621,654,0.3,1,1.1
I00720,RN7,DARTFORD AND GRAVESHAM NHS TRUST,56093,0,724,724,0,1.3,1.3
I00720,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,67578,0,886,886,0,1.3,1.3
I00720,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,46863,0,447,447,0,1,1
I00720,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,45845,0,557,557,0,1.2,1.2
I00720,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,54841,120,682,699,0.2,1.2,1.3
I00720,RNZ,SALISBURY NHS FOUNDATION TRUST,34244,235,520,531,0.7,1.5,1.6
I00720,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,73561,0,851,851,0,1.2,1.2
I00720,RPA,MEDWAY NHS FOUNDATION TRUST,51379,0,637,637,0,1.2,1.2
I00720,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47814,0,940,940,0,2,2
I00720,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,52874,0,657,657,0,1.2,1.2
I00720,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,43775,54,227,242,0.1,0.5,0.6
I00720,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,20592,0,351,351,0,1.7,1.7
I00720,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,44023,0,143,143,0,0.3,0.3
I00720,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41809,0,220,220,0,0.5,0.5
I00720,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,150649,0,1209,1209,0,0.8,0.8
I00720,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34334,183,290,295,0.5,0.8,0.9
I00720,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,125038,0,1410,1410,0,1.1,1.1
I00720,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",42210,1,724,725,0,1.7,1.7
I00720,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,60168,0,1204,1204,0,2,2
I00720,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,72499,1,864,865,0,1.2,1.2
I00720,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,105848,0,1434,1434,0,1.4,1.4
I00720,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,82148,1,1040,1040,0,1.3,1.3
I00720,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,57383,826,1393,1455,1.4,2.4,2.5
I00720,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,83583,479,1409,1465,0.6,1.7,1.8
I00720,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,110974,401,1608,1612,0.4,1.4,1.5
I00720,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,43835,0,825,825,0,1.9,1.9
I00720,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50070,0,807,807,0,1.6,1.6
I00720,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,90939,1,858,858,0,0.9,0.9
I00720,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52311,2,767,767,0,1.5,1.5
I00720,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,70108,0,662,662,0,0.9,0.9
I00720,RVJ,NORTH BRISTOL NHS TRUST,73365,245,910,964,0.3,1.2,1.3
I00720,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,62606,0,712,712,0,1.1,1.1
I00720,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,56648,1,1144,1145,0,2,2
I00720,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,103958,0,1081,1081,0,1,1
I00720,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,47087,0,576,576,0,1.2,1.2
I00720,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,34646,0,550,550,0,1.6,1.6
I00720,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,102300,1,1200,1201,0,1.2,1.2
I00720,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,127332,206,1737,1767,0.2,1.4,1.4
I00720,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,89216,319,1571,1633,0.4,1.8,1.8
I00720,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,84971,0,1376,1376,0,1.6,1.6
I00720,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,137858,1,1461,1462,0,1.1,1.1
I00720,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,61773,0,212,212,0,0.3,0.3
I00720,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,62448,0,576,576,0,0.9,0.9
I00720,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,62623,336,1827,1835,0.5,2.9,2.9
I00720,RWJ,STOCKPORT NHS FOUNDATION TRUST,59373,0,471,471,0,0.8,0.8
I00720,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,73919,0,894,894,0,1.2,1.2
I00720,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,48858,2,707,708,0,1.4,1.4
I00720,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,74212,0,711,711,0,1,1
I00720,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,131966,334,1185,1191,0.3,0.9,0.9
I00720,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58758,0,954,954,0,1.6,1.6
I00720,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,106534,9,1146,1155,0,1.1,1.1
I00720,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,70097,0,608,608,0,0.9,0.9
I00720,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,72536,2,777,778,0,1.1,1.1
I00720,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,55248,5,538,539,0,1,1
I00720,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,74310,0,900,900,0,1.2,1.2
I00720,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,83990,1,817,818,0,1,1
I00720,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,45600,347,948,951,0.8,2.1,2.1
I00720,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,80069,0,888,888,0,1.1,1.1
I00720,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,65548,0,1203,1203,0,1.8,1.8
I00720,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,103335,0,1323,1323,0,1.3,1.3
I00720,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,68537,0,879,879,0,1.3,1.3
