INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,1584,0,542,542,0,34.2,34.2
I00721,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1953,317,813,820,16.2,41.6,42
I00721,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,1104,160,302,302,14.5,27.4,27.4
I00721,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2126,1,512,512,0,24.1,24.1
I00721,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1924,0,797,797,0,41.4,41.4
I00721,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2903,0,403,403,0,13.9,13.9
I00721,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1433,0,335,335,0,23.4,23.4
I00721,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1416,0,584,584,0,41.2,41.2
I00721,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1613,0,415,415,0,25.7,25.7
I00721,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,910,0,153,153,0,16.8,16.8
I00721,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1717,0,473,473,0,27.5,27.5
I00721,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1435,0,399,399,0,27.8,27.8
I00721,RGQ,IPSWICH HOSPITAL NHS TRUST,1823,0,467,467,0,25.6,25.6
I00721,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1281,0,317,317,0,24.7,24.7
I00721,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2059,0,395,395,0,19.2,19.2
I00721,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1790,0,293,293,0,16.4,16.4
I00721,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2791,392,723,766,14,25.9,27.4
I00721,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3422,202,685,695,5.9,20,20.3
I00721,RHU,PORTSMOUTH HOSPITALS NHS TRUST,2850,0,690,690,0,24.2,24.2
I00721,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1959,0,738,738,0,37.7,37.7
I00721,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1361,1,469,469,0.1,34.5,34.5
I00721,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1585,0,455,455,0,28.7,28.7
I00721,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1227,0,234,234,0,19.1,19.1
I00721,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,1894,0,496,496,0,26.2,26.2
I00721,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,82,0,20,20,0,24.4,24.4
I00721,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,800,0,213,213,0,26.6,26.6
I00721,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,3198,0,946,946,0,29.6,29.6
I00721,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1243,0,233,233,0,18.7,18.7
I00721,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2107,0,375,375,0,17.8,17.8
I00721,RJN,EAST CHESHIRE NHS TRUST,908,0,149,149,0,16.4,16.4
I00721,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1348,0,393,393,0,29.2,29.2
I00721,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2190,0,788,788,0,36,36
I00721,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1247,0,197,197,0,15.8,15.8
I00721,RK9,PLYMOUTH HOSPITALS NHS TRUST,2201,0,414,414,0,18.8,18.8
I00721,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2667,0,278,278,0,10.4,10.4
I00721,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,202,0,0,0,0,0,0
I00721,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2072,0,571,571,0,27.6,27.6
I00721,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2000,0,239,239,0,11.9,11.9
I00721,RLQ,WYE VALLEY NHS TRUST,1036,0,245,245,0,23.6,23.6
I00721,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,954,0,237,237,0,24.8,24.8
I00721,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3046,1,508,509,0,16.7,16.7
I00721,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1765,0,161,161,0,9.1,9.1
I00721,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1564,0,759,759,0,48.5,48.5
I00721,RMC,BOLTON NHS FOUNDATION TRUST,1633,0,391,391,0,23.9,23.9
I00721,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1394,0,264,264,0,18.9,18.9
I00721,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1609,61,412,419,3.8,25.6,26
I00721,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1862,99,362,369,5.3,19.4,19.8
I00721,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1449,0,445,445,0,30.7,30.7
I00721,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2171,0,569,569,0,26.2,26.2
I00721,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1626,0,264,264,0,16.2,16.2
I00721,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1437,0,342,342,0,23.8,23.8
I00721,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1594,61,431,435,3.8,27,27.3
I00721,RNZ,SALISBURY NHS FOUNDATION TRUST,1028,150,312,320,14.6,30.4,31.1
I00721,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2651,0,508,508,0,19.2,19.2
I00721,RPA,MEDWAY NHS FOUNDATION TRUST,1687,0,457,457,0,27.1,27.1
I00721,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1854,0,632,632,0,34.1,34.1
I00721,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1713,0,419,419,0,24.5,24.5
I00721,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,534,25,134,143,4.7,25.1,26.8
I00721,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,708,0,200,200,0,28.2,28.2
I00721,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1373,0,95,95,0,6.9,6.9
I00721,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,506,0,118,118,0,23.3,23.3
I00721,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4271,0,749,749,0,17.5,17.5
I00721,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1385,135,191,194,9.7,13.8,14
I00721,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3842,0,832,832,0,21.7,21.7
I00721,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1589,1,368,369,0.1,23.2,23.2
I00721,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2431,0,713,713,0,29.3,29.3
I00721,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1223,1,373,374,0.1,30.5,30.6
I00721,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2549,0,608,608,0,23.9,23.9
I00721,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2867,1,603,603,0,21,21
I00721,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2886,524,867,894,18.2,30,31
I00721,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,3012,332,853,891,11,28.3,29.6
I00721,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3213,287,999,1000,8.9,31.1,31.1
I00721,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1536,0,574,574,0,37.4,37.4
I00721,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1681,0,520,520,0,30.9,30.9
I00721,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2599,1,470,470,0,18.1,18.1
I00721,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1922,1,446,446,0.1,23.2,23.2
I00721,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1723,0,388,388,0,22.5,22.5
I00721,RVJ,NORTH BRISTOL NHS TRUST,2004,168,553,580,8.4,27.6,28.9
I00721,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,1805,0,499,499,0,27.6,27.6
I00721,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1916,0,640,640,0,33.4,33.4
I00721,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3917,0,653,653,0,16.7,16.7
I00721,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1837,0,338,338,0,18.4,18.4
I00721,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1337,0,291,291,0,21.8,21.8
I00721,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1802,0,529,529,0,29.4,29.4
I00721,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3903,116,914,920,3,23.4,23.6
I00721,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3281,152,829,852,4.6,25.3,26
I00721,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3364,0,784,784,0,23.3,23.3
I00721,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4357,0,810,810,0,18.6,18.6
I00721,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2088,0,147,147,0,7,7
I00721,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1814,0,376,376,0,20.7,20.7
I00721,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2221,203,1056,1058,9.1,47.5,47.6
I00721,RWJ,STOCKPORT NHS FOUNDATION TRUST,1589,0,308,308,0,19.4,19.4
I00721,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2695,0,493,493,0,18.3,18.3
I00721,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1500,2,415,416,0.1,27.7,27.7
I00721,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2218,0,438,438,0,19.7,19.7
I00721,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3775,242,697,700,6.4,18.5,18.5
I00721,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2574,0,554,554,0,21.5,21.5
I00721,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2855,0,667,667,0,23.4,23.4
I00721,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2259,0,374,374,0,16.6,16.6
I00721,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2080,1,563,564,0,27.1,27.1
I00721,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2328,2,336,336,0.1,14.4,14.4
I00721,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2225,0,565,565,0,25.4,25.4
I00721,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2883,0,514,514,0,17.8,17.8
I00721,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1576,176,590,592,11.2,37.4,37.6
I00721,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2536,0,486,486,0,19.2,19.2
I00721,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2450,0,627,627,0,25.6,25.6
I00721,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2117,0,692,692,0,32.7,32.7
I00721,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2756,0,538,538,0,19.5,19.5
