INDICATOR_CODE,DIAGNOSIS GROUP,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED
I00699,1,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,*,0.0714
I00699,1,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,48,6,2.5338
I00699,1,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,53,*,2.4003
I00699,1,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,33,*,0.9592
I00699,1,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,10,*,0.3082
I00699,1,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,*,*,0.8002
I00699,1,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,12,0,0.9508
I00699,1,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,40,0,1.0423
I00699,1,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,12,0,0.604
I00699,1,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,20,*,0.3135
I00699,1,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,12,*,0.6672
I00699,1,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,11,0,0.5258
I00699,1,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,208,*,4.1024
I00699,1,RVJ,NORTH BRISTOL NHS TRUST,19,0,0.7875
I00699,1,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,15,*,0.5725
I00699,1,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9,*,0.693
I00699,1,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,21,0,0.5861
I00699,1,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,*,*,0.4133
I00699,1,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,*,0,0.0816
I00699,1,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,69,0,1.2713
I00699,1,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,71,*,2.1833
I00699,1,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,16,0,0.2338
I00699,1,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,6,*,0.2848
I00699,1,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,82,*,2.6047
I00699,1,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,15,0,0.5701
I00699,1,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,19,0,0.6971
I00699,1,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8,*,0.3532
I00699,1,RWJ,STOCKPORT NHS FOUNDATION TRUST,*,0,0.088
I00699,1,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,10,*,0.2975
I00699,1,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,*,0,0.0476
I00699,1,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,16,*,0.5694
I00699,1,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,54,*,1.4307
I00699,1,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,14,0,1.3707
I00699,1,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,24,*,1.3733
I00699,1,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,12,*,0.6486
I00699,1,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,89,*,2.4954
I00699,1,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,*,0,0.0996
I00699,1,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,20,*,1.1903
I00699,1,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,*,*,0.5965
I00699,1,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,7,0,0.1209
I00699,1,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,21,*,0.9276
I00699,1,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,6,0,0.4695
I00699,1,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,81,*,2.6354
I00699,1,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,*,0,0.1692
I00699,2,R1F,ISLE OF WIGHT NHS TRUST,120,38,33.3618
I00699,2,R1H,BARTS HEALTH NHS TRUST,470,81,86.2746
I00699,2,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,192,41,41.2388
I00699,2,RA3,WESTON AREA HEALTH NHS TRUST,142,25,33.1721
I00699,2,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,154,47,36.0415
I00699,2,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,226,37,40.784
I00699,2,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,368,76,96.6439
I00699,2,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,193,35,34.5365
I00699,2,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,331,77,88.6195
I00699,2,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,220,28,45.1151
I00699,2,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,172,28,29.3006
I00699,2,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,124,23,23.2546
I00699,2,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,230,65,59.4877
I00699,2,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,359,60,83.189
I00699,2,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,178,36,41.1385
I00699,2,RBK,WALSALL HEALTHCARE NHS TRUST,218,52,52.6099
I00699,2,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,216,59,51.7756
I00699,2,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,336,67,70.3893
I00699,2,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,192,59,47.9375
I00699,2,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,137,36,38.0802
I00699,2,RC1,BEDFORD HOSPITAL NHS TRUST,284,55,63.1119
I00699,2,RC3,EALING HOSPITAL NHS TRUST,105,21,22.5053
I00699,2,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,365,84,83.9825
I00699,2,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,383,95,101.1632
I00699,2,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,112,33,28.2911
I00699,2,RCF,AIREDALE NHS FOUNDATION TRUST,172,40,45.3745
I00699,2,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",350,92,98.0772
I00699,2,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,373,86,95.971
I00699,2,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,208,30,49.3799
I00699,2,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,312,63,68.0312
I00699,2,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,241,70,54.0009
I00699,2,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,269,55,58.5156
I00699,2,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,280,73,69.5566
I00699,2,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,250,43,50.0435
I00699,2,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,187,37,48.4562
I00699,2,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,110,37,32.2027
I00699,2,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,238,64,55.1078
I00699,2,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,258,49,54.5609
I00699,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",338,109,74.363
I00699,2,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,167,49,39.0123
I00699,2,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,116,33,28.4768
I00699,2,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,101,22,22.4024
I00699,2,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,182,37,35.8312
I00699,2,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,407,96,97.9016
I00699,2,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,236,48,53.8691
I00699,2,RGQ,IPSWICH HOSPITAL NHS TRUST,290,64,71.7357
I00699,2,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,327,59,82.6271
I00699,2,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,333,64,70.8646
I00699,2,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,347,55,76.7618
I00699,2,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,257,59,53.953
I00699,2,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,529,104,123.7491
I00699,2,RHU,PORTSMOUTH HOSPITALS NHS TRUST,428,90,101.0408
I00699,2,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,376,72,79.6339
I00699,2,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,195,38,32.9898
I00699,2,RJ2,LEWISHAM AND GREENWICH NHS TRUST,469,117,97.3846
I00699,2,RJ6,CROYDON HEALTH SERVICES NHS TRUST,226,50,47.2315
I00699,2,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,220,31,36.6888
I00699,2,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,151,41,30.9542
I00699,2,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,136,40,30.7561
I00699,2,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,302,67,60.8108
I00699,2,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,138,30,27.6615
I00699,2,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,405,139,108.137
I00699,2,RJN,EAST CHESHIRE NHS TRUST,146,29,29.5875
I00699,2,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,298,74,72.7648
I00699,2,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,474,113,95.1503
I00699,2,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,292,95,75.8917
I00699,2,RK9,PLYMOUTH HOSPITALS NHS TRUST,437,78,105.9563
I00699,2,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,404,52,86.2717
I00699,2,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,88,12,16.7337
I00699,2,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,292,66,60.4485
I00699,2,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,240,42,49.2055
I00699,2,RLQ,WYE VALLEY NHS TRUST,95,28,20.4402
I00699,2,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,152,35,32.7685
I00699,2,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,416,84,92.3861
I00699,2,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,186,52,39.7598
I00699,2,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,191,47,45.0396
I00699,2,RMC,BOLTON NHS FOUNDATION TRUST,652,168,166.2104
I00699,2,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,68,13,12.3511
I00699,2,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,227,49,52.407
I00699,2,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,280,51,58.3883
I00699,2,RN7,DARTFORD AND GRAVESHAM NHS TRUST,392,104,95.8499
I00699,2,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,270,73,64.4929
I00699,2,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,178,37,37.6931
I00699,2,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,112,21,23.7178
I00699,2,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,340,57,64.3941
I00699,2,RNZ,SALISBURY NHS FOUNDATION TRUST,132,24,30.1678
I00699,2,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,363,80,76.2432
I00699,2,RPA,MEDWAY NHS FOUNDATION TRUST,267,74,60.4352
I00699,2,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,220,22,44.5273
I00699,2,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,191,42,49.5932
I00699,2,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,80,11,12.8627
I00699,2,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,192,52,48.7534
I00699,2,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,85,12,16.0785
I00699,2,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,97,17,17.5759
I00699,2,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,639,171,137.3915
I00699,2,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,283,75,73.1335
I00699,2,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,542,95,101.632
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",263,83,66.8934
I00699,2,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,377,72,72.4598
I00699,2,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,225,24,37.2209
I00699,2,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,406,82,77.9362
I00699,2,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,256,92,64.8811
I00699,2,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,355,83,89.1433
I00699,2,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,657,136,152.4283
I00699,2,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,507,75,104.1046
I00699,2,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,322,73,74.9576
I00699,2,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,256,53,56.6064
I00699,2,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,620,112,123.0855
I00699,2,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,224,72,52.1374
I00699,2,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,355,83,74.7825
I00699,2,RVJ,NORTH BRISTOL NHS TRUST,189,62,54.9511
I00699,2,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,342,91,87.5041
I00699,2,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,316,82,80.9343
I00699,2,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,616,167,144.7592
I00699,2,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,300,62,64.1139
I00699,2,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,259,61,60.0421
I00699,2,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,239,55,45.7221
I00699,2,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,288,47,48.3177
I00699,2,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,327,77,69.8818
I00699,2,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,438,151,117.8735
I00699,2,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,602,156,131.5514
I00699,2,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,315,67,71.2943
I00699,2,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,270,72,62.4255
I00699,2,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,182,37,42.9408
I00699,2,RWJ,STOCKPORT NHS FOUNDATION TRUST,184,66,53.8907
I00699,2,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,383,99,85.1849
I00699,2,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,155,29,28.3673
I00699,2,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,204,65,52.015
I00699,2,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,919,167,199.3394
I00699,2,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,251,73,61.5817
I00699,2,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,357,65,76.3693
I00699,2,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,306,57,64.1859
I00699,2,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,198,31,36.0799
I00699,2,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,418,124,101.7291
I00699,2,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,612,160,163.3162
I00699,2,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,418,102,92.4303
I00699,2,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,305,49,58.429
I00699,2,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,233,55,40.8999
I00699,2,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,248,55,53.0009
