INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SITE_CODE,SITE_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL,SITE_TYPE,NO_PROVIDERS_AT_SITE,SITE_OWNER,SITE_POSTCODE
I00699,R1H,BARTS HEALTH NHS TRUST,R1HNH,NEWHAM GENERAL HOSPITAL,0.9209,2,38550,660,720,0.8886,1.1208,0.8417,1.188,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E13 8SL
I00699,R1H,BARTS HEALTH NHS TRUST,R1HM0,ST BARTHOLOMEW'S HOSPITAL,0.9098,2,14835,490,540,0.8722,1.1403,0.8375,1.194,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EC1A 7BE
I00699,R1H,BARTS HEALTH NHS TRUST,R1H12,THE ROYAL LONDON HOSPITAL,0.8762,2,69555,1215,1385,0.9191,1.0858,0.8482,1.1789,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,BARTS HEALTH NHS TRUST,R1HKH,WHIPPS CROSS UNIVERSITY HOSPITAL,1.005,2,51880,1340,1330,0.9174,1.0876,0.8479,1.1794,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E11 1NR
I00699,R1H,BARTS HEALTH NHS TRUST,.,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RDDH0,BASILDON UNIVERSITY HOSPITAL,1.0441,2,73865,2075,1990,0.9321,1.0712,0.8504,1.1759,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SS16 5NL
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RDD0D,BRAINTREE COMMUNITY HOSPITAL,*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,CM7 2AL
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RDDH6,BRENTWOOD COMMUNITY HOSPITAL,*,*,*,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,CM15 8DR
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RDDH1,ORSETT HOSPITAL,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,RM16 3EU
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RDDH4,SOUTHEND HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,SS0 0RY
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RDDH8,THE ESSEX CARDIOTHORACIC CENTRE,1.0166,2,4665,140,140,0.758,1.2912,0.7961,1.2562,UNDETERMINED,ONE,TRUST,SS16 5NL
I00699,RC1,BEDFORD HOSPITAL NHS TRUST,RC110,BEDFORD HOSPITAL SOUTH WING,1.1222,2,36950,1330,1185,0.9126,1.0931,0.847,1.1806,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,MK42 9DJ
I00699,RC1,BEDFORD HOSPITAL NHS TRUST,8A517,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,RXL01,BLACKPOOL VICTORIA HOSPITAL,1.1254,2,56020,2410,2140,0.9346,1.0686,0.8508,1.1754,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,FY3 8NR
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,RXL06,CLIFTON HOSPITAL,*,*,100,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,FY8 1PB
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,RXL04,FLEETWOOD HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,FY7 6BE
I00699,RMC,BOLTON NHS FOUNDATION TRUST,RMCE5,INGLESIDE BIRTH & COMMUNITY CENTRE,*,*,385,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,M6 7WR
I00699,RMC,BOLTON NHS FOUNDATION TRUST,RMCD6,LABURNUM LODGE HOME FOR THE ELDERLY,*,*,35,0,*,*,*,*,*,RESIDENTIAL SOCIAL CARE,ONE,TRUST,BL2 6PP
I00699,RMC,BOLTON NHS FOUNDATION TRUST,RMC01,ROYAL BOLTON HOSPITAL,1.165,2,60770,1725,1480,0.9216,1.083,0.8487,1.1783,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL4 0JR
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,BRADFORD ROYAL INFIRMARY,0.9133,2,63945,1460,1600,0.9245,1.0797,0.8492,1.1776,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD9 6RJ
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE02,BRADFORD ROYAL INFIRMARY WOMEN'S UNIT,1.3966,2,25015,30,20,0.4557,1.8812,0.6329,1.5802,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD9 6RJ
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE05,ST LUKES HOSPITAL,1.1893,2,425,45,40,0.5756,1.6034,0.7035,1.4214,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD5 0NA
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE6H,THE YORKSHIRE CLINIC,*,*,15,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,BD16 1TW
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE5H,WESTBOURNE GREEN COMMUNITY HOSPITAL,1.2743,2,135,15,15,0.347,2.2155,0.5629,1.7766,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD8 8RA
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE3A,WESTWOOD PARK,*,*,10,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD6 3RW
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE,NOT PROVIDED,*,*,*,*,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE1R,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE2J,NOT PROVIDED,0.9471,2,100,10,10,0.2584,2.5844,0.5005,1.9981,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,.,NOT PROVIDED,1.1338,2,6760,340,300,0.8308,1.1919,0.8246,1.2127,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH05,BRIGHTON GENERAL HOSPITAL,*,*,130,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 3EW
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH17,HOVE POLYCLINIC,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN3 7HY
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH10,HURSTWOOD PARK CENTRE,*,*,790,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,RH16 4EX
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH21,LEWES VICTORIA HOSPITAL,*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN7 1PE
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH09,PRINCESS ROYAL HOSPITAL,0.864,2,19490,635,735,0.8899,1.1193,0.8421,1.1876,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RH16 4EX
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH39,QUEEN VICTORIA HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,RH19 3DZ
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH06,ROYAL ALEXANDRA CHILDREN'S HOSPITAL,*,*,6930,*,10,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH01,ROYAL SUSSEX COUNTY HOSPITAL,1.0368,2,40825,1650,1595,0.9244,1.0799,0.8491,1.1776,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH07,SUSSEX EYE HOSPITAL,*,*,630,0,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,BN2 5BF
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH60,SUSSEX ORTHOPAEDIC TREATMENT CENTRE,*,*,1230,*,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,RH16 4EY
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,.,NOT PROVIDED,*,*,*,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,RXQ51,AMERSHAM HOSPITAL,0.6386,2,230,10,15,0.3726,2.1274,0.5799,1.7244,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP7 0JD
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,RXQ61,BUCKINGHAM HOSPITAL,*,*,85,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,MK18 1NU
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,RXQFN,FLORENCE NIGHTINGALE HOSPICE,2.8494,1,210,100,35,0.5563,1.6433,0.6926,1.4438,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,RXQ02,STOKE MANDEVILLE HOSPITAL,1.0447,2,54185,1325,1265,0.9154,1.0899,0.8475,1.1799,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,RXQ50,WYCOMBE HOSPITAL,0.6754,3,9225,185,275,0.8236,1.2011,0.8221,1.2163,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP11 2TT
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,CALDERDALE ROYAL HOSPITAL,0.9199,2,41630,830,900,0.9002,1.1073,0.8444,1.1842,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HX3 0PW
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,HUDDERSFIELD ROYAL INFIRMARY,1.0215,2,29420,1435,1405,0.9195,1.0853,0.8483,1.1788,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HD3 3EA
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,.,NOT PROVIDED,*,*,80,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT01,ADDENBROOKE'S HOSPITAL,0.8419,3,62760,2180,2590,0.9404,1.0622,0.8516,1.1743,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB2 0QQ
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT1Y,CAMBRIDGE DIALYSIS CENTRE,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,CB5 8PD
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT3Q,CUH AT KINGS LYNN DIALYSIS,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,PE30 4ET
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT1Q,CUH AT PRINCESS OF WALES HOSPITAL,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB6 1DN
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT65,HINCHINGBROOKE DIALYSIS UNIT,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT03,KINGS LYNN DIALYSIS,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT98,NUFFIELD HEALTH CAMBRIDGE HOSPITAL,*,*,280,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB2 8AF
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT32,ROSIE HOSPITAL,1.1518,2,12320,30,30,0.5142,1.7363,0.6682,1.4966,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT97,SPIRE (LEA) HOSPITAL,*,*,415,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB24 9EL
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT04,WEST SUFFOLK DIALYSIS,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,.,NOT PROVIDED,*,*,15,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,RQM01,CHELSEA & WESTMINSTER HOSPITAL,0.7263,3,45015,615,845,0.897,1.111,0.8437,1.1852,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SW10 9NH
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,RQM91,WEST MIDDLESEX UNIVERSITY HOSPITAL,0.764,3,53015,1000,1310,0.9168,1.0883,0.8478,1.1795,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TW7 6AF
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,RFSDA,CHESTERFIELD ROYAL HOSPITAL,0.9879,2,51645,1810,1830,0.9293,1.0744,0.85,1.1765,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S44 5BL
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR05,COUNTESS OF CHESTER HOSPITAL,1.0906,2,48975,1555,1425,0.9201,1.0846,0.8484,1.1787,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CH2 1UL
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR60,ELLESMERE PORT HOSPITAL,*,*,15,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,CH65 6SG
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RWWHG,HALTON HOSPITAL,*,*,30,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WA7 2DA
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RWWWH,WARRINGTON HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,WA5 1QG
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,.,NOT PROVIDED,*,*,45,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPBA,BISHOP AUCKLAND HOSPITAL,0.8065,2,1020,10,10,0.2942,2.4211,0.5265,1.8994,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL14 6AD
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCC,CHESTER LE STREET HOSPITAL,*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH3 3AT
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPDA,DARLINGTON MEMORIAL HOSPITAL,1.2005,1,33585,1305,1085,0.9088,1.0974,0.8463,1.1817,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DL3 6HX
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCG,HORN HALL HOSPITAL,0.6623,3,425,20,35,0.5481,1.6609,0.6879,1.4537,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL13 2JR
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCJ,RICHARDSON HOSPITAL,0.6583,3,640,35,50,0.6244,1.5091,0.7304,1.3691,RESIDENTIAL SOCIAL CARE,ONE,TRUST,DL12 8ET
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCL,SEDGEFIELD COMMUNITY HOSPITAL,0.7194,3,600,35,50,0.6193,1.5186,0.7276,1.3743,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TS21 3EE
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCW,SHOTLEY BRIDGE HOSPITAL SITE,*,*,75,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH8 0NB
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NT333,SPIRE WASHINGTON HOSPITAL,*,*,70,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NE38 9JZ
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPWE,SUNDERLAND ROYAL HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,SR4 7TP
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1.1626,2,44535,1725,1485,0.9217,1.0829,0.8487,1.1783,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH1 5TW
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPDU,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,RJ611,CROYDON UNIVERSITY HOSPITAL,0.9582,2,35710,1310,1365,0.9184,1.0865,0.8481,1.1791,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CR7 7YE
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,RJ600,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,RN707,DARENT VALLEY HOSPITAL,1.0639,2,55930,1510,1420,0.92,1.0847,0.8484,1.1787,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DA2 8DA
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,RN7QM,QUEEN MARY'S HOSPITAL SIDCUP,*,*,1125,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DA14 6LT
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NTP13,BARLBOROUGH NHS TREATMENT CENTRE,*,*,100,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,S43 4XE
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5BA,BASSETLAW HOSPITAL,1.1232,2,18840,740,660,0.884,1.1263,0.8406,1.1896,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S81 0BD
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5DR,DONCASTER ROYAL INFIRMARY,1.1171,2,54345,2125,1900,0.9306,1.0729,0.8502,1.1762,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DN2 5LT
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5MM,MONTAGU HOSPITAL,*,*,70,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S64 0AZ
