INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED,SHMI_VALUE,SHMI_BANDING,PO_LL,PO_UL,OD_LL,OD_UL
I00699,1,Tuberculosis,RJ6,CROYDON HEALTH SERVICES NHS TRUST,20,*,*,,,,,,
I00699,1,Tuberculosis,RN7,DARTFORD AND GRAVESHAM NHS TRUST,20,*,*,,,,,,
I00699,1,Tuberculosis,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,10,0,*,,,,,,
I00699,1,Tuberculosis,RJN,EAST CHESHIRE NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,20,0,*,,,,,,
I00699,1,Tuberculosis,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,1,Tuberculosis,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,*,*,*,,,,,,
I00699,1,Tuberculosis,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,30,*,*,,,,,,
I00699,1,Tuberculosis,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,1,Tuberculosis,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,1,Tuberculosis,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,30,0,*,,,,,,
I00699,1,Tuberculosis,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,1,Tuberculosis,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,1,Tuberculosis,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,20,0,*,,,,,,
I00699,1,Tuberculosis,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,60,*,*,,,,,,
I00699,1,Tuberculosis,R1F,ISLE OF WIGHT NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,1,Tuberculosis,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,1,Tuberculosis,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,35,*,*,,,,,,
I00699,1,Tuberculosis,RJ2,LEWISHAM AND GREENWICH NHS TRUST,45,*,*,,,,,,
I00699,1,Tuberculosis,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,1,Tuberculosis,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,80,*,*,,,,,,
I00699,1,Tuberculosis,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,25,0,*,,,,,,
I00699,1,Tuberculosis,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,55,*,*,,,,,,
I00699,1,Tuberculosis,RPA,MEDWAY NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,1,Tuberculosis,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,*,*,*,,,,,,
I00699,1,Tuberculosis,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,10,*,*,,,,,,
I00699,1,Tuberculosis,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RVJ,NORTH BRISTOL NHS TRUST,10,0,*,,,,,,
I00699,1,Tuberculosis,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,*,*,*,,,,,,
I00699,1,Tuberculosis,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,20,0,*,,,,,,
I00699,1,Tuberculosis,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,1,Tuberculosis,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,*,*,*,,,,,,
I00699,1,Tuberculosis,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,*,*,*,,,,,,
I00699,1,Tuberculosis,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,25,0,*,,,,,,
I00699,1,Tuberculosis,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,1,Tuberculosis,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,45,*,*,,,,,,
I00699,1,Tuberculosis,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RHU,PORTSMOUTH HOSPITALS NHS TRUST,10,0,*,,,,,,
I00699,1,Tuberculosis,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,1,Tuberculosis,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,25,0,*,,,,,,
I00699,1,Tuberculosis,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,15,*,*,,,,,,
I00699,1,Tuberculosis,RNZ,SALISBURY NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,30,*,*,,,,,,
I00699,1,Tuberculosis,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,1,Tuberculosis,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,*,*,*,,,,,,
I00699,1,Tuberculosis,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,50,*,*,,,,,,
I00699,1,Tuberculosis,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10,0,*,,,,,,
I00699,1,Tuberculosis,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,1,Tuberculosis,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,10,*,*,,,,,,
I00699,1,Tuberculosis,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,15,0,*,,,,,,
I00699,1,Tuberculosis,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,1,Tuberculosis,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",*,*,*,,,,,,
I00699,1,Tuberculosis,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,10,0,*,,,,,,
I00699,1,Tuberculosis,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,20,*,*,,,,,,
I00699,1,Tuberculosis,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,10,*,*,,,,,,
I00699,1,Tuberculosis,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,25,0,*,,,,,,
I00699,1,Tuberculosis,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,25,*,*,,,,,,
I00699,1,Tuberculosis,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,70,0,*,,,,,,
I00699,1,Tuberculosis,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,1,Tuberculosis,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,45,*,*,,,,,,
I00699,1,Tuberculosis,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,20,0,*,,,,,,
I00699,1,Tuberculosis,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,70,*,*,,,,,,
I00699,1,Tuberculosis,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,25,*,*,,,,,,
I00699,1,Tuberculosis,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RBK,WALSALL HEALTHCARE NHS TRUST,15,*,*,,,,,,
I00699,1,Tuberculosis,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,15,0,*,,,,,,
I00699,1,Tuberculosis,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RA3,WESTON AREA HEALTH NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RKE,WHITTINGTON HEALTH NHS TRUST,10,0,*,,,,,,
I00699,1,Tuberculosis,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,Tuberculosis,RLQ,WYE VALLEY NHS TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,1,Tuberculosis,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,*,0,*,,,,,,
I00699,2,"Septicaemia (except in labour), Shock",RCF,AIREDALE NHS FOUNDATION TRUST,745,135,155,0.8534,2,0.7714,1.272,0.8203,1.219
I00699,2,"Septicaemia (except in labour), Shock",RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,445,85,90,0.9719,2,0.7049,1.3717,0.7865,1.2714
I00699,2,"Septicaemia (except in labour), Shock",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1480,310,290,1.0656,2,0.8288,1.1944,0.8461,1.1819
I00699,2,"Septicaemia (except in labour), Shock",RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,430,120,85,1.3611,1,0.7007,1.3784,0.7842,1.2751
I00699,2,"Septicaemia (except in labour), Shock",R1H,BARTS HEALTH NHS TRUST,2665,435,435,0.9992,2,0.8586,1.1569,0.8577,1.1659
I00699,2,"Septicaemia (except in labour), Shock",RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1410,290,270,1.063,2,0.823,1.202,0.8437,1.1853
I00699,2,"Septicaemia (except in labour), Shock",RC1,BEDFORD HOSPITAL NHS TRUST,730,160,135,1.178,2,0.7557,1.2946,0.8126,1.2306
I00699,2,"Septicaemia (except in labour), Shock",RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1760,340,350,0.9666,2,0.8433,1.176,0.8519,1.1738
I00699,2,"Septicaemia (except in labour), Shock",RMC,BOLTON NHS FOUNDATION TRUST,905,155,180,0.8662,2,0.7855,1.2524,0.827,1.2092
I00699,2,"Septicaemia (except in labour), Shock",RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,710,115,110,1.0395,2,0.7317,1.3301,0.8006,1.2491
I00699,2,"Septicaemia (except in labour), Shock",RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,965,170,185,0.908,2,0.7887,1.2479,0.8285,1.207
I00699,2,"Septicaemia (except in labour), Shock",RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,965,125,160,0.7899,3,0.7731,1.2697,0.8211,1.2179
I00699,2,"Septicaemia (except in labour), Shock",RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,600,120,105,1.1011,2,0.7278,1.336,0.7985,1.2523
I00699,2,"Septicaemia (except in labour), Shock",RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1210,190,250,0.7599,3,0.8159,1.2113,0.8407,1.1895
I00699,2,"Septicaemia (except in labour), Shock",RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,890,185,165,1.104,2,0.7771,1.2641,0.823,1.215
I00699,2,"Septicaemia (except in labour), Shock",RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,920,160,180,0.8685,2,0.7865,1.251,0.8274,1.2085
I00699,2,"Septicaemia (except in labour), Shock",RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,810,150,155,0.9791,2,0.7695,1.2747,0.8194,1.2204
I00699,2,"Septicaemia (except in labour), Shock",RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1300,300,250,1.1918,1,0.8165,1.2105,0.8409,1.1892
I00699,2,"Septicaemia (except in labour), Shock",RJ6,CROYDON HEALTH SERVICES NHS TRUST,1530,245,285,0.8641,2,0.8265,1.1975,0.8451,1.1832
I00699,2,"Septicaemia (except in labour), Shock",RN7,DARTFORD AND GRAVESHAM NHS TRUST,1125,190,175,1.1061,2,0.7812,1.2582,0.825,1.2121
I00699,2,"Septicaemia (except in labour), Shock",RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1100,240,215,1.1282,2,0.8022,1.2295,0.8346,1.1981
I00699,2,"Septicaemia (except in labour), Shock",RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,195,50,35,1.3982,2,0.5651,1.6249,0.7071,1.4141
I00699,2,"Septicaemia (except in labour), Shock",RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,430,65,75,0.8867,2,0.6775,1.4162,0.7717,1.2958
I00699,2,"Septicaemia (except in labour), Shock",RJN,EAST CHESHIRE NHS TRUST,240,65,45,1.4018,1,0.6042,1.5472,0.7302,1.3696
I00699,2,"Septicaemia (except in labour), Shock",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1715,465,365,1.2883,1,0.8455,1.1732,0.8528,1.1726
I00699,2,"Septicaemia (except in labour), Shock",RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1460,250,285,0.8828,2,0.8264,1.1976,0.8451,1.1833
I00699,2,"Septicaemia (except in labour), Shock",RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2065,405,420,0.961,2,0.8559,1.1603,0.8567,1.1673
I00699,2,"Septicaemia (except in labour), Shock",RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2460,530,525,1.0057,2,0.8705,1.1423,0.8619,1.1602
I00699,2,"Septicaemia (except in labour), Shock",RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,775,145,160,0.911,2,0.7721,1.271,0.8207,1.2185
I00699,2,"Septicaemia (except in labour), Shock",RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1760,340,325,1.0501,2,0.8375,1.1833,0.8496,1.177
I00699,2,"Septicaemia (except in labour), Shock",RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,345,80,70,1.1987,2,0.6658,1.436,0.7652,1.3068
I00699,2,"Septicaemia (except in labour), Shock",RLT,GEORGE ELIOT HOSPITAL NHS TRUST,450,105,95,1.0962,2,0.7149,1.3559,0.7918,1.2629
I00699,2,"Septicaemia (except in labour), Shock",RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1305,275,235,1.1751,2,0.8107,1.2181,0.8384,1.1927
I00699,2,"Septicaemia (except in labour), Shock",RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1070,225,200,1.1296,2,0.7953,1.2389,0.8315,1.2026
I00699,2,"Septicaemia (except in labour), Shock",RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,625,85,85,0.9926,2,0.6974,1.3836,0.7825,1.278
I00699,2,"Septicaemia (except in labour), Shock",RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,595,100,125,0.7864,3,0.7459,1.3089,0.8077,1.238
I00699,2,"Septicaemia (except in labour), Shock",RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,350,65,70,0.9246,2,0.6737,1.4225,0.7696,1.2994
I00699,2,"Septicaemia (except in labour), Shock",RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,460,50,65,0.8262,2,0.6552,1.4541,0.7593,1.3169
I00699,2,"Septicaemia (except in labour), Shock",RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,1060,260,215,1.2085,1,0.8021,1.2296,0.8346,1.1982
I00699,2,"Septicaemia (except in labour), Shock",RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1945,285,345,0.8339,3,0.8417,1.178,0.8513,1.1747
I00699,2,"Septicaemia (except in labour), Shock",R1F,ISLE OF WIGHT NHS TRUST,570,105,115,0.9153,2,0.7338,1.327,0.8016,1.2475
I00699,2,"Septicaemia (except in labour), Shock",RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,985,285,210,1.3607,1,0.8003,1.232,0.8338,1.1993
I00699,2,"Septicaemia (except in labour), Shock",RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,665,105,130,0.8257,2,0.7493,1.3039,0.8095,1.2354
I00699,2,"Septicaemia (except in labour), Shock",RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1840,305,320,0.9476,2,0.8366,1.1845,0.8493,1.1775
I00699,2,"Septicaemia (except in labour), Shock",RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,425,85,90,0.9604,2,0.7065,1.3692,0.7873,1.2701
I00699,2,"Septicaemia (except in labour), Shock",RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2495,480,505,0.9507,2,0.868,1.1455,0.861,1.1614
I00699,2,"Septicaemia (except in labour), Shock",RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1595,275,255,1.0795,2,0.8178,1.2087,0.8415,1.1884
I00699,2,"Septicaemia (except in labour), Shock",RJ2,LEWISHAM AND GREENWICH NHS TRUST,1540,305,275,1.1005,2,0.8241,1.2006,0.8441,1.1847
I00699,2,"Septicaemia (except in labour), Shock",REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2370,500,435,1.145,2,0.8583,1.1572,0.8576,1.166
I00699,2,"Septicaemia (except in labour), Shock",R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,1305,195,245,0.8019,3,0.8139,1.2139,0.8398,1.1907
I00699,2,"Septicaemia (except in labour), Shock",RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,715,130,125,1.0504,2,0.746,1.3088,0.8078,1.2379
I00699,2,"Septicaemia (except in labour), Shock",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,830,160,160,1.013,2,0.7733,1.2693,0.8212,1.2177
I00699,2,"Septicaemia (except in labour), Shock",R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,1850,315,310,1.0136,2,0.8341,1.1877,0.8483,1.1789
I00699,2,"Septicaemia (except in labour), Shock",RPA,MEDWAY NHS FOUNDATION TRUST,1255,245,250,0.9839,2,0.8152,1.2122,0.8404,1.19
I00699,2,"Septicaemia (except in labour), Shock",RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,785,145,150,0.9944,2,0.765,1.2812,0.8172,1.2237
I00699,2,"Septicaemia (except in labour), Shock",RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,980,200,210,0.9566,2,0.7998,1.2327,0.8336,1.1997
I00699,2,"Septicaemia (except in labour), Shock",RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1250,240,230,1.0432,2,0.8086,1.221,0.8375,1.1941
I00699,2,"Septicaemia (except in labour), Shock",RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,810,165,140,1.187,2,0.7596,1.2889,0.8146,1.2276
I00699,2,"Septicaemia (except in labour), Shock",RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1135,265,240,1.1166,2,0.8117,1.2169,0.8388,1.1921
I00699,2,"Septicaemia (except in labour), Shock",RVJ,NORTH BRISTOL NHS TRUST,1180,165,225,0.7377,3,0.8071,1.2229,0.8368,1.195
I00699,2,"Septicaemia (except in labour), Shock",RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,990,195,195,0.9878,2,0.7934,1.2414,0.8307,1.2039
I00699,2,"Septicaemia (except in labour), Shock",RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1005,190,165,1.1507,2,0.7761,1.2654,0.8226,1.2157
I00699,2,"Septicaemia (except in labour), Shock",RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1685,380,325,1.1712,2,0.8374,1.1835,0.8496,1.177
I00699,2,"Septicaemia (except in labour), Shock",RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1530,290,300,0.966,2,0.8314,1.1912,0.8472,1.1804
I00699,2,"Septicaemia (except in labour), Shock",RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1265,220,230,0.9536,2,0.8088,1.2206,0.8376,1.1939
