INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,2,YEAR_INDEX_3,0.1376,0.0167,68.1827,1,0
I00699,3,ADMIMETH_1,-0.3944,0.2585,2.3289,1,0.127
I00699,3,ADMIMETH_2,0,,,0,
I00699,3,ADMIMETH_3,0,,,0,
I00699,3,AGE_GROUP_1,13.6708,250.4328,0.003,1,0.9565
I00699,3,AGE_GROUP_10,15.5678,250.4323,0.0039,1,0.9504
I00699,3,AGE_GROUP_11,14.785,250.4324,0.0035,1,0.9529
I00699,3,AGE_GROUP_12,15.5978,250.4322,0.0039,1,0.9503
I00699,3,AGE_GROUP_13,15.8385,250.4322,0.004,1,0.9496
I00699,3,AGE_GROUP_14,15.8036,250.4322,0.004,1,0.9497
I00699,3,AGE_GROUP_15,15.6261,250.4322,0.0039,1,0.9502
I00699,3,AGE_GROUP_16,16.0058,250.4322,0.0041,1,0.949
I00699,3,AGE_GROUP_17,16.4441,250.4321,0.0043,1,0.9476
I00699,3,AGE_GROUP_18,16.6954,250.4321,0.0044,1,0.9468
I00699,3,AGE_GROUP_19,16.869,250.4321,0.0045,1,0.9463
I00699,3,AGE_GROUP_2,0,,,0,
I00699,3,AGE_GROUP_20,17.4161,250.4322,0.0048,1,0.9446
I00699,3,AGE_GROUP_21,0,,,0,
I00699,3,AGE_GROUP_3,11.7133,250.4341,0.0022,1,0.9627
I00699,3,AGE_GROUP_4,12.9985,250.4341,0.0027,1,0.9586
I00699,3,AGE_GROUP_5,13.6564,250.4341,0.003,1,0.9565
I00699,3,AGE_GROUP_6,-0.0675,938.0757,0,1,0.9999
I00699,3,AGE_GROUP_7,14.2702,250.4331,0.0032,1,0.9546
I00699,3,AGE_GROUP_8,14.6832,250.4328,0.0034,1,0.9532
I00699,3,AGE_GROUP_9,14.4984,250.4328,0.0034,1,0.9538
I00699,3,CHARLSON_INDEX_1,0,,,0,
I00699,3,CHARLSON_INDEX_2,0.1814,0.161,1.2684,1,0.2601
I00699,3,CHARLSON_INDEX_3,0.7574,0.1141,44.0464,1,0
I00699,3,GENDER_1,0,,,0,
I00699,3,GENDER_2,-0.0162,0.0858,0.0355,1,0.8506
I00699,3,GENDER_3,0,,,0,
I00699,3,Intercept,-18.7984,250.4321,0.0056,1,0.9402
I00699,3,YEAR_INDEX_1,0,,,0,
I00699,3,YEAR_INDEX_2,0.0574,0.1018,0.3178,1,0.5729
I00699,3,YEAR_INDEX_3,0.0576,0.1038,0.3079,1,0.579
I00699,4,ADMIMETH_1,-0.8782,0.2364,13.7966,1,0.0002
I00699,4,ADMIMETH_2,0,,,0,
I00699,4,ADMIMETH_3,0,,,0,
I00699,4,AGE_GROUP_1,0,,,0,
I00699,4,AGE_GROUP_10,1.9571,0.7727,6.4147,1,0.0113
I00699,4,AGE_GROUP_11,2.8911,0.6388,20.4829,1,0
I00699,4,AGE_GROUP_12,2.2872,0.6565,12.1372,1,0.0005
I00699,4,AGE_GROUP_13,2.9959,0.6214,23.2432,1,0
I00699,4,AGE_GROUP_14,3.2195,0.6128,27.5992,1,0
I00699,4,AGE_GROUP_15,3.2897,0.6066,29.4103,1,0
I00699,4,AGE_GROUP_16,3.4984,0.6058,33.35,1,0
I00699,4,AGE_GROUP_17,3.5523,0.6059,34.3718,1,0
I00699,4,AGE_GROUP_18,3.5608,0.6075,34.3582,1,0
I00699,4,AGE_GROUP_19,3.6644,0.6111,35.9607,1,0
I00699,4,AGE_GROUP_2,-12.7758,528.1961,0.0006,1,0.9807
I00699,4,AGE_GROUP_20,4.2285,0.6136,47.4829,1,0
I00699,4,AGE_GROUP_21,0,,,0,
I00699,4,AGE_GROUP_3,-12.8287,841.0901,0.0002,1,0.9878
I00699,4,AGE_GROUP_4,1.1821,1.1601,1.0383,1,0.3082
I00699,4,AGE_GROUP_5,1.7133,0.9183,3.4807,1,0.0621
I00699,4,AGE_GROUP_6,0.9143,1.1583,0.623,1,0.4299
I00699,4,AGE_GROUP_7,-12.7516,890.2308,0.0002,1,0.9886
I00699,4,AGE_GROUP_8,2.2038,0.7698,8.1947,1,0.0042
I00699,4,AGE_GROUP_9,1.4603,0.9189,2.5259,1,0.112
I00699,4,CHARLSON_INDEX_1,0,,,0,
I00699,4,CHARLSON_INDEX_2,0.4828,0.1761,7.5157,1,0.0061
I00699,4,CHARLSON_INDEX_3,0.7944,0.1528,27.0179,1,0
I00699,4,GENDER_1,0.4857,0.1061,20.9433,1,0
I00699,4,GENDER_2,0,,,0,
I00699,4,GENDER_3,0,,,0,
I00699,4,Intercept,-6.7798,0.587,133.3833,1,0
I00699,4,YEAR_INDEX_1,0,,,0,
I00699,4,YEAR_INDEX_2,0.2246,0.1285,3.0547,1,0.0805
I00699,4,YEAR_INDEX_3,0.2799,0.127,4.8546,1,0.0276
I00699,5,ADMIMETH_1,-2.1074,0.5916,12.6879,1,0.0004
I00699,5,ADMIMETH_2,0,,,0,
I00699,5,ADMIMETH_3,0,,,0,
I00699,5,AGE_GROUP_21,0,,,0,
I00699,5,CHARLSON_INDEX_1,0,,,0,
I00699,5,CHARLSON_INDEX_2,0.476,0.3993,1.4209,1,0.2332
I00699,5,CHARLSON_INDEX_3,2.1164,0.2912,52.8081,1,0
I00699,5,GENDER_1,0,,,0,
I00699,5,GENDER_2,-0.1499,0.2383,0.3954,1,0.5295
I00699,5,GENDER_3,0,,,0,
I00699,5,Intercept,-4.8005,0.2966,262.0025,1,0
I00699,5,YEAR_INDEX_1,0,,,0,
I00699,5,YEAR_INDEX_2,-16.962,658.7697,0.0007,1,0.9795
I00699,5,YEAR_INDEX_3,-0.3128,0.214,2.1358,1,0.1439
I00699,6,ADMIMETH_1,-0.4496,0.1912,5.5283,1,0.0187
I00699,6,ADMIMETH_2,0,,,0,
I00699,6,ADMIMETH_3,0,,,0,
I00699,6,AGE_GROUP_1,1.1145,0.4473,6.2074,1,0.0127
I00699,6,AGE_GROUP_10,3.2194,0.4387,53.841,1,0
I00699,6,AGE_GROUP_11,3.7319,0.3903,91.4071,1,0
I00699,6,AGE_GROUP_12,4.2261,0.3628,135.6815,1,0
I00699,6,AGE_GROUP_13,4.5713,0.3547,166.1023,1,0
I00699,6,AGE_GROUP_14,4.5162,0.3573,159.7293,1,0
I00699,6,AGE_GROUP_15,4.9089,0.347,200.1266,1,0
I00699,6,AGE_GROUP_16,5.2142,0.3452,228.1886,1,0
I00699,6,AGE_GROUP_17,5.4226,0.3419,251.5699,1,0
I00699,6,AGE_GROUP_18,5.4016,0.3443,246.1604,1,0
I00699,6,AGE_GROUP_19,5.8978,0.3417,297.8261,1,0
I00699,6,AGE_GROUP_2,0,,,0,
I00699,6,AGE_GROUP_20,6.4761,0.3418,358.9041,1,0
I00699,6,AGE_GROUP_21,0,,,0,
I00699,6,AGE_GROUP_3,-0.5544,1.0488,0.2794,1,0.5971
I00699,6,AGE_GROUP_4,1.2085,0.7749,2.4322,1,0.1189
I00699,6,AGE_GROUP_5,1.529,0.6587,5.3885,1,0.0203
I00699,6,AGE_GROUP_6,1.9308,0.5921,10.6341,1,0.0011
I00699,6,AGE_GROUP_7,2.1025,0.5921,12.6068,1,0.0004
I00699,6,AGE_GROUP_8,1.8892,0.6589,8.221,1,0.0041
I00699,6,AGE_GROUP_9,2.8717,0.4939,33.8099,1,0
I00699,6,CHARLSON_INDEX_1,0,,,0,
I00699,6,CHARLSON_INDEX_2,0.1281,0.1457,0.773,1,0.3793
I00699,6,CHARLSON_INDEX_3,1.4663,0.1001,214.6683,1,0
I00699,6,GENDER_1,0,,,0,
I00699,6,GENDER_2,-0.0684,0.0766,0.7988,1,0.3714
I00699,6,GENDER_3,0,,,0,
I00699,6,Intercept,-9.6186,0.3213,896.0578,1,0
I00699,6,YEAR_INDEX_1,0,,,0,
I00699,6,YEAR_INDEX_2,-0.0118,0.0911,0.0168,1,0.897
I00699,6,YEAR_INDEX_3,-0.0337,0.0918,0.1346,1,0.7137
I00699,7,ADMIMETH_1,0,,,0,
I00699,7,ADMIMETH_2,0,,,0,
I00699,7,ADMIMETH_3,2.8452,0.0558,2598.1607,1,0
I00699,7,AGE_GROUP_1,-12.6464,1066.0121,0.0001,1,0.9905
I00699,7,AGE_GROUP_10,-0.5292,0.1905,7.713,1,0.0055
I00699,7,AGE_GROUP_11,-0.3699,0.1271,8.4675,1,0.0036
I00699,7,AGE_GROUP_12,-0.2773,0.1064,6.7908,1,0.0092
I00699,7,AGE_GROUP_13,-0.1362,0.0945,2.0766,1,0.1496
I00699,7,AGE_GROUP_14,0,,,0,
I00699,7,AGE_GROUP_15,0.2434,0.0849,8.2261,1,0.0041
I00699,7,AGE_GROUP_16,0.4922,0.0865,32.3969,1,0
I00699,7,AGE_GROUP_17,0.5435,0.0953,32.5094,1,0
I00699,7,AGE_GROUP_18,0.8727,0.1028,72.1153,1,0
I00699,7,AGE_GROUP_19,1.0382,0.1168,79.0522,1,0
I00699,7,AGE_GROUP_2,-12.4913,221.9022,0.0032,1,0.9551
I00699,7,AGE_GROUP_20,1.4437,0.1524,89.731,1,0
I00699,7,AGE_GROUP_21,0,,,0,
I00699,7,AGE_GROUP_3,-1.3497,1.0279,1.7242,1,0.1892
I00699,7,AGE_GROUP_4,-11.8754,242.1992,0.0024,1,0.9609
I00699,7,AGE_GROUP_5,-1.8879,1.017,3.4463,1,0.0634
I00699,7,AGE_GROUP_6,-0.8307,0.599,1.9234,1,0.1655
I00699,7,AGE_GROUP_7,-0.4227,0.5284,0.64,1,0.4237
I00699,7,AGE_GROUP_8,-0.6125,0.4291,2.0379,1,0.1534
I00699,7,AGE_GROUP_9,-0.5439,0.2566,4.4932,1,0.034
I00699,7,CHARLSON_INDEX_1,0,,,0,
I00699,7,CHARLSON_INDEX_2,0.2014,0.0763,6.9639,1,0.0083
I00699,7,CHARLSON_INDEX_3,0.9006,0.0525,294.0391,1,0
I00699,7,GENDER_1,0,,,0,
I00699,7,GENDER_2,-0.025,0.0534,0.2202,1,0.6389
I00699,7,GENDER_3,0,,,0,
I00699,7,Intercept,-4.9934,0.0911,3006.4865,1,0
I00699,7,YEAR_INDEX_1,0,,,0,
I00699,7,YEAR_INDEX_2,0.0547,0.0576,0.9025,1,0.3421
I00699,7,YEAR_INDEX_3,0.055,0.0574,0.9158,1,0.3386
I00699,8,ADMIMETH_1,0,,,0,
I00699,8,ADMIMETH_2,0,,,0,
I00699,8,ADMIMETH_3,2.1965,0.0454,2337.9253,1,0
I00699,8,AGE_GROUP_10,-0.6403,0.1893,11.4457,1,0.0007
I00699,8,AGE_GROUP_11,-0.2997,0.1326,5.1046,1,0.0239
I00699,8,AGE_GROUP_12,-0.2009,0.0889,5.1041,1,0.0239
I00699,8,AGE_GROUP_13,-0.0896,0.0745,1.4472,1,0.229
I00699,8,AGE_GROUP_14,-0.0401,0.0637,0.396,1,0.5292
I00699,8,AGE_GROUP_15,0,,,0,
I00699,8,AGE_GROUP_16,-0.0362,0.0601,0.3628,1,0.547
I00699,8,AGE_GROUP_17,0.2031,0.0603,11.3475,1,0.0008
I00699,8,AGE_GROUP_18,0.4292,0.0624,47.3788,1,0
I00699,8,AGE_GROUP_19,0.6189,0.0704,77.246,1,0
I00699,8,AGE_GROUP_20,0.8377,0.0904,85.8892,1,0
I00699,8,AGE_GROUP_21,0,,,0,
I00699,8,AGE_GROUP_6,-9.0555,137.8667,0.0043,1,0.9476
I00699,8,AGE_GROUP_7,-0.5197,0.6457,0.6479,1,0.4209
I00699,8,AGE_GROUP_8,-0.0854,0.5344,0.0255,1,0.873
I00699,8,AGE_GROUP_9,-0.5887,0.3004,3.8413,1,0.05
I00699,8,CHARLSON_INDEX_1,0,,,0,
I00699,8,CHARLSON_INDEX_2,0.2173,0.0591,13.5352,1,0.0002
I00699,8,CHARLSON_INDEX_3,1.1937,0.0398,901.6769,1,0
I00699,8,GENDER_1,0,,,0,
I00699,8,GENDER_2,0.0179,0.037,0.2334,1,0.629
I00699,8,GENDER_3,0,,,0,
I00699,8,Intercept,-3.894,0.0677,3308.2153,1,0
I00699,8,YEAR_INDEX_1,0,,,0,
I00699,8,YEAR_INDEX_2,0.0186,0.0415,0.2018,1,0.6533
I00699,8,YEAR_INDEX_3,0.1023,0.0409,6.2483,1,0.0124
I00699,9,ADMIMETH_1,0,,,0,
I00699,9,ADMIMETH_2,0,,,0,
I00699,9,ADMIMETH_3,2.3344,0.0565,1704.3294,1,0
I00699,9,AGE_GROUP_1,-10.5236,370.2658,0.0008,1,0.9773
I00699,9,AGE_GROUP_10,-0.518,0.1593,10.5729,1,0.0011
I00699,9,AGE_GROUP_11,-0.3802,0.1264,9.0529,1,0.0026
I00699,9,AGE_GROUP_12,-0.6849,0.1117,37.592,1,0
I00699,9,AGE_GROUP_13,-0.5149,0.098,27.5942,1,0
I00699,9,AGE_GROUP_14,-0.3386,0.0848,15.9332,1,0.0001
I00699,9,AGE_GROUP_15,-0.3101,0.0766,16.3848,1,0.0001
I00699,9,AGE_GROUP_16,-0.2847,0.0732,15.1112,1,0.0001
I00699,9,AGE_GROUP_17,0,,,0,
I00699,9,AGE_GROUP_18,0.1159,0.0727,2.5413,1,0.1109
I00699,9,AGE_GROUP_19,0.3331,0.0814,16.7528,1,0
I00699,9,AGE_GROUP_20,0.4499,0.1079,17.3957,1,0
I00699,9,AGE_GROUP_21,0,,,0,
I00699,9,AGE_GROUP_4,-9.6045,194.9216,0.0024,1,0.9607
I00699,9,AGE_GROUP_5,-0.028,0.9319,0.0009,1,0.9761
I00699,9,AGE_GROUP_6,-0.2972,0.6752,0.1937,1,0.6598
I00699,9,AGE_GROUP_7,-0.6828,0.3276,4.3453,1,0.0371
I00699,9,AGE_GROUP_8,-0.7669,0.2881,7.0883,1,0.0078
I00699,9,AGE_GROUP_9,-0.9071,0.224,16.4049,1,0.0001
I00699,9,CHARLSON_INDEX_1,0,,,0,
I00699,9,CHARLSON_INDEX_2,0.0782,0.0822,0.9061,1,0.3411
I00699,9,CHARLSON_INDEX_3,1.1243,0.0524,460.4875,1,0
I00699,9,GENDER_1,0,,,0,
I00699,9,GENDER_2,0.0386,0.0444,0.7551,1,0.3849
I00699,9,GENDER_3,0,,,0,
I00699,9,Intercept,-3.6397,0.0853,1822.0454,1,0
I00699,9,YEAR_INDEX_1,0,,,0,
I00699,9,YEAR_INDEX_2,-0.0258,0.0506,0.259,1,0.6108
I00699,9,YEAR_INDEX_3,0.0005,0.0505,0.0001,1,0.9921
I00699,10,ADMIMETH_1,0,,,0,
I00699,10,ADMIMETH_2,0,,,0,
I00699,10,ADMIMETH_3,2.6945,0.0381,4997.9735,1,0
I00699,10,AGE_GROUP_10,-0.6993,0.137,26.037,1,0
I00699,10,AGE_GROUP_11,-0.542,0.107,25.6731,1,0
I00699,10,AGE_GROUP_12,-0.6457,0.0876,54.2883,1,0
I00699,10,AGE_GROUP_13,-0.4873,0.0744,42.8907,1,0
I00699,10,AGE_GROUP_14,-0.2411,0.063,14.6297,1,0.0001
I00699,10,AGE_GROUP_15,-0.1138,0.0566,4.0433,1,0.0443
I00699,10,AGE_GROUP_16,0,,,0,
I00699,10,AGE_GROUP_17,0.2265,0.0517,19.191,1,0
I00699,10,AGE_GROUP_18,0.5139,0.0509,102.1268,1,0
I00699,10,AGE_GROUP_19,0.8532,0.0544,245.5967,1,0
I00699,10,AGE_GROUP_20,1.0611,0.0664,255.6846,1,0
I00699,10,AGE_GROUP_21,0,,,0,
I00699,10,AGE_GROUP_3,-10.1059,493.9541,0.0004,1,0.9837
I00699,10,AGE_GROUP_4,-9.9896,117.7564,0.0072,1,0.9324
I00699,10,AGE_GROUP_5,-1.8482,1.0214,3.2742,1,0.0704
I00699,10,AGE_GROUP_6,-1.1754,0.5227,5.0576,1,0.0245
I00699,10,AGE_GROUP_7,-0.5352,0.2669,4.02,1,0.045
I00699,10,AGE_GROUP_8,-0.7512,0.1761,18.1988,1,0
I00699,10,AGE_GROUP_9,-0.6127,0.1841,11.0828,1,0.0009
I00699,10,CHARLSON_INDEX_1,0,,,0,
I00699,10,CHARLSON_INDEX_2,0.3036,0.0656,21.3961,1,0
I00699,10,CHARLSON_INDEX_3,1.3762,0.0404,1159.6686,1,0
I00699,10,GENDER_1,0,,,0,
I00699,10,GENDER_2,0.0119,0.0283,0.1781,1,0.673
I00699,10,GENDER_3,0,,,0,
I00699,10,Intercept,-5.0219,0.0642,6115.8758,1,0
I00699,10,YEAR_INDEX_1,0,,,0,
I00699,10,YEAR_INDEX_2,0.0285,0.0344,0.6864,1,0.4074
I00699,10,YEAR_INDEX_3,0.1052,0.0343,9.3929,1,0.0022
I00699,11,ADMIMETH_1,0,,,0,
I00699,11,ADMIMETH_2,0,,,0,
I00699,11,ADMIMETH_3,2.7777,0.0478,3376.0608,1,0
I00699,11,AGE_GROUP_10,-0.4532,0.1678,7.2936,1,0.0069
I00699,11,AGE_GROUP_11,-0.3065,0.1279,5.7423,1,0.0166
I00699,11,AGE_GROUP_12,-0.2888,0.1023,7.9633,1,0.0048
I00699,11,AGE_GROUP_13,-0.3206,0.0915,12.2885,1,0.0005
I00699,11,AGE_GROUP_14,-0.106,0.079,1.8002,1,0.1797
I00699,11,AGE_GROUP_15,0,,,0,
I00699,11,AGE_GROUP_16,0.1665,0.0726,5.2629,1,0.0218
I00699,11,AGE_GROUP_17,0.3891,0.0715,29.5942,1,0
I00699,11,AGE_GROUP_18,0.5547,0.0737,56.6593,1,0
I00699,11,AGE_GROUP_19,0.7737,0.0816,89.9112,1,0
I00699,11,AGE_GROUP_20,1.144,0.0988,134.0963,1,0
I00699,11,AGE_GROUP_21,0,,,0,
I00699,11,AGE_GROUP_5,-9.4489,131.5149,0.0052,1,0.9427
I00699,11,AGE_GROUP_6,-0.0758,0.5575,0.0185,1,0.8918
I00699,11,AGE_GROUP_7,-0.4489,0.3698,1.4735,1,0.2248
I00699,11,AGE_GROUP_8,-0.2519,0.2452,1.0557,1,0.3042
I00699,11,AGE_GROUP_9,-0.5237,0.228,5.2745,1,0.0216
I00699,11,CHARLSON_INDEX_1,0,,,0,
I00699,11,CHARLSON_INDEX_2,0.236,0.0894,6.9628,1,0.0083
I00699,11,CHARLSON_INDEX_3,1.3926,0.0533,683.4233,1,0
I00699,11,GENDER_1,0,,,0,
I00699,11,GENDER_2,-0.0189,0.0401,0.2208,1,0.6384
I00699,11,GENDER_3,0,,,0,
I00699,11,Intercept,-5.1438,0.0817,3967.0997,1,0
I00699,11,YEAR_INDEX_1,0,,,0,
I00699,11,YEAR_INDEX_2,0.0585,0.0479,1.4954,1,0.2214
I00699,11,YEAR_INDEX_3,0.1787,0.0471,14.4105,1,0.0001
I00699,12,ADMIMETH_1,0,,,0,
I00699,12,ADMIMETH_2,0,,,0,
I00699,12,ADMIMETH_3,2.8229,0.0591,2282.4348,1,0
I00699,12,AGE_GROUP_1,-1.2007,0.7457,2.5924,1,0.1074
I00699,12,AGE_GROUP_10,-0.3266,0.203,2.5879,1,0.1077
I00699,12,AGE_GROUP_11,-0.3423,0.1503,5.1864,1,0.0228
I00699,12,AGE_GROUP_12,-0.2735,0.1077,6.4489,1,0.0111
I00699,12,AGE_GROUP_13,-0.2396,0.0919,6.7893,1,0.0092
I00699,12,AGE_GROUP_14,0.0342,0.0803,0.1821,1,0.6696
I00699,12,AGE_GROUP_15,0,,,0,
I00699,12,AGE_GROUP_16,0.1896,0.0737,6.623,1,0.0101
I00699,12,AGE_GROUP_17,0.5059,0.0732,47.7313,1,0
I00699,12,AGE_GROUP_18,0.6867,0.0775,78.432,1,0
I00699,12,AGE_GROUP_19,0.8831,0.0932,89.8622,1,0
I00699,12,AGE_GROUP_2,-2.9156,0.7174,16.5182,1,0
I00699,12,AGE_GROUP_20,1.0789,0.1311,67.7027,1,0
I00699,12,AGE_GROUP_21,0,,,0,
I00699,12,AGE_GROUP_3,-1.8014,1.0525,2.9294,1,0.087
I00699,12,AGE_GROUP_4,-1.4012,0.7426,3.5598,1,0.0592
I00699,12,AGE_GROUP_5,-1.4724,1.0619,1.9228,1,0.1656
I00699,12,AGE_GROUP_6,-1.5353,0.7407,4.2961,1,0.0382
I00699,12,AGE_GROUP_7,-1.2715,0.5344,5.6605,1,0.0174
I00699,12,AGE_GROUP_8,-0.9577,0.4164,5.2903,1,0.0214
I00699,12,AGE_GROUP_9,-0.2964,0.2737,1.1722,1,0.2789
I00699,12,CHARLSON_INDEX_1,0,,,0,
I00699,12,CHARLSON_INDEX_2,0.1068,0.0757,1.9931,1,0.158
I00699,12,CHARLSON_INDEX_3,0.7576,0.0513,218.293,1,0
I00699,12,GENDER_1,0,,,0,
I00699,12,GENDER_2,-0.0458,0.0443,1.0687,1,0.3012
I00699,12,GENDER_3,0,,,0,
I00699,12,Intercept,-4.0085,0.0876,2093.382,1,0
I00699,12,YEAR_INDEX_1,0,,,0,
I00699,12,YEAR_INDEX_2,0.0512,0.0511,1.004,1,0.3163
I00699,12,YEAR_INDEX_3,0.1305,0.0514,6.452,1,0.0111
I00699,13,ADMIMETH_1,-2.0123,0.0477,1777.3083,1,0
I00699,13,ADMIMETH_2,0,,,0,
I00699,13,ADMIMETH_3,0,,,0,
I00699,13,AGE_GROUP_10,-0.5138,0.1477,12.1077,1,0.0005
I00699,13,AGE_GROUP_11,-0.2532,0.1063,5.6731,1,0.0172
I00699,13,AGE_GROUP_12,-0.2069,0.0806,6.5876,1,0.0103
I00699,13,AGE_GROUP_13,-0.1566,0.0704,4.9483,1,0.0261
I00699,13,AGE_GROUP_14,-0.0684,0.0625,1.1955,1,0.2742
I00699,13,AGE_GROUP_15,0,,,0,
I00699,13,AGE_GROUP_16,0.3406,0.0564,36.4805,1,0
I00699,13,AGE_GROUP_17,0.4052,0.0564,51.5982,1,0
I00699,13,AGE_GROUP_18,0.7393,0.0603,150.4157,1,0
I00699,13,AGE_GROUP_19,0.8773,0.072,148.4895,1,0
I00699,13,AGE_GROUP_2,-8.9538,512.1188,0.0003,1,0.9861
I00699,13,AGE_GROUP_20,1.2668,0.0951,177.5481,1,0
I00699,13,AGE_GROUP_21,0,,,0,
I00699,13,AGE_GROUP_3,-10.2338,183.8294,0.0031,1,0.9556
I00699,13,AGE_GROUP_4,-9.2645,247.8928,0.0014,1,0.9702
I00699,13,AGE_GROUP_5,-9.7792,162.7561,0.0036,1,0.9521
I00699,13,AGE_GROUP_6,-1.3631,0.7573,3.2399,1,0.0719
I00699,13,AGE_GROUP_7,-1.5069,0.7496,4.041,1,0.0444
I00699,13,AGE_GROUP_8,-0.4998,0.3641,1.8837,1,0.1699
I00699,13,AGE_GROUP_9,-0.575,0.2534,5.1501,1,0.0232
I00699,13,CHARLSON_INDEX_1,0,,,0,
I00699,13,CHARLSON_INDEX_2,0.2391,0.0645,13.7425,1,0.0002
I00699,13,CHARLSON_INDEX_3,1.2738,0.0439,842.3031,1,0
I00699,13,GENDER_1,0,,,0,
I00699,13,GENDER_2,-0.0399,0.0322,1.5284,1,0.2164
