INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,28840,0,320,320,0,1.1,1.1
I00720,RC1,BEDFORD HOSPITAL NHS TRUST,27717,0,383,383,0,1.4,1.4
I00720,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,63253,0,350,350,0,0.6,0.6
I00720,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,76223,0,881,881,0,1.2,1.2
I00720,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,24585,0,316,316,0,1.3,1.3
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,34020,0,487,487,0,1.4,1.4
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",39830,80,381,398,0.2,1,1
I00720,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,43674,0,629,629,0,1.4,1.4
I00720,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,48894,239,739,751,0.5,1.5,1.5
I00720,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,42340,0,515,515,0,1.2,1.2
I00720,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52757,492,778,875,0.9,1.5,1.7
I00720,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,55459,0,891,891,0,1.6,1.6
I00720,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,109550,25,1687,1692,0,1.5,1.5
I00720,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,42628,454,1253,1268,1.1,2.9,3
I00720,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22719,286,466,466,1.3,2.1,2.1
I00720,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66497,1,836,836,0,1.3,1.3
I00720,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41312,0,1281,1281,0,3.1,3.1
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",77513,1,762,763,0,1,1
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42648,0,628,628,0,1.5,1.5
I00720,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,39533,0,905,905,0,2.3,2.3
I00720,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,47339,0,964,964,0,2,2
I00720,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,36060,0,254,254,0,0.7,0.7
I00720,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,51515,0,858,858,0,1.7,1.7
I00720,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30380,2,820,820,0,2.7,2.7
I00720,RGQ,IPSWICH HOSPITAL NHS TRUST,49136,0,667,667,0,1.4,1.4
I00720,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,33741,0,490,490,0,1.5,1.5
I00720,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,73070,0,813,813,0,1.1,1.1
I00720,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,62456,0,575,575,0,0.9,0.9
I00720,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,91931,540,1236,1296,0.6,1.3,1.4
I00720,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,108828,305,1457,1467,0.3,1.3,1.3
I00720,RHU,PORTSMOUTH HOSPITALS NHS TRUST,86448,1,1052,1053,0,1.2,1.2
I00720,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,64666,0,1173,1173,0,1.8,1.8
I00720,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84074,18,1025,1040,0,1.2,1.2
I00720,RJ2,LEWISHAM AND GREENWICH NHS TRUST,67929,1,885,885,0,1.3,1.3
I00720,RJ6,CROYDON HEALTH SERVICES NHS TRUST,46447,0,466,466,0,1,1
I00720,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,80624,0,871,871,0,1.1,1.1
I00720,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,10518,0,122,122,0,1.2,1.2
I00720,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,132003,0,1767,1767,0,1.3,1.3
I00720,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,41303,0,395,395,0,1,1
I00720,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,58198,0,735,735,0,1.3,1.3
I00720,RJN,EAST CHESHIRE NHS TRUST,22579,0,255,255,0,1.1,1.1
I00720,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,45763,0,644,644,0,1.4,1.4
I00720,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,102436,0,1502,1502,0,1.5,1.5
I00720,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,37532,0,350,350,0,0.9,0.9
I00720,RK9,PLYMOUTH HOSPITALS NHS TRUST,68964,2,701,701,0,1,1
I00720,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,90325,0,503,503,0,0.6,0.6
I00720,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,29357,0,0,0,0,0,0
I00720,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,62812,0,1000,1000,0,1.6,1.6
I00720,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,58836,0,731,731,0,1.2,1.2
I00720,RLQ,WYE VALLEY NHS TRUST,27940,1,375,376,0,1.3,1.3
I00720,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23084,0,409,409,0,1.8,1.8
I00720,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,89604,2,960,962,0,1.1,1.1
I00720,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,62193,1,259,260,0,0.4,0.4
I00720,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,46520,0,1322,1322,0,2.8,2.8
I00720,RMC,BOLTON NHS FOUNDATION TRUST,64618,0,744,744,0,1.2,1.2
I00720,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,33521,0,441,441,0,1.3,1.3
I00720,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61691,85,635,647,0.1,1,1
I00720,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,60558,189,627,655,0.3,1,1.1
I00720,RN7,DARTFORD AND GRAVESHAM NHS TRUST,57372,0,712,712,0,1.2,1.2
I00720,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,67981,0,861,861,0,1.3,1.3
I00720,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,47823,0,492,492,0,1,1
I00720,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,46414,0,566,566,0,1.2,1.2
I00720,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,61081,93,699,714,0.2,1.1,1.2
I00720,RNZ,SALISBURY NHS FOUNDATION TRUST,34451,218,530,543,0.6,1.5,1.6
I00720,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,73439,0,893,893,0,1.2,1.2
I00720,RPA,MEDWAY NHS FOUNDATION TRUST,51660,0,698,698,0,1.4,1.4
I00720,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,48950,0,963,963,0,2,2
I00720,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,53959,0,629,629,0,1.2,1.2
I00720,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,43146,50,255,268,0.1,0.6,0.6
I00720,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,21181,0,353,353,0,1.7,1.7
I00720,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,47052,0,167,167,0,0.4,0.4
I00720,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41148,0,218,218,0,0.5,0.5
I00720,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,153739,0,1441,1441,0,0.9,0.9
I00720,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34723,189,288,295,0.5,0.8,0.8
I00720,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,124296,0,1466,1466,0,1.2,1.2
I00720,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",42125,0,730,730,0,1.7,1.7
I00720,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,61030,0,1241,1241,0,2,2
I00720,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,75082,0,911,911,0,1.2,1.2
I00720,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,106368,0,1420,1420,0,1.3,1.3
I00720,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,83038,1,1093,1093,0,1.3,1.3
I00720,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,60643,831,1458,1526,1.4,2.4,2.5
I00720,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,84604,452,1364,1425,0.5,1.6,1.7
I00720,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,111973,395,1626,1633,0.4,1.5,1.5
I00720,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,43672,0,831,831,0,1.9,1.9
I00720,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,49758,0,822,822,0,1.7,1.7
I00720,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,91858,1,889,889,0,1,1
I00720,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52281,3,837,838,0,1.6,1.6
I00720,RVJ,NORTH BRISTOL NHS TRUST,72803,231,891,949,0.3,1.2,1.3
I00720,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,57821,3,1164,1167,0,2,2
I00720,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,105041,0,1099,1099,0,1,1
I00720,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,46329,0,534,534,0,1.2,1.2
I00720,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35043,0,544,544,0,1.6,1.6
I00720,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,103897,1,1139,1140,0,1.1,1.1
I00720,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,127916,203,1759,1789,0.2,1.4,1.4
I00720,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,88543,299,1551,1600,0.3,1.8,1.8
I00720,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,84343,0,1414,1414,0,1.7,1.7
I00720,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,139166,0,1615,1615,0,1.2,1.2
I00720,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,62502,0,249,249,0,0.4,0.4
I00720,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,64086,0,759,759,0,1.2,1.2
I00720,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,64535,334,1844,1852,0.5,2.9,2.9
I00720,RWJ,STOCKPORT NHS FOUNDATION TRUST,59693,0,530,530,0,0.9,0.9
I00720,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,74151,0,1046,1046,0,1.4,1.4
I00720,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,48694,3,722,724,0,1.5,1.5
I00720,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,73853,1,720,721,0,1,1
I00720,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,130645,315,1168,1173,0.2,0.9,0.9
I00720,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58741,0,950,950,0,1.6,1.6
I00720,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,111221,9,1151,1160,0,1,1
I00720,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,70373,0,657,657,0,0.9,0.9
I00720,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,71944,2,773,774,0,1.1,1.1
I00720,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,56014,6,574,575,0,1,1
I00720,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,75828,0,968,968,0,1.3,1.3
I00720,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,83903,0,827,827,0,1,1
I00720,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,48186,366,958,963,0.8,2,2
I00720,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,80330,0,952,952,0,1.2,1.2
I00720,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,66401,0,1214,1214,0,1.8,1.8
I00720,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,105846,1,1450,1451,0,1.4,1.4
I00720,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,69256,0,904,904,0,1.3,1.3
