INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4268,0,892,892,0,20.9,20.9
I00721,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1373,142,195,199,10.3,14.2,14.5
I00721,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3832,0,874,874,0,22.8,22.8
I00721,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1586,0,396,396,0,25,25
I00721,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2390,0,728,728,0,30.5,30.5
I00721,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1190,0,373,373,0,31.3,31.3
I00721,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2511,0,601,601,0,23.9,23.9
I00721,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2914,1,619,619,0,21.2,21.2
I00721,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2849,521,908,936,18.3,31.9,32.9
I00721,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2991,304,828,871,10.2,27.7,29.1
I00721,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3198,270,996,997,8.4,31.1,31.2
I00721,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1515,0,571,571,0,37.7,37.7
I00721,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1629,0,526,526,0,32.3,32.3
I00721,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2589,1,479,479,0,18.5,18.5
I00721,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1876,1,482,482,0.1,25.7,25.7
I00721,RVJ,NORTH BRISTOL NHS TRUST,1935,161,533,562,8.3,27.5,29
I00721,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1897,0,668,668,0,35.2,35.2
I00721,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3866,0,661,661,0,17.1,17.1
I00721,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1801,0,303,303,0,16.8,16.8
I00721,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1315,0,283,283,0,21.5,21.5
I00721,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1715,0,466,466,0,27.2,27.2
I00721,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3904,116,927,933,3,23.7,23.9
I00721,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3261,137,777,801,4.2,23.8,24.6
I00721,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3386,0,842,842,0,24.9,24.9
I00721,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4327,0,895,895,0,20.7,20.7
I00721,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2035,0,170,170,0,8.4,8.4
I00721,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1786,0,465,465,0,26,26
I00721,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2261,207,1087,1089,9.2,48.1,48.2
I00721,RWJ,STOCKPORT NHS FOUNDATION TRUST,1568,0,349,349,0,22.3,22.3
I00721,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2689,0,614,614,0,22.8,22.8
I00721,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1458,3,443,445,0.2,30.4,30.5
I00721,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2157,0,438,438,0,20.3,20.3
I00721,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3681,231,720,722,6.3,19.6,19.6
I00721,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2471,0,552,552,0,22.3,22.3
I00721,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2866,0,679,679,0,23.7,23.7
I00721,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2241,0,407,407,0,18.2,18.2
I00721,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2046,1,542,543,0,26.5,26.5
I00721,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2327,3,349,349,0.1,15,15
I00721,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2229,0,616,616,0,27.6,27.6
I00721,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2870,0,536,536,0,18.7,18.7
I00721,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1579,181,605,606,11.5,38.3,38.4
I00721,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2524,0,527,527,0,20.9,20.9
I00721,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2350,0,634,634,0,27,27
I00721,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2054,0,742,742,0,36.1,36.1
I00721,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2758,0,581,581,0,21.1,21.1
