INDICATOR_CODE,DIAGNOSIS_GROUP,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,1,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",28,0,0.7658
I00699,1,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",*,0,0.1640
I00699,1,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",*,0,0.0674
I00699,1,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",*,0,0.1665
I00699,1,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",*,0,0.1207
I00699,1,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",15,0,0.4273
I00699,1,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",16,*,0.4050
I00699,1,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",6,0,0.1067
I00699,1,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",11,*,0.7501
I00699,1,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",39,*,2.0586
I00699,1,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",*,*,0.8401
I00699,1,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",23,0,0.8504
I00699,1,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",32,0,1.2627
I00699,1,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",17,*,0.7498
I00699,1,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",56,*,2.2742
I00699,1,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",65,*,2.8944
I00699,1,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",*,*,0.0416
I00699,1,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",22,*,0.9039
I00699,1,RBK,"WALSALL HEALTHCARE NHS TRUST",14,*,1.0070
I00699,1,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",*,*,0.0610
I00699,1,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",16,*,0.8184
I00699,1,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",*,0,0.1342
I00699,1,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",*,0,0.0218
I00699,1,RA3,"WESTON AREA HEALTH NHS TRUST",*,0,0.0438
I00699,1,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",*,0,0.6366
I00699,1,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",*,0,0.0129
I00699,1,RLQ,"WYE VALLEY NHS TRUST",*,*,0.2240
I00699,1,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",*,0,0.0980
I00699,2,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",538,156,114.1357
I00699,2,RCF,"AIREDALE NHS FOUNDATION TRUST",169,43,32.5683
I00699,2,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",510,121,119.1126
I00699,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",762,186,148.4904
I00699,2,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",286,69,54.1780
I00699,2,R1H,"BARTS HEALTH NHS TRUST",1047,133,166.8121
I00699,2,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1376,255,300.5470
I00699,2,RC1,"BEDFORD HOSPITAL NHS TRUST",432,90,92.3015
I00699,2,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",599,143,117.6407
I00699,2,RMC,"BOLTON NHS FOUNDATION TRUST",690,138,138.1286
I00699,2,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",298,45,47.6688
I00699,2,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",536,65,96.6118
I00699,2,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1046,173,214.3453
I00699,2,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",166,44,36.8081
I00699,2,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",383,69,73.2367
I00699,2,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",431,52,71.7429
I00699,2,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",397,55,42.2401
I00699,2,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",387,64,65.0440
I00699,2,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",338,53,71.1063
I00699,2,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",523,112,97.3431
I00699,2,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",565,148,121.6523
I00699,2,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",472,105,91.6797
I00699,2,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",617,147,120.8338
I00699,2,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",428,88,77.6006
I00699,2,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",537,79,87.8272
I00699,2,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",1226,211,274.4831
I00699,2,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",535,126,106.2911
I00699,2,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",207,41,39.1526
I00699,2,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",392,57,68.6324
I00699,2,RJN,"EAST CHESHIRE NHS TRUST",264,54,59.2627
I00699,2,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",1585,484,363.2978
I00699,2,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",740,192,151.7201
I00699,2,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",690,179,153.4397
I00699,2,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",603,118,131.2257
I00699,2,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",1556,304,312.9205
I00699,2,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",429,88,94.5986
I00699,2,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",213,49,45.6625
I00699,2,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",541,126,110.4923
I00699,2,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",727,218,153.8420
I00699,2,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",179,24,22.5898
I00699,2,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",633,130,129.3546
I00699,2,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",153,40,36.9799
I00699,2,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",1091,213,216.3821
I00699,2,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",127,24,19.0902
I00699,2,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",497,96,90.5731
I00699,2,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",685,136,133.4549
I00699,2,RGQ,"IPSWICH HOSPITAL NHS TRUST",551,109,122.5275
I00699,2,R1F,"ISLE OF WIGHT NHS TRUST",340,62,73.8462
I00699,2,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",321,50,66.0614
I00699,2,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",237,51,46.4181
I00699,2,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",694,126,114.7495
I00699,2,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",432,104,102.9832
I00699,2,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",847,160,180.9337
I00699,2,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",802,122,112.4814
I00699,2,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",1090,176,201.9327
I00699,2,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",1056,201,235.8387
I00699,2,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",558,119,104.9777
I00699,2,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",581,89,114.7913
I00699,2,RPA,"MEDWAY NHS FOUNDATION TRUST",431,86,86.5735
I00699,2,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",368,80,75.7371
I00699,2,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",561,97,125.9952
I00699,2,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",647,145,127.7480
I00699,2,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",370,70,69.9537
I00699,2,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",989,245,234.4148
I00699,2,RVJ,"NORTH BRISTOL NHS TRUST",455,94,104.9444
I00699,2,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",322,57,65.2953
I00699,2,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",420,61,57.4266
I00699,2,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",405,65,71.4323
I00699,2,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",1277,271,284.9210
I00699,2,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",410,76,71.6440
I00699,2,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",177,41,39.3631
I00699,2,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",574,171,132.9764
I00699,2,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",653,159,155.2264
I00699,2,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",2108,402,424.0147
I00699,2,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",670,99,120.2007
I00699,2,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",524,70,78.8434
I00699,2,RK9,"PLYMOUTH HOSPITALS NHS TRUST",685,120,139.8479
I00699,2,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",380,53,79.4853
I00699,2,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",869,210,199.8088
I00699,2,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",660,150,131.0424
I00699,2,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",484,90,94.1518
I00699,2,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",433,60,82.0569
I00699,2,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",581,114,119.0192
I00699,2,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",986,238,201.5487
I00699,2,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",287,37,57.3248
I00699,2,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",588,105,117.6590
I00699,2,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",499,139,100.5296
I00699,2,RNZ,"SALISBURY NHS FOUNDATION TRUST",217,48,47.9120
I00699,2,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",357,60,70.4400
I00699,2,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",721,149,151.2704
I00699,2,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",597,110,147.1165
I00699,2,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",618,134,124.9209
I00699,2,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",1730,334,346.2931
I00699,2,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",200,51,44.4058
I00699,2,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",373,64,80.3236
I00699,2,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",611,177,134.1495
I00699,2,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",393,82,78.1625
I00699,2,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",775,165,155.1899
I00699,2,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",657,126,128.0253
I00699,2,RWJ,"STOCKPORT NHS FOUNDATION TRUST",361,79,73.0517
I00699,2,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",658,163,151.0492
I00699,2,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",145,42,29.1639
I00699,2,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",559,93,116.5873
I00699,2,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",507,142,112.5726
I00699,2,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",168,28,28.4408
I00699,2,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",541,100,83.2458
I00699,2,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",302,78,62.9429
I00699,2,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",631,128,155.4763
I00699,2,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",188,38,35.5827
I00699,2,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",286,47,75.0240
I00699,2,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",597,117,103.3843
I00699,2,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",292,41,56.9567
I00699,2,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",598,129,144.2040
I00699,2,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",886,249,200.5354
I00699,2,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",182,21,26.4643
I00699,2,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",464,70,92.9788
I00699,2,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",485,101,102.3439
I00699,2,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",503,112,93.4151
I00699,2,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",694,88,105.9752
I00699,2,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",401,65,70.1799
I00699,2,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",1367,199,231.5021
I00699,2,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",485,91,92.2630
I00699,2,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",573,75,104.2232
I00699,2,RBK,"WALSALL HEALTHCARE NHS TRUST",281,72,59.0692
I00699,2,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",390,76,69.3282
I00699,2,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",350,52,67.9036
I00699,2,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",499,88,108.7180
I00699,2,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",1245,255,307.0436
I00699,2,RA3,"WESTON AREA HEALTH NHS TRUST",215,41,50.1016
I00699,2,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",938,232,204.1864
I00699,2,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",641,180,135.8781
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",306,90,63.1509
I00699,2,RLQ,"WYE VALLEY NHS TRUST",186,43,37.1421
I00699,2,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",434,84,109.1678
I00699,2,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",1461,325,343.7478
I00699,3,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",28,*,1.9010
I00699,3,RCF,"AIREDALE NHS FOUNDATION TRUST",15,0,0.3147
I00699,3,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",9,*,0.4889
I00699,3,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",18,*,1.0235
I00699,3,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",9,0,0.1429
I00699,3,R1H,"BARTS HEALTH NHS TRUST",83,6,5.3678
