INDICATOR_CODE,DIAGNOSIS_GROUP,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,1,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",*,0,0.2003
I00699,1,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",42,*,0.8625
I00699,1,RPA,"MEDWAY NHS FOUNDATION TRUST",*,*,0.8198
I00699,1,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",*,0,0.0166
I00699,1,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",*,0,0.0727
I00699,1,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",10,*,0.7097
I00699,1,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",11,0,0.3435
I00699,1,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",*,0,0.3581
I00699,1,RVJ,"NORTH BRISTOL NHS TRUST",*,0,0.2434
I00699,1,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",*,0,0.4594
I00699,1,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",17,0,0.7936
I00699,1,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",10,0,0.1624
I00699,1,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",9,0,0.4498
I00699,1,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",11,0,0.2562
I00699,1,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",*,0,0.0106
I00699,1,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",6,*,0.3229
I00699,1,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",36,*,1.3736
I00699,1,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",30,*,1.3997
I00699,1,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",60,*,1.6520
I00699,1,RK9,"PLYMOUTH HOSPITALS NHS TRUST",*,*,0.2419
I00699,1,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",*,*,0.1569
I00699,1,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",*,*,0.9459
I00699,1,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",8,0,0.3044
I00699,1,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",*,0,0.1653
I00699,1,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",*,*,0.2833
I00699,1,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",50,*,3.0818
I00699,1,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",25,*,1.6178
I00699,1,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",*,0,0.3595
I00699,1,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",*,0,0.0263
I00699,1,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",*,0,0.0598
I00699,1,RNZ,"SALISBURY NHS FOUNDATION TRUST",*,*,0.2183
I00699,1,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",41,*,1.0778
I00699,1,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",30,*,0.9418
I00699,1,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",*,*,0.1232
I00699,1,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",*,*,0.3149
I00699,1,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",*,0,0.1325
I00699,1,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",*,0,0.0401
I00699,1,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",*,0,0.0714
I00699,1,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",*,0,0.2425
I00699,1,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",*,0,0.1156
I00699,1,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",64,*,1.5804
I00699,1,RWJ,"STOCKPORT NHS FOUNDATION TRUST",*,0,0.0983
I00699,1,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",8,0,0.1922
I00699,1,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",8,*,0.3426
I00699,1,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",*,0,0.0827
I00699,1,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",9,*,0.3753
I00699,1,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",13,0,0.4376
I00699,1,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",29,0,0.7930
I00699,1,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",6,0,0.1110
I00699,1,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",*,0,0.0157
I00699,1,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",*,0,0.0075
I00699,1,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",*,0,0.3351
I00699,1,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",22,*,0.9226
I00699,1,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",*,0,0.0630
I00699,1,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",8,*,0.6099
I00699,1,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",30,0,1.2025
I00699,1,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",25,0,0.8510
I00699,1,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",30,0,1.0593
I00699,1,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",20,*,0.7013
I00699,1,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",48,*,1.8634
I00699,1,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",69,*,2.2117
I00699,1,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",*,*,0.1146
I00699,1,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",17,*,0.7286
I00699,1,RBK,"WALSALL HEALTHCARE NHS TRUST",11,*,0.6977
I00699,1,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",*,*,0.0622
I00699,1,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",20,*,1.0206
I00699,1,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",*,0,0.0863
I00699,1,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",*,0,0.0749
I00699,1,RA3,"WESTON AREA HEALTH NHS TRUST",*,*,0.5650
I00699,1,RKE,"WHITTINGTON HEALTH NHS TRUST",8,*,0.2975
I00699,1,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",*,0,0.0656
I00699,1,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",6,*,0.2573
I00699,1,RLQ,"WYE VALLEY NHS TRUST",*,0,0.0314
I00699,1,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",*,0,0.0557
I00699,1,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",6,0,0.2422
I00699,2,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1079,177,197.3640
I00699,2,RCF,"AIREDALE NHS FOUNDATION TRUST",364,85,74.5109
I00699,2,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",861,194,187.2078
I00699,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1199,266,230.0668
I00699,2,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",540,114,102.6146
I00699,2,R1H,"BARTS HEALTH NHS TRUST",1797,243,287.3705
I00699,2,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1698,339,333.3117
I00699,2,RC1,"BEDFORD HOSPITAL NHS TRUST",656,160,133.9750
I00699,2,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",1109,204,206.5948
I00699,2,RMC,"BOLTON NHS FOUNDATION TRUST",1092,197,199.7979
I00699,2,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",753,116,131.5849
I00699,2,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",963,128,174.9877
I00699,2,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1034,189,188.9115
I00699,2,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",357,69,68.4891
I00699,2,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",1249,242,248.7535
I00699,2,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1221,157,226.5190
I00699,2,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",868,143,156.8787
I00699,2,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",752,154,157.2083
I00699,2,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",713,158,131.1224
I00699,2,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",1070,229,225.7942
I00699,2,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",674,125,118.7424
I00699,2,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1218,273,235.0610
I00699,2,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",879,172,161.8136
I00699,2,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",848,131,143.4554
I00699,2,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",2109,338,422.2826
I00699,2,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",1084,207,201.3436
I00699,2,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",322,67,59.1034
I00699,2,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",828,171,147.7217
I00699,2,RJN,"EAST CHESHIRE NHS TRUST",421,87,85.2133
I00699,2,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",2438,628,509.0870
I00699,2,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",1451,340,274.0793
I00699,2,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",1418,296,302.3904
I00699,2,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",993,176,199.5736
I00699,2,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",2149,373,392.2796
I00699,2,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",797,157,161.7905
I00699,2,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",384,78,77.5235
I00699,2,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",1012,205,194.9754
I00699,2,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1187,297,217.2293
I00699,2,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",365,45,51.3062
I00699,2,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1018,180,196.6341
I00699,2,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",327,67,66.3703
I00699,2,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",2201,367,424.0876
I00699,2,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",254,44,37.6434
I00699,2,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",916,199,176.2790
I00699,2,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",1055,184,188.1157
I00699,2,RGQ,"IPSWICH HOSPITAL NHS TRUST",761,170,156.5449
I00699,2,R1F,"ISLE OF WIGHT NHS TRUST",516,105,103.7950
I00699,2,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",512,101,96.5704
I00699,2,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",415,86,79.3623
I00699,2,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",1373,248,241.9831
I00699,2,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",530,147,120.1474
I00699,2,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",1393,277,275.9566
I00699,2,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",1353,223,211.4771
I00699,2,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",1437,259,256.8587
I00699,2,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",1613,310,325.3702
I00699,2,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",859,144,152.7343
I00699,2,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",1159,200,212.6549
I00699,2,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",1519,225,252.1513
I00699,2,RPA,"MEDWAY NHS FOUNDATION TRUST",872,178,176.3643
I00699,2,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",828,165,164.5591
I00699,2,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",980,201,207.8082
I00699,2,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",1251,247,231.4762
I00699,2,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",842,142,155.1901
I00699,2,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1620,393,345.1865
I00699,2,RVJ,"NORTH BRISTOL NHS TRUST",993,171,195.3073
I00699,2,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",645,124,126.8208
I00699,2,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",725,105,117.3888
I00699,2,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",1000,203,188.3766
I00699,2,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",1590,316,322.2330
I00699,2,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",939,175,167.6440
I00699,2,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",271,53,54.9003
I00699,2,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",850,205,177.0269
I00699,2,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",1130,236,238.8203
I00699,2,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",2927,545,576.7986
I00699,2,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1340,186,242.1844
I00699,2,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",1731,317,303.1292
I00699,2,RK9,"PLYMOUTH HOSPITALS NHS TRUST",990,145,181.3323
I00699,2,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",533,80,107.5400
I00699,2,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",1553,308,322.3665
I00699,2,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",958,173,172.5313
I00699,2,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",995,203,204.3324
I00699,2,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",732,118,133.1179
I00699,2,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",992,173,202.4380
I00699,2,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",1559,378,293.2248
I00699,2,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",597,91,119.3715
I00699,2,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",962,164,189.6383
I00699,2,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1096,216,215.0833
I00699,2,RNZ,"SALISBURY NHS FOUNDATION TRUST",355,61,66.7370
I00699,2,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",486,94,86.2356
I00699,2,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",1216,245,248.1691
I00699,2,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",1006,174,216.3064
I00699,2,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",1216,254,232.4811
I00699,2,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",1559,302,281.2793
I00699,2,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",375,90,78.8927
I00699,2,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",772,130,151.0459
I00699,2,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",761,200,150.2524
I00699,2,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",688,123,128.7603
I00699,2,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1093,179,202.6589
I00699,2,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",1216,251,228.6130
I00699,2,RWJ,"STOCKPORT NHS FOUNDATION TRUST",809,169,158.8622
I00699,2,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1109,250,235.2612
I00699,2,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",573,142,123.6898
I00699,2,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1084,157,212.1490
I00699,2,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",831,217,174.4053
I00699,2,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",515,86,90.8393
I00699,2,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",901,172,141.1619
I00699,2,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",584,132,120.2780
I00699,2,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1095,211,244.8958
I00699,2,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",345,84,69.9315
I00699,2,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",481,51,110.8446
I00699,2,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",955,172,156.1437
I00699,2,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",845,180,178.9048
I00699,2,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",1444,352,289.4075
I00699,2,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",404,38,66.1155
I00699,2,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",783,164,158.4071
I00699,2,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",923,228,172.6703
I00699,2,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",855,121,133.5912
I00699,2,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",828,219,164.0491
I00699,2,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",2956,509,539.4957
I00699,2,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",897,149,163.0560
I00699,2,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",1226,235,216.2439
I00699,2,RBK,"WALSALL HEALTHCARE NHS TRUST",678,140,133.8053
I00699,2,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",731,131,134.4854
I00699,2,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",930,167,191.5666
I00699,2,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1239,183,249.4446
I00699,2,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",1879,337,412.4467
I00699,2,RA3,"WESTON AREA HEALTH NHS TRUST",463,80,98.9162
I00699,2,RKE,"WHITTINGTON HEALTH NHS TRUST",599,79,104.5855
I00699,2,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",1827,378,360.1489
I00699,2,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",1429,297,283.5971
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",610,144,121.6556
I00699,2,RLQ,"WYE VALLEY NHS TRUST",403,119,78.5490
I00699,2,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",688,131,148.8510
I00699,2,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",1622,376,345.1845
I00699,3,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",25,*,2.3907
I00699,3,RCF,"AIREDALE NHS FOUNDATION TRUST",16,0,0.4072
I00699,3,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",10,*,0.4330
I00699,3,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",21,*,1.3919
I00699,3,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",16,0,0.2722
I00699,3,R1H,"BARTS HEALTH NHS TRUST",101,8,6.7726
I00699,3,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",14,*,1.3226
I00699,3,RC1,"BEDFORD HOSPITAL NHS TRUST",15,0,0.7624
