INDICATOR_CODE,DIAGNOSIS GROUP,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED
I00699,1,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6,*,0.962
I00699,1,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,9,*,0.5319
I00699,1,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,*,0,0.0262
I00699,1,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,*,0,0.0249
I00699,1,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,*,0,0.3095
I00699,1,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,*,0,0.1296
I00699,1,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",71,*,2.9592
I00699,1,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,*,0,0.0546
I00699,1,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,*,0,0.3903
I00699,1,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,30,*,0.865
I00699,1,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,10,*,0.2812
I00699,1,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6,0,0.0672
I00699,1,RGQ,IPSWICH HOSPITAL NHS TRUST,*,0,0.4071
I00699,1,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7,0,0.0633
I00699,1,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,24,*,0.9031
I00699,1,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,*,*,0.4553
I00699,1,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,27,0,1.0421
I00699,1,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,51,*,2.3912
I00699,1,RHU,PORTSMOUTH HOSPITALS NHS TRUST,7,*,0.3329
I00699,1,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,22,0,0.5026
I00699,1,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,29,0,0.7846
I00699,1,RJ2,LEWISHAM AND GREENWICH NHS TRUST,55,*,1.7591
I00699,1,RJ6,CROYDON HEALTH SERVICES NHS TRUST,34,*,0.3988
I00699,1,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,78,*,2.3327
I00699,1,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,*,0,0.2204
I00699,1,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,6,0,0.2331
I00699,1,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,16,*,0.3956
I00699,1,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,*,0,0.1007
I00699,1,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9,0,0.2484
I00699,1,RJN,EAST CHESHIRE NHS TRUST,*,0,0.2523
I00699,1,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,*,0,0.1204
I00699,1,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,44,*,1.5558
I00699,1,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,*,0,0.1623
I00699,1,RK9,PLYMOUTH HOSPITALS NHS TRUST,12,*,1.8039
I00699,1,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,55,*,2.3018
I00699,1,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,15,*,1.4015
I00699,1,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,29,*,1.1411
I00699,1,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,*,0,0.0242
I00699,1,RLQ,WYE VALLEY NHS TRUST,*,0,0.0151
I00699,1,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,*,0,0.1984
I00699,1,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,*,0,0.6291
I00699,1,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,12,0,0.6287
I00699,1,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,14,0,0.6248
I00699,1,RMC,BOLTON NHS FOUNDATION TRUST,19,*,0.7646
I00699,1,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,8,0,0.6909
I00699,1,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,9,*,0.6712
I00699,1,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,14,0,0.1837
I00699,1,RN7,DARTFORD AND GRAVESHAM NHS TRUST,21,*,0.9201
I00699,1,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,17,*,0.6549
I00699,1,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,*,0,0.2893
I00699,1,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6,0,0.1156
I00699,1,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,*,0,0.2382
I00699,1,RNZ,SALISBURY NHS FOUNDATION TRUST,*,0,0.015
I00699,1,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,13,0,0.464
I00699,1,RPA,MEDWAY NHS FOUNDATION TRUST,16,0,0.9052
I00699,1,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,33,*,0.9204
I00699,1,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,*,0,0.1981
I00699,1,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,12,*,0.1508
I00699,1,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,*,0,0.088
I00699,1,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,*,0,0.0297
I00699,1,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,29,0,0.5749
I00699,1,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,96,*,2.3845
I00699,1,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,*,0,0.3245
I00699,1,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,48,*,1.8521
I00699,1,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,*,0.1722
I00699,1,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,44,*,3.5064
I00699,1,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,41,*,1.6229
I00699,1,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,31,*,1.2837
I00699,1,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,7,0,0.2802
I00699,1,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,*,*,0.4705
I00699,1,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,14,0,0.9839
I00699,1,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,46,*,1.0592
I00699,1,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10,0,0.732
I00699,1,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,20,*,0.7601
I00699,1,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,10,*,0.6207
I00699,1,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7,*,0.1647
I00699,1,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,187,*,4.1474
I00699,1,RVJ,NORTH BRISTOL NHS TRUST,16,*,0.9186
I00699,1,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,20,*,1.1514
I00699,1,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,8,*,0.658
I00699,1,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,18,0,0.5951
I00699,1,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,*,0,0.2835
I00699,1,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,*,0,0.0205
I00699,1,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,58,0,1.0304
I00699,1,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,74,*,2.1129
I00699,1,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,8,0,0.0664
I00699,1,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,*,0,0.0338
I00699,1,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,50,0,1.6643
I00699,1,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,6,0,0.4981
I00699,1,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,11,0,0.268
I00699,1,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,7,*,0.641
I00699,1,RWJ,STOCKPORT NHS FOUNDATION TRUST,*,0,0.0047
I00699,1,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,14,*,0.8395
I00699,1,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,6,0,0.0984
I00699,1,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,13,*,0.5928
I00699,1,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,50,*,1.6844
I00699,1,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,12,*,0.7568
I00699,1,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,30,*,1.7245
I00699,1,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,11,*,0.5825
I00699,1,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,75,*,1.9776
I00699,1,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,7,0,0.0979
I00699,1,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,20,0,1.1193
I00699,1,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,*,0,0.047
I00699,1,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,8,*,0.2451
I00699,1,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,24,*,0.9362
I00699,1,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,*,0,0.4671
I00699,1,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,84,*,3.0437
I00699,1,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,*,0,0.3863
I00699,2,R1F,ISLE OF WIGHT NHS TRUST,148,45,37.5197
I00699,2,R1H,BARTS HEALTH NHS TRUST,571,79,93.6472
I00699,2,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,175,39,36.4764
I00699,2,RA3,WESTON AREA HEALTH NHS TRUST,140,34,29.9268
I00699,2,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,141,48,34.9895
I00699,2,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,279,53,47.7125
I00699,2,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,428,78,110.957
I00699,2,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,175,24,27.8653
I00699,2,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,356,86,87.5675
I00699,2,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,198,41,40.8202
I00699,2,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,144,23,24.2299
I00699,2,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,144,27,25.9042
I00699,2,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,228,77,58.0255
I00699,2,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,425,79,93.2042
I00699,2,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,210,45,44.3648
I00699,2,RBK,WALSALL HEALTHCARE NHS TRUST,252,71,61.4457
I00699,2,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,245,69,54.2254
I00699,2,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,375,67,74.6385
I00699,2,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,232,75,57.2505
I00699,2,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,149,39,38.2983
I00699,2,RC1,BEDFORD HOSPITAL NHS TRUST,285,55,66.3492
I00699,2,RC3,EALING HOSPITAL NHS TRUST,114,26,26.1875
I00699,2,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,329,68,70.3809
I00699,2,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,410,116,108.605
I00699,2,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,90,17,19.8743
I00699,2,RCF,AIREDALE NHS FOUNDATION TRUST,158,32,37.1445
I00699,2,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",398,104,109.5064
I00699,2,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,417,93,102.7319
I00699,2,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,269,33,56.5236
I00699,2,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,407,79,88.3137
I00699,2,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,331,71,68.6226
I00699,2,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,375,86,81.4133
I00699,2,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,367,72,83.9305
I00699,2,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,313,48,62.1921
I00699,2,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,170,34,45.0617
I00699,2,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,134,37,32.8929
I00699,2,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,190,55,42.2023
I00699,2,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,267,53,54.9983
I00699,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",347,96,74.2078
I00699,2,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,193,51,42.5112
I00699,2,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,115,25,24.8803
I00699,2,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,143,36,33.6962
I00699,2,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,186,42,38.0835
I00699,2,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,532,103,122.1495
I00699,2,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,242,48,53.8777
I00699,2,RGQ,IPSWICH HOSPITAL NHS TRUST,294,71,64.3716
I00699,2,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,402,63,93.4198
I00699,2,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,335,54,64.7454
I00699,2,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,354,61,79.916
I00699,2,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,301,63,61.3967
I00699,2,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,611,117,130.1883
I00699,2,RHU,PORTSMOUTH HOSPITALS NHS TRUST,495,97,113.6767
I00699,2,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,361,61,72.3509
I00699,2,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,195,33,31.4945
I00699,2,RJ2,LEWISHAM AND GREENWICH NHS TRUST,334,70,64.3196
I00699,2,RJ6,CROYDON HEALTH SERVICES NHS TRUST,231,48,47.8812
I00699,2,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,198,33,30.5956
I00699,2,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,164,42,36.6914
I00699,2,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,125,33,27.8315
I00699,2,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,324,27,59.4344
I00699,2,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,161,23,30.219
I00699,2,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,436,138,113.5006
I00699,2,RJN,EAST CHESHIRE NHS TRUST,177,31,39.2074
I00699,2,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,262,65,61.5926
I00699,2,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,400,75,66.8165
I00699,2,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,313,92,76.9498
I00699,2,RK9,PLYMOUTH HOSPITALS NHS TRUST,465,72,103.7066
I00699,2,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,458,49,87.2496
I00699,2,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,62,8,10.8738
I00699,2,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,391,71,70.4317
I00699,2,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,329,48,61.666
I00699,2,RLQ,WYE VALLEY NHS TRUST,121,34,27.6721
I00699,2,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,138,27,29.295
I00699,2,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,397,83,87.0518
I00699,2,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,201,58,43.1098
I00699,2,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,222,46,50.1127
I00699,2,RMC,BOLTON NHS FOUNDATION TRUST,499,133,115.3448
I00699,2,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,62,17,11.8573
I00699,2,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,257,62,58.7718
I00699,2,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,299,58,59.193
I00699,2,RN7,DARTFORD AND GRAVESHAM NHS TRUST,349,87,75.1678
I00699,2,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,318,83,73.6926
I00699,2,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,186,37,36.4387
I00699,2,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,120,17,23.7838
I00699,2,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,351,65,64.3897
I00699,2,RNZ,SALISBURY NHS FOUNDATION TRUST,136,28,32.0896
I00699,2,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,352,73,71.2148
I00699,2,RPA,MEDWAY NHS FOUNDATION TRUST,267,74,61.7314
I00699,2,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,293,36,57.5069
I00699,2,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,236,46,59.8969
I00699,2,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,85,15,14.3197
I00699,2,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,179,47,44.4891
I00699,2,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,95,17,19.0071
I00699,2,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,78,15,15.4465
I00699,2,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,668,169,142.9692
I00699,2,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,289,61,74.6267
I00699,2,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,600,105,102.8375
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",319,100,77.1443
I00699,2,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,457,79,79.9953
I00699,2,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,230,22,33.378
I00699,2,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,438,90,80.996
I00699,2,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,252,94,63.8326
I00699,2,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,342,80,81.0848
I00699,2,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,725,139,164.49
I00699,2,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,519,71,98.402
I00699,2,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,311,74,73.1803
I00699,2,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,295,53,62.1784
I00699,2,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,583,117,115.2873
I00699,2,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,240,71,51.9642
I00699,2,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,385,88,73.0835
I00699,2,RVJ,NORTH BRISTOL NHS TRUST,208,71,55.8781
I00699,2,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,332,90,82.3926
I00699,2,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,286,78,71.9189
I00699,2,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,607,136,138.8226
I00699,2,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,306,55,58.5815
I00699,2,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,228,51,51.256
I00699,2,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,259,46,41.6722
I00699,2,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,293,38,51.5166
I00699,2,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,275,99,64.239
I00699,2,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,489,173,132.7126
I00699,2,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,612,137,123.9794
I00699,2,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,378,72,73.9644
I00699,2,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,275,97,64.0956
I00699,2,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,197,35,39.8946
I00699,2,RWJ,STOCKPORT NHS FOUNDATION TRUST,188,52,51.6106
I00699,2,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,362,92,77.0096
I00699,2,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,186,35,34.126
I00699,2,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,198,46,41.3302
I00699,2,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,918,154,193.9025
I00699,2,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,287,81,66.1371
I00699,2,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,338,67,75.4008
I00699,2,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,319,50,62.9071
I00699,2,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,231,28,36.7352
I00699,2,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,415,109,90.9038
I00699,2,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,597,152,142.4888
I00699,2,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,447,108,95.317
I00699,2,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,318,54,61.0407
I00699,2,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,278,68,53.1385
I00699,2,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,283,65,62.2185
I00699,2,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,496,90,96.8865
