INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00732,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,816,25631,3.2
I00732,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,3280,87734,3.7
I00732,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1272,35866,3.5
I00732,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2145,48682,4.4
I00732,RJN,EAST CHESHIRE NHS TRUST,958,20725,4.6
I00732,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1326,40041,3.3
I00732,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2184,73708,3
I00732,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1741,43588,4
I00732,RK9,PLYMOUTH HOSPITALS NHS TRUST,2186,54619,4
I00732,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2579,70363,3.7
I00732,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,*,*,1.6
I00732,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2093,52452,4
I00732,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,1977,43186,4.6
I00732,RLQ,WYE VALLEY NHS TRUST,996,20834,4.8
I00732,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,998,20718,4.8
I00732,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3067,71895,4.3
I00732,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1677,46235,3.6
I00732,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1481,33573,4.4
I00732,RMC,BOLTON NHS FOUNDATION TRUST,1642,56528,2.9
I00732,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1405,31273,4.5
I00732,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1659,54284,3.1
I00732,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1867,49812,3.7
I00732,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1428,41127,3.5
I00732,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2178,59836,3.6
I00732,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1631,38268,4.3
I00732,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1455,39875,3.6
I00732,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1662,51102,3.3
I00732,RNZ,SALISBURY NHS FOUNDATION TRUST,1073,27809,3.9
I00732,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2699,63099,4.3
I00732,RPA,MEDWAY NHS FOUNDATION TRUST,1629,43153,3.8
I00732,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1879,37588,5
I00732,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1659,41159,4
I00732,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,488,37904,1.3
I00732,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,729,16606,4.4
I00732,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1354,36746,3.7
I00732,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,519,38658,1.3
I00732,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4368,131073,3.3
I00732,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1325,28397,4.7
I00732,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3774,94903,4
I00732,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1703,35470,4.8
I00732,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2378,41507,5.7
I00732,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,982,44522,2.2
I00732,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2301,74937,3.1
I00732,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2876,69027,4.2
I00732,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2910,48368,6
I00732,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2972,67677,4.4
I00732,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3138,87156,3.6
I00732,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1557,37910,4.1
I00732,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1706,45799,3.7
I00732,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2586,71066,3.6
I00732,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1872,45412,4.1
I00732,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1776,58999,3
I00732,RVJ,NORTH BRISTOL NHS TRUST,2049,57841,3.5
I00732,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,1929,58181,3.3
I00732,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1891,46685,4.1
I00732,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3865,86489,4.5
I00732,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1851,41986,4.4
I00732,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1336,31245,4.3
I00732,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1794,82905,2.2
I00732,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3818,109797,3.5
I00732,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3137,70112,4.5
I00732,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3389,73904,4.6
I00732,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4381,114576,3.8
I00732,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2135,51434,4.2
I00732,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1874,53525,3.5
I00732,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2213,51196,4.3
I00732,RWJ,STOCKPORT NHS FOUNDATION TRUST,1626,51093,3.2
I00732,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2654,63569,4.2
I00732,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1579,42882,3.7
I00732,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2233,64994,3.4
I00732,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3759,104671,3.6
I00732,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2680,48412,5.5
I00732,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2860,87743,3.3
I00732,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2241,57440,3.9
I00732,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2133,63744,3.3
I00732,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2294,46924,4.9
I00732,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2210,60633,3.6
I00732,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2937,74257,4
I00732,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1550,39359,3.9
I00732,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2548,70416,3.6
I00732,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2458,57175,4.3
I00732,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2127,80319,2.6
I00732,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2819,58161,4.8
