INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00731,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,41,5779,0.7
I00731,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,12,3747,0.3
I00731,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,17,4459,0.4
I00731,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,32,3312,1
I00731,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,79,17037,0.5
I00731,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,89,5627,1.6
I00731,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,207,29907,0.7
I00731,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",20,7637,0.3
I00731,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,105,17777,0.6
I00731,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,170,24711,0.7
I00731,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,176,30134,0.6
I00731,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,106,13362,0.8
I00731,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,123,8062,1.5
I00731,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,100,14529,0.7
I00731,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,113,23894,0.5
I00731,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,40,6103,0.7
I00731,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,14,5043,0.3
I00731,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,148,18717,0.8
I00731,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,37,7488,0.5
I00731,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,44,10154,0.4
I00731,RVJ,NORTH BRISTOL NHS TRUST,39,14343,0.3
I00731,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,17,6692,0.3
I00731,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,31,8376,0.4
I00731,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,67,16929,0.4
I00731,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,29,6051,0.5
I00731,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,16,3750,0.4
I00731,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,107,18906,0.6
I00731,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,110,17034,0.6
I00731,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,177,19344,0.9
I00731,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,76,12175,0.6
I00731,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,102,21951,0.5
I00731,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,56,9414,0.6
I00731,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,38,7114,0.5
I00731,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,57,9890,0.6
I00731,RWJ,STOCKPORT NHS FOUNDATION TRUST,30,7967,0.4
I00731,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,77,9966,0.8
I00731,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,24,6161,0.4
I00731,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,60,9707,0.6
I00731,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,107,22973,0.5
I00731,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,69,9374,0.7
I00731,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,65,14091,0.5
I00731,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,69,11728,0.6
I00731,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,47,8682,0.5
I00731,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,79,8256,1
I00731,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,64,12844,0.5
I00731,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,38,9400,0.4
I00731,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,34,6507,0.5
I00731,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,51,9718,0.5
I00731,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,56,7239,0.8
I00731,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,125,20919,0.6
I00731,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,44,10492,0.4
