INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,1618,1134,484,70.0865,29.9135
I00733,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,2075,1650,425,79.5181,20.4819
I00733,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,1112,846,266,76.0791,23.9209
I00733,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2143,1497,646,69.8553,30.1447
I00733,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1988,1469,519,73.8934,26.1066
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3099,2340,759,75.5082,24.4918
I00733,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1446,1059,387,73.2365,26.7635
I00733,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1472,1069,403,72.6223,27.3777
I00733,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1719,1247,472,72.5422,27.4578
I00733,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,958,781,177,81.524,18.476
I00733,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1746,1267,479,72.5659,27.4341
I00733,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1431,1057,374,73.8644,26.1356
I00733,RGQ,IPSWICH HOSPITAL NHS TRUST,1847,1247,600,67.5149,32.4851
I00733,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1328,938,390,70.6325,29.3675
I00733,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2125,1424,701,67.0118,32.9882
I00733,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1773,1271,502,71.6864,28.3136
I00733,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2879,2272,607,78.9163,21.0837
I00733,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3550,2707,843,76.2535,23.7465
I00733,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3076,2236,840,72.6918,27.3082
I00733,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2093,1551,542,74.1042,25.8958
I00733,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1416,1026,390,72.4576,27.5424
I00733,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1673,1277,396,76.3299,23.6701
I00733,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1165,888,277,76.2232,23.7768
I00733,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,1829,1408,421,76.982,23.018
I00733,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1186,873,313,73.6088,26.3912
I00733,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,856,586,270,68.4579,31.5421
I00733,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,3369,2362,1007,70.1098,29.8902
I00733,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1329,1009,320,75.9217,24.0783
I00733,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2217,1568,649,70.7262,29.2738
I00733,RJN,EAST CHESHIRE NHS TRUST,1010,733,277,72.5743,27.4257
I00733,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1380,1000,380,72.4638,27.5362
I00733,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2308,1806,502,78.2496,21.7504
I00733,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1816,1375,441,75.7159,24.2841
I00733,RK9,PLYMOUTH HOSPITALS NHS TRUST,2319,1586,733,68.3915,31.6085
I00733,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2627,1943,684,73.9627,26.0373
I00733,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,527,377,150,71.537,28.463
I00733,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2204,1671,533,75.8167,24.1833
I00733,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2099,1591,508,75.798,24.202
I00733,RLQ,WYE VALLEY NHS TRUST,1064,789,275,74.1541,25.8459
I00733,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1034,806,228,77.9497,22.0503
I00733,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3183,2314,869,72.6987,27.3013
I00733,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1750,1353,397,77.3143,22.6857
I00733,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1509,1112,397,73.6912,26.3088
I00733,RMC,BOLTON NHS FOUNDATION TRUST,1765,1332,433,75.4674,24.5326
I00733,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1407,1041,366,73.9872,26.0128
I00733,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1716,1299,417,75.6993,24.3007
I00733,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1926,1437,489,74.6106,25.3894
I00733,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1505,1012,493,67.2425,32.7575
I00733,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2304,1706,598,74.0451,25.9549
I00733,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1707,1170,537,68.5413,31.4587
I00733,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1485,1065,420,71.7172,28.2828
I00733,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1793,1388,405,77.4122,22.5878
I00733,RNZ,SALISBURY NHS FOUNDATION TRUST,1120,911,209,81.3393,18.6607
I00733,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2763,1944,819,70.3583,29.6417
I00733,RPA,MEDWAY NHS FOUNDATION TRUST,1617,1211,406,74.8918,25.1082
I00733,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1968,1481,487,75.2541,24.7459
I00733,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1705,1245,460,73.0205,26.9795
I00733,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,567,419,148,73.8977,26.1023
I00733,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,696,507,189,72.8448,27.1552
I00733,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1416,994,422,70.1977,29.8023
I00733,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,567,456,111,80.4233,19.5767
I00733,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4428,3381,1047,76.355,23.645
I00733,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1468,1139,329,77.5886,22.4114
I00733,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3991,2827,1164,70.8344,29.1656
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1763,1250,513,70.9019,29.0981
I00733,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2532,1934,598,76.3823,23.6177
I00733,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1139,840,299,73.7489,26.2511
I00733,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2523,1906,617,75.545,24.455
I00733,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2935,1984,951,67.598,32.402
I00733,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3063,2396,667,78.224,21.776
I00733,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2989,2306,683,77.1495,22.8505
I00733,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3285,2526,759,76.895,23.105
I00733,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1670,1139,531,68.2036,31.7964
I00733,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1754,1246,508,71.0376,28.9624
I00733,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2818,2201,617,78.105,21.895
I00733,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1933,1367,566,70.7191,29.2809
I00733,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1854,1407,447,75.89,24.11
I00733,RVJ,NORTH BRISTOL NHS TRUST,2058,1588,470,77.1623,22.8377
I00733,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,2042,1578,464,77.2772,22.7228
I00733,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1978,1466,512,74.1153,25.8847
I00733,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3856,2508,1348,65.0415,34.9585
I00733,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1943,1415,528,72.8255,27.1745
I00733,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1380,968,412,70.1449,29.8551
I00733,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1960,1579,381,80.5612,19.4388
I00733,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,4036,2778,1258,68.8305,31.1695
I00733,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3331,2387,944,71.6602,28.3398
I00733,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3532,2558,974,72.4236,27.5764
I00733,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4457,3039,1418,68.1849,31.8151
I00733,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2150,1501,649,69.814,30.186
I00733,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1960,1392,568,71.0204,28.9796
I00733,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2338,1685,653,72.0701,27.9299
I00733,RWJ,STOCKPORT NHS FOUNDATION TRUST,1689,1319,370,78.0935,21.9065
I00733,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2734,1901,833,69.5318,30.4682
I00733,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1671,1200,471,71.8133,28.1867
I00733,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2292,1620,672,70.6806,29.3194
I00733,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4057,3094,963,76.2632,23.7368
I00733,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2793,2012,781,72.0372,27.9628
I00733,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2904,2077,827,71.522,28.478
I00733,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2330,1696,634,72.7897,27.2103
I00733,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2182,1626,556,74.5188,25.4812
I00733,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2408,1756,652,72.9236,27.0764
I00733,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2282,1729,553,75.7669,24.2331
I00733,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3075,2188,887,71.1545,28.8455
I00733,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1619,1266,353,78.1964,21.8036
I00733,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2621,1888,733,72.0336,27.9664
I00733,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2544,1663,881,65.3695,34.6305
I00733,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2302,1694,608,73.5882,26.4118
I00733,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2917,1989,928,68.1865,31.8135
