INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,Q_1_NUMERATOR,Q_2_NUMERATOR,Q_3_NUMERATOR,Q_4_NUMERATOR,Q_5_NUMERATOR,NULL_NUMERATOR,Q_1_RATE,Q_2_RATE,Q_3_RATE,Q_4_RATE,Q_5_RATE,NULL_RATE
I00742,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,45833,23966,12940,4491,2432,1143,861,52.3,28.2,9.8,5.3,2.5,1.9
I00742,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,40144,3910,16417,9770,5292,3932,823,9.7,40.9,24.3,13.2,9.8,2.1
I00742,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,46888,1378,4564,7869,14791,16940,1346,2.9,9.7,16.8,31.5,36.1,2.9
I00742,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,50384,3282,13271,16704,9949,6704,474,6.5,26.3,33.2,19.7,13.3,0.9
I00742,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,29399,3467,5085,11043,7355,2331,118,11.8,17.3,37.6,25,7.9,0.4
I00742,RBK,WALSALL HEALTHCARE NHS TRUST,42930,21727,9538,5039,3638,2587,401,50.6,22.2,11.7,8.5,6,0.9
I00742,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,66874,24333,12070,8867,9334,10745,1525,36.4,18,13.3,14,16.1,2.3
I00742,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,64448,31871,11214,9691,6148,4349,1175,49.5,17.4,15,9.5,6.7,1.8
I00742,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,46006,7789,9584,7823,7967,12346,497,16.9,20.8,17,17.3,26.8,1.1
I00742,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,28999,2499,8695,10612,6218,742,233,8.6,30,36.6,21.4,2.6,0.8
I00742,RC1,BEDFORD HOSPITAL NHS TRUST,29394,2823,5494,4750,7021,9039,267,9.6,18.7,16.2,23.9,30.8,0.9
I00742,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,64602,13015,17078,12567,10150,10573,1219,20.1,26.4,19.5,15.7,16.4,1.9
I00742,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,78806,9976,13107,17319,18733,19159,512,12.7,16.6,22,23.8,24.3,0.6
I00742,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,25225,638,1502,5341,7948,9638,158,2.5,6,21.2,31.5,38.2,0.6
I00742,RCF,AIREDALE NHS FOUNDATION TRUST,34095,7955,4592,6666,9530,5057,295,23.3,13.5,19.6,28,14.8,0.9
I00742,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",41207,6225,13267,14011,5603,1935,166,15.1,32.2,34,13.6,4.7,0.4
I00742,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,50199,2226,6429,11171,13520,16436,417,4.4,12.8,22.3,26.9,32.7,0.8
I00742,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,48251,4156,10554,13150,10453,9420,518,8.6,21.9,27.3,21.7,19.5,1.1
I00742,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,39158,4984,4998,4693,8503,11960,4020,12.7,12.8,12,21.7,30.5,10.3
I00742,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,54361,9948,15279,10497,8169,10097,371,18.3,28.1,19.3,15,18.6,0.7
I00742,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,54661,5736,12412,12885,12801,7222,3605,10.5,22.7,23.6,23.4,13.2,6.6
I00742,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,114281,4452,17222,22236,21040,44621,4710,3.9,15.1,19.5,18.4,39,4.1
I00742,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,43923,4236,8672,10225,8976,11118,696,9.6,19.7,23.3,20.4,25.3,1.6
I00742,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22336,10556,5351,3403,1366,1523,137,47.3,24,15.2,6.1,6.8,0.6
I00742,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,65906,10082,25343,22563,5893,1221,804,15.3,38.5,34.2,8.9,1.9,1.2
I00742,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,44120,25371,6065,5700,3913,2420,651,57.5,13.7,12.9,8.9,5.5,1.5
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",79188,17166,25062,17560,12527,5527,1346,21.7,31.6,22.2,15.8,7,1.7
I00742,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42146,15594,12260,7883,4250,1943,216,37,29.1,18.7,10.1,4.6,0.5
I00742,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,40629,16370,10510,5869,5056,1620,1204,40.3,25.9,14.4,12.4,4,3
I00742,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,48948,10961,13893,8484,8806,5511,1293,22.4,28.4,17.3,18,11.3,2.6
I00742,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,36953,3061,13021,9465,6725,3681,1000,8.3,35.2,25.6,18.2,10,2.7
I00742,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,52194,9969,7450,9215,12474,7869,5217,19.1,14.3,17.7,23.9,15.1,10
I00742,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30637,7689,7113,8607,5720,1273,235,25.1,23.2,28.1,18.7,4.2,0.8
I00742,RGQ,IPSWICH HOSPITAL NHS TRUST,50092,6808,6668,9763,14659,11626,568,13.6,13.3,19.5,29.3,23.2,1.1
I00742,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,34773,379,4802,8645,13749,6630,568,1.1,13.8,24.9,39.5,19.1,1.6
I00742,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,73906,2068,9480,12881,21386,27069,1022,2.8,12.8,17.4,28.9,36.6,1.4
I00742,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,63653,4597,13532,20556,17916,6563,489,7.2,21.3,32.3,28.1,10.3,0.8
I00742,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,92135,12935,16585,20727,17797,22379,1712,14,18,22.5,19.3,24.3,1.9
I00742,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,110333,42813,20117,19199,15343,11746,1115,38.8,18.2,17.4,13.9,10.6,1
I00742,RHU,PORTSMOUTH HOSPITALS NHS TRUST,84724,16219,16167,15787,17823,17616,1112,19.1,19.1,18.6,21,20.8,1.3
I00742,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,63142,3618,10320,10866,11029,26591,718,5.7,16.3,17.2,17.5,42.1,1.1
I00742,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84705,24315,31530,11373,7634,6138,3715,28.7,37.2,13.4,9,7.2,4.4
I00742,RJ2,LEWISHAM AND GREENWICH NHS TRUST,81487,29134,29427,10998,5559,3344,3025,35.8,36.1,13.5,6.8,4.1,3.7
I00742,RJ6,CROYDON HEALTH SERVICES NHS TRUST,44229,8666,14527,9940,4957,2455,3684,19.6,32.8,22.5,11.2,5.6,8.3
I00742,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,79681,7607,24502,20828,12158,12681,1905,9.5,30.8,26.1,15.3,15.9,2.4
I00742,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,31676,498,2991,5757,9271,12890,269,1.6,9.4,18.2,29.3,40.7,0.8
I00742,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,130128,39570,27296,24098,23712,14098,1354,30.4,21,18.5,18.2,10.8,1
I00742,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,41797,5691,7657,9165,9605,6255,3424,13.6,18.3,21.9,23,15,8.2
I00742,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,58088,17780,10957,11630,10921,4860,1940,30.6,18.9,20,18.8,8.4,3.3
I00742,RJN,EAST CHESHIRE NHS TRUST,21797,1444,2913,4299,4000,8011,1130,6.6,13.4,19.7,18.4,36.8,5.2
I00742,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,45723,9379,4823,4889,7016,10570,9046,20.5,10.5,10.7,15.3,23.1,19.8
I00742,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,116020,27595,30965,15934,16907,16476,8143,23.8,26.7,13.7,14.6,14.2,7
I00742,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,50651,16734,15039,9145,6275,3087,371,33,29.7,18.1,12.4,6.1,0.7
I00742,RK9,PLYMOUTH HOSPITALS NHS TRUST,69934,13578,18490,17325,14843,5184,514,19.4,26.4,24.8,21.2,7.4,0.7
I00742,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,90746,23741,20514,18310,15349,11747,1085,26.2,22.6,20.2,16.9,12.9,1.2
I00742,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,35125,15601,11767,4453,2072,612,620,44.4,33.5,12.7,5.9,1.7,1.8
I00742,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,65313,27541,11955,8494,7993,4666,4664,42.2,18.3,13,12.2,7.1,7.1
I00742,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,59846,25546,16651,7713,6899,2399,638,42.7,27.8,12.9,11.5,4,1.1
I00742,RLQ,WYE VALLEY NHS TRUST,29003,1943,3584,13208,5875,1029,3364,6.7,12.4,45.5,20.3,3.5,11.6
I00742,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23163,4268,6896,5068,4035,2722,174,18.4,29.8,21.9,17.4,11.8,0.8
I00742,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,90396,7736,15265,23883,22837,14321,6354,8.6,16.9,26.4,25.3,15.8,7
I00742,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,63320,21297,9224,9599,10531,11830,839,33.6,14.6,15.2,16.6,18.7,1.3
I00742,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,47421,20780,10871,7122,4786,3187,675,43.8,22.9,15,10.1,6.7,1.4
I00742,RMC,BOLTON NHS FOUNDATION TRUST,64643,30292,13381,8274,7387,4801,508,46.9,20.7,12.8,11.4,7.4,0.8
I00742,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,33425,13035,8823,4839,3279,1451,1998,39,26.4,14.5,9.8,4.3,6
I00742,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,57997,6213,6246,10056,14725,20273,484,10.7,10.8,17.3,25.4,35,0.8
I00742,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,59807,442,8103,10140,12288,28174,660,0.7,13.5,17,20.5,47.1,1.1
I00742,RN7,DARTFORD AND GRAVESHAM NHS TRUST,59706,7361,15169,12342,13654,10774,406,12.3,25.4,20.7,22.9,18,0.7
I00742,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,70286,25325,17270,9236,9983,7920,552,36,24.6,13.1,14.2,11.3,0.8
I00742,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,48891,10736,11979,11782,8675,4427,1292,22,24.5,24.1,17.7,9.1,2.6
I00742,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,46891,8472,11495,8792,8048,9824,260,18.1,24.5,18.7,17.2,21,0.6
I00742,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,63834,11950,12474,11104,11232,16282,792,18.7,19.5,17.4,17.6,25.5,1.2
I00742,RNZ,SALISBURY NHS FOUNDATION TRUST,34406,1462,2392,10392,10458,9450,252,4.2,7,30.2,30.4,27.5,0.7
I00742,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,73795,29340,17565,13320,11072,2085,413,39.8,23.8,18.1,15,2.8,0.6
I00742,RPA,MEDWAY NHS FOUNDATION TRUST,51977,10120,16477,9600,8340,6899,541,19.5,31.7,18.5,16,13.3,1
I00742,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,51120,31476,7598,5202,4069,1504,1271,61.6,14.9,10.2,8,2.9,2.5
I00742,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,54979,2163,6984,10366,14935,15347,5184,3.9,12.7,18.9,27.2,27.9,9.4
I00742,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,41955,6677,13109,9682,7536,2523,2428,15.9,31.2,23.1,18,6,5.8
I00742,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,21852,205,2507,6233,4507,8265,135,0.9,11.5,28.5,20.6,37.8,0.6
I00742,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,51453,1894,15274,8410,10234,11122,4519,3.7,29.7,16.3,19.9,21.6,8.8
I00742,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,40776,30243,8130,996,477,310,620,74.2,19.9,2.4,1.2,0.8,1.5
I00742,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,166566,70669,22491,21652,20130,19192,12432,42.4,13.5,13,12.1,11.5,7.5
I00742,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,35873,14457,10087,3831,5269,1963,266,40.3,28.1,10.7,14.7,5.5,0.7
I00742,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,122960,45286,24221,17815,20529,13850,1259,36.8,19.7,14.5,16.7,11.3,1
I00742,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",41710,14019,9351,5528,6387,4124,2301,33.6,22.4,13.3,15.3,9.9,5.5
I00742,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,63305,25602,12922,13352,6052,4136,1241,40.4,20.4,21.1,9.6,6.5,2
I00742,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,79556,21727,21162,12105,8553,6156,9853,27.3,26.6,15.2,10.8,7.7,12.4
I00742,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,107622,37082,23603,15659,15829,13896,1553,34.5,21.9,14.5,14.7,12.9,1.4
I00742,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,83215,9271,10873,20292,20062,21991,726,11.1,13.1,24.4,24.1,26.4,0.9
I00742,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,68168,17423,16525,12966,10937,9891,426,25.6,24.2,19,16,14.5,0.6
I00742,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,86779,16195,15141,17099,13646,15125,9573,18.7,17.4,19.7,15.7,17.4,11
I00742,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,112220,7736,12805,20263,25771,43422,2223,6.9,11.4,18.1,23,38.7,2
I00742,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,43160,381,4938,7361,10288,19841,351,0.9,11.4,17.1,23.8,46,0.8
I00742,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,48199,733,4860,11244,11060,15230,5072,1.5,10.1,23.3,22.9,31.6,10.5
I00742,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,91747,34029,14309,12235,17265,13428,481,37.1,15.6,13.3,18.8,14.6,0.5
I00742,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52717,11531,9033,12357,12825,6362,609,21.9,17.1,23.4,24.3,12.1,1.2
I00742,RVJ,NORTH BRISTOL NHS TRUST,73157,9240,14950,13861,14137,19845,1124,12.6,20.4,18.9,19.3,27.1,1.5
I00742,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,61503,2270,11219,12093,13900,20621,1400,3.7,18.2,19.7,22.6,33.5,2.3
I00742,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,107333,20702,23306,28359,26602,7577,787,19.3,21.7,26.4,24.8,7.1,0.7
I00742,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,45843,19974,9240,6478,4423,5494,234,43.6,20.2,14.1,9.6,12,0.5
I00742,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35149,5499,6941,7570,7968,5160,2011,15.6,19.7,21.5,22.7,14.7,5.7
I00742,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,104077,51009,21738,13430,8555,6175,3170,49,20.9,12.9,8.2,5.9,3
I00742,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,128908,61066,23614,15853,11751,5834,10790,47.4,18.3,12.3,9.1,4.5,8.4
I00742,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,87474,30807,13136,15527,14428,13076,500,35.2,15,17.8,16.5,14.9,0.6
I00742,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,85573,14879,19967,20755,18170,11086,716,17.4,23.3,24.3,21.2,13,0.8
I00742,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,144709,27622,29269,21949,27799,31777,6293,19.1,20.2,15.2,19.2,22,4.3
I00742,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,64089,2504,6455,13584,19437,21728,381,3.9,10.1,21.2,30.3,33.9,0.6
I00742,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,65470,666,8785,14668,12542,22664,6145,1,13.4,22.4,19.2,34.6,9.4
I00742,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,66983,1529,8857,18092,15336,22446,723,2.3,13.2,27,22.9,33.5,1.1
I00742,RWJ,STOCKPORT NHS FOUNDATION TRUST,60815,11106,12010,11352,10473,12081,3793,18.3,19.7,18.7,17.2,19.9,6.2
I00742,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,73119,10037,11072,18252,19548,13484,726,13.7,15.1,25,26.7,18.4,1
I00742,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,48827,16050,8528,5452,9278,8511,1008,32.9,17.5,11.2,19,17.4,2.1
I00742,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,73584,21205,19143,11528,13116,8178,414,28.8,26,15.7,17.8,11.1,0.6
I00742,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,130718,36396,26772,21793,21006,22896,1855,27.8,20.5,16.7,16.1,17.5,1.4
I00742,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58102,12311,16574,13555,10665,4527,470,21.2,28.5,23.3,18.4,7.8,0.8
I00742,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,116493,36294,31814,18828,17425,6708,5424,31.2,27.3,16.2,15,5.8,4.7
I00742,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,69128,9759,15138,15656,13103,14392,1080,14.1,21.9,22.6,19,20.8,1.6
I00742,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,72567,46867,13983,7900,2079,788,950,64.6,19.3,10.9,2.9,1.1,1.3
I00742,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,57507,19852,11593,10393,8677,6401,591,34.5,20.2,18.1,15.1,11.1,1
I00742,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,76689,19669,13587,13634,15381,13048,1370,25.6,17.7,17.8,20.1,17,1.8
I00742,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,84590,26335,25397,13690,9658,9131,379,31.1,30,16.2,11.4,10.8,0.4
I00742,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,53564,345,9575,8809,9630,24880,325,0.6,17.9,16.4,18,46.4,0.6
I00742,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,81525,38754,17589,8267,11834,4727,354,47.5,21.6,10.1,14.5,5.8,0.4
I00742,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,66312,8638,14378,17301,11983,7419,6593,13,21.7,26.1,18.1,11.2,9.9
I00742,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,105703,29022,33174,20302,12778,5599,4828,27.5,31.4,19.2,12.1,5.3,4.6
I00742,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,70261,5261,12572,23715,16827,11269,617,7.5,17.9,33.8,23.9,16,0.9
