INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SITE_CODE,SITE_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL,SITE_TYPE,NO_PROVIDERS_AT_SITE,SITE_OWNER,SITE_POSTCODE
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4RH,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4TC,"NOT PROVIDED",*,*,195,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",RFFAA,"BARNSLEY HOSPITAL",1.0345,2,48315,1625,1570.0000,0.9239,1.0804,0.8544,1.1703,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S75 2EP
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H41,"BARKING BIRTH CENTRE",*,*,385,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,IG11 9LX
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H65,"BARTS AND THE LONDON OUTREACH CLINICS",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H90,"BLT BIRTH CENTRE",*,*,585,0,*,*,*,*,*,DENTISTS,ONE,TRUST,E14 8JH
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H86,"BLT PRIVATE HOSPITALS",*,*,55,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H15,"COMMUNITY HEALTH SERVICES",*,*,*,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,E1 4DG
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H11,"GATEWAY SURGICAL CENTRE",*,*,955,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E13 8SL
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H13,"MILE END HOSPITAL",*,*,30,0,*,*,*,*,*,MENTAL HEALTH - COMMUNITY & RESIDENTIAL - NHS,ONE,TRUST,E1 4DG
I00699,R1H,"BARTS HEALTH NHS TRUST",R1HNH,"NEWHAM GENERAL HOSPITAL",0.9423,2,38060,645,685.0000,0.8862,1.1236,0.8462,1.1818,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E13 8SL
I00699,R1H,"BARTS HEALTH NHS TRUST",R1HM0,"ST BARTHOLOMEW'S HOSPITAL",0.9049,2,14575,500,550.0000,0.8734,1.1389,0.8427,1.1866,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EC1A 7BE
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H12,"THE ROYAL LONDON HOSPITAL",0.8542,2,68395,1175,1375.0000,0.9188,1.0861,0.8535,1.1716,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,"BARTS HEALTH NHS TRUST",R1HKH,"WHIPPS CROSS UNIVERSITY HOSPITAL",1.0031,2,50360,1285,1280.0000,0.9159,1.0893,0.8530,1.1724,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E11 1NR
I00699,R1H,"BARTS HEALTH NHS TRUST",.,"NOT PROVIDED",*,*,10,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RC9,"BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",RC979,"BEDFORD HOSPITAL SOUTH WING",1.0796,2,36755,1280,1185.0000,0.9127,1.0930,0.8523,1.1733,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,MK42 9DJ
I00699,RC9,"BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",RC971,"LUTON & DUNSTABLE HOSPITAL",1.0032,2,82765,1785,1780.0000,0.9284,1.0754,0.8552,1.1693,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,LU4 0DZ
I00699,RC9,"BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",8A517,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",RXL01,"BLACKPOOL VICTORIA HOSPITAL",1.0969,2,55705,2395,2185.0000,0.9352,1.0679,0.8563,1.1678,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,FY3 8NR
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",RXL06,"CLIFTON HOSPITAL",*,*,105,*,10.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,FY8 1PB
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",RXL04,"FLEETWOOD HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,FY7 6BE
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",RMCE5,"INGLESIDE BIRTH & COMMUNITY CENTRE",*,*,425,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,M6 7WR
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",RMCD6,"LABURNUM LODGE HOME FOR THE ELDERLY",*,*,35,0,*,*,*,*,*,RESIDENTIAL SOCIAL CARE,ONE,TRUST,BL2 6PP
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",RMC01,"ROYAL BOLTON HOSPITAL",1.1722,1,59620,1725,1475.0000,0.9214,1.0832,0.8540,1.1710,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL4 0JR
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE01,"BRADFORD ROYAL INFIRMARY",0.9203,2,61550,1455,1585.0000,0.9241,1.0801,0.8545,1.1703,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD9 6RJ
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE02,"BRADFORD ROYAL INFIRMARY WOMEN'S UNIT",1.2811,2,25030,30,20.0000,0.4663,1.8535,0.6408,1.5605,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD9 6RJ
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE05,"ST LUKES HOSPITAL",1.1131,2,355,35,35.0000,0.5482,1.6606,0.6898,1.4496,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD5 0NA
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE6H,"THE YORKSHIRE CLINIC",*,*,10,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,BD16 1TW
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE5H,"WESTBOURNE GREEN COMMUNITY HOSPITAL",1.1612,2,125,15,10.0000,0.3213,2.3109,0.5463,1.8304,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD8 8RA
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE3A,"WESTWOOD PARK",*,*,10,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD6 3RW
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE,"NOT PROVIDED",*,*,*,*,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE2J,"NOT PROVIDED",*,*,85,*,10.0000,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",.,"NOT PROVIDED",1.0983,2,6375,305,280.0000,0.8253,1.1990,0.8271,1.2091,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH05,"BRIGHTON GENERAL HOSPITAL",*,*,100,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 3EW
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH17,"HOVE POLYCLINIC",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN3 7HY
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH10,"HURSTWOOD PARK CENTRE",*,*,780,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,RH16 4EX
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH21,"LEWES VICTORIA HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN7 1PE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH09,"PRINCESS ROYAL HOSPITAL",0.9135,2,18940,635,695.0000,0.8870,1.1227,0.8464,1.1815,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RH16 4EX
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH39,"QUEEN VICTORIA HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,RH19 3DZ
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH06,"ROYAL ALEXANDRA CHILDREN'S HOSPITAL",*,*,6720,*,10.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH01,"ROYAL SUSSEX COUNTY HOSPITAL",1.0625,2,41200,1650,1555.0000,0.9234,1.0809,0.8544,1.1705,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH07,"SUSSEX EYE HOSPITAL",*,*,625,0,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,BN2 5BF
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH60,"SUSSEX ORTHOPAEDIC TREATMENT CENTRE",*,*,1200,*,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,RH16 4EY
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ51,"AMERSHAM HOSPITAL",*,*,205,*,15.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP7 0JD
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ61,"BUCKINGHAM HOSPITAL",*,*,80,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,MK18 1NU
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQFN,"FLORENCE NIGHTINGALE HOSPICE",2.9840,1,215,105,35.0000,0.5604,1.6349,0.6969,1.4350,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ02,"STOKE MANDEVILLE HOSPITAL",1.0566,2,52705,1355,1280.0000,0.9159,1.0894,0.8529,1.1724,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ50,"WYCOMBE HOSPITAL",0.7483,3,8795,190,255.0000,0.8181,1.2084,0.8244,1.2130,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP11 2TT
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",RWY02,"CALDERDALE ROYAL HOSPITAL",0.8894,2,40785,800,900.0000,0.9001,1.1075,0.8496,1.1771,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HX3 0PW
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",RWY01,"HUDDERSFIELD ROYAL INFIRMARY",1.0235,2,29490,1460,1425.0000,0.9202,1.0846,0.8538,1.1713,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HD3 3EA
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,30,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT01,"ADDENBROOKE'S HOSPITAL",0.8539,3,60520,2200,2575.0000,0.9402,1.0624,0.8571,1.1668,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT1Y,"CAMBRIDGE DIALYSIS CENTRE",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,CB5 8PD
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT3Q,"CUH AT KINGS LYNN DIALYSIS",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,PE30 4ET
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT1Q,"CUH AT PRINCESS OF WALES HOSPITAL",*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB6 1DN
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT65,"HINCHINGBROOKE DIALYSIS UNIT",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT03,"KINGS LYNN DIALYSIS",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT98,"NUFFIELD HEALTH CAMBRIDGE HOSPITAL",*,*,230,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB2 8AF
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT32,"ROSIE HOSPITAL",1.1901,2,12285,35,30.0000,0.5252,1.7113,0.6764,1.4785,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT97,"SPIRE (LEA) HOSPITAL",*,*,325,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB24 9EL
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT04,"WEST SUFFOLK DIALYSIS",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,20,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",RQM01,"CHELSEA & WESTMINSTER HOSPITAL",0.7276,3,44620,605,830.0000,0.8961,1.1121,0.8486,1.1784,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SW10 9NH
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",RQM91,"WEST MIDDLESEX UNIVERSITY HOSPITAL",0.8002,3,52990,1060,1320.0000,0.9172,1.0879,0.8532,1.1721,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TW7 6AF
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",RFSDA,"CHESTERFIELD ROYAL HOSPITAL",0.9880,2,51225,1830,1850.0000,0.9297,1.0739,0.8555,1.1690,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S44 5BL
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RJR05,"COUNTESS OF CHESTER HOSPITAL",1.0750,2,47775,1540,1430.0000,0.9203,1.0844,0.8538,1.1712,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CH2 1UL
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RJR60,"ELLESMERE PORT HOSPITAL",*,*,15,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,CH65 6SG
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RWWHG,"HALTON HOSPITAL",*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WA7 2DA
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RWWWH,"WARRINGTON HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,WA5 1QG
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,40,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPBA,"BISHOP AUCKLAND HOSPITAL",0.7305,2,930,10,10.0000,0.3164,2.3302,0.5429,1.8419,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL14 6AD
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCC,"CHESTER LE STREET HOSPITAL",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH3 3AT
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPDA,"DARLINGTON MEMORIAL HOSPITAL",1.1449,2,32805,1255,1095.0000,0.9093,1.0969,0.8516,1.1743,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DL3 6HX
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCG,"HORN HALL HOSPITAL",0.6717,3,390,20,30.0000,0.5177,1.7283,0.6719,1.4883,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL13 2JR
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCJ,"RICHARDSON HOSPITAL",0.6226,3,570,30,45.0000,0.6075,1.5408,0.7235,1.3822,RESIDENTIAL SOCIAL CARE,ONE,TRUST,DL12 8ET
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCL,"SEDGEFIELD COMMUNITY HOSPITAL",0.8855,2,545,40,45.0000,0.6105,1.5351,0.7251,1.3790,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TS21 3EE
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCW,"SHOTLEY BRIDGE HOSPITAL SITE",*,*,75,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH8 0NB
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",NT333,"SPIRE WASHINGTON HOSPITAL",*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NE38 9JZ
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPWE,"SUNDERLAND ROYAL HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,SR4 7TP
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCP,"UNIVERSITY HOSPITAL OF NORTH DURHAM",1.1607,2,42685,1720,1480.0000,0.9216,1.0829,0.8540,1.1709,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH1 5TW
I00699,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",RJ611,"CROYDON UNIVERSITY HOSPITAL",0.9927,2,34915,1315,1325.0000,0.9172,1.0878,0.8532,1.1720,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CR7 7YE
I00699,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",RN707,"DARENT VALLEY HOSPITAL",1.0714,2,56125,1535,1430.0000,0.9203,1.0844,0.8538,1.1712,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DA2 8DA
I00699,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",RN7QM,"QUEEN MARY'S HOSPITAL SIDCUP",*,*,1105,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DA14 6LT
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",NTP13,"BARLBOROUGH NHS TREATMENT CENTRE",*,*,115,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,S43 4XE
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",RP5BA,"BASSETLAW HOSPITAL",1.1145,2,18290,730,655.0000,0.8837,1.1266,0.8455,1.1827,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S81 0BD
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",RP5DR,"DONCASTER ROYAL INFIRMARY",1.0910,2,53365,2100,1925.0000,0.9311,1.0724,0.8557,1.1687,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DN2 5LT
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",RP5MM,"MONTAGU HOSPITAL",*,*,75,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S64 0AZ
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",NVC14,"PARK HILL HOSPITAL",*,*,525,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,DN2 5TH
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",RP5RH,"ROTHERHAM DISTRICT HOSPITAL",*,*,255,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,S60 2UD
I00699,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",RBD01,"DORSET COUNTY HOSPITAL",1.1290,2,28905,1140,1010.0000,0.9056,1.1010,0.8508,1.1753,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DT1 2JY
I00699,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",RBD05,"WEYMOUTH COMMUNITY HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DT4 7TB
I00699,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",RBD46,"YEOVIL DISTRICT HOSPITAL",*,*,30,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BA21 4AT
