INDICATOR_CODE,DIAGNOSIS GROUP,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED
I00699,1,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,52,*,3.5054
I00699,1,RHU,PORTSMOUTH HOSPITALS NHS TRUST,7,*,0.3916
I00699,1,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,22,*,0.9634
I00699,1,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,30,0,1.0217
I00699,1,RJ2,LEWISHAM AND GREENWICH NHS TRUST,49,*,1.7783
I00699,1,RJ6,CROYDON HEALTH SERVICES NHS TRUST,33,*,0.3917
I00699,1,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,84,*,2.9412
I00699,1,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,*,0,0.0051
I00699,1,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,8,*,0.2813
I00699,1,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,19,*,0.4234
I00699,1,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,*,0,0.1032
I00699,1,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9,0,0.3016
I00699,1,RJN,EAST CHESHIRE NHS TRUST,*,0,0.024
I00699,1,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,*,0,0.1908
I00699,1,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,37,0,1.3617
I00699,1,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,*,0,0.0278
I00699,1,RK9,PLYMOUTH HOSPITALS NHS TRUST,*,*,1.7782
I00699,1,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,48,*,2.8225
I00699,1,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,10,0,0.2844
I00699,1,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,30,*,1.2183
I00699,1,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,*,0,0.0414
I00699,1,RLQ,WYE VALLEY NHS TRUST,*,0,0.0154
I00699,1,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,*,0,0.2282
I00699,1,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,*,0,0.5473
I00699,1,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,8,0,0.472
I00699,1,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,16,0,0.9034
I00699,1,RMC,BOLTON NHS FOUNDATION TRUST,19,*,0.7028
I00699,1,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,7,*,0.5404
I00699,1,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,13,*,0.6669
I00699,1,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11,0,0.2289
I00699,1,RN7,DARTFORD AND GRAVESHAM NHS TRUST,21,*,1.1473
I00699,1,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,20,*,1.2477
I00699,1,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,*,0,0.3504
I00699,1,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6,0,0.1204
I00699,1,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,*,0,0.2573
I00699,1,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,8,*,0.5388
I00699,1,RPA,MEDWAY NHS FOUNDATION TRUST,11,0,0.3863
I00699,1,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,29,*,0.8502
I00699,1,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,*,0,0.4392
I00699,1,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,8,*,0.1319
I00699,1,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,*,0,0.3537
I00699,1,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,*,0,0.0477
I00699,1,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,27,0,0.562
I00699,1,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,83,*,2.3629
I00699,1,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,*,0,0.012
I00699,1,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,51,*,2.4089
I00699,1,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,*,0.1692
I00699,1,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,44,*,2.9696
I00699,1,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,47,0,1.3502
I00699,1,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,40,*,1.4977
I00699,1,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,*,*,0.768
I00699,1,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,*,*,0.8029
I00699,1,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,16,*,0.6629
I00699,1,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,49,*,1.7936
I00699,1,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9,0,0.5742
I00699,1,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,19,*,0.7602
I00699,1,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7,*,0.3361
I00699,1,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7,*,0.744
I00699,1,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,168,*,4.8145
I00699,1,RVJ,NORTH BRISTOL NHS TRUST,23,*,1.6255
I00699,1,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,21,0,1.0711
I00699,1,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,7,*,0.6264
I00699,1,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,19,0,0.9594
I00699,1,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,*,0,0.3196
I00699,1,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,*,*,0.1816
I00699,1,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,59,0,1.266
I00699,1,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,81,*,3.1927
I00699,1,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,*,0,0.05
I00699,1,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,*,0,0.1273
I00699,1,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,57,0,2.4435
I00699,1,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,8,*,0.3394
I00699,1,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,8,0,0.2033
I00699,1,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,*,*,0.5285
I00699,1,RWJ,STOCKPORT NHS FOUNDATION TRUST,*,0,0.0075
I00699,1,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12,*,0.884
I00699,1,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,*,0,0.1761
I00699,1,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,11,0,0.6004
I00699,1,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,42,*,1.7711
I00699,1,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,*,*,0.5301
I00699,1,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,23,*,1.5468
I00699,1,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,15,*,0.9206
I00699,1,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,73,*,2.146
I00699,1,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9,0,0.2256
I00699,1,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,15,0,0.999
I00699,1,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,7,*,0.471
I00699,1,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9,*,0.2948
I00699,1,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,21,*,0.7648
I00699,1,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,*,0,0.2992
I00699,1,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,106,6,5.1038
I00699,1,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,*,0,0.2653
I00699,2,R1F,ISLE OF WIGHT NHS TRUST,167,40,39.8476
I00699,2,R1H,BARTS HEALTH NHS TRUST,637,83,94.0534
I00699,2,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,181,35,36.3206
I00699,2,RA3,WESTON AREA HEALTH NHS TRUST,160,42,33.2784
I00699,2,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,142,41,36.6475
I00699,2,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,281,50,43.7329
I00699,2,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,450,87,113.422
I00699,2,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,192,36,32.3919
I00699,2,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,338,78,74.4104
I00699,2,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,226,45,45.9416
I00699,2,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,133,27,22.8381
I00699,2,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,153,27,27.0723
I00699,2,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,233,72,57.445
I00699,2,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,474,84,103.787
I00699,2,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,201,41,39.5924
I00699,2,RBK,WALSALL HEALTHCARE NHS TRUST,285,79,67.8727
I00699,2,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,280,85,62.0708
I00699,2,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,393,77,78.4153
I00699,2,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,272,78,62.1991
I00699,2,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,189,42,45.4644
I00699,2,RC1,BEDFORD HOSPITAL NHS TRUST,281,59,63.8127
I00699,2,RC3,EALING HOSPITAL NHS TRUST,108,29,24.2886
I00699,2,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,320,69,64.7046
I00699,2,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,426,112,106.0524
I00699,2,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,96,19,21.0859
I00699,2,RCF,AIREDALE NHS FOUNDATION TRUST,146,24,30.5149
I00699,2,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",428,104,111.0127
I00699,2,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,423,92,100.801
I00699,2,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,335,33,64.3045
I00699,2,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,462,88,93.6319
I00699,2,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,350,67,64.3515
I00699,2,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,471,122,101.5397
I00699,2,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,420,85,92.0731
I00699,2,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,341,50,62.9675
I00699,2,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,176,36,46.7323
I00699,2,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,144,42,32.0716
I00699,2,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,214,54,45.7701
I00699,2,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,244,46,48.1021
I00699,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",358,87,71.0186
I00699,2,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,195,47,41.7212
I00699,2,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,105,24,23.2913
I00699,2,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,155,35,35.5647
I00699,2,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,203,42,41.2914
I00699,2,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,617,106,130.7879
I00699,2,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,234,49,52.6833
I00699,2,RGQ,IPSWICH HOSPITAL NHS TRUST,313,69,67.4276
I00699,2,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,406,62,90.7031
I00699,2,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,331,53,58.8878
I00699,2,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,362,64,81.8646
I00699,2,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,301,64,57.3217
I00699,2,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,628,135,130.9347
I00699,2,RHU,PORTSMOUTH HOSPITALS NHS TRUST,514,102,113.2254
I00699,2,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,371,53,73.3864
I00699,2,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,187,28,28.9813
I00699,2,RJ2,LEWISHAM AND GREENWICH NHS TRUST,363,69,64.7232
I00699,2,RJ6,CROYDON HEALTH SERVICES NHS TRUST,243,48,48.2667
I00699,2,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,210,34,33.5269
I00699,2,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,20,*,3.7871
I00699,2,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,121,27,23.4852
I00699,2,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,304,12,54.9033
I00699,2,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,164,24,31.4267
I00699,2,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,411,120,101.6327
I00699,2,RJN,EAST CHESHIRE NHS TRUST,200,35,40.7298
I00699,2,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,271,72,60.8427
I00699,2,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,393,66,66.4687
I00699,2,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,230,59,54.1638
I00699,2,RK9,PLYMOUTH HOSPITALS NHS TRUST,479,78,104.1225
I00699,2,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,452,55,82.6281
I00699,2,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,73,*,14.0434
I00699,2,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,436,75,75.5424
I00699,2,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,326,38,57.1668
I00699,2,RLQ,WYE VALLEY NHS TRUST,135,41,30.0662
I00699,2,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,148,22,30.09
I00699,2,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,377,73,83.2552
I00699,2,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,182,38,36.921
I00699,2,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,237,47,51.6352
I00699,2,RMC,BOLTON NHS FOUNDATION TRUST,490,131,112.4065
I00699,2,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,66,18,13.5615
I00699,2,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,284,65,61.1775
I00699,2,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,323,57,62.3393
I00699,2,RN7,DARTFORD AND GRAVESHAM NHS TRUST,348,73,71.0816
I00699,2,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,337,99,76.5859
I00699,2,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,187,37,36.7564
I00699,2,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,117,19,23.7294
I00699,2,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,335,63,59.5861
I00699,2,RNZ,SALISBURY NHS FOUNDATION TRUST,151,27,33.6988
I00699,2,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,352,72,70.8193
I00699,2,RPA,MEDWAY NHS FOUNDATION TRUST,280,75,62.508
I00699,2,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,324,59,65.2453
I00699,2,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,275,57,67.2337
I00699,2,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,102,14,17.9218
I00699,2,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,185,41,40.3843
I00699,2,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,109,19,20.6662
I00699,2,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,78,18,14.8557
I00699,2,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,647,150,133.1532
I00699,2,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,296,54,72.8704
I00699,2,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,613,103,100.6732
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",304,94,68.3843
I00699,2,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,503,82,83.5335
I00699,2,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,220,26,32.1649
I00699,2,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,435,89,76.7565
I00699,2,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,276,93,66.2301
I00699,2,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,363,78,83.8195
I00699,2,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,729,130,156.7205
I00699,2,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,504,70,89.957
I00699,2,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,330,68,76.5866
I00699,2,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,282,56,59.0329
I00699,2,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,585,121,117.2433
I00699,2,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,247,71,49.7651
I00699,2,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,400,78,66.3224
I00699,2,RVJ,NORTH BRISTOL NHS TRUST,240,66,58.4596
I00699,2,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,324,74,76.7324
I00699,2,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,329,78,74.1513
I00699,2,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,637,146,140.6242
I00699,2,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,314,56,58.9247
I00699,2,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,252,58,53.7861
I00699,2,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,240,29,33.3829
I00699,2,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,284,30,45.9027
I00699,2,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,260,99,61.5906
I00699,2,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,562,185,153.5051
I00699,2,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,593,126,111.0657
I00699,2,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,409,68,75.2775
I00699,2,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,331,122,72.9169
I00699,2,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,226,44,45.0629
I00699,2,RWJ,STOCKPORT NHS FOUNDATION TRUST,218,49,56.1686
I00699,2,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,327,84,69.7481
I00699,2,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,198,38,34.3204
I00699,2,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,227,48,44.3118
I00699,2,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,906,142,186.0583
I00699,2,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,300,71,65.6561
I00699,2,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,339,62,70.3575
I00699,2,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,312,49,60.8456
I00699,2,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,239,31,39.0888
I00699,2,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,419,116,88.7372
I00699,2,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,569,142,126.6321
I00699,2,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,457,108,92.6702
I00699,2,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,326,51,59.8613
I00699,2,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,297,70,56.565
I00699,2,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,316,73,70.2722
