INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED,VALUE,PO_LL,PO_UL,OD_LL,OD_UL,OD_BANDING
I00699,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,46113,1408,1358.122,1.037,0.918,1.087,0.891,1.122,2
I00699,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,29229,1234,1352.111,0.913,0.918,1.087,0.891,1.122,2
I00699,RC1,BEDFORD HOSPITAL NHS TRUST,27788,1097,1031.945,1.063,0.907,1.1,0.888,1.126,2
I00699,RC3,EALING HOSPITAL NHS TRUST,28799,632,771.67,0.819,0.892,1.116,0.883,1.132,3
I00699,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,62009,1515,1483.287,1.021,0.922,1.083,0.892,1.121,2
I00699,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,75813,2913,2930.708,0.994,0.944,1.058,0.897,1.115,2
I00699,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,24038,847,868.997,0.975,0.898,1.109,0.885,1.13,2
I00699,RCF,AIREDALE NHS FOUNDATION TRUST,33677,973,1119.077,0.87,0.91,1.096,0.889,1.125,3
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",38948,1511,1483.754,1.018,0.922,1.083,0.892,1.121,2
I00699,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,42198,1875,1917.706,0.978,0.931,1.073,0.895,1.118,2
I00699,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,49290,1487,1479.8,1.005,0.922,1.083,0.892,1.121,2
I00699,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,53665,1398,1464.655,0.955,0.921,1.083,0.892,1.121,2
I00699,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,43202,1110,1159.614,0.957,0.912,1.094,0.889,1.124,2
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52443,1976,1839.111,1.074,0.93,1.074,0.894,1.118,2
I00699,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,53898,2039,1931.567,1.056,0.931,1.072,0.895,1.118,2
I00699,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,54292,1584,1737.251,0.912,0.928,1.076,0.894,1.119,2
I00699,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,41647,1953,1838.762,1.062,0.93,1.074,0.894,1.118,2
I00699,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22676,1104,963.588,1.146,0.903,1.104,0.887,1.128,1
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66435,2126,1968.611,1.08,0.932,1.072,0.895,1.118,2
I00699,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,40819,1924,1672.04,1.151,0.926,1.078,0.893,1.119,1
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",77522,2903,2937.14,0.988,0.944,1.058,0.897,1.114,2
I00699,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42524,1433,1300.689,1.102,0.917,1.089,0.891,1.123,2
I00699,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,39509,1416,1344.379,1.053,0.918,1.087,0.891,1.122,2
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,46841,1613,1624.479,0.993,0.925,1.079,0.893,1.12,2
I00699,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35923,910,947.483,0.96,0.903,1.105,0.887,1.128,2
I00699,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,50675,1717,1712.007,1.003,0.927,1.077,0.894,1.119,2
I00699,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30648,1435,1299.324,1.104,0.917,1.089,0.891,1.123,2
I00699,RGQ,IPSWICH HOSPITAL NHS TRUST,48347,1823,1697.704,1.074,0.927,1.077,0.893,1.119,2
I00699,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32991,1281,1395.892,0.918,0.919,1.086,0.892,1.122,2
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,72670,2059,2348.633,0.877,0.937,1.065,0.896,1.116,3
I00699,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,61047,1790,1928.596,0.928,0.931,1.072,0.895,1.118,2
I00699,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,91285,2791,2803.933,0.995,0.943,1.06,0.897,1.115,2
I00699,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,108385,3422,3763.353,0.909,0.95,1.051,0.899,1.113,2
I00699,RHU,PORTSMOUTH HOSPITALS NHS TRUST,86611,2850,2714.855,1.05,0.942,1.061,0.897,1.115,2
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,63353,1959,1892.789,1.035,0.931,1.073,0.894,1.118,2
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84113,1361,1665.56,0.817,0.926,1.078,0.893,1.12,3
I00699,RJ2,LEWISHAM AND GREENWICH NHS TRUST,58686,1585,1539.533,1.03,0.923,1.081,0.893,1.12,2
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,46493,1227,1231.926,0.996,0.914,1.091,0.89,1.124,2
I00699,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,81338,1894,2325.657,0.814,0.937,1.066,0.896,1.116,3
I00699,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,2560,82,86.814,0.945,0.701,1.378,0.792,1.263,2
I00699,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,28982,800,874.249,0.915,0.899,1.109,0.885,1.13,2
I00699,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,102371,3198,3051.749,1.048,0.945,1.057,0.898,1.114,2
I00699,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,40985,1243,1268.593,0.98,0.916,1.09,0.891,1.123,2
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,57864,2107,1956.273,1.077,0.932,1.072,0.895,1.118,2
I00699,RJN,EAST CHESHIRE NHS TRUST,22879,908,918.162,0.989,0.901,1.106,0.886,1.129,2
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,45387,1348,1205.526,1.118,0.913,1.092,0.89,1.124,2
I00699,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,91736,2190,2428.553,0.902,0.939,1.064,0.896,1.116,2
I00699,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,37359,1247,1195.459,1.043,0.913,1.093,0.89,1.124,2
I00699,RK9,PLYMOUTH HOSPITALS NHS TRUST,68531,2201,2272.865,0.968,0.936,1.067,0.896,1.116,2
I00699,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,87969,2667,2627.518,1.015,0.941,1.062,0.897,1.115,2
I00699,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,20360,202,374.651,0.539,0.848,1.17,0.866,1.155,3
I00699,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,60789,2072,2101.805,0.986,0.934,1.069,0.895,1.117,2
I00699,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,58066,2000,1792.222,1.116,0.929,1.075,0.894,1.119,2
I00699,RLQ,WYE VALLEY NHS TRUST,27396,1036,888.452,1.166,0.9,1.108,0.886,1.129,1
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23402,954,907.928,1.051,0.901,1.107,0.886,1.129,2
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,89015,3046,3142.743,0.969,0.946,1.056,0.898,1.114,2
I00699,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,61373,1765,1831.35,0.964,0.929,1.074,0.894,1.118,2
I00699,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,45265,1564,1656.881,0.944,0.926,1.078,0.893,1.12,2
I00699,RMC,BOLTON NHS FOUNDATION TRUST,63767,1633,1546.102,1.056,0.923,1.081,0.893,1.12,2
I00699,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,34206,1394,1218.389,1.144,0.914,1.092,0.89,1.124,1
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61417,1609,1676.002,0.96,0.926,1.078,0.893,1.119,2
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,60925,1862,1832.237,1.016,0.929,1.074,0.894,1.118,2
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,56093,1449,1448.24,1.001,0.921,1.084,0.892,1.121,2
I00699,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,67578,2171,2034.735,1.067,0.933,1.07,0.895,1.117,2
I00699,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,46863,1626,1682.802,0.966,0.926,1.078,0.893,1.119,2
I00699,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,45845,1437,1423.025,1.01,0.92,1.085,0.892,1.121,2
I00699,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,54841,1594,1577.586,1.01,0.924,1.08,0.893,1.12,2
I00699,RNZ,SALISBURY NHS FOUNDATION TRUST,34244,1028,996.576,1.032,0.905,1.102,0.887,1.127,2
I00699,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,73561,2651,2401.069,1.104,0.938,1.065,0.896,1.116,2
I00699,RPA,MEDWAY NHS FOUNDATION TRUST,51379,1687,1442.659,1.169,0.921,1.084,0.892,1.121,1
I00699,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47814,1854,1730.862,1.071,0.927,1.077,0.894,1.119,2
I00699,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,52874,1713,1631.733,1.05,0.925,1.079,0.893,1.12,2
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,43775,534,656.962,0.813,0.884,1.127,0.88,1.136,3
I00699,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,20592,708,701.558,1.009,0.887,1.122,0.882,1.134,2
I00699,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,44023,1373,1374.978,0.999,0.919,1.086,0.891,1.122,2
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41809,506,610.05,0.829,0.88,1.132,0.879,1.138,3
I00699,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,150649,4271,3946.025,1.082,0.952,1.05,0.899,1.113,2
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34334,1385,1414.594,0.979,0.92,1.085,0.892,1.122,2
I00699,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,125038,3842,3803.035,1.01,0.951,1.051,0.899,1.113,2
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",42210,1589,1475.834,1.077,0.922,1.083,0.892,1.121,2
I00699,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,60168,2431,2327.173,1.045,0.937,1.066,0.896,1.116,2
I00699,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,72499,1223,1523.92,0.803,0.923,1.082,0.892,1.121,3
I00699,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,105848,2549,2704.616,0.943,0.942,1.061,0.897,1.115,2
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,82148,2867,2687.909,1.067,0.942,1.061,0.897,1.115,2
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,57383,2886,2632.118,1.097,0.941,1.062,0.897,1.115,2
I00699,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,83583,3012,2762.269,1.09,0.942,1.06,0.897,1.115,2
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,110974,3213,3245.202,0.99,0.947,1.055,0.898,1.114,2
I00699,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,43835,1536,1692.224,0.908,0.927,1.077,0.893,1.119,2
I00699,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50070,1681,1780.738,0.944,0.928,1.075,0.894,1.119,2
I00699,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,90939,2599,2566.387,1.013,0.94,1.063,0.897,1.115,2
I00699,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52311,1922,1786.764,1.076,0.929,1.075,0.894,1.119,2
I00699,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,70108,1723,2075.014,0.83,0.934,1.07,0.895,1.117,3
I00699,RVJ,NORTH BRISTOL NHS TRUST,73365,2004,2045.282,0.98,0.933,1.07,0.895,1.117,2
I00699,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,62606,1805,2024.259,0.892,0.933,1.071,0.895,1.117,3
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,56648,1916,1963.376,0.976,0.932,1.072,0.895,1.118,2
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,103958,3917,3860.953,1.015,0.951,1.051,0.899,1.113,2
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,47087,1837,1583.608,1.16,0.924,1.08,0.893,1.12,1
I00699,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,34646,1337,1170.909,1.142,0.912,1.094,0.89,1.124,1
I00699,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,102300,1802,1782.582,1.011,0.928,1.075,0.894,1.119,2
I00699,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,127332,3903,3767.368,1.036,0.95,1.051,0.899,1.113,2
I00699,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,89216,3281,3172.54,1.034,0.946,1.056,0.898,1.114,2
I00699,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,84971,3364,3234.365,1.04,0.947,1.056,0.898,1.114,2
I00699,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,137858,4357,4144.516,1.051,0.953,1.049,0.899,1.113,2
I00699,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,61773,2088,2081.362,1.003,0.934,1.07,0.895,1.117,2
I00699,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,62448,1814,1941.748,0.934,0.931,1.072,0.895,1.118,2
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,62623,2221,1998.694,1.111,0.932,1.071,0.895,1.118,2
I00699,RWJ,STOCKPORT NHS FOUNDATION TRUST,59373,1589,1741.708,0.912,0.928,1.076,0.894,1.119,2
I00699,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,73919,2695,2501.836,1.077,0.939,1.063,0.896,1.116,2
I00699,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,48858,1500,1386.581,1.082,0.919,1.086,0.892,1.122,2
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,74212,2218,1996.253,1.111,0.932,1.071,0.895,1.118,2
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,131966,3775,4146.547,0.91,0.953,1.049,0.899,1.113,2
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58758,2574,2332.649,1.104,0.937,1.066,0.896,1.116,2
I00699,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,106534,2855,3134.192,0.911,0.946,1.056,0.898,1.114,2
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,70097,2259,2352.844,0.96,0.938,1.065,0.896,1.116,2
I00699,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,72536,2080,2092.499,0.994,0.934,1.069,0.895,1.117,2
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,55248,2328,1944.397,1.197,0.931,1.072,0.895,1.118,1
I00699,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,74310,2225,2091.149,1.064,0.934,1.069,0.895,1.117,2
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,83990,2883,2828.427,1.019,0.943,1.06,0.897,1.115,2
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,45600,1576,1464.866,1.076,0.921,1.083,0.892,1.121,2
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,80069,2536,2258.869,1.123,0.936,1.067,0.896,1.116,1
I00699,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,65548,2450,2324.473,1.054,0.937,1.066,0.896,1.116,2
I00699,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,103335,2117,2832.484,0.747,0.943,1.059,0.897,1.115,3
I00699,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,68537,2756,2783.17,0.99,0.942,1.06,0.897,1.115,2
