INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3991,2817,1174,70.5838,29.4162
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1712,1149,563,67.1145,32.8855
I00733,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2643,1938,705,73.3258,26.6742
I00733,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1207,888,319,73.5708,26.4292
I00733,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2738,2057,681,75.1278,24.8722
I00733,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,3003,2032,971,67.6657,32.3343
I00733,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3263,2551,712,78.1796,21.8204
I00733,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,3140,2333,807,74.2994,25.7006
I00733,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3193,2409,784,75.4463,24.5537
I00733,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1664,1124,540,67.5481,32.4519
I00733,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1747,1263,484,72.2954,27.7046
I00733,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2798,2119,679,75.7327,24.2673
I00733,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1918,1281,637,66.7883,33.2117
I00733,RVJ,NORTH BRISTOL NHS TRUST,2044,1573,471,76.9569,23.0431
I00733,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,2069,1531,538,73.9971,26.0029
I00733,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,4065,2631,1434,64.7232,35.2768
I00733,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2029,1529,500,75.3573,24.6427
I00733,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1302,866,436,66.5131,33.4869
I00733,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1728,1405,323,81.3079,18.6921
I00733,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3984,2655,1329,66.6416,33.3584
I00733,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3453,2426,1027,70.2577,29.7423
I00733,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3661,2548,1113,69.5985,30.4015
I00733,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4451,2931,1520,65.8504,34.1496
I00733,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2198,1507,691,68.5623,31.4377
I00733,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2083,1429,654,68.603,31.397
I00733,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2472,1735,737,70.1861,29.8139
I00733,RWJ,STOCKPORT NHS FOUNDATION TRUST,1819,1365,454,75.0412,24.9588
I00733,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2848,1903,945,66.8188,33.1812
I00733,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1597,1129,468,70.6951,29.3049
I00733,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2248,1573,675,69.9733,30.0267
I00733,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4653,3626,1027,77.9282,22.0718
I00733,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2687,1863,824,69.3338,30.6662
I00733,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,3050,2139,911,70.1311,29.8689
I00733,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2389,1695,694,70.9502,29.0498
I00733,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2168,1581,587,72.9244,27.0756
I00733,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2435,1759,676,72.2382,27.7618
I00733,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2337,1789,548,76.5511,23.4489
I00733,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3009,2066,943,68.6607,31.3393
I00733,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1640,1184,456,72.1951,27.8049
I00733,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2728,1972,756,72.2874,27.7126
I00733,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2396,1515,881,63.2304,36.7696
I00733,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2232,1644,588,73.6559,26.3441
I00733,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,3061,2045,1016,66.8082,33.1918
