INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,Q_1_NUMERATOR,Q_2_NUMERATOR,Q_3_NUMERATOR,Q_4_NUMERATOR,Q_5_NUMERATOR,NULL_NUMERATOR,Q_1_RATE,Q_2_RATE,Q_3_RATE,Q_4_RATE,Q_5_RATE,NULL_RATE
I00742,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,38931,3381,13922,8470,4652,3640,4866,8.684595823,35.76070484,21.75644088,11.94934628,9.349875421,12.49903676
I00742,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,46481,1192,3974,6902,12893,14708,6812,2.564488716,8.549729997,14.84907812,27.73821561,31.64303694,14.65545061
I00742,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,51824,3258,12526,16299,9884,6360,3497,6.28666255,24.1702686,31.45067922,19.07224452,12.27230627,6.747838839
I00742,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,28843,3147,4679,9755,6912,2186,2164,10.91079291,16.22230697,33.8210311,23.96422009,7.578961967,7.50268696
I00742,RBK,WALSALL HEALTHCARE NHS TRUST,43059,19287,8683,4533,3255,2297,5004,44.79202954,20.16535451,10.52741587,7.559395248,5.334540979,11.62126385
I00742,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,63839,21798,10756,8380,8569,9919,4417,34.1452717,16.84863485,13.12677204,13.4228293,15.53752408,6.918968029
I00742,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,67616,31922,11181,9458,5998,4334,4723,47.21071936,16.53602698,13.98781354,8.870681496,6.409725509,6.985033128
I00742,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,36419,6285,7396,6237,6234,9804,463,17.25747549,20.30808095,17.12567616,17.1174387,26.92001428,1.271314424
I00742,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,29600,2331,8231,10511,6045,828,1654,7.875,27.80743243,35.51013514,20.4222973,2.797297297,5.587837838
I00742,RC1,BEDFORD HOSPITAL NHS TRUST,28378,2623,5201,4705,6516,9131,202,9.243075622,18.3275777,16.57974487,22.96144901,32.17633378,0.711819015
I00742,RC3,EALING HOSPITAL NHS TRUST,28976,7120,10309,6864,1472,450,2761,24.57205964,35.57771949,23.68856985,5.080066262,1.553009387,9.528575373
I00742,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,60609,10915,14533,11026,8724,9121,6290,18.00887657,23.97828705,18.19201769,14.3939019,15.04892013,10.37799667
I00742,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,76100,9047,11716,15487,16550,17754,5546,11.88830486,15.39553219,20.35085414,21.74770039,23.32982917,7.287779238
I00742,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,23693,659,1385,4470,7079,8082,2018,2.781412231,5.845608408,18.86633183,29.87802304,34.1113409,8.517283586
I00742,RCF,AIREDALE NHS FOUNDATION TRUST,31307,6686,3968,5771,8413,4424,2045,21.35624621,12.67448175,18.43357716,26.87258441,14.13102501,6.532085476
I00742,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",37630,5286,11199,12156,4884,1449,2656,14.04730268,29.76082913,32.30401276,12.97900611,3.850651076,7.058198246
I00742,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,41585,1763,5390,9565,11014,13459,394,4.239509438,12.96140435,23.00108212,26.4855116,32.36503547,0.947457016
I00742,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,50751,4022,10462,12677,10154,9103,4333,7.924966996,20.61437213,24.97881815,20.00748754,17.93659238,8.537762803
I00742,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,52089,3260,12424,13406,9372,13183,444,6.258519073,23.85148496,25.73671984,17.99228244,25.30860642,0.85238726
I00742,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,42060,5180,5474,5053,8889,13032,4432,12.31573942,13.01474085,12.01378982,21.13409415,30.98430813,10.53732763
I00742,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,50545,8970,13302,9464,7566,9615,1628,17.74656247,26.31714314,18.72390939,14.96883965,19.02265308,3.220892274
I00742,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,51319,5280,11147,11905,12009,6731,4247,10.28858707,21.72100002,23.19803582,23.4006898,13.11599992,8.275687367
I00742,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,54045,747,3002,7142,9932,27570,5652,1.382181515,5.554630401,13.2149135,18.37727819,51.01304468,10.45795171
I00742,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,44720,4263,9143,10069,9068,11165,1012,9.532647585,20.44499106,22.51565295,20.27728086,24.96645796,2.262969589
I00742,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22654,10010,4951,3433,1300,1494,1466,44.18645714,21.85486007,15.15405668,5.738500927,6.594861835,6.471263353
I00742,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66351,9640,24032,21055,5237,1110,5277,14.52879384,36.21949933,31.73275459,7.892872752,1.672921282,7.953158204
I00742,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,40923,23128,5780,5088,4051,2255,621,56.51589571,14.1240867,12.43310608,9.899078758,5.510348704,1.517484055
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",78688,15880,22426,15872,10873,4816,8821,20.18096787,28.49989833,20.17080114,13.81786295,6.120374136,11.21009557
I00742,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42476,14606,11850,7306,4001,1793,2920,34.38647707,27.89810717,17.20030135,9.419436858,4.22120727,6.874470289
I00742,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,40362,16724,10699,5859,5203,1571,306,41.43501313,26.50760616,14.51612903,12.89083792,3.892274912,0.758138843
I00742,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,46012,9993,12376,7743,7834,5213,2853,21.71824741,26.89733113,16.82821873,17.02599322,11.32965313,6.200556377
I00742,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35074,2692,10535,7574,5413,3176,5684,7.675201004,30.03649427,21.59434339,15.43308434,9.05514056,16.20573644
I00742,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,50468,9652,7266,8753,11964,7805,5028,19.12499009,14.39724182,17.34366331,23.7061108,15.4652453,9.962748672
I00742,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32696,7643,7305,8541,5668,1195,2344,23.37594813,22.34218253,26.12246146,17.33545388,3.654881331,7.169072669
I00742,RGQ,IPSWICH HOSPITAL NHS TRUST,47253,6047,5970,8529,12830,9921,3956,12.79707109,12.63411847,18.04964764,27.15171524,20.99549235,8.37195522
I00742,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32559,427,3952,7829,11974,5731,2646,1.31146534,12.13796493,24.0455788,36.77631377,17.60189195,8.126785221
I00742,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,71851,1841,8620,11691,18963,24295,6441,2.562246872,11.99704945,16.27117229,26.39211702,33.81302974,8.964384629
I00742,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,59330,4102,11348,18103,15547,5780,4450,6.913871566,19.12691724,30.51238834,26.20428114,9.742120344,7.500421372
I00742,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,90984,11952,14918,19032,16866,20934,7282,13.13637563,16.39628946,20.9179636,18.53732524,23.00844104,8.003605029
I00742,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,107784,38536,18605,17463,14153,11047,7980,35.75298746,17.2613746,16.20184814,13.13089141,10.24920211,7.403696281
I00742,RHU,PORTSMOUTH HOSPITALS NHS TRUST,85581,15408,15005,14456,17018,16649,7045,18.00399621,17.5330973,16.89159977,19.8852549,19.45408443,8.231967376
I00742,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,62498,3195,9261,9782,10149,24094,6017,5.112163589,14.81807418,15.65170085,16.23891965,38.55163365,9.62750808
I00742,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84122,22285,29247,9990,7091,5524,9985,26.49128646,34.76736169,11.87560923,8.429423932,6.566653194,11.86966549
I00742,RJ2,LEWISHAM AND GREENWICH NHS TRUST,61247,21765,23111,7846,3329,1881,3315,35.53643444,37.7340931,12.81042337,5.435368263,3.071170833,5.41251
I00742,RJ6,CROYDON HEALTH SERVICES NHS TRUST,45109,8749,15272,10068,4687,2409,3924,19.39524263,33.85577158,22.3192711,10.39038773,5.340397703,8.69892926
I00742,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,81612,7761,23464,19824,11912,12455,6196,9.509630937,28.75067392,24.29054551,14.59589276,15.26123609,7.592020781
I00742,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,33635,478,3105,5578,9091,12320,3063,1.421138695,9.231455329,16.58391556,27.02839304,36.62851197,9.106585402
I00742,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,30048,3081,6693,6002,7097,5466,1709,10.25359425,22.27436102,19.97470714,23.61887646,18.19089457,5.68756656
I00742,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,99892,33669,19233,16933,15644,7988,6425,33.70540183,19.2537941,16.95130741,15.66091379,7.996636367,6.431946502
I00742,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,40648,5462,7109,9051,9431,6045,3550,13.43731549,17.48917536,22.26677819,23.20163354,14.8715804,8.733517024
I00742,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,57469,16009,9946,10946,10223,4579,5766,27.85675756,17.30672188,19.04679044,17.78872088,7.96777393,10.03323531
I00742,RJN,EAST CHESHIRE NHS TRUST,23143,1431,3068,4382,4086,8230,1946,6.183295165,13.25670829,18.93445102,17.65544657,35.56150888,8.40859007
I00742,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,46326,8954,4741,4576,6815,9591,11649,19.328239,10.23399387,9.877822389,14.71096145,20.70327678,25.14570651
I00742,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,92742,24737,27127,12508,9725,9328,9317,26.67292058,29.24996226,13.48687757,10.48607966,10.05801039,10.04614953
I00742,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,50501,15313,14189,8649,5956,2906,3488,30.32217184,28.09647334,17.12639354,11.79382586,5.754341498,6.906793925
I00742,RK9,PLYMOUTH HOSPITALS NHS TRUST,69692,12422,17471,16336,13409,5154,4900,17.8241405,25.06887448,23.44028009,19.24037192,7.395396889,7.030936119
I00742,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,83907,20862,17797,15449,13161,10100,6538,24.86324145,21.21038769,18.41205144,15.68522293,12.03713635,7.791960146
I00742,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34049,13896,10937,4061,1884,441,2830,40.81177127,32.12135452,11.92692884,5.53320215,1.295192223,8.311551
I00742,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,60373,26328,10734,7584,7109,4120,4498,43.60889802,17.77947096,12.56190681,11.77513127,6.824242625,7.450350322
I00742,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,59422,24285,15557,7563,6112,2186,3719,40.86870183,26.18053919,12.7276093,10.28575275,3.678772172,6.258624752
I00742,RLQ,WYE VALLEY NHS TRUST,27313,1767,2929,11871,4980,905,4861,6.469446784,10.72383114,43.4628199,18.23307582,3.313440486,17.79738586
I00742,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,24308,3922,6596,4727,3941,2817,2305,16.13460589,27.13509956,19.44627283,16.21276946,11.58877736,9.482474905
I00742,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,87780,7533,14898,23544,21938,13455,6412,8.581681476,16.97197539,26.82159945,24.99202552,15.32809296,7.304625199
I00742,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,60168,18840,8038,8423,9338,10501,5028,31.31232549,13.35926074,13.99913575,15.51987768,17.45279883,8.356601516
I00742,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,43321,19369,9989,6393,4235,2853,482,44.71041758,23.05810115,14.75727707,9.775859283,6.585720551,1.112624362
I00742,RMC,BOLTON NHS FOUNDATION TRUST,62816,26758,12152,7100,6238,4372,6196,42.59742741,19.34538971,11.30285278,9.930590932,6.960010188,9.863728986
I00742,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,35233,13704,8953,4821,3412,1522,2821,38.89535379,25.41083643,13.68319473,9.684102972,4.319813811,8.006698266
I00742,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61041,5293,5798,9163,13340,18005,9442,8.671220983,9.498533772,15.01122197,21.85416359,29.49656788,15.4682918
I00742,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,61614,475,7520,9210,11798,26512,6099,0.770928685,12.20501834,14.94790145,19.14824553,43.02918168,9.898724316
I00742,RN7,DARTFORD AND GRAVESHAM NHS TRUST,53771,5991,12265,10217,11384,8811,5103,11.14169348,22.80969296,19.00094847,21.17126332,16.38615611,9.490245671
I00742,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,66736,21911,15502,8330,8600,7197,5196,32.83235435,23.228842,12.4820187,12.88659794,10.78428434,7.785902661
I00742,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,45230,9139,10345,9813,7694,3949,4290,20.20561574,22.87198762,21.69577714,17.01083352,8.730930798,9.484855185
I00742,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,44740,7155,10155,7527,7084,8902,3917,15.99240054,22.69780957,16.82387126,15.83370586,19.89718373,8.755029057
I00742,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,58033,10179,10540,9419,9739,13765,4391,17.54002033,18.1620802,16.23042062,16.78183103,23.71926318,7.566384643
I00742,RNZ,SALISBURY NHS FOUNDATION TRUST,34571,1367,2345,9793,9649,8790,2627,3.95418125,6.78314194,28.32721067,27.91067658,25.42593503,7.598854531
I00742,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,74554,27619,16608,12417,10401,1929,5580,37.04563135,22.27647075,16.65504198,13.95096172,2.587386324,7.484507873
I00742,RPA,MEDWAY NHS FOUNDATION TRUST,51933,9930,15879,9195,8229,6926,1774,19.12079025,30.57593438,17.70550517,15.84541621,13.33641423,3.415939769
I00742,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47193,28736,7132,4749,3865,1420,1291,60.89038629,15.11241074,10.06293306,8.189773907,3.008920815,2.735575191
I00742,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,50989,2283,6660,9590,13819,13884,4753,4.47743631,13.06164075,18.80797819,27.10192394,27.22940242,9.321618388
I00742,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,44473,6401,12270,9711,7468,2127,6496,14.3930025,27.58977357,21.83572055,16.792211,4.78267713,14.60661525
I00742,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,20026,183,2177,5052,3518,6736,2360,0.913812044,10.87086787,25.22720463,17.56716269,33.63627285,11.78467992
I00742,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,39109,1313,10895,6224,7538,8512,4627,3.35728349,27.85803779,15.91449538,19.27433583,21.76481117,11.83103633
I00742,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41403,27037,6724,821,460,276,6085,65.30203125,16.24036906,1.982948096,1.111030602,0.666618361,14.69700263
I00742,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,147071,64951,19842,18598,16524,16209,10947,44.1630233,13.49144291,12.64559294,11.23538971,11.02120744,7.443343691
I00742,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34350,13554,9233,3297,4654,1751,1861,39.45851528,26.87918486,9.598253275,13.54876274,5.097525473,5.41775837
I00742,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,126067,43315,22631,16662,19815,12952,10692,34.35871402,17.95156544,13.21678155,15.71783258,10.27390197,8.481204439
I00742,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",43998,14822,9897,5548,6381,3980,3370,33.6878949,22.49420428,12.60966408,14.50293195,9.045865721,7.659439065
I00742,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,59016,23527,12037,12379,5831,4013,1229,39.86546021,20.39616375,20.97566762,9.880371425,6.799850888,2.082486105
I00742,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,68998,18008,18167,10522,7624,5592,9085,26.09930723,26.32974869,15.24971738,11.04959564,8.104582742,13.16704832
I00742,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,105130,33286,21700,13925,14576,12771,8872,31.66175212,20.64111101,13.24550556,13.86473889,12.14781699,8.43907543
I00742,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,82332,8238,9751,18673,18214,20638,6818,10.00583005,11.84351164,22.68012437,22.12262547,25.0668027,8.281105767
I00742,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,58097,13950,13511,10900,8738,8330,2668,24.01156686,23.25593404,18.76172608,15.04036353,14.33808975,4.592319741
I00742,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,81278,15649,14728,16450,12886,14824,6741,19.25367258,18.12052462,20.23917911,15.8542287,18.23863776,8.293757228
I00742,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,111432,7167,11579,18133,24351,39885,10317,6.431725178,10.39109053,16.27270443,21.85278914,35.79312944,9.258561275
I00742,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,44411,469,4523,7255,9597,18198,4369,1.056044674,10.18441377,16.33604287,21.60951116,40.97633469,9.837652834
I00742,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50730,715,5480,12222,11533,15795,4985,1.409422432,10.80228662,24.0922531,22.7340824,31.13542283,9.826532624
I00742,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,90117,31994,13458,11287,15970,12063,5345,35.50273533,14.93391924,12.52482883,17.72140662,13.38593162,5.931178357
I00742,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,53606,11433,9213,12367,13075,6149,1369,21.32783644,17.18650897,23.07017871,24.39092639,11.47073089,2.553818602
I00742,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,69036,8924,21540,19344,9252,4851,5125,12.92658903,31.20111246,28.02016339,13.40170346,7.026768642,7.423663016
I00742,RVJ,NORTH BRISTOL NHS TRUST,71849,7958,13821,12802,12237,17947,7084,11.07600663,19.23617587,17.8179237,17.03155228,24.97877493,9.859566591
I00742,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,67621,7123,14545,17991,14072,7007,6883,10.53370994,21.50959022,26.60564026,20.81010337,10.3621656,10.17879061
I00742,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,54913,2075,9672,9942,11254,16591,5379,3.778704496,17.61331561,18.10500246,20.49423634,30.21324641,9.795494692
I00742,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,103621,18599,21184,25627,24171,6585,7455,17.94906438,20.44373245,24.73147335,23.32635277,6.354889453,7.194487604
I00742,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,48731,20335,9185,6129,4154,5346,3582,41.72908416,18.84837167,12.57720958,8.524347951,10.9704295,7.35055714
I00742,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35265,5316,6562,7451,7693,5077,3166,15.07443641,18.60768467,21.12859776,21.81483057,14.39671062,8.977739969
I00742,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101326,44523,19506,12012,8212,5957,11116,43.94035095,19.25073525,11.85480528,8.104533881,5.879043878,10.97053076
I00742,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,128561,60094,23526,15550,11761,5633,11997,46.7435692,18.29948429,12.09542552,9.148186464,4.381577617,9.331756909
I00742,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,89969,29815,12843,14884,13862,12429,6136,33.13919239,14.27491692,16.54347609,15.40752926,13.81475842,6.820126933
I00742,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,87172,14708,19648,21014,18126,11169,2507,16.87239022,22.5393475,24.10636443,20.79337402,12.81260038,2.875923462
I00742,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,138622,25150,26133,20199,24804,28405,13931,18.14286333,18.85198598,14.57128017,17.8932637,20.49097546,10.04963137
I00742,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,60456,2032,5411,11670,16551,18956,5836,3.361122138,8.95031097,19.30329496,27.37693529,31.35503507,9.653301575
I00742,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,59324,617,8020,13081,11278,20032,6296,1.040051244,13.51898051,22.05009777,19.01085564,33.76710943,10.6129054
I00742,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,59952,1332,7648,14921,12622,18631,4798,2.221777422,12.75687216,24.88824393,21.05350947,31.07652789,8.003069122
I00742,RWJ,STOCKPORT NHS FOUNDATION TRUST,58845,10461,11553,11149,9988,11852,3842,17.77721132,19.63293398,18.94638457,16.97340471,20.14104852,6.529016909
I00742,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,73634,9259,10313,16950,18021,12368,6723,12.57435424,14.00575821,23.01925741,24.47374854,16.79658853,9.130293071
I00742,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,50005,16039,7946,5233,8914,8027,3846,32.07479252,15.89041096,10.4649535,17.82621738,16.05239476,7.691230877
I00742,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,75064,19853,17997,10616,13079,7587,5932,26.44809762,23.97554087,14.14259832,17.42379836,10.10737504,7.90258979
I00742,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,128932,34354,25180,21024,19799,21977,6598,26.64505321,19.52967456,16.30626997,15.35615673,17.04541929,5.11742624
I00742,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,56982,10379,15161,12342,10374,4532,4194,18.21452388,26.60664771,21.65947141,18.20574918,7.953388789,7.360219017
I00742,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,97554,31168,25799,15123,13235,4907,7322,31.94948439,26.44586588,15.50218341,13.56684503,5.030034647,7.505586649
I00742,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,68820,9386,14225,14255,11850,12617,6487,13.63847719,20.66986341,20.71345539,17.21883173,18.33333333,9.426038942
I00742,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,73111,43724,12740,7416,1965,768,6498,59.80495411,17.4255584,10.14348046,2.687694054,1.050457523,8.887855453
I00742,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,54978,17897,10471,9146,8228,5769,3467,32.55302121,19.04580014,16.63574521,14.96598639,10.49328822,6.306158827
I00742,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,72921,17937,11815,12379,13570,12007,5213,24.59785247,16.20246568,16.97590543,18.6091798,16.46576432,7.148832298
I00742,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,84030,24642,23757,12436,9034,8558,5603,29.32524099,28.2720457,14.79947638,10.75092229,10.18445793,6.667856718
I00742,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,46980,265,7016,6757,7527,19698,5717,0.564069817,14.93401447,14.38271605,16.02171137,41.9284802,12.16900809
I00742,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,81102,35924,15816,7593,10633,4200,6936,44.2948386,19.50136865,9.362284531,13.11065079,5.178663905,8.552193534
I00742,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,63435,7585,12680,15257,10617,6579,10717,11.95712146,19.98896508,24.05139119,16.73681721,10.37124616,16.89445889
I00742,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,100874,25474,29343,17171,11118,5066,12702,25.25328628,29.0887642,17.02222575,11.0216706,5.022106787,12.59194639
I00742,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,69250,4600,11495,21255,15412,10623,5865,6.642599278,16.59927798,30.69314079,22.25559567,15.3400722,8.469314079
