INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,Q_1_NUMERATOR,Q_2_NUMERATOR,Q_3_NUMERATOR,Q_4_NUMERATOR,Q_5_NUMERATOR,NULL_NUMERATOR,Q_1_RATE,Q_2_RATE,Q_3_RATE,Q_4_RATE,Q_5_RATE,NULL_RATE
I00743,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1571,163,543,589,240,29,7,10.37555697,34.56397199,37.49204328,15.2768937,1.845957989,0.445576066
I00743,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,1929,67,259,418,538,640,7,3.473302229,13.42664593,21.66925868,27.8900985,33.17781234,0.362882322
I00743,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1518,76,245,434,390,359,14,5.006587615,16.13965744,28.59025033,25.6916996,23.64953887,0.92226614
I00743,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,1443,40,268,363,298,466,8,2.772002772,18.57241857,25.15592516,20.65142065,32.29383229,0.554400554
I00743,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,1168,125,148,159,240,485,11,10.70205479,12.67123288,13.6130137,20.54794521,41.5239726,0.941780822
I00743,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1947,330,544,399,*,364,*,16.94915254,27.94042116,20.49306626,*,18.69542886,*
I00743,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2189,257,539,573,558,247,15,11.74052079,24.62311558,26.17633623,25.49109182,11.28369118,0.685244404
I00743,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,1618,*,66,238,303,980,*,*,4.079110012,14.70951792,18.72682324,60.56860321,*
I00743,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,2075,183,424,458,420,576,14,8.819277108,20.43373494,22.07228916,20.24096386,27.75903614,0.674698795
I00743,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,1112,490,274,198,78,72,0,44.0647482,24.64028777,17.8057554,7.014388489,6.474820144,0
I00743,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2143,315,781,816,194,20,17,14.69902007,36.44423705,38.0774615,9.052729818,0.933271115,0.793280448
I00743,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1988,1111,297,253,202,110,15,55.88531187,14.93963783,12.72635815,10.16096579,5.533199195,0.754527163
I00743,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3099,585,928,696,591,251,48,18.87705712,29.94514359,22.4588577,19.07066796,8.099386899,1.548886738
I00743,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1446,490,466,312,127,45,6,33.88658368,32.22683264,21.57676349,8.782849239,3.112033195,0.414937759
I00743,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1472,577,397,231,187,73,7,39.19836957,26.9701087,15.69293478,12.70380435,4.95923913,0.475543478
I00743,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1719,318,484,334,345,*,*,18.4991274,28.1559046,19.42990111,20.06980803,*,*
I00743,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,958,65,332,236,177,121,27,6.784968685,34.65553236,24.63465553,18.47599165,12.63048017,2.818371608
I00743,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1746,245,323,399,468,301,10,14.03207331,18.49942726,22.85223368,26.80412371,17.23940435,0.572737686
I00743,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1431,277,357,451,301,*,*,19.35709294,24.9475891,31.51642208,21.03424179,*,*
I00743,RGQ,IPSWICH HOSPITAL NHS TRUST,1847,211,188,327,638,469,14,11.4239307,10.17866811,17.70438549,34.54250135,25.39252842,0.757985923
I00743,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1328,*,141,370,590,214,*,*,10.61746988,27.86144578,44.42771084,16.11445783,*
I00743,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2125,45,255,345,636,802,42,2.117647059,12,16.23529412,29.92941176,37.74117647,1.976470588
I00743,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1773,132,275,599,518,237,12,7.44500846,15.51043429,33.78454597,29.21601805,13.36717428,0.676818951
I00743,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2879,289,454,624,665,805,42,10.03820771,15.76936436,21.67419243,23.09829802,27.9610976,1.458839875
I00743,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3550,1305,622,656,484,439,44,36.76056338,17.52112676,18.47887324,13.63380282,12.36619718,1.23943662
I00743,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3076,447,520,565,690,834,20,14.53185956,16.90507152,18.3680104,22.43172952,27.11313394,0.650195059
I00743,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2093,83,257,349,404,953,47,3.965599618,12.27902532,16.67462972,19.30243669,45.53272814,2.245580506
I00743,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1416,409,563,175,117,91,61,28.88418079,39.75988701,12.35875706,8.262711864,6.426553672,4.307909605
I00743,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1673,543,596,246,169,92,27,32.45666467,35.62462642,14.70412433,10.10161387,5.499103407,1.613867304
I00743,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1165,206,357,288,207,100,7,17.68240343,30.64377682,24.72103004,17.76824034,8.583690987,0.600858369
I00743,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,1829,146,474,471,313,386,39,7.982504101,25.91580098,25.75177693,17.1131766,21.10442865,2.132312739
I00743,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1186,8,107,209,404,450,8,0.674536256,9.021922428,17.6222597,34.06408094,37.94266442,0.674536256
I00743,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,856,*,189,193,242,172,*,*,22.07943925,22.54672897,28.27102804,20.09345794,*
I00743,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,3369,1000,703,647,687,276,56,29.68239834,20.86672603,19.20451172,20.39180766,8.192341941,1.662214307
I00743,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1329,129,245,316,410,222,7,9.706546275,18.43491347,23.77727615,30.85026336,16.70428894,0.526711813
I00743,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2217,551,467,512,439,221,27,24.8534055,21.06450158,23.09427154,19.8015336,9.968425801,1.217861976
I00743,RJN,EAST CHESHIRE NHS TRUST,1010,*,122,195,187,440,*,*,12.07920792,19.30693069,18.51485149,43.56435644,*
I00743,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1380,239,171,156,246,329,239,17.31884058,12.39130435,11.30434783,17.82608696,23.84057971,17.31884058
I00743,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2308,562,552,335,402,397,60,24.35008666,23.91681109,14.51473137,17.41767764,17.20103986,2.59965338
I00743,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1816,557,622,320,216,93,8,30.67180617,34.25110132,17.62114537,11.89427313,5.121145374,0.440528634
I00743,RK9,PLYMOUTH HOSPITALS NHS TRUST,2319,339,649,601,520,182,28,14.61836999,27.98620095,25.91634325,22.42345839,7.848210436,1.20741699
I00743,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2627,561,619,516,525,379,27,21.35515797,23.56299962,19.64217739,19.98477351,14.42710316,1.027788352
I00743,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,527,234,171,62,42,7,11,44.40227704,32.44781784,11.76470588,7.969639469,1.328273245,2.087286528
I00743,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2204,872,458,341,324,181,28,39.56442831,20.78039927,15.47186933,14.70054446,8.212341198,1.270417423
I00743,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2099,892,600,291,228,64,24,42.49642687,28.5850405,13.86374464,10.86231539,3.049070986,1.14340162
I00743,RLQ,WYE VALLEY NHS TRUST,1064,64,117,458,262,41,122,6.015037594,10.9962406,43.04511278,24.62406015,3.853383459,11.46616541
I00743,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1034,180,293,258,176,120,7,17.40812379,28.33655706,24.9516441,17.0212766,11.60541586,0.676982592
I00743,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3183,203,561,916,875,602,26,6.377631166,17.62488219,28.7778825,27.48978951,18.91297518,0.81683946
I00743,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1750,514,239,267,300,399,31,29.37142857,13.65714286,15.25714286,17.14285714,22.8,1.771428571
I00743,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1509,676,375,217,145,*,*,44.79787939,24.85089463,14.38038436,9.609012591,*,*
I00743,RMC,BOLTON NHS FOUNDATION TRUST,1765,837,376,222,172,122,36,47.42209632,21.30311615,12.57790368,9.745042493,6.912181303,2.039660057
I00743,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1407,577,439,200,136,*,*,41.00923952,31.20113717,14.21464108,9.665955935,*,*
I00743,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1716,165,219,311,499,510,12,9.615384615,12.76223776,18.12354312,29.07925408,29.72027972,0.699300699
I00743,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1926,7,225,320,422,934,18,0.36344756,11.68224299,16.61474559,21.91069574,48.49428868,0.934579439
I00743,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1505,*,373,304,395,279,*,*,24.78405316,20.19933555,26.24584718,18.53820598,*
I00743,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2304,664,556,338,423,310,13,28.81944444,24.13194444,14.67013889,18.359375,13.45486111,0.564236111
I00743,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1707,335,411,404,345,184,28,19.62507323,24.07732865,23.66725249,20.21089631,10.7791447,1.640304628
I00743,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1485,208,359,310,277,323,8,14.00673401,24.17508418,20.87542088,18.65319865,21.75084175,0.538720539
I00743,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1793,229,336,330,399,472,27,12.77189069,18.73954267,18.40490798,22.25320692,26.32459565,1.505856107
I00743,RNZ,SALISBURY NHS FOUNDATION TRUST,1120,34,76,359,349,289,13,3.035714286,6.785714286,32.05357143,31.16071429,25.80357143,1.160714286
I00743,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2763,998,717,543,430,65,10,36.12015925,25.95005429,19.65255157,15.56279406,2.352515382,0.361925443
I00743,RPA,MEDWAY NHS FOUNDATION TRUST,1617,260,457,322,291,281,6,16.07915894,28.26221398,19.91341991,17.99628942,17.37786024,0.371057514
I00743,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1968,1235,314,180,195,27,17,62.75406504,15.95528455,9.146341463,9.908536585,1.37195122,0.863821138
I00743,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1705,25,187,412,570,503,8,1.46627566,10.96774194,24.16422287,33.43108504,29.50146628,0.469208211
I00743,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,567,78,193,135,115,11,35,13.75661376,34.03880071,23.80952381,20.28218695,1.940035273,6.172839506
I00743,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,696,*,76,215,138,252,*,*,10.91954023,30.8908046,19.82758621,36.20689655,*
I00743,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1416,20,441,270,297,378,10,1.412429379,31.1440678,19.06779661,20.97457627,26.69491525,0.706214689
I00743,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,567,451,80,6,*,*,26,79.54144621,14.10934744,1.058201058,*,*,4.585537919
I00743,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4428,1593,759,685,653,685,53,35.97560976,17.14092141,15.46973803,14.74706414,15.46973803,1.196928636
I00743,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1468,557,444,135,255,*,*,37.94277929,30.24523161,9.196185286,17.37057221,*,*
I00743,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3991,1341,803,575,800,419,53,33.60060135,20.12027061,14.40741669,20.04510148,10.4986219,1.327987973
I00743,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1763,685,465,223,232,152,6,38.85422575,26.37549631,12.64889393,13.15938741,8.621667612,0.340328985
I00743,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2532,997,542,594,248,111,40,39.37598736,21.40600316,23.45971564,9.794628752,4.383886256,1.579778831
I00743,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1139,343,365,169,115,85,62,30.11413521,32.04565408,14.83757682,10.09657594,7.462686567,5.443371378
I00743,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2523,937,529,312,366,338,41,37.13832739,20.96710266,12.36623068,14.50653983,13.3967499,1.625049544
I00743,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2935,233,329,769,767,814,23,7.93867121,11.20954003,26.20102215,26.13287905,27.73424191,0.783645656
I00743,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3063,734,741,594,550,433,11,23.96343454,24.19196866,19.3927522,17.95625204,14.13646752,0.359125041
I00743,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2989,478,588,717,561,623,22,15.99197056,19.67213115,23.98795584,18.768819,20.84309133,0.736032118
I00743,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3285,207,293,555,816,1351,63,6.301369863,8.919330289,16.89497717,24.84018265,41.12633181,1.917808219
I00743,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1670,13,134,323,345,829,26,0.778443114,8.023952096,19.34131737,20.65868263,49.64071856,1.556886228
I00743,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1754,14,172,462,443,650,13,0.798175599,9.806157355,26.33979475,25.25655644,37.05815279,0.741163056
I00743,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2818,927,506,374,611,364,36,32.89567069,17.95599716,13.27182399,21.682044,12.91696238,1.277501774
I00743,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1933,337,337,492,489,267,11,17.43404035,17.43404035,25.45266425,25.29746508,13.81272633,0.569063632
I00743,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1854,206,600,580,278,182,8,11.11111111,32.36245955,31.2837109,14.99460626,9.816612729,0.431499461
I00743,RVJ,NORTH BRISTOL NHS TRUST,2058,195,448,401,363,617,34,9.475218659,21.76870748,19.48493683,17.63848397,29.98056365,1.652089407
I00743,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,2042,145,413,587,508,334,55,7.100881489,20.22526934,28.74632713,24.87757101,16.35651322,2.693437806
I00743,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1978,41,271,393,464,785,24,2.072800809,13.70070779,19.8685541,23.45803842,39.68655207,1.213346815
I00743,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3856,634,776,1042,1105,280,19,16.44190871,20.12448133,27.02282158,28.656639,7.261410788,0.492738589
I00743,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1943,796,399,296,213,227,12,40.96757591,20.53525476,15.23417396,10.96242923,11.68296449,0.617601647
I00743,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1380,166,322,321,356,204,11,12.02898551,23.33333333,23.26086957,25.79710145,14.7826087,0.797101449
I00743,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1960,798,477,279,221,133,52,40.71428571,24.33673469,14.23469388,11.2755102,6.785714286,2.653061224
I00743,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,4036,1789,852,687,451,211,46,44.32606541,21.11000991,17.02180377,11.17443013,5.227948464,1.139742319
I00743,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3331,1027,483,608,611,582,20,30.83158211,14.50015011,18.25277694,18.34283999,17.47223056,0.600420294
I00743,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3532,536,744,931,832,480,9,15.17553794,21.06455266,26.3590034,23.55605889,13.59003398,0.254813137
I00743,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4457,655,883,787,966,1097,69,14.69598385,19.81153242,17.65761723,21.6737716,24.61296836,1.548126543
I00743,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2150,61,184,443,619,832,11,2.837209302,8.558139535,20.60465116,28.79069767,38.69767442,0.511627907
I00743,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1960,*,238,480,391,837,*,*,12.14285714,24.48979592,19.94897959,42.70408163,*
I00743,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2338,75,323,630,498,794,18,3.207869974,13.81522669,26.94610778,21.30025663,33.96065013,0.769888794
I00743,RWJ,STOCKPORT NHS FOUNDATION TRUST,1689,274,305,332,324,443,11,16.22261693,18.0580225,19.65660154,19.18294849,26.2285376,0.651272943
I00743,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2734,292,353,777,782,512,18,10.68032187,12.911485,28.41989759,28.60277981,18.72713972,0.658376006
I00743,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1671,532,257,195,367,281,39,31.83722322,15.38001197,11.66965889,21.96289647,16.81627768,2.333931777
I00743,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2292,596,586,379,434,282,15,26.0034904,25.56719023,16.53577661,18.93542757,12.30366492,0.654450262
I00743,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4057,954,801,774,716,775,37,23.5149125,19.74365295,19.07813655,17.64850875,19.10278531,0.912003944
I00743,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2793,400,801,732,618,231,11,14.32151808,28.67883996,26.20837809,22.12674544,8.270676692,0.393841747
I00743,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2904,893,838,493,496,159,25,30.75068871,28.85674931,16.97658402,17.07988981,5.475206612,0.860881543
I00743,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2330,265,483,547,478,520,37,11.37339056,20.72961373,23.47639485,20.51502146,22.31759657,1.587982833
I00743,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2182,1347,471,258,66,12,28,61.73235564,21.58570119,11.82401467,3.024747938,0.54995417,1.283226398
I00743,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2408,686,491,504,436,274,17,28.48837209,20.39036545,20.93023256,18.10631229,11.37873754,0.705980066
I00743,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2282,472,411,397,553,423,26,20.68361087,18.01051709,17.39702016,24.23312883,18.5363716,1.139351446
I00743,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3075,883,970,552,292,365,13,28.71544715,31.54471545,17.95121951,9.495934959,11.8699187,0.422764228
I00743,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1619,*,204,201,283,909,*,*,12.6003706,12.41507103,17.47992588,56.14576899,*
I00743,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2621,1058,613,315,443,175,17,40.36627242,23.38801984,12.01831362,16.90194582,6.6768409,0.648607402
I00743,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2544,232,479,768,478,309,278,9.119496855,18.82861635,30.18867925,18.78930818,12.14622642,10.92767296
I00743,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2302,618,747,464,267,109,97,26.84622068,32.45004344,20.15638575,11.5986099,4.735013032,4.213727194
I00743,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2917,205,481,955,761,501,14,7.027768255,16.48954405,32.73911553,26.08844703,17.17517998,0.479945149
