INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",56127,0,641,641,0.0000,1.1421,1.1421
I00720,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",73913,0,1443,1443,0.0000,1.9523,1.9523
I00720,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",128491,0,1879,1879,0.0000,1.4624,1.4624
I00720,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",91818,0,888,888,0.0000,0.9671,0.9671
I00720,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",89391,0,1485,1485,0.0000,1.6612,1.6612
I00720,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",76940,0,917,917,0.0000,1.1918,1.1918
I00720,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",67409,0,1157,1157,0.0000,1.7164,1.7164
I00720,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",171920,3,3343,3345,0.0017,1.9445,1.9457
I00720,RPA,"MEDWAY NHS FOUNDATION TRUST",55389,0,850,850,0.0000,1.5346,1.5346
I00720,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",48681,0,671,671,0.0000,1.3784,1.3784
I00720,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",57707,0,462,462,0.0000,0.8006,0.8006
I00720,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",99470,0,1467,1467,0.0000,1.4748,1.4748
I00720,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",43436,0,881,881,0.0000,2.0283,2.0283
I00720,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",87044,2,1449,1449,0.0023,1.6647,1.6647
I00720,RVJ,"NORTH BRISTOL NHS TRUST",81553,3,1099,1101,0.0037,1.3476,1.3500
I00720,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",46798,0,961,961,0.0000,2.0535,2.0535
I00720,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",45762,0,485,485,0.0000,1.0598,1.0598
I00720,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",58858,0,1133,1133,0.0000,1.9250,1.9250
I00720,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",75962,1,1727,1728,0.0013,2.2735,2.2748
I00720,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",70820,0,1013,1013,0.0000,1.4304,1.4304
I00720,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",28627,4,548,552,0.0140,1.9143,1.9282
I00720,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",53658,0,899,899,0.0000,1.6754,1.6754
I00720,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",68126,828,1933,1990,1.2154,2.8374,2.9211
I00720,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",134007,417,2217,2219,0.3112,1.6544,1.6559
I00720,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",116898,405,2149,2150,0.3465,1.8384,1.8392
I00720,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",117378,73,1338,1342,0.0622,1.1399,1.1433
I00720,RK9,"PLYMOUTH HOSPITALS NHS TRUST",73199,1,824,824,0.0014,1.1257,1.1257
I00720,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",50902,346,552,653,0.6797,1.0844,1.2829
I00720,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",80441,0,1048,1048,0.0000,1.3028,1.3028
I00720,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",67015,2,1381,1383,0.0030,2.0607,2.0637
I00720,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",68373,1,1018,1018,0.0015,1.4889,1.4889
I00720,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",61893,2,741,743,0.0032,1.1972,1.2005
I00720,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",100476,0,1590,1590,0.0000,1.5825,1.5825
I00720,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",45883,415,1361,1381,0.9045,2.9662,3.0098
I00720,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",47385,75,1100,1104,0.1583,2.3214,2.3299
I00720,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",56363,0,730,730,0.0000,1.2952,1.2952
I00720,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",47751,0,1231,1231,0.0000,2.5780,2.5780
I00720,RNZ,"SALISBURY NHS FOUNDATION TRUST",35071,282,693,725,0.8041,1.9760,2.0672
I00720,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",67301,0,690,690,0.0000,1.0252,1.0252
I00720,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",115389,395,1751,1840,0.3423,1.5175,1.5946
I00720,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",56189,0,534,534,0.0000,0.9504,0.9504
I00720,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",67425,0,1267,1267,0.0000,1.8791,1.8791
I00720,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",88184,1,1355,1355,0.0011,1.5366,1.5366
I00720,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",23170,280,499,518,1.2085,2.1536,2.2356
I00720,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",34693,2,367,369,0.0058,1.0579,1.0636
I00720,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",54673,85,1097,1106,0.1555,2.0065,2.0229
I00720,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",31213,0,441,441,0.0000,1.4129,1.4129
I00720,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",88498,0,1634,1634,0.0000,1.8464,1.8464
I00720,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",74788,0,1164,1164,0.0000,1.5564,1.5564
I00720,RWJ,"STOCKPORT NHS FOUNDATION TRUST",58134,0,689,689,0.0000,1.1852,1.1852
I00720,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",49895,0,1166,1166,0.0000,2.3369,2.3369
I00720,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",33830,0,579,579,0.0000,1.7115,1.7115
I00720,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",56168,0,612,612,0.0000,1.0896,1.0896
I00720,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",78452,0,1069,1069,0.0000,1.3626,1.3626
I00720,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",40752,0,386,386,0.0000,0.9472,0.9472
I00720,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",102116,0,1316,1316,0.0000,1.2887,1.2887
I00720,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",47809,1,427,427,0.0021,0.8931,0.8931
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",47301,0,309,309,0.0000,0.6533,0.6533
I00720,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",43051,0,554,554,0.0000,1.2868,1.2868
I00720,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",49158,456,1363,1419,0.9276,2.7727,2.8866
I00720,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",68636,0,927,927,0.0000,1.3506,1.3506
I00720,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",48702,0,743,743,0.0000,1.5256,1.5256
I00720,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",81233,0,1528,1528,0.0000,1.8810,1.8810
I00720,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",71193,0,1101,1101,0.0000,1.5465,1.5465
I00720,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",97375,575,2345,2350,0.5905,2.4082,2.4134
I00720,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",66545,0,1365,1365,0.0000,2.0512,2.0512
I00720,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",76394,29,841,855,0.0380,1.1009,1.1192
I00720,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",97728,2,1404,1406,0.0020,1.4366,1.4387
I00720,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",154407,3,1961,1964,0.0019,1.2700,1.2720
I00720,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",49256,0,1118,1118,0.0000,2.2698,2.2698
I00720,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",127873,0,2342,2342,0.0000,1.8315,1.8315
I00720,RBK,"WALSALL HEALTHCARE NHS TRUST",44938,0,811,811,0.0000,1.8047,1.8047
I00720,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",49532,0,852,852,0.0000,1.7201,1.7201
I00720,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",62291,0,945,945,0.0000,1.5171,1.5171
I00720,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",37021,0,843,843,0.0000,2.2771,2.2771
I00720,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",75906,0,1639,1639,0.0000,2.1592,2.1592
I00720,RA3,"WESTON AREA HEALTH NHS TRUST",16182,0,525,525,0.0000,3.2443,3.2443
I00720,RKE,"WHITTINGTON HEALTH NHS TRUST",27742,0,342,342,0.0000,1.2328,1.2328
I00720,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",67402,1,1180,1180,0.0015,1.7507,1.7507
I00720,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",71016,0,1240,1240,0.0000,1.7461,1.7461
I00720,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",41371,0,931,931,0.0000,2.2504,2.2504
I00720,RLQ,"WYE VALLEY NHS TRUST",29100,4,477,480,0.0137,1.6392,1.6495
I00720,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",27873,0,438,438,0.0000,1.5714,1.5714
I00720,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",86730,0,1139,1139,0.0000,1.3133,1.3133
