INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SITE_CODE,SITE_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL,SITE_TYPE,NO_PROVIDERS_AT_SITE,SITE_OWNER,SITE_POSTCODE
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF409,THE PRINCESS GRACE HOSPITAL,*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,W1U 5NY
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4HH,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4NH,NOT PROVIDED,*,*,20,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4RH,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4TC,NOT PROVIDED,*,*,145,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,RFFAA,BARNSLEY HOSPITAL,1.052,2,43365,1515,1440,0.9206,1.0841,0.8585,1.1649,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S75 2EP
I00699,R1H,BARTS HEALTH NHS TRUST,R1H41,BARKING BIRTH CENTRE,*,*,375,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,IG11 9LX
I00699,R1H,BARTS HEALTH NHS TRUST,R1H90,BLT BIRTH CENTRE,*,*,615,0,*,*,*,*,*,DENTISTS,ONE,TRUST,E14 8JH
I00699,R1H,BARTS HEALTH NHS TRUST,R1H86,BLT PRIVATE HOSPITALS,*,*,215,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,BARTS HEALTH NHS TRUST,R1H15,COMMUNITY HEALTH SERVICES,*,*,*,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,E1 4DG
I00699,R1H,BARTS HEALTH NHS TRUST,R1H11,GATEWAY SURGICAL CENTRE,*,*,750,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E13 8SL
I00699,R1H,BARTS HEALTH NHS TRUST,R1H13,MILE END HOSPITAL,*,*,15,0,*,*,*,*,*,MENTAL HEALTH - COMMUNITY & RESIDENTIAL - NHS,ONE,TRUST,E1 4DG
I00699,R1H,BARTS HEALTH NHS TRUST,R1HNH,NEWHAM GENERAL HOSPITAL,0.9561,2,36075,575,600,0.8787,1.1325,0.8484,1.1786,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E13 8SL
I00699,R1H,BARTS HEALTH NHS TRUST,R1H0A,NHS NIGHTINGALE HOSPITAL LONDON,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,E16 1XL
I00699,R1H,BARTS HEALTH NHS TRUST,R1HM0,ST BARTHOLOMEW'S HOSPITAL,0.8993,2,13010,475,530,0.8712,1.1416,0.8463,1.1817,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EC1A 7BE
I00699,R1H,BARTS HEALTH NHS TRUST,R1H12,THE ROYAL LONDON HOSPITAL,0.8696,2,61270,1100,1265,0.9153,1.09,0.8574,1.1663,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,BARTS HEALTH NHS TRUST,R1HKH,WHIPPS CROSS UNIVERSITY HOSPITAL,1.0112,2,45550,1165,1155,0.9115,1.0943,0.8566,1.1674,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E11 1NR
I00699,R1H,BARTS HEALTH NHS TRUST,.,NOT PROVIDED,*,*,10,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,RC979,BEDFORD HOSPITAL SOUTH WING,1.0991,2,32150,1125,1025,0.9061,1.1005,0.8554,1.169,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,MK42 9DJ
I00699,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,RC971,LUTON & DUNSTABLE HOSPITAL,1.0039,2,74420,1605,1600,0.9245,1.0797,0.8592,1.1639,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,LU4 0DZ
I00699,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,RC978,SANDY HEALTH CENTRE,0.6383,3,1335,15,25,0.506,1.7556,0.6663,1.5009,GP PRACTICES,MULTIPLE,TRUST,SG19 1JQ
I00699,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,8A517,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,RXL01,BLACKPOOL VICTORIA HOSPITAL,1.1006,2,51195,2215,2010,0.9325,1.0708,0.8606,1.162,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,FY3 8NR
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,RXL06,CLIFTON HOSPITAL,*,*,100,*,10,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,FY8 1PB
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,RXL04,FLEETWOOD HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,FY7 6BE
I00699,RMC,BOLTON NHS FOUNDATION TRUST,RMCE5,INGLESIDE BIRTH & COMMUNITY CENTRE,*,*,375,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,M6 7WR
I00699,RMC,BOLTON NHS FOUNDATION TRUST,RMC01,ROYAL BOLTON HOSPITAL,1.1794,1,54510,1525,1295,0.9163,1.0889,0.8576,1.166,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL4 0JR
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE01,BRADFORD ROYAL INFIRMARY,0.9512,2,52760,1370,1440,0.9205,1.0841,0.8585,1.1649,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD9 6RJ
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE02,BRADFORD ROYAL INFIRMARY WOMEN'S UNIT,1.1935,2,24750,25,20,0.4575,1.8764,0.6366,1.571,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD9 6RJ
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE10,OFFSITE SERVICES,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD5 0NA
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE05,ST LUKES HOSPITAL,1.1779,2,260,30,25,0.4904,1.7929,0.6568,1.5224,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD5 0NA
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE6H,THE YORKSHIRE CLINIC,*,*,55,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,BD16 1TW
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE5H,WESTBOURNE GREEN COMMUNITY HOSPITAL,1.2397,2,100,10,10,0.2693,2.5322,0.5099,1.961,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD8 8RA
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE3A,WESTWOOD PARK,*,*,10,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD6 3RW
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE,NOT PROVIDED,*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,RAE2J,NOT PROVIDED,*,*,70,*,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,.,NOT PROVIDED,1.137,2,5800,275,240,0.813,1.2151,0.8261,1.2105,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH05,BRIGHTON GENERAL HOSPITAL,*,*,75,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 3EW
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH17,HOVE POLYCLINIC,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN3 7HY
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH10,HURSTWOOD PARK CENTRE,*,*,570,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,RH16 4EX
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH21,LEWES VICTORIA HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN7 1PE
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH09,PRINCESS ROYAL HOSPITAL,0.9422,2,17140,580,615,0.8799,1.1312,0.8488,1.1782,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RH16 4EX
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH39,QUEEN VICTORIA HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,MULTIPLE,TRUST,RH19 3DZ
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH06,ROYAL ALEXANDRA CHILDREN'S HOSPITAL,*,*,5735,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH01,ROYAL SUSSEX COUNTY HOSPITAL,1.0598,2,39985,1545,1460,0.9211,1.0836,0.8586,1.1647,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH07,SUSSEX EYE HOSPITAL,*,*,515,*,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,BN2 5BF
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,RXH60,SUSSEX ORTHOPAEDIC TREATMENT CENTRE,*,*,930,*,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,RH16 4EY
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,RXQ51,AMERSHAM HOSPITAL,*,*,175,*,15,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP7 0JD
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,RXQ61,BUCKINGHAM HOSPITAL,*,*,80,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,MK18 1NU
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,RXQFN,FLORENCE NIGHTINGALE HOSPICE,3.6108,1,215,120,35,0.545,1.6674,0.6895,1.4502,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,RXQ02,STOKE MANDEVILLE HOSPITAL,1.0963,2,49230,1305,1190,0.9129,1.0928,0.8569,1.167,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,RXQ50,WYCOMBE HOSPITAL,0.8136,3,7265,185,225,0.807,1.223,0.8237,1.214,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP11 2TT
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY02,CALDERDALE ROYAL HOSPITAL,0.9261,2,36925,785,850,0.8973,1.1107,0.8533,1.1719,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HX3 0PW
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,RWY01,HUDDERSFIELD ROYAL INFIRMARY,1.0182,2,27610,1405,1380,0.9189,1.086,0.8581,1.1653,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HD3 3EA
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,.,NOT PROVIDED,*,*,20,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT01,ADDENBROOKE'S HOSPITAL,0.8614,3,54025,2065,2395,0.9381,1.0647,0.8615,1.1608,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB2 0QQ
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT1Y,CAMBRIDGE DIALYSIS CENTRE,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,CB5 8PD
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT3Q,CUH AT KINGS LYNN DIALYSIS,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,PE30 4ET
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT1Q,CUH AT PRINCESS OF WALES HOSPITAL,*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB6 1DN
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT65,HINCHINGBROOKE DIALYSIS UNIT,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT98,NUFFIELD HEALTH CAMBRIDGE HOSPITAL,*,*,320,*,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB2 8AF
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT32,ROSIE HOSPITAL,1.2101,2,11835,35,30,0.522,1.7185,0.6759,1.4795,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT97,SPIRE (LEA) HOSPITAL,*,*,270,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB24 9EL
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RGT04,WEST SUFFOLK DIALYSIS,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,.,NOT PROVIDED,*,*,15,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,RQM01,CHELSEA & WESTMINSTER HOSPITAL,0.746,3,40250,575,770,0.8922,1.1166,0.8521,1.1736,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SW10 9NH
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,RQM91,WEST MIDDLESEX UNIVERSITY HOSPITAL,0.8154,3,47530,970,1190,0.9129,1.0928,0.8569,1.167,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TW7 6AF
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,RFSDA,CHESTERFIELD ROYAL HOSPITAL,0.9628,2,47360,1645,1710,0.9269,1.077,0.8596,1.1633,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S44 5BL
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR05,COUNTESS OF CHESTER HOSPITAL,1.0684,2,43490,1380,1290,0.9162,1.089,0.8576,1.1661,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CH2 1UL
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RJR60,ELLESMERE PORT HOSPITAL,*,*,15,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,CH65 6SG
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RWWHG,HALTON HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WA7 2DA
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,RWWWH,WARRINGTON HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,WA5 1QG
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,.,NOT PROVIDED,*,*,30,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPBA,BISHOP AUCKLAND HOSPITAL,1.024,2,685,10,10,0.2907,2.4361,0.5255,1.903,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL14 6AD
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCC,CHESTER LE STREET HOSPITAL,*,*,55,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH3 3AT
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPDA,DARLINGTON MEMORIAL HOSPITAL,1.1198,2,30190,1165,1040,0.907,1.0995,0.8556,1.1687,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DL3 6HX
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCG,HORN HALL HOSPITAL,0.5729,3,310,15,25,0.474,1.8339,0.6467,1.5462,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL13 2JR
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCJ,RICHARDSON HOSPITAL,0.749,2,480,30,35,0.5695,1.6158,0.7038,1.4209,RESIDENTIAL SOCIAL CARE,ONE,TRUST,DL12 8ET
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCL,SEDGEFIELD COMMUNITY HOSPITAL,1.2021,2,430,45,35,0.5658,1.6236,0.7016,1.4253,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TS21 3EE
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCW,SHOTLEY BRIDGE HOSPITAL SITE,*,*,100,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH8 0NB
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NT333,SPIRE WASHINGTON HOSPITAL,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NE38 9JZ
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPWE,SUNDERLAND ROYAL HOSPITAL,*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,SR4 7TP
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,RXPCP,UNIVERSITY HOSPITAL OF NORTH DURHAM,1.1773,1,37835,1620,1375,0.9188,1.0861,0.8581,1.1654,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH1 5TW
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,RJ611,CROYDON UNIVERSITY HOSPITAL,1.0093,2,31695,1185,1175,0.9123,1.0934,0.8568,1.1672,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CR7 7YE
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,RN707,DARENT VALLEY HOSPITAL,1.0724,2,52040,1405,1310,0.9168,1.0884,0.8577,1.1659,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DA2 8DA
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,RN7C8,KIMS,*,*,150,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,ME14 5FT
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,RN7QM,QUEEN MARY'S HOSPITAL SIDCUP,*,*,840,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DA14 6LT
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NTP13,BARLBOROUGH NHS TREATMENT CENTRE,*,*,75,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,S43 4XE
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5BA,BASSETLAW HOSPITAL,1.0955,2,15110,625,570,0.8758,1.136,0.8476,1.1798,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S81 0BD
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5DR,DONCASTER ROYAL INFIRMARY,1.1068,2,50495,2005,1810,0.929,1.0748,0.86,1.1628,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DN2 5LT
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5MM,MONTAGU HOSPITAL,*,*,65,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S64 0AZ
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NVC14,PARK HILL HOSPITAL,*,*,615,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,DN2 5TH
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,RP5RH,ROTHERHAM DISTRICT HOSPITAL,*,*,240,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,S60 2UD
I00699,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,RBD01,DORSET COUNTY HOSPITAL,1.1302,2,26400,1085,960,0.9032,1.1039,0.8548,1.1699,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DT1 2JY
I00699,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,RBD46,YEOVIL DISTRICT HOSPITAL,*,*,30,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BA21 4AT
