INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00732,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,853,26213,3.2541
I00732,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,3247,87589,3.7071
I00732,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1306,36077,3.62
I00732,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2157,48524,4.4452
I00732,RJN,EAST CHESHIRE NHS TRUST,1031,21458,4.8047
I00732,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1413,41104,3.4376
I00732,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2847,93311,3.0511
I00732,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1816,43909,4.1358
I00732,RK9,PLYMOUTH HOSPITALS NHS TRUST,2255,56133,4.0172
I00732,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2599,68393,3.8001
I00732,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,*,*,1.6507
I00732,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2126,50931,4.1743
I00732,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2028,47173,4.2991
I00732,RLQ,WYE VALLEY NHS TRUST,991,21252,4.6631
I00732,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1024,21462,4.7712
I00732,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3074,70355,4.3693
I00732,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1645,45012,3.6546
I00732,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1433,31974,4.4818
I00732,RMC,BOLTON NHS FOUNDATION TRUST,1717,56054,3.0631
I00732,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1385,31897,4.3421
I00732,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1696,54258,3.1258
I00732,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1835,49583,3.7009
I00732,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1426,40254,3.5425
I00732,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2306,58589,3.9359
I00732,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1678,37246,4.5052
I00732,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1460,38458,3.7963
I00732,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1733,49832,3.4777
I00732,RNZ,SALISBURY NHS FOUNDATION TRUST,1066,27943,3.8149
I00732,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2763,64175,4.3054
I00732,RPA,MEDWAY NHS FOUNDATION TRUST,1559,43603,3.5754
I00732,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1906,37073,5.1412
I00732,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1657,40350,4.1066
I00732,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,545,39063,1.3952
I00732,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,667,16239,4.1074
I00732,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1380,33840,4.078
I00732,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,529,37752,1.4013
I00732,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4423,130164,3.398
I00732,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1434,29151,4.9192
I00732,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3774,96767,3.9001
I00732,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1700,37788,4.4988
I00732,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2417,40688,5.9403
I00732,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,976,43500,2.2437
I00732,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2353,74372,3.1638
I00732,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2860,69184,4.1339
I00732,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3060,53363,5.7343
I00732,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2858,66365,4.3065
I00732,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3160,87337,3.6182
I00732,RTK,ASHFORD AND ST. PETER'S HOSPITALS NHS FOUNDATION TRUST,1620,38941,4.1601
I00732,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1764,45679,3.8617
I00732,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2732,72367,3.7752
I00732,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1868,45982,4.0625
I00732,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1839,59045,3.1146
I00732,RVJ,NORTH BRISTOL NHS TRUST,2070,56918,3.6368
I00732,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,2028,64792,3.13
I00732,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1957,46830,4.1789
I00732,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3766,86333,4.3622
I00732,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1926,43225,4.4558
I00732,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1346,31782,4.2351
I00732,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1870,81718,2.2884
I00732,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3999,112326,3.5602
I00732,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3146,70177,4.483
I00732,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3450,73289,4.7074
I00732,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4383,117970,3.7154
I00732,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2069,50912,4.0639
I00732,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2019,50734,3.9796
I00732,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2320,50015,4.6386
I00732,RWJ,STOCKPORT NHS FOUNDATION TRUST,1678,50213,3.3418
I00732,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2621,64659,4.0536
I00732,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1670,44320,3.7681
I00732,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2272,66125,3.4359
I00732,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3910,104946,3.7257
I00732,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2700,47061,5.7372
I00732,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2849,87772,3.2459
I00732,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2299,56436,4.0736
I00732,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2134,64789,3.2938
I00732,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2335,46621,5.0085
I00732,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2252,60228,3.7391
I00732,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3094,75429,4.1019
I00732,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1628,42124,3.8648
I00732,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2586,71898,3.5968
I00732,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2455,56053,4.3798
I00732,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2191,80065,2.7365
I00732,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2868,59625,4.8101
