INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00731,RVJ,NORTH BRISTOL NHS TRUST,33,14405,0.2291
I00731,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,21,6690,0.3139
I00731,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,38,8869,0.4285
I00731,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,78,17041,0.4577
I00731,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,21,6058,0.3466
I00731,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,18,3903,0.4612
I00731,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,113,18951,0.5963
I00731,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,103,17684,0.5824
I00731,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,185,19806,0.9341
I00731,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,88,15163,0.5804
I00731,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,115,22179,0.5185
I00731,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,76,9349,0.8129
I00731,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,48,7247,0.6623
I00731,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,59,9427,0.6259
I00731,RWJ,STOCKPORT NHS FOUNDATION TRUST,22,8296,0.2652
I00731,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,88,10017,0.8785
I00731,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,28,6506,0.4304
I00731,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,48,9866,0.4865
I00731,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,146,23275,0.6273
I00731,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,71,9802,0.7243
I00731,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,46,8903,0.5167
I00731,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,61,12117,0.5034
I00731,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,50,9515,0.5255
I00731,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,78,8106,0.9623
I00731,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,58,12786,0.4536
I00731,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,45,9635,0.467
I00731,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,33,6461,0.5108
I00731,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,72,9646,0.7464
I00731,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,60,6960,0.8621
I00731,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,111,21321,0.5206
I00731,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,62,10991,0.5641
