INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00731,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",19,5100,0.3725
I00731,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,35,6641,0.527
I00731,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,21,3784,0.555
I00731,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,21,3923,0.5353
I00731,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52,6550,0.7939
I00731,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,22,7416,0.2967
I00731,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,69,15970,0.4321
I00731,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,54,11134,0.485
I00731,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,166,1952,8.5041
I00731,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,57,10821,0.5268
I00731,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,78,8839,0.8825
I00731,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",64,8769,0.7298
I00731,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,21,4055,0.5179
I00731,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,27,6921,0.3901
I00731,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,23,4421,0.5202
I00731,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,12,2426,0.4946
I00731,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,23,7110,0.3235
I00731,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30,5099,0.5884
I00731,RGQ,IPSWICH HOSPITAL NHS TRUST,50,7485,0.668
I00731,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,14,4541,0.3083
I00731,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,90,17610,0.5111
I00731,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,125,13816,0.9047
I00731,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,101,20416,0.4947
I00731,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,132,24730,0.5338
I00731,RHU,PORTSMOUTH HOSPITALS NHS TRUST,86,14586,0.5896
I00731,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,43,11646,0.3692
I00731,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,171,27120,0.6305
I00731,RJ2,LEWISHAM AND GREENWICH NHS TRUST,40,6178,0.6475
I00731,RJ6,CROYDON HEALTH SERVICES NHS TRUST,*,*,0.1472
I00731,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,95,19727,0.4816
I00731,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,32,5083,0.6295
I00731,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,124,15913,0.7792
I00731,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,25,4399,0.5683
I00731,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,63,8144,0.7736
I00731,RJN,EAST CHESHIRE NHS TRUST,16,1937,0.826
I00731,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,34,5475,0.621
I00731,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,129,22795,0.5659
I00731,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,32,6344,0.5044
I00731,RK9,PLYMOUTH HOSPITALS NHS TRUST,118,14175,0.8325
I00731,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,91,15340,0.5932
I00731,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,6,2889,0.2077
I00731,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,64,8786,0.7284
I00731,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,86,17159,0.5012
I00731,RLQ,WYE VALLEY NHS TRUST,28,5812,0.4818
I00731,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,7,2842,0.2463
I00731,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,91,15827,0.575
I00731,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,91,14107,0.6451
I00731,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,69,10346,0.6669
I00731,RMC,BOLTON NHS FOUNDATION TRUST,34,6004,0.5663
I00731,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,13,3584,0.3627
I00731,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,40,6854,0.5836
I00731,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,50,11439,0.4371
I00731,RN7,DARTFORD AND GRAVESHAM NHS TRUST,51,16016,0.3184
I00731,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,40,7245,0.5521
I00731,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,29,6886,0.4211
I00731,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,22,4956,0.4439
I00731,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,49,6797,0.7209
I00731,RNZ,SALISBURY NHS FOUNDATION TRUST,37,6211,0.5957
I00731,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,34,10441,0.3256
I00731,RPA,MEDWAY NHS FOUNDATION TRUST,62,8162,0.7596
I00731,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,97,9773,0.9925
I00731,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,32,10690,0.2993
I00731,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,27,6653,0.4058
I00731,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,10,4051,0.2469
I00731,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,18,5432,0.3314
I00731,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,11,2789,0.3944
I00731,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,94,24689,0.3807
I00731,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,75,5469,1.3714
I00731,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,171,29661,0.5765
I00731,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",31,8278,0.3745
I00731,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,105,18710,0.5612
I00731,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,196,26563,0.7379
I00731,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,179,30545,0.586
I00731,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,94,13165,0.714
I00731,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,112,7956,1.4077
I00731,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,85,14267,0.5958
I00731,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,78,23470,0.3323
I00731,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,36,6688,0.5383
I00731,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11,4875,0.2256
I00731,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,183,20250,0.9037
I00731,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,33,7035,0.4691
I00731,RVJ,NORTH BRISTOL NHS TRUST,31,13242,0.2341
I00731,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,26,8454,0.3075
I00731,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,84,16204,0.5184
I00731,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,31,5591,0.5545
I00731,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,11,3276,0.3358
I00731,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,109,20173,0.5403
I00731,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,87,16482,0.5278
I00731,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,167,18875,0.8848
I00731,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,69,12682,0.5441
I00731,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,101,22352,0.4519
I00731,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,52,9448,0.5504
I00731,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,25,7558,0.3308
I00731,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,50,11929,0.4191
I00731,RWJ,STOCKPORT NHS FOUNDATION TRUST,24,7609,0.3154
I00731,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,69,10323,0.6684
I00731,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,19,5733,0.3314
I00731,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,49,8918,0.5495
I00731,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,116,23400,0.4957
I00731,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,83,9730,0.853
I00731,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,98,29948,0.3272
I00731,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,53,10925,0.4851
I00731,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,47,8758,0.5367
I00731,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,61,8136,0.7498
I00731,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,96,13578,0.707
I00731,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,44,8892,0.4948
I00731,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,22,6234,0.3529
I00731,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,66,10170,0.649
I00731,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,49,7330,0.6685
I00731,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,108,22084,0.489
I00731,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,42,9532,0.4406
