INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,4,AGE_GROUP_15,2.4544,0.4902,25.0709,1,0
I00699,4,AGE_GROUP_16,2.7992,0.4858,33.2055,1,0
I00699,4,AGE_GROUP_17,2.961,0.4847,37.3216,1,0
I00699,4,AGE_GROUP_18,2.8216,0.4869,33.5818,1,0
I00699,4,AGE_GROUP_19,2.8066,0.4947,32.1851,1,0
I00699,4,AGE_GROUP_20,3.6108,0.4939,53.4485,1,0
I00699,4,AGE_GROUP_21,0,,,0,
I00699,4,CHARLSON_INDEX_1,0,,,0,
I00699,4,CHARLSON_INDEX_2,0.6758,0.1934,12.2111,1,0.0005
I00699,4,CHARLSON_INDEX_3,1.1985,0.1669,51.5346,1,0
I00699,4,GENDER_1,0.361,0.1027,12.3648,1,0.0004
I00699,4,GENDER_2,0,,,0,
I00699,4,GENDER_3,0,,,0,
I00699,4,Intercept,-6.1875,0.4583,182.3028,1,0
I00699,4,YEAR_INDEX_1,0,,,0,
I00699,4,YEAR_INDEX_2,-0.0787,0.123,0.409,1,0.5225
I00699,4,YEAR_INDEX_3,0.107,0.1222,0.7675,1,0.381
I00699,5,ADMIMETH_1,-1.2562,0.2934,18.3315,1,0
I00699,5,ADMIMETH_2,0,,,0,
I00699,5,ADMIMETH_3,0,,,0,
I00699,5,AGE_GROUP_21,0,,,0,
I00699,5,CHARLSON_INDEX_1,0,,,0,
I00699,5,CHARLSON_INDEX_2,0.4044,0.2282,3.1395,1,0.0764
I00699,5,CHARLSON_INDEX_3,1.5628,0.1796,75.7449,1,0
I00699,5,GENDER_1,0,,,0,
I00699,5,GENDER_2,-0.2074,0.1656,1.5684,1,0.2104
I00699,5,GENDER_3,0,,,0,
I00699,5,Intercept,-4.1126,0.1973,434.5043,1,0
I00699,5,YEAR_INDEX_1,0,,,0,
I00699,5,YEAR_INDEX_2,-0.8815,0.2278,14.9812,1,0.0001
I00699,5,YEAR_INDEX_3,0.4417,0.1635,7.2959,1,0.0069
I00699,6,ADMIMETH_1,-0.0635,0.1783,0.127,1,0.7216
I00699,6,ADMIMETH_2,0,,,0,
I00699,6,ADMIMETH_3,0,,,0,
I00699,6,AGE_GROUP_1,0.5485,0.4084,1.8037,1,0.1793
I00699,6,AGE_GROUP_2,0,,,0,
I00699,6,AGE_GROUP_3,-11.738,199.5343,0.0035,1,0.9531
I00699,6,AGE_GROUP_4,-11.4422,303.6246,0.0014,1,0.9699
I00699,6,AGE_GROUP_5,1.2775,0.5533,5.3314,1,0.0209
I00699,6,AGE_GROUP_6,1.0932,0.6241,3.068,1,0.0798
I00699,6,AGE_GROUP_7,1.7615,0.5062,12.1089,1,0.0005
I00699,6,AGE_GROUP_8,1.3167,0.6243,4.4488,1,0.0349
I00699,6,AGE_GROUP_9,2.4463,0.4263,32.9216,1,0
I00699,6,AGE_GROUP_10,2.2861,0.4474,26.114,1,0
I00699,6,AGE_GROUP_11,3.0952,0.3371,84.2973,1,0
I00699,6,AGE_GROUP_12,3.748,0.2917,165.1139,1,0
I00699,6,AGE_GROUP_13,4.0228,0.284,200.6647,1,0
I00699,6,AGE_GROUP_14,3.9481,0.2881,187.7528,1,0
I00699,6,AGE_GROUP_15,4.2621,0.2775,235.9069,1,0
I00699,6,AGE_GROUP_16,4.6055,0.2732,284.1745,1,0
I00699,6,AGE_GROUP_17,4.7273,0.2714,303.3976,1,0
I00699,6,AGE_GROUP_18,4.9794,0.2695,341.2564,1,0
I00699,6,AGE_GROUP_19,5.4109,0.2674,409.3138,1,0
I00699,6,AGE_GROUP_20,5.8527,0.2683,475.7454,1,0
I00699,6,AGE_GROUP_21,0,,,0,
I00699,6,CHARLSON_INDEX_1,0,,,0,
I00699,6,CHARLSON_INDEX_2,0.2406,0.143,2.8309,1,0.0925
I00699,6,CHARLSON_INDEX_3,1.5089,0.1015,220.9608,1,0
I00699,6,GENDER_1,0,,,0,
I00699,6,GENDER_2,-0.0811,0.075,1.17,1,0.2794
I00699,6,GENDER_3,0,,,0,
I00699,6,Intercept,-9.3369,0.2433,1473.1023,1,0
I00699,6,YEAR_INDEX_1,0,,,0,
I00699,6,YEAR_INDEX_2,0.2135,0.0892,5.7235,1,0.0167
I00699,6,YEAR_INDEX_3,0.2022,0.0916,4.8747,1,0.0273
I00699,7,ADMIMETH_1,0,,,0,
I00699,7,ADMIMETH_2,0,,,0,
I00699,7,ADMIMETH_3,2.8402,0.0572,2469.2428,1,0
I00699,7,AGE_GROUP_1,-12.5678,895.3917,0.0002,1,0.9888
I00699,7,AGE_GROUP_2,-12.9207,257.7978,0.0025,1,0.96
I00699,7,AGE_GROUP_3,-0.7174,1.063,0.4555,1,0.4998
I00699,7,AGE_GROUP_4,-12.115,208.2859,0.0034,1,0.9536
I00699,7,AGE_GROUP_5,-2.2141,1.016,4.7495,1,0.0293
I00699,7,AGE_GROUP_6,-0.8891,0.6001,2.195,1,0.1385
I00699,7,AGE_GROUP_7,-0.3337,0.4389,0.5781,1,0.447
I00699,7,AGE_GROUP_8,-1.2913,0.4644,7.7322,1,0.0054
I00699,7,AGE_GROUP_9,-0.6144,0.2393,6.5927,1,0.0102
I00699,7,AGE_GROUP_10,-0.8063,0.1888,18.2413,1,0
I00699,7,AGE_GROUP_11,-0.6987,0.129,29.3407,1,0
I00699,7,AGE_GROUP_12,-0.5312,0.1025,26.8803,1,0
I00699,7,AGE_GROUP_13,-0.4206,0.0916,21.0792,1,0
I00699,7,AGE_GROUP_14,-0.2358,0.0842,7.8434,1,0.0051
I00699,7,AGE_GROUP_15,0,,,0,
I00699,7,AGE_GROUP_16,0.1309,0.0832,2.4781,1,0.1154
I00699,7,AGE_GROUP_17,0.3395,0.0896,14.3641,1,0.0002
I00699,7,AGE_GROUP_18,0.5621,0.099,32.2462,1,0
I00699,7,AGE_GROUP_19,0.7268,0.1159,39.3254,1,0
I00699,7,AGE_GROUP_20,1.0011,0.1567,40.817,1,0
I00699,7,AGE_GROUP_21,0,,,0,
I00699,7,CHARLSON_INDEX_1,0,,,0,
I00699,7,CHARLSON_INDEX_2,0.1918,0.0772,6.1669,1,0.013
I00699,7,CHARLSON_INDEX_3,0.9168,0.0534,295.0705,1,0
I00699,7,GENDER_1,0,,,0,
I00699,7,GENDER_2,0.0053,0.0535,0.0098,1,0.9211
I00699,7,GENDER_3,0,,,0,
I00699,7,Intercept,-4.7264,0.0888,2834.0129,1,0
I00699,7,YEAR_INDEX_1,0,,,0,
I00699,7,YEAR_INDEX_2,-0.0144,0.0577,0.0623,1,0.8029
I00699,7,YEAR_INDEX_3,0.0292,0.0577,0.2562,1,0.6127
I00699,8,ADMIMETH_1,-2.1056,0.0471,2001.9775,1,0
I00699,8,ADMIMETH_2,0,,,0,
I00699,8,ADMIMETH_3,0,,,0,
I00699,8,AGE_GROUP_6,-9.2951,99.7145,0.0087,1,0.9257
I00699,8,AGE_GROUP_7,-0.2441,0.656,0.1384,1,0.7099
I00699,8,AGE_GROUP_8,0.5361,0.4748,1.2751,1,0.2588
I00699,8,AGE_GROUP_9,-0.7512,0.3209,5.4815,1,0.0192
I00699,8,AGE_GROUP_10,-0.5078,0.1946,6.8096,1,0.0091
I00699,8,AGE_GROUP_11,-0.4187,0.1347,9.6681,1,0.0019
I00699,8,AGE_GROUP_12,-0.1224,0.0905,1.8261,1,0.1766
I00699,8,AGE_GROUP_13,-0.119,0.075,2.5164,1,0.1127
I00699,8,AGE_GROUP_14,-0.0828,0.0654,1.6021,1,0.2056
I00699,8,AGE_GROUP_15,0,,,0,
I00699,8,AGE_GROUP_16,-0.0068,0.0598,0.013,1,0.9094
I00699,8,AGE_GROUP_17,0.1872,0.0603,9.6525,1,0.0019
I00699,8,AGE_GROUP_18,0.4555,0.063,52.3398,1,0
I00699,8,AGE_GROUP_19,0.6519,0.0705,85.5021,1,0
I00699,8,AGE_GROUP_20,0.7393,0.0909,66.1265,1,0
I00699,8,AGE_GROUP_21,0,,,0,
I00699,8,CHARLSON_INDEX_1,0,,,0,
I00699,8,CHARLSON_INDEX_2,0.1758,0.0618,8.0883,1,0.0045
I00699,8,CHARLSON_INDEX_3,1.2009,0.0409,863.1159,1,0
I00699,8,GENDER_1,0,,,0,
I00699,8,GENDER_2,-0.0035,0.0373,0.009,1,0.9244
I00699,8,GENDER_3,0,,,0,
I00699,8,Intercept,-1.7289,0.0598,835.2433,1,0
I00699,8,YEAR_INDEX_1,0,,,0,
I00699,8,YEAR_INDEX_2,0.0228,0.0418,0.2984,1,0.5849
I00699,8,YEAR_INDEX_3,0.0769,0.0419,3.3704,1,0.0664
I00699,9,ADMIMETH_1,0,,,0,
I00699,9,ADMIMETH_2,0,,,0,
I00699,9,ADMIMETH_3,2.3101,0.0584,1564.4465,1,0
I00699,9,AGE_GROUP_4,-7.7565,150.9808,0.0026,1,0.959
I00699,9,AGE_GROUP_5,-0.1661,0.9089,0.0334,1,0.855
I00699,9,AGE_GROUP_6,-0.212,0.6137,0.1193,1,0.7298
I00699,9,AGE_GROUP_7,-0.1408,0.3051,0.213,1,0.6444
I00699,9,AGE_GROUP_8,-0.861,0.293,8.6338,1,0.0033
I00699,9,AGE_GROUP_9,-0.6784,0.2272,8.9174,1,0.0028
I00699,9,AGE_GROUP_10,-0.4058,0.1682,5.8168,1,0.0159
I00699,9,AGE_GROUP_11,-0.4467,0.1295,11.9091,1,0.0006
I00699,9,AGE_GROUP_12,-0.4124,0.1083,14.51,1,0.0001
I00699,9,AGE_GROUP_13,-0.3084,0.0946,10.6215,1,0.0011
I00699,9,AGE_GROUP_14,-0.3076,0.0879,12.2517,1,0.0005
I00699,9,AGE_GROUP_15,-0.2149,0.077,7.7764,1,0.0053
I00699,9,AGE_GROUP_16,-0.1472,0.0748,3.8769,1,0.049
I00699,9,AGE_GROUP_17,0,,,0,
I00699,9,AGE_GROUP_18,0.2159,0.0736,8.5975,1,0.0034
I00699,9,AGE_GROUP_19,0.4501,0.0815,30.5124,1,0
I00699,9,AGE_GROUP_20,0.6106,0.1114,30.0252,1,0
I00699,9,AGE_GROUP_21,0,,,0,
I00699,9,CHARLSON_INDEX_1,0,,,0,
I00699,9,CHARLSON_INDEX_2,0.1073,0.0834,1.6546,1,0.1983
I00699,9,CHARLSON_INDEX_3,1.0758,0.0539,398.5539,1,0
I00699,9,GENDER_1,0,,,0,
I00699,9,GENDER_2,0.0337,0.0448,0.5668,1,0.4515
I00699,9,GENDER_3,0,,,0,
I00699,9,Intercept,-3.6626,0.0881,1726.647,1,0
I00699,9,YEAR_INDEX_1,0,,,0,
I00699,9,YEAR_INDEX_2,-0.0444,0.0511,0.7537,1,0.3853
I00699,9,YEAR_INDEX_3,-0.018,0.0511,0.125,1,0.7237
I00699,10,ADMIMETH_1,0,,,0,
I00699,10,ADMIMETH_2,0,,,0,
I00699,10,ADMIMETH_3,2.8047,0.0405,4796.0051,1,0
I00699,10,AGE_GROUP_3,-10.1136,498.4343,0.0004,1,0.9838
I00699,10,AGE_GROUP_4,-9.7721,116.3467,0.0071,1,0.9331
I00699,10,AGE_GROUP_5,-1.5515,1.0233,2.2988,1,0.1295
I00699,10,AGE_GROUP_6,-1.0771,0.5252,4.2052,1,0.0403
I00699,10,AGE_GROUP_7,-0.8652,0.3379,6.5572,1,0.0104
I00699,10,AGE_GROUP_8,-0.7665,0.1762,18.9282,1,0
I00699,10,AGE_GROUP_9,-0.7359,0.1702,18.695,1,0
I00699,10,AGE_GROUP_10,-0.7469,0.1451,26.4967,1,0
I00699,10,AGE_GROUP_11,-0.5188,0.1073,23.3768,1,0
I00699,10,AGE_GROUP_12,-0.6458,0.0851,57.6454,1,0
I00699,10,AGE_GROUP_13,-0.4093,0.0726,31.7974,1,0
I00699,10,AGE_GROUP_14,-0.2785,0.0644,18.7013,1,0
I00699,10,AGE_GROUP_15,-0.1431,0.0573,6.23,1,0.0126
I00699,10,AGE_GROUP_16,0,,,0,
I00699,10,AGE_GROUP_17,0.244,0.0523,21.7729,1,0
I00699,10,AGE_GROUP_18,0.4335,0.0519,69.7998,1,0
I00699,10,AGE_GROUP_19,0.8114,0.0549,218.1936,1,0
I00699,10,AGE_GROUP_20,1.0702,0.066,262.9095,1,0
I00699,10,AGE_GROUP_21,0,,,0,
I00699,10,CHARLSON_INDEX_1,0,,,0,
I00699,10,CHARLSON_INDEX_2,0.2973,0.0685,18.811,1,0
I00699,10,CHARLSON_INDEX_3,1.4319,0.0425,1136.4287,1,0
I00699,10,GENDER_1,0,,,0,
I00699,10,GENDER_2,-0.0188,0.0286,0.4316,1,0.5112
I00699,10,GENDER_3,0,,,0,
I00699,10,Intercept,-5.1476,0.0671,5891.1089,1,0
I00699,10,YEAR_INDEX_1,0,,,0,
I00699,10,YEAR_INDEX_2,0.0158,0.0348,0.2067,1,0.6494
I00699,10,YEAR_INDEX_3,0.0335,0.0348,0.9244,1,0.3363
I00699,11,ADMIMETH_1,0,,,0,
I00699,11,ADMIMETH_2,0,,,0,
I00699,11,ADMIMETH_3,2.8841,0.0512,3168.1782,1,0
I00699,11,AGE_GROUP_5,-11.1794,142.8198,0.0061,1,0.9376
I00699,11,AGE_GROUP_6,-0.0201,0.5116,0.0015,1,0.9687
I00699,11,AGE_GROUP_7,-0.6741,0.4428,2.317,1,0.128
I00699,11,AGE_GROUP_8,0.0438,0.2143,0.0418,1,0.838
I00699,11,AGE_GROUP_9,-0.3979,0.2046,3.7806,1,0.0518
I00699,11,AGE_GROUP_10,-0.5011,0.1785,7.886,1,0.005
I00699,11,AGE_GROUP_11,-0.4471,0.1366,10.7082,1,0.0011
I00699,11,AGE_GROUP_12,-0.2863,0.1031,7.7164,1,0.0055
I00699,11,AGE_GROUP_13,-0.2396,0.0909,6.9522,1,0.0084
I00699,11,AGE_GROUP_14,0.0634,0.0812,0.6099,1,0.4348
I00699,11,AGE_GROUP_15,0,,,0,
I00699,11,AGE_GROUP_16,0.2852,0.0748,14.5565,1,0.0001
I00699,11,AGE_GROUP_17,0.3717,0.0739,25.2737,1,0
I00699,11,AGE_GROUP_18,0.5869,0.076,59.6518,1,0
I00699,11,AGE_GROUP_19,0.6881,0.0838,67.3816,1,0
I00699,11,AGE_GROUP_20,1.1353,0.1029,121.7727,1,0
I00699,11,AGE_GROUP_21,0,,,0,
I00699,11,CHARLSON_INDEX_1,0,,,0,
I00699,11,CHARLSON_INDEX_2,0.3254,0.0941,11.9534,1,0.0005
I00699,11,CHARLSON_INDEX_3,1.559,0.0575,734.9338,1,0
I00699,11,GENDER_1,0,,,0,
I00699,11,GENDER_2,-0.0501,0.0409,1.5017,1,0.2204
I00699,11,GENDER_3,0,,,0,
I00699,11,Intercept,-5.2831,0.0877,3629.8655,1,0
I00699,11,YEAR_INDEX_1,0,,,0,
I00699,11,YEAR_INDEX_2,-0.1147,0.0483,5.6316,1,0.0176
I00699,11,YEAR_INDEX_3,-0.0931,0.0484,3.7041,1,0.0543
I00699,12,ADMIMETH_1,0,,,0,
I00699,12,ADMIMETH_2,0,,,0,
I00699,12,ADMIMETH_3,2.8592,0.0588,2366.2085,1,0
I00699,12,AGE_GROUP_1,-1.0596,0.7409,2.0451,1,0.1527
I00699,12,AGE_GROUP_2,-3.4175,1.0077,11.5017,1,0.0007
I00699,12,AGE_GROUP_3,-1.2901,1.0571,1.4895,1,0.2223
I00699,12,AGE_GROUP_4,-1.8003,1.0355,3.0229,1,0.0821
I00699,12,AGE_GROUP_5,-0.2539,0.8171,0.0966,1,0.756
I00699,12,AGE_GROUP_6,0.1678,0.5845,0.0824,1,0.774
I00699,12,AGE_GROUP_7,-1.3556,0.4771,8.0739,1,0.0045
I00699,12,AGE_GROUP_8,-0.8674,0.4182,4.3027,1,0.0381
I00699,12,AGE_GROUP_9,-0.0825,0.2835,0.0847,1,0.7711
I00699,12,AGE_GROUP_10,-0.1904,0.2036,0.8741,1,0.3498
I00699,12,AGE_GROUP_11,-0.2588,0.1501,2.9753,1,0.0845
I00699,12,AGE_GROUP_12,-0.0966,0.1054,0.8408,1,0.3592
I00699,12,AGE_GROUP_13,-0.1564,0.0906,2.9784,1,0.0844
I00699,12,AGE_GROUP_14,0.0809,0.0799,1.0242,1,0.3115
I00699,12,AGE_GROUP_15,0,,,0,
I00699,12,AGE_GROUP_16,0.3015,0.0723,17.3776,1,0
I00699,12,AGE_GROUP_17,0.5213,0.0722,52.1285,1,0
I00699,12,AGE_GROUP_18,0.7571,0.0767,97.3979,1,0
I00699,12,AGE_GROUP_19,1.0234,0.092,123.7406,1,0
I00699,12,AGE_GROUP_20,1.1543,0.1267,83.0452,1,0
I00699,12,AGE_GROUP_21,0,,,0,
I00699,12,CHARLSON_INDEX_1,0,,,0,
I00699,12,CHARLSON_INDEX_2,0.2421,0.0757,10.2302,1,0.0014
I00699,12,CHARLSON_INDEX_3,0.9003,0.0531,287.2938,1,0
I00699,12,GENDER_1,0,,,0,
I00699,12,GENDER_2,-0.0359,0.0438,0.6719,1,0.4124
I00699,12,GENDER_3,0,,,0,
I00699,12,Intercept,-4.2525,0.0905,2206.6104,1,0
I00699,12,YEAR_INDEX_1,0,,,0,
I00699,12,YEAR_INDEX_2,-0.0043,0.0507,0.0071,1,0.9327
I00699,12,YEAR_INDEX_3,0.1142,0.0505,5.122,1,0.0236
I00699,13,ADMIMETH_1,-1.999,0.0471,1802.37,1,0
I00699,13,ADMIMETH_2,0,,,0,
I00699,13,ADMIMETH_3,0,,,0,
I00699,13,AGE_GROUP_3,-10.5502,220.3294,0.0023,1,0.9618
I00699,13,AGE_GROUP_4,-9.585,160.1463,0.0036,1,0.9523
I00699,13,AGE_GROUP_5,-10.3124,127.5119,0.0065,1,0.9355
I00699,13,AGE_GROUP_6,-0.3614,1.0941,0.1091,1,0.7412
I00699,13,AGE_GROUP_7,-1.9852,1.0387,3.6529,1,0.056
I00699,13,AGE_GROUP_8,-0.2094,0.3446,0.3693,1,0.5434
I00699,13,AGE_GROUP_9,-0.6292,0.2479,6.4408,1,0.0112
I00699,13,AGE_GROUP_10,-0.3927,0.1448,7.3498,1,0.0067
I00699,13,AGE_GROUP_11,-0.2159,0.1023,4.4524,1,0.0349
I00699,13,AGE_GROUP_12,-0.2803,0.08,12.2716,1,0.0005
I00699,13,AGE_GROUP_13,-0.0991,0.0687,2.0809,1,0.1491
I00699,13,AGE_GROUP_14,-0.1319,0.061,4.6838,1,0.0304
I00699,13,AGE_GROUP_15,0,,,0,
I00699,13,AGE_GROUP_16,0.2122,0.0549,14.9412,1,0.0001
I00699,13,AGE_GROUP_17,0.3189,0.0548,33.816,1,0
I00699,13,AGE_GROUP_18,0.6741,0.0594,128.8794,1,0
I00699,13,AGE_GROUP_19,0.9546,0.07,185.8885,1,0
I00699,13,AGE_GROUP_20,1.2413,0.0931,177.7749,1,0
I00699,13,AGE_GROUP_21,0,,,0,
I00699,13,CHARLSON_INDEX_1,0,,,0,
I00699,13,CHARLSON_INDEX_2,0.2548,0.0648,15.4578,1,0.0001
I00699,13,CHARLSON_INDEX_3,1.3284,0.0442,905.1952,1,0
I00699,13,GENDER_1,0,,,0,
I00699,13,GENDER_2,-0.0522,0.0317,2.7198,1,0.0991
I00699,13,GENDER_3,0,,,0,
I00699,13,Intercept,-1.5969,0.0605,696.5604,1,0
I00699,13,YEAR_INDEX_1,0,,,0,
I00699,13,YEAR_INDEX_2,-0.0422,0.0383,1.2096,1,0.2714
