INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1778,0,75,75,0,4.2,4.2
I00721,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2853,395,652,714,13.8,22.9,25
I00721,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3531,209,602,621,5.9,17,17.6
I00721,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3077,0,492,492,0,16,16
I00721,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2133,0,440,440,0,20.6,20.6
I00721,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1363,1,493,494,0.1,36.2,36.2
I00721,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2375,44,624,668,1.9,26.3,28.1
I00721,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1208,0,246,246,0,20.4,20.4
I00721,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,1828,0,357,357,0,19.5,19.5
I00721,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1170,1,211,211,0.1,18,18
I00721,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,893,0,218,218,0,24.4,24.4
I00721,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,3357,0,959,959,0,28.6,28.6
I00721,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1336,0,165,165,0,12.4,12.4
I00721,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2234,0,302,302,0,13.5,13.5
I00721,RJN,EAST CHESHIRE NHS TRUST,1043,0,146,146,0,14,14
I00721,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1446,1,306,307,0.1,21.2,21.2
I00721,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2982,0,1077,1077,0,36.1,36.1
I00721,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1841,0,263,263,0,14.3,14.3
I00721,RK9,PLYMOUTH HOSPITALS NHS TRUST,2366,1,474,475,0,20,20.1
I00721,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2691,0,264,264,0,9.8,9.8
I00721,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,539,0,33,33,0,6.1,6.1
I00721,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2203,0,550,550,0,25,25
I00721,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2073,0,224,224,0,10.8,10.8
I00721,RLQ,WYE VALLEY NHS TRUST,1020,0,192,192,0,18.8,18.8
I00721,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1035,0,177,177,0,17.1,17.1
I00721,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3154,2,495,496,0.1,15.7,15.7
I00721,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1755,0,214,214,0,12.2,12.2
I00721,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1503,0,606,606,0,40.3,40.3
I00721,RMC,BOLTON NHS FOUNDATION TRUST,1757,0,350,350,0,19.9,19.9
I00721,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1412,0,325,325,0,23,23
I00721,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1731,67,321,327,3.9,18.5,18.9
I00721,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1885,78,310,321,4.1,16.4,17
I00721,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1471,0,427,427,0,29,29
I00721,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2362,0,614,614,0,26,26
I00721,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1718,0,264,264,0,15.4,15.4
I00721,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1480,0,259,259,0,17.5,17.5
I00721,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1819,70,341,355,3.8,18.7,19.5
I00721,RNZ,SALISBURY NHS FOUNDATION TRUST,1105,157,270,281,14.2,24.4,25.4
I00721,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2807,0,437,437,0,15.6,15.6
I00721,RPA,MEDWAY NHS FOUNDATION TRUST,1604,0,314,314,0,19.6,19.6
I00721,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1999,0,701,701,0,35.1,35.1
I00721,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1690,0,383,383,0,22.7,22.7
I00721,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,583,30,103,112,5.1,17.7,19.2
I00721,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,677,0,188,188,0,27.8,27.8
I00721,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1407,0,125,125,0,8.9,8.9
I00721,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,590,0,152,152,0,25.8,25.8
I00721,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4505,0,476,476,0,10.6,10.6
I00721,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1510,148,204,207,9.8,13.5,13.7
I00721,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3982,0,695,695,0,17.5,17.5
I00721,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1724,1,339,340,0.1,19.7,19.7
I00721,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2539,1,551,552,0,21.7,21.7
I00721,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1122,1,333,334,0.1,29.7,29.8
I00721,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2541,0,499,499,0,19.6,19.6
I00721,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2970,0,545,545,0,18.4,18.4
I00721,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3158,550,815,821,17.4,25.8,26
I00721,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2965,307,856,862,10.4,28.9,29.1
I00721,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3254,331,891,895,10.2,27.4,27.5
I00721,RTK,ASHFORD AND ST. PETER'S HOSPITALS NHS FOUNDATION TRUST,1656,0,519,519,0,31.3,31.3
I00721,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1775,0,433,433,0,24.4,24.4
I00721,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2867,0,352,352,0,12.3,12.3
I00721,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1906,0,345,345,0,18.1,18.1
I00721,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1884,0,434,434,0,23,23
I00721,RVJ,NORTH BRISTOL NHS TRUST,2103,153,527,546,7.3,25.1,26
I00721,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,2049,0,406,406,0,19.8,19.8
I00721,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1995,0,572,572,0,28.7,28.7
I00721,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3844,0,531,531,0,13.8,13.8
I00721,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1947,0,322,322,0,16.5,16.5
I00721,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1364,0,299,299,0,21.9,21.9
I00721,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1983,0,658,658,0,33.2,33.2
I00721,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,4102,51,813,817,1.2,19.8,19.9
I00721,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3331,157,794,813,4.7,23.8,24.4
I00721,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3538,0,468,468,0,13.2,13.2
I00721,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4498,0,612,612,0,13.6,13.6
I00721,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2145,0,114,114,0,5.3,5.3
I00721,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2067,0,269,269,0,13,13
I00721,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2379,165,1048,1049,6.9,44.1,44.1
I00721,RWJ,STOCKPORT NHS FOUNDATION TRUST,1700,0,266,266,0,15.6,15.6
I00721,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2709,1,403,404,0,14.9,14.9
I00721,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1698,1,321,321,0.1,18.9,18.9
I00721,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2320,0,414,414,0,17.8,17.8
I00721,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4056,278,622,630,6.9,15.3,15.5
I00721,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2771,0,485,485,0,17.5,17.5
I00721,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2895,0,638,638,0,22,22
I00721,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2360,0,323,323,0,13.7,13.7
I00721,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2184,0,528,528,0,24.2,24.2
I00721,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2413,5,308,311,0.2,12.8,12.9
I00721,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2310,0,403,403,0,17.4,17.4
I00721,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3139,0,438,438,0,14,14
I00721,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1661,203,561,566,12.2,33.8,34.1
I00721,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2658,0,418,418,0,15.7,15.7
I00721,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2515,0,621,621,0,24.7,24.7
I00721,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2302,0,664,664,0,28.8,28.8
I00721,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2930,0,521,521,0,17.8,17.8
