INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1746,0,459,459,0,26.3,26.3
I00721,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1431,0,312,312,0,21.8,21.8
I00721,RGQ,IPSWICH HOSPITAL NHS TRUST,1847,0,555,555,0,30,30
I00721,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1328,0,274,274,0,20.6,20.6
I00721,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2125,0,312,312,0,14.7,14.7
I00721,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1773,0,153,153,0,8.6,8.6
I00721,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2879,408,684,742,14.2,23.8,25.8
I00721,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3550,209,642,655,5.9,18.1,18.5
I00721,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3076,0,578,578,0,18.8,18.8
I00721,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2093,0,489,489,0,23.4,23.4
I00721,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1416,0,503,503,0,35.5,35.5
I00721,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1673,0,448,448,0,26.8,26.8
I00721,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1165,0,241,241,0,20.7,20.7
I00721,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,1829,0,384,384,0,21,21
I00721,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1186,4,215,218,0.3,18.1,18.4
I00721,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,856,0,196,196,0,22.9,22.9
I00721,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,3369,0,976,976,0,29,29
I00721,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1329,0,189,189,0,14.2,14.2
I00721,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2217,0,320,320,0,14.4,14.4
I00721,RJN,EAST CHESHIRE NHS TRUST,1010,0,143,143,0,14.2,14.2
I00721,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1380,0,319,319,0,23.1,23.1
I00721,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2308,0,809,809,0,35.1,35.1
I00721,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1816,0,251,251,0,13.8,13.8
I00721,RK9,PLYMOUTH HOSPITALS NHS TRUST,2319,1,466,467,0,20.1,20.1
I00721,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2627,0,246,246,0,9.4,9.4
I00721,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,527,0,14,14,0,2.7,2.7
I00721,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2204,0,547,547,0,24.8,24.8
I00721,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2099,0,235,235,0,11.2,11.2
I00721,RLQ,WYE VALLEY NHS TRUST,1064,0,219,219,0,20.6,20.6
I00721,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1034,0,176,176,0,17,17
I00721,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3183,2,486,488,0.1,15.3,15.3
I00721,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1750,0,199,199,0,11.4,11.4
I00721,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1509,0,649,649,0,43,43
I00721,RMC,BOLTON NHS FOUNDATION TRUST,1765,0,370,370,0,21,21
I00721,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1407,0,305,305,0,21.7,21.7
I00721,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1716,62,306,313,3.6,17.8,18.2
I00721,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1926,90,309,313,4.7,16,16.3
I00721,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1505,0,423,423,0,28.1,28.1
I00721,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2304,0,583,583,0,25.3,25.3
I00721,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1707,0,261,261,0,15.3,15.3
I00721,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1485,0,275,275,0,18.5,18.5
I00721,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1793,76,423,442,4.2,23.6,24.7
I00721,RNZ,SALISBURY NHS FOUNDATION TRUST,1120,163,292,301,14.6,26.1,26.9
I00721,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2763,0,485,485,0,17.6,17.6
I00721,RPA,MEDWAY NHS FOUNDATION TRUST,1617,0,332,332,0,20.5,20.5
I00721,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1968,0,683,683,0,34.7,34.7
I00721,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1705,0,397,397,0,23.3,23.3
I00721,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,567,28,105,113,4.9,18.5,19.9
I00721,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,696,0,185,185,0,26.6,26.6
I00721,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1416,0,110,110,0,7.8,7.8
I00721,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,567,0,149,149,0,26.3,26.3
I00721,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4428,0,499,499,0,11.3,11.3
I00721,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1468,146,187,190,9.9,12.7,12.9
I00721,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3991,0,677,677,0,17,17
I00721,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1763,1,355,356,0.1,20.1,20.2
I00721,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2532,1,612,613,0,24.2,24.2
I00721,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1139,1,328,329,0.1,28.8,28.9
I00721,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2523,0,532,532,0,21.1,21.1
I00721,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2935,0,574,574,0,19.6,19.6
I00721,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3063,552,820,831,18,26.8,27.1
I00721,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2989,311,863,872,10.4,28.9,29.2
I00721,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3285,339,940,942,10.3,28.6,28.7
I00721,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1670,0,535,535,0,32,32
I00721,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1754,0,436,436,0,24.9,24.9
I00721,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2818,0,362,362,0,12.8,12.8
I00721,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1933,1,366,366,0.1,18.9,18.9
I00721,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1854,0,414,414,0,22.3,22.3
I00721,RVJ,NORTH BRISTOL NHS TRUST,2058,154,520,544,7.5,25.3,26.4
I00721,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,2042,0,430,430,0,21.1,21.1
I00721,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1978,0,580,580,0,29.3,29.3
I00721,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3856,0,592,592,0,15.4,15.4
I00721,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1943,0,348,348,0,17.9,17.9
I00721,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1380,0,308,308,0,22.3,22.3
I00721,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1960,0,630,630,0,32.1,32.1
I00721,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,4036,77,854,859,1.9,21.2,21.3
I00721,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3331,162,844,872,4.9,25.3,26.2
I00721,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3532,0,583,583,0,16.5,16.5
I00721,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4457,0,678,678,0,15.2,15.2
I00721,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2150,0,106,106,0,4.9,4.9
I00721,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1960,0,268,268,0,13.7,13.7
I00721,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2338,182,1048,1050,7.8,44.8,44.9
I00721,RWJ,STOCKPORT NHS FOUNDATION TRUST,1689,0,286,286,0,16.9,16.9
I00721,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2734,1,422,423,0,15.4,15.5
I00721,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1671,3,332,333,0.2,19.9,19.9
I00721,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2292,0,410,410,0,17.9,17.9
I00721,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4057,297,674,682,7.3,16.6,16.8
I00721,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2793,0,507,507,0,18.2,18.2
I00721,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2904,0,652,652,0,22.5,22.5
I00721,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2330,0,311,311,0,13.3,13.3
I00721,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2182,0,535,535,0,24.5,24.5
I00721,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2408,4,316,318,0.2,13.1,13.2
I00721,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2282,0,442,442,0,19.4,19.4
I00721,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3075,0,433,433,0,14.1,14.1
I00721,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1619,203,565,569,12.5,34.9,35.1
I00721,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2621,0,441,441,0,16.8,16.8
I00721,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2544,0,618,618,0,24.3,24.3
I00721,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2302,0,647,647,0,28.1,28.1
I00721,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2917,0,555,555,0,19,19
