INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,76100,0,987,987,0,1.3,1.3
I00720,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,23693,0,239,239,0,1,1
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,31307,0,469,469,0,1.5,1.5
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",37630,98,339,376,0.3,0.9,1
I00720,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,41585,0,566,566,0,1.4,1.4
I00720,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,50751,254,707,727,0.5,1.4,1.4
I00720,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,52089,32,818,825,0.1,1.6,1.6
I00720,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,42060,0,533,533,0,1.3,1.3
I00720,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,50545,436,650,679,0.9,1.3,1.3
I00720,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,51319,0,1050,1050,0,2,2
I00720,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,54045,1,739,739,0,1.4,1.4
I00720,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,44720,483,899,975,1.1,2,2.2
I00720,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22654,233,464,464,1,2,2
I00720,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66351,2,668,669,0,1,1
I00720,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,40923,0,1278,1278,0,3.1,3.1
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",78688,0,776,776,0,1,1
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42476,0,478,478,0,1.1,1.1
I00720,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,40362,4,684,688,0,1.7,1.7
I00720,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,46012,0,906,906,0,2,2
I00720,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35074,0,175,175,0,0.5,0.5
I00720,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,50468,0,820,820,0,1.6,1.6
I00720,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32696,2,548,549,0,1.7,1.7
I00720,RGQ,IPSWICH HOSPITAL NHS TRUST,47253,0,753,753,0,1.6,1.6
I00720,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32559,0,417,417,0,1.3,1.3
I00720,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,71851,0,669,669,0,0.9,0.9
I00720,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,59330,0,245,245,0,0.4,0.4
I00720,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,90984,535,1116,1192,0.6,1.2,1.3
I00720,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,107784,310,1337,1354,0.3,1.2,1.3
I00720,RHU,PORTSMOUTH HOSPITALS NHS TRUST,85581,1,815,816,0,1,1
I00720,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,62498,0,715,715,0,1.1,1.1
I00720,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84122,17,1022,1037,0,1.2,1.2
I00720,RJ2,LEWISHAM AND GREENWICH NHS TRUST,61247,0,705,705,0,1.2,1.2
I00720,RJ6,CROYDON HEALTH SERVICES NHS TRUST,45109,0,472,472,0,1,1
I00720,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,81612,0,682,682,0,0.8,0.8
I00720,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,33635,4,302,305,0,0.9,0.9
I00720,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,30048,0,384,384,0,1.3,1.3
I00720,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,99892,0,1467,1467,0,1.5,1.5
I00720,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,40648,0,300,300,0,0.7,0.7
I00720,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,57469,0,630,630,0,1.1,1.1
I00720,RJN,EAST CHESHIRE NHS TRUST,23143,0,221,221,0,1,1
I00720,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,46326,0,525,525,0,1.1,1.1
I00720,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,92742,0,1449,1449,0,1.6,1.6
I00720,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,50501,0,446,446,0,0.9,0.9
I00720,RK9,PLYMOUTH HOSPITALS NHS TRUST,69692,5,842,845,0,1.2,1.2
I00720,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,83907,0,436,436,0,0.5,0.5
I00720,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34049,0,39,39,0,0.1,0.1
I00720,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,60373,0,953,953,0,1.6,1.6
I00720,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,59422,0,463,463,0,0.8,0.8
I00720,RLQ,WYE VALLEY NHS TRUST,27313,0,361,361,0,1.3,1.3
I00720,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,24308,0,351,351,0,1.4,1.4
I00720,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,87780,2,955,957,0,1.1,1.1
I00720,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,60168,4,330,334,0,0.5,0.6
I00720,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,43321,0,1144,1144,0,2.6,2.6
I00720,RMC,BOLTON NHS FOUNDATION TRUST,62816,0,659,659,0,1,1
I00720,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,35233,0,709,709,0,2,2
I00720,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61041,86,426,444,0.1,0.7,0.7
I00720,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,61614,200,559,585,0.3,0.9,0.9
I00720,RN7,DARTFORD AND GRAVESHAM NHS TRUST,53771,0,719,719,0,1.3,1.3
I00720,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,66736,0,934,934,0,1.4,1.4
I00720,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,45230,0,450,450,0,1,1
I00720,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,44740,0,449,449,0,1,1
I00720,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,58033,123,646,679,0.2,1.1,1.2
I00720,RNZ,SALISBURY NHS FOUNDATION TRUST,34571,229,487,499,0.7,1.4,1.4
I00720,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,74554,0,750,750,0,1,1
I00720,RPA,MEDWAY NHS FOUNDATION TRUST,51933,0,515,515,0,1,1
I00720,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47193,0,975,975,0,2.1,2.1
I00720,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,50989,0,617,617,0,1.2,1.2
I00720,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,44473,52,176,190,0.1,0.4,0.4
I00720,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,20026,0,350,350,0,1.7,1.7
I00720,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,39109,0,154,154,0,0.4,0.4
I00720,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41403,0,238,238,0,0.6,0.6
I00720,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,147071,0,764,764,0,0.5,0.5
I00720,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34350,199,282,289,0.6,0.8,0.8
I00720,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,126067,0,1181,1181,0,0.9,0.9
I00720,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",43998,1,672,673,0,1.5,1.5
I00720,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,59016,1,1015,1016,0,1.7,1.7
I00720,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,68998,1,824,825,0,1.2,1.2
I00720,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,105130,0,1328,1328,0,1.3,1.3
I00720,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,82332,0,1017,1017,0,1.2,1.2
I00720,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,58097,835,1293,1322,1.4,2.2,2.3
I00720,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,81278,463,1495,1514,0.6,1.8,1.9
I00720,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,111432,445,1476,1481,0.4,1.3,1.3
I00720,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,44411,0,754,754,0,1.7,1.7
I00720,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50730,0,649,649,0,1.3,1.3
I00720,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,90117,1,654,654,0,0.7,0.7
I00720,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,53606,1,646,646,0,1.2,1.2
I00720,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,69036,0,715,715,0,1,1
I00720,RVJ,NORTH BRISTOL NHS TRUST,71849,238,929,969,0.3,1.3,1.3
I00720,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,67621,0,660,660,0,1,1
I00720,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,54913,2,1044,1046,0,1.9,1.9
I00720,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,103621,0,995,995,0,1,1
I00720,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,48731,0,589,589,0,1.2,1.2
I00720,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35265,0,568,568,0,1.6,1.6
I00720,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101326,0,1207,1207,0,1.2,1.2
I00720,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,128561,130,1612,1632,0.1,1.3,1.3
I00720,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,89969,321,1572,1645,0.4,1.7,1.8
I00720,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,87172,0,1013,1013,0,1.2,1.2
I00720,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,138622,1,1250,1251,0,0.9,0.9
I00720,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,60456,0,153,153,0,0.3,0.3
I00720,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,59324,0,367,367,0,0.6,0.6
I00720,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,59952,335,1826,1833,0.6,3,3.1
I00720,RWJ,STOCKPORT NHS FOUNDATION TRUST,58845,0,391,391,0,0.7,0.7
I00720,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,73634,1,753,754,0,1,1
I00720,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,50005,3,584,585,0,1.2,1.2
I00720,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,75064,0,679,679,0,0.9,0.9
I00720,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,128932,423,1279,1291,0.3,1,1
I00720,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,56982,0,845,845,0,1.5,1.5
I00720,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,97554,0,1113,1113,0,1.1,1.1
I00720,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,68820,0,559,559,0,0.8,0.8
I00720,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,73111,0,749,749,0,1,1
I00720,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,54978,5,532,535,0,1,1
I00720,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,72921,1,733,733,0,1,1
I00720,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,84030,1,712,713,0,0.8,0.8
I00720,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,46980,354,904,910,0.8,1.9,1.9
I00720,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,81102,0,806,806,0,1,1
I00720,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,63435,0,1190,1190,0,1.9,1.9
I00720,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,100874,0,1223,1223,0,1.2,1.2
I00720,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,69250,0,917,917,0,1.3,1.3
