INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,Q_1_NUMERATOR,Q_2_NUMERATOR,Q_3_NUMERATOR,Q_4_NUMERATOR,Q_5_NUMERATOR,NULL_NUMERATOR,Q_1_RATE,Q_2_RATE,Q_3_RATE,Q_4_RATE,Q_5_RATE,NULL_RATE
I00743,RK9,PLYMOUTH HOSPITALS NHS TRUST,2297,324,627,611,526,178,31,14.1,27.3,26.6,22.9,7.7,1.3
I00743,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2661,568,625,514,525,401,28,21.3,23.5,19.3,19.7,15.1,1.1
I00743,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,380,163,125,48,31,*,*,42.9,32.9,12.6,8.2,*,*
I00743,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2152,839,435,332,332,185,29,39,20.2,15.4,15.4,8.6,1.3
I00743,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2044,875,560,289,212,66,42,42.8,27.4,14.1,10.4,3.2,2.1
I00743,RLQ,WYE VALLEY NHS TRUST,1037,63,111,465,236,43,119,6.1,10.7,44.8,22.8,4.1,11.5
I00743,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1010,181,270,260,180,112,7,17.9,26.7,25.7,17.8,11.1,0.7
I00743,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3144,196,543,915,878,593,19,6.2,17.3,29.1,27.9,18.9,0.6
I00743,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1780,504,238,258,336,414,30,28.3,13.4,14.5,18.9,23.3,1.7
I00743,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1543,666,404,229,149,*,*,43.2,26.2,14.8,9.7,*,*
I00743,RMC,BOLTON NHS FOUNDATION TRUST,1679,801,355,212,183,102,26,47.7,21.1,12.6,10.9,6.1,1.5
I00743,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1424,562,447,219,135,55,6,39.5,31.4,15.4,9.5,3.9,0.4
I00743,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1696,170,212,311,485,505,13,10,12.5,18.3,28.6,29.8,0.8
I00743,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1917,*,214,317,438,929,*,*,11.2,16.5,22.8,48.5,*
I00743,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1476,*,364,300,387,280,*,*,24.7,20.3,26.2,19,*
I00743,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2231,683,530,310,422,274,12,30.6,23.8,13.9,18.9,12.3,0.5
I00743,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1663,332,410,379,342,180,20,20,24.7,22.8,20.6,10.8,1.2
I00743,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1471,202,360,302,272,320,15,13.7,24.5,20.5,18.5,21.8,1
I00743,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1733,226,325,297,394,469,22,13,18.8,17.1,22.7,27.1,1.3
I00743,RNZ,SALISBURY NHS FOUNDATION TRUST,1107,39,80,361,337,278,12,3.5,7.2,32.6,30.4,25.1,1.1
I00743,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2746,1023,693,551,412,56,11,37.3,25.2,20.1,15,2,0.4
I00743,RPA,MEDWAY NHS FOUNDATION TRUST,1677,298,455,348,297,*,*,17.8,27.1,20.8,17.7,*,*
I00743,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1973,1226,326,184,191,28,18,62.1,16.5,9.3,9.7,1.4,0.9
I00743,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1694,22,175,386,587,516,8,1.3,10.3,22.8,34.7,30.5,0.5
I00743,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,529,76,175,124,103,10,41,14.4,33.1,23.4,19.5,1.9,7.8
I00743,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,741,*,73,223,160,274,*,*,9.9,30.1,21.6,37,*
I00743,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1371,20,423,254,306,359,9,1.5,30.9,18.5,22.3,26.2,0.7
I00743,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,551,442,77,6,*,*,24,80.2,14,1.1,*,*,4.4
I00743,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4447,1625,715,684,676,680,67,36.5,16.1,15.4,15.2,15.3,1.5
I00743,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1414,561,418,122,230,*,*,39.7,29.6,8.6,16.3,*,*
I00743,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3981,1353,785,581,800,408,54,34,19.7,14.6,20.1,10.2,1.4
I00743,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1723,641,459,224,243,*,*,37.2,26.6,13,14.1,*,*
I00743,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2483,963,542,580,234,125,39,38.8,21.8,23.4,9.4,5,1.6
I00743,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1152,346,364,163,124,87,68,30,31.6,14.1,10.8,7.6,5.9
I00743,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2477,943,505,327,331,327,44,38.1,20.4,13.2,13.4,13.2,1.8
I00743,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2982,234,351,756,761,858,22,7.8,11.8,25.4,25.5,28.8,0.7
I00743,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3033,707,737,592,552,435,10,23.3,24.3,19.5,18.2,14.3,0.3
I00743,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,3072,479,590,722,604,656,21,15.6,19.2,23.5,19.7,21.4,0.7
I00743,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3251,206,288,543,826,1329,59,6.3,8.9,16.7,25.4,40.9,1.8
I00743,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1597,9,129,303,334,798,24,0.6,8.1,19,20.9,50,1.5
I00743,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1720,16,163,449,445,633,14,0.9,9.5,26.1,25.9,36.8,0.8
I00743,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2734,898,479,377,590,361,29,32.8,17.5,13.8,21.6,13.2,1.1
I00743,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1909,339,326,495,478,257,14,17.8,17.1,25.9,25,13.5,0.7
I00743,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1820,207,578,568,274,179,14,11.4,31.8,31.2,15.1,9.8,0.8
I00743,RVJ,NORTH BRISTOL NHS TRUST,2088,219,451,426,354,607,31,10.5,21.6,20.4,17,29.1,1.5
I00743,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,1946,141,390,568,487,317,43,7.2,20,29.2,25,16.3,2.2
I00743,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1922,43,251,383,460,765,20,2.2,13.1,19.9,23.9,39.8,1
I00743,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3932,638,794,1058,1130,295,17,16.2,20.2,26.9,28.7,7.5,0.4
I00743,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1880,797,351,287,224,207,14,42.4,18.7,15.3,11.9,11,0.7
I00743,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1352,167,300,316,356,200,13,12.4,22.2,23.4,26.3,14.8,1
I00743,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1901,793,461,264,204,127,52,41.7,24.3,13.9,10.7,6.7,2.7
I00743,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3928,1748,819,656,438,213,54,44.5,20.9,16.7,11.2,5.4,1.4
I00743,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3314,1040,482,604,596,570,22,31.4,14.5,18.2,18,17.2,0.7
I00743,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3465,535,761,895,800,468,6,15.4,22,25.8,23.1,13.5,0.2
I00743,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4483,670,891,815,971,1082,54,14.9,19.9,18.2,21.7,24.1,1.2
I00743,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2191,48,183,457,653,843,7,2.2,8.4,20.9,29.8,38.5,0.3
I00743,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1912,9,248,459,371,819,6,0.5,13,24,19.4,42.8,0.3
I00743,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2270,62,318,618,498,762,12,2.7,14,27.2,21.9,33.6,0.5
I00743,RWJ,STOCKPORT NHS FOUNDATION TRUST,1656,250,310,316,319,450,11,15.1,18.7,19.1,19.3,27.2,0.7
I00743,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2731,290,358,795,757,511,20,10.6,13.1,29.1,27.7,18.7,0.7
I00743,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1603,512,220,201,355,277,38,31.9,13.7,12.5,22.1,17.3,2.4
I00743,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2293,600,581,398,417,281,16,26.2,25.3,17.4,18.2,12.3,0.7
I00743,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3866,900,756,731,685,754,40,23.3,19.6,18.9,17.7,19.5,1
I00743,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2749,398,793,707,625,212,14,14.5,28.8,25.7,22.7,7.7,0.5
I00743,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2925,892,849,501,502,162,19,30.5,29,17.1,17.2,5.5,0.6
I00743,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2310,273,459,538,488,520,32,11.8,19.9,23.3,21.1,22.5,1.4
I00743,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2180,1334,470,268,62,10,36,61.2,21.6,12.3,2.8,0.5,1.7
I00743,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2373,676,473,502,429,274,19,28.5,19.9,21.2,18.1,11.5,0.8
I00743,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2274,463,394,379,605,409,24,20.4,17.3,16.7,26.6,18,1.1
I00743,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2975,872,916,532,307,337,11,29.3,30.8,17.9,10.3,11.3,0.4
I00743,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1584,*,217,190,263,892,*,*,13.7,12,16.6,56.3,*
I00743,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2599,1049,613,296,434,184,23,40.4,23.6,11.4,16.7,7.1,0.9
I00743,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2514,235,483,748,485,299,264,9.3,19.2,29.8,19.3,11.9,10.5
I00743,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2252,589,740,458,269,110,86,26.2,32.9,20.3,11.9,4.9,3.8
I00743,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2863,204,474,932,731,507,15,7.1,16.6,32.6,25.5,17.7,0.5
