INDICATOR_CODE,DIAGNOSIS_GROUP,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,1,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",53,*,1.971
I00699,1,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,9,0,0.1996
I00699,1,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,*,0,0.0277
I00699,1,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,36,0,1.0888
I00699,1,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,14,0,0.8552
I00699,1,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,*,0,0.0987
I00699,1,RGQ,IPSWICH HOSPITAL NHS TRUST,*,0,0.1235
I00699,1,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,11,0,0.3524
I00699,1,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15,0,0.328
I00699,1,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,6,0,0.2454
I00699,1,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,17,0,0.69
I00699,1,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,51,*,2.4764
I00699,1,RHU,PORTSMOUTH HOSPITALS NHS TRUST,6,0,0.1791
I00699,1,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,17,*,0.7198
I00699,1,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,22,0,0.5059
I00699,1,RJ2,LEWISHAM AND GREENWICH NHS TRUST,58,6,1.9854
I00699,1,RJ6,CROYDON HEALTH SERVICES NHS TRUST,15,*,0.5987
I00699,1,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,71,*,2.2662
I00699,1,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,8,0,0.4593
I00699,1,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,18,*,0.9482
I00699,1,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,8,*,0.5911
I00699,1,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,*,*,0.0661
I00699,1,RJN,EAST CHESHIRE NHS TRUST,*,0,0.0622
I00699,1,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,*,*,0.9085
I00699,1,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,39,*,1.5326
I00699,1,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,6,0,0.7044
I00699,1,RK9,PLYMOUTH HOSPITALS NHS TRUST,*,*,0.5365
I00699,1,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,52,9,2.7629
I00699,1,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,22,0,0.7374
I00699,1,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,24,*,0.8201
I00699,1,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,11,0,0.2517
I00699,1,RLQ,WYE VALLEY NHS TRUST,*,*,0.107
I00699,1,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,*,0,0.1878
I00699,1,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,*,0,0.1186
I00699,1,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,22,*,0.9888
I00699,1,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,8,0,0.1149
I00699,1,RMC,BOLTON NHS FOUNDATION TRUST,21,0,0.3319
I00699,1,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,*,0,0.2807
I00699,1,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,*,0,0.0154
I00699,1,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,7,*,0.6104
I00699,1,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11,0,0.4544
I00699,1,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8,*,0.6237
I00699,1,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,*,*,0.0192
I00699,1,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6,0,0.2065
I00699,1,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9,0,0.5971
I00699,1,RNZ,SALISBURY NHS FOUNDATION TRUST,*,0,0.0172
I00699,1,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,*,0,0.0226
I00699,1,RPA,MEDWAY NHS FOUNDATION TRUST,*,0,0.1521
I00699,1,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,20,*,1.0274
I00699,1,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,7,*,0.4316
I00699,1,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,13,*,0.9561
I00699,1,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,*,0,0.1591
I00699,1,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,6,*,0.3925
I00699,1,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,16,0,0.3992
I00699,1,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,55,*,1.3349
I00699,1,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,*,0,0.0224
I00699,1,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,45,*,1.8357
I00699,1,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,40,*,1.4224
I00699,1,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,34,0,0.8849
I00699,1,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,32,0,0.7951
I00699,1,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,10,0,0.3596
I00699,1,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,*,0,0.1526
I00699,1,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,18,0,0.9135
I00699,1,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,37,*,1.007
I00699,1,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6,0,0.7022
I00699,1,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,12,*,0.5811
I00699,1,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,*,0,0.0322
I00699,1,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,*,*,0.3179
I00699,1,RVJ,NORTH BRISTOL NHS TRUST,26,*,1.3526
I00699,1,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,6,0,0.4976
I00699,1,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,11,*,0.3322
I00699,1,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,6,0,0.6901
I00699,1,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,*,0,0.0656
I00699,1,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,55,0,1.0794
I00699,1,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,53,*,2.6702
I00699,1,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,10,*,1.4302
I00699,1,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,*,*,0.7796
I00699,1,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,67,*,3.0301
I00699,1,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,6,0,0.042
I00699,1,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,15,*,0.5083
I00699,1,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,6,0,0.2537
I00699,1,RWJ,STOCKPORT NHS FOUNDATION TRUST,*,0,0.1435
I00699,1,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,7,0,0.7218
I00699,1,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,*,*,0.1706
I00699,1,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,17,*,0.8409
I00699,1,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,32,*,0.9382
I00699,1,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,*,*,0.2214
I00699,1,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,23,*,0.9585
I00699,1,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,22,0,1.4323
I00699,1,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,52,0,2.2228
I00699,1,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,*,0,0.098
I00699,1,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,13,*,1.4174
I00699,1,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,*,0,0.597
I00699,1,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,*,0,0.2098
I00699,1,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,19,*,0.9333
I00699,1,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,*,0,0.1189
I00699,1,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,80,*,2.8854
I00699,1,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,11,*,1.1232
I00699,2,R1F,ISLE OF WIGHT NHS TRUST,289,77,76.2161
I00699,2,R1H,BARTS HEALTH NHS TRUST,647,94,110.5178
I00699,2,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,559,94,93.1602
I00699,2,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,234,43,48.4017
I00699,2,RA3,WESTON AREA HEALTH NHS TRUST,165,37,38.1139
I00699,2,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,133,29,29.6997
I00699,2,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,461,62,66.971
I00699,2,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,498,114,126.5098
I00699,2,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,313,50,55.2919
I00699,2,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,406,102,89.6264
I00699,2,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,599,118,118.8732
I00699,2,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,172,51,35.9696
I00699,2,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,143,26,24.9482
I00699,2,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,273,73,59.1075
I00699,2,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,591,99,134.5658
I00699,2,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,227,45,49.2088
I00699,2,RBK,WALSALL HEALTHCARE NHS TRUST,301,97,71.8887
I00699,2,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,418,105,91.5781
I00699,2,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,491,99,103.1926
I00699,2,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,370,94,79.9378
I00699,2,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,194,46,44.1965
I00699,2,RC1,BEDFORD HOSPITAL NHS TRUST,296,61,65.2346
I00699,2,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,449,93,101.6858
I00699,2,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,395,120,102.182
I00699,2,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,115,27,23.7915
I00699,2,RCF,AIREDALE NHS FOUNDATION TRUST,189,35,39.727
I00699,2,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",498,108,133.0196
I00699,2,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,560,142,130.1111
I00699,2,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,391,52,80.0564
I00699,2,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,358,67,73.3488
I00699,2,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1101,261,274.2961
I00699,2,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,512,111,111.0964
I00699,2,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1040,186,201.1031
I00699,2,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,268,39,62.6672
I00699,2,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,165,56,39.1846
I00699,2,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,316,79,71.6188
I00699,2,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,305,61,61.6947
I00699,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",623,147,130.8317
I00699,2,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,284,77,65.3697
I00699,2,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,124,22,23.4076
I00699,2,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,275,55,61.0922
I00699,2,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,205,35,37.8792
I00699,2,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,595,97,129.5186
I00699,2,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,260,46,54.6198
I00699,2,RGQ,IPSWICH HOSPITAL NHS TRUST,393,67,93.7594
I00699,2,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,410,79,95.5483
I00699,2,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,311,44,57.8094
I00699,2,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,371,75,79.5299
I00699,2,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,387,79,79.287
I00699,2,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,606,141,125.5214
I00699,2,RHU,PORTSMOUTH HOSPITALS NHS TRUST,617,121,134.8675
I00699,2,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,486,77,99.803
I00699,2,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,177,28,30.7256
I00699,2,RJ2,LEWISHAM AND GREENWICH NHS TRUST,507,91,95.4522
I00699,2,RJ6,CROYDON HEALTH SERVICES NHS TRUST,315,65,53.0307
I00699,2,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,319,58,58.2542
I00699,2,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,230,36,44.9497
I00699,2,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,460,50,88.3643
I00699,2,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,197,37,40.9805
I00699,2,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,434,103,96.5723
I00699,2,RJN,EAST CHESHIRE NHS TRUST,226,44,46.9697
I00699,2,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,390,78,84.7937
I00699,2,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,570,120,98.8866
I00699,2,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,399,136,101.081
I00699,2,RK9,PLYMOUTH HOSPITALS NHS TRUST,550,106,114.4705
I00699,2,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,404,64,77.0808
I00699,2,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,184,24,34.0009
I00699,2,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,453,75,88.4477
I00699,2,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,368,74,74.003
I00699,2,RLQ,WYE VALLEY NHS TRUST,164,51,35.7728
I00699,2,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,175,33,34.7758
I00699,2,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,470,89,110.4077
I00699,2,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,212,43,36.2064
I00699,2,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,387,67,83.6915
I00699,2,RMC,BOLTON NHS FOUNDATION TRUST,547,154,121.6571
I00699,2,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,105,40,24.8098
I00699,2,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,446,80,93.0781
I00699,2,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,419,95,89.466
I00699,2,RN7,DARTFORD AND GRAVESHAM NHS TRUST,311,52,64.4778
I00699,2,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,442,150,103.5266
I00699,2,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,270,80,60.3464
I00699,2,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,191,47,46.0209
I00699,2,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,339,60,58.6633
I00699,2,RNZ,SALISBURY NHS FOUNDATION TRUST,214,33,46.6893
I00699,2,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,329,84,70.1753
I00699,2,RPA,MEDWAY NHS FOUNDATION TRUST,382,115,86.1217
I00699,2,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,470,103,91.8213
I00699,2,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,443,80,109.3103
I00699,2,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,131,11,20.7085
I00699,2,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,240,50,56.6152
I00699,2,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,162,32,33.4528
I00699,2,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,125,20,16.1201
I00699,2,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,823,178,170.3711
I00699,2,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,370,89,83.9366
I00699,2,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,890,104,132.9916
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",272,91,59.9654
I00699,2,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,536,102,92.5534
I00699,2,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,224,24,31.2406
I00699,2,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,503,76,80.5817
I00699,2,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,330,86,74.9921
I00699,2,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,516,112,118.3228
I00699,2,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,807,135,174.0858
I00699,2,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,565,75,105.764
I00699,2,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,372,85,78.4436
I00699,2,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,301,60,61.315
I00699,2,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,663,113,122.212
I00699,2,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,313,73,67.9075
I00699,2,RVJ,NORTH BRISTOL NHS TRUST,262,63,66.515
I00699,2,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,475,98,107.6563
I00699,2,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,854,209,199.0649
I00699,2,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,375,77,75.5006
I00699,2,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,299,71,64.1419
I00699,2,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,237,41,34.8175
I00699,2,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,418,64,68.1633
I00699,2,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,347,103,64.434
I00699,2,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,761,278,214.1753
I00699,2,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,921,176,164.249
I00699,2,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,470,81,87.246
I00699,2,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,269,43,50.9293
I00699,2,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,288,45,56.6066
I00699,2,RWJ,STOCKPORT NHS FOUNDATION TRUST,356,66,83.6889
I00699,2,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,438,105,98.7425
I00699,2,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,245,57,51.6575
I00699,2,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,204,48,43.0148
I00699,2,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1258,224,267.3333
I00699,2,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,430,113,102.4753
I00699,2,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,374,105,84.3704
I00699,2,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,392,51,62.6393
I00699,2,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,325,69,61.8734
I00699,2,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,531,136,115.4139
I00699,2,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,653,173,147.4034
I00699,2,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,529,118,102.5444
I00699,2,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,478,90,96.8499
I00699,2,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,425,109,77.7293
I00699,2,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,418,117,90.5395
I00699,2,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,530,88,95.9357
I00699,2,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,578,133,127.0007
I00699,3,R1F,ISLE OF WIGHT NHS TRUST,6,0,0.2196
I00699,3,R1H,BARTS HEALTH NHS TRUST,64,*,2.6766
I00699,3,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,53,*,2.4563
I00699,3,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,15,0,0.7864
I00699,3,RA3,WESTON AREA HEALTH NHS TRUST,16,*,2.6883
I00699,3,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,*,0,0.066
