INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",0.8875,3,40935,976,1099.6963,0.9094,1.0967,0.8927,1.1202
I00699,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",0.9092,2,52859,1201,1320.9307,0.9171,1.0880,0.8950,1.1173
I00699,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1.0019,2,54226,1705,1701.7671,0.9268,1.0772,0.8977,1.1140
I00699,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1.1616,1,31280,1160,998.5973,0.9051,1.1017,0.8913,1.1220
I00699,RBK,"WALSALL HEALTHCARE NHS TRUST",1.0521,2,45937,1551,1474.1361,0.9214,1.0831,0.8962,1.1158
I00699,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9880,2,66813,2322,2350.2925,0.9375,1.0654,0.9003,1.1107
I00699,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",1.0342,2,68656,2220,2146.6751,0.9346,1.0685,0.8996,1.1116
I00699,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",0.9998,2,49946,1487,1487.2457,0.9218,1.0827,0.8963,1.1157
I00699,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1.0242,2,28398,1209,1180.4408,0.9125,1.0932,0.8936,1.1190
I00699,RC1,"BEDFORD HOSPITAL NHS TRUST",1.0116,2,32562,1183,1169.4335,0.9121,1.0937,0.8935,1.1192
I00699,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0901,2,70304,1662,1524.5905,0.9227,1.0817,0.8966,1.1153
I00699,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9976,2,83581,3193,3200.6041,0.9463,1.0558,0.9022,1.1084
I00699,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",0.9259,2,26211,892,963.3947,0.9034,1.1036,0.8908,1.1226
I00699,RCF,"AIREDALE NHS FOUNDATION TRUST",0.9417,2,35257,1001,1062.9607,0.9079,1.0985,0.8922,1.1208
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0.9675,2,43725,1574,1626.9376,0.9251,1.0790,0.8972,1.1145
I00699,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0.9811,2,55337,1980,2018.2278,0.9326,1.0707,0.8992,1.1122
I00699,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",0.8759,3,49586,1539,1757.0049,0.9279,1.0759,0.8980,1.1136
I00699,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0283,2,40769,1197,1164.0400,0.9119,1.0939,0.8934,1.1193
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.9921,2,54202,2075,2091.5065,0.9338,1.0694,0.8994,1.1118
I00699,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",1.0808,2,57277,2232,2065.1533,0.9334,1.0699,0.8993,1.1119
I00699,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",0.9406,2,121485,3484,3703.9804,0.9500,1.0518,0.9029,1.1075
I00699,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",0.9537,2,44955,2009,2106.4749,0.9340,1.0692,0.8995,1.1117
I00699,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1.1783,1,23833,1169,992.1056,0.9048,1.1020,0.8912,1.1221
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",1.0327,2,66959,2366,2290.9803,0.9367,1.0663,0.9001,1.1110
I00699,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0640,2,47985,2018,1896.6785,0.9305,1.0730,0.8986,1.1128
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.9971,2,85941,3122,3131.1655,0.9457,1.0565,0.9021,1.1086
I00699,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",0.9943,2,43129,1442,1450.3351,0.9208,1.0838,0.8961,1.1160
I00699,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1.0282,2,42623,1458,1417.9522,0.9199,1.0848,0.8958,1.1163
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",0.9747,2,48577,1710,1754.4479,0.9278,1.0760,0.8980,1.1136
I00699,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",1.0706,2,53599,1914,1787.7712,0.9285,1.0753,0.8981,1.1134
I00699,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0796,2,29872,1422,1317.1637,0.9170,1.0881,0.8950,1.1173
I00699,RGQ,"IPSWICH HOSPITAL NHS TRUST",0.9907,2,53911,1909,1926.9501,0.9311,1.0724,0.8988,1.1126
I00699,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",0.8690,3,35513,1334,1535.1805,0.9230,1.0814,0.8967,1.1152
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.7972,3,80920,2141,2685.4891,0.9414,1.0611,0.9012,1.1097
I00699,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",1.0163,2,62436,1953,1921.6802,0.9310,1.0725,0.8988,1.1127
I00699,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",0.9577,2,94487,2709,2828.7588,0.9429,1.0595,0.9015,1.1093
I00699,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9598,2,111681,3585,3735.2891,0.9502,1.0516,0.9029,1.1075
I00699,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",1.0979,2,82792,3052,2779.9163,0.9424,1.0600,0.9014,1.1094
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",1.0014,2,41546,1117,1115.4732,0.9100,1.0960,0.8929,1.1200
I00699,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",0.7605,3,86977,1544,2030.3363,0.9328,1.0705,0.8992,1.1121
I00699,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",0.9900,2,89968,2309,2332.3204,0.9372,1.0657,0.9002,1.1108
I00699,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",0.9425,2,45515,1285,1363.4478,0.9184,1.0865,0.8954,1.1169
I00699,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.8952,3,82856,2078,2321.2922,0.9371,1.0658,0.9002,1.1108
I00699,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1.0698,2,31077,1159,1083.4280,0.9087,1.0975,0.8925,1.1205
I00699,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",1.0162,2,125378,4331,4261.8101,0.9533,1.0482,0.9035,1.1068
I00699,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",0.9643,2,41645,1391,1442.4742,0.9206,1.0841,0.8960,1.1161
I00699,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",1.0889,2,57688,2360,2167.3207,0.9349,1.0682,0.8997,1.1115
I00699,RJN,"EAST CHESHIRE NHS TRUST",1.0893,2,20720,915,839.9747,0.8968,1.1113,0.8885,1.1255
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1.0788,2,47755,1499,1389.5661,0.9191,1.0857,0.8956,1.1166
I00699,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",0.8917,3,111029,3000,3364.5083,0.9476,1.0544,0.9024,1.1081
I00699,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",0.9594,2,54043,1886,1965.7179,0.9317,1.0717,0.8989,1.1124
I00699,RK9,"PLYMOUTH HOSPITALS NHS TRUST",0.9925,2,70469,2323,2340.6636,0.9373,1.0655,0.9003,1.1108
I00699,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",1.0778,2,94939,2885,2676.6603,0.9413,1.0612,0.9012,1.1097
I00699,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",0.6780,3,31503,514,758.1430,0.8915,1.1174,0.8867,1.1278
I00699,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",1.0606,2,69540,2528,2383.5533,0.9379,1.0649,0.9004,1.1106
I00699,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0.9826,2,57204,2024,2059.8654,0.9333,1.0700,0.8993,1.1120
I00699,RLQ,"WYE VALLEY NHS TRUST",1.1630,1,28496,1159,996.5393,0.9050,1.1018,0.8913,1.1220
I00699,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1.1426,1,22667,1036,906.7394,0.9005,1.1069,0.8898,1.1238
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0555,2,90842,3415,3235.4526,0.9466,1.0555,0.9022,1.1084
I00699,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",0.9653,2,63958,1821,1886.5165,0.9304,1.0732,0.8986,1.1128
I00699,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",0.8690,3,49231,1718,1977.0373,0.9319,1.0715,0.8990,1.1124
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",1.0041,2,64115,1666,1659.2159,0.9258,1.0782,0.8974,1.1143
I00699,RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST",1.1397,1,34709,1383,1213.4726,0.9136,1.0919,0.8940,1.1186
I00699,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",0.9583,2,55894,1811,1889.7268,0.9304,1.0731,0.8986,1.1128
I00699,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1.0984,2,56663,1934,1760.7095,0.9280,1.0759,0.8980,1.1136
I00699,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1.0316,2,59112,1483,1437.6312,0.9205,1.0842,0.8960,1.1161
I00699,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",0.9796,2,77421,2295,2342.6967,0.9374,1.0655,0.9003,1.1108
I00699,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1.0097,2,46481,1761,1744.1010,0.9276,1.0762,0.8979,1.1137
I00699,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1.0918,2,48079,1570,1437.9769,0.9205,1.0842,0.8960,1.1161
I00699,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",0.9388,2,67815,1712,1823.6070,0.9292,1.0745,0.8983,1.1132
I00699,RNZ,"SALISBURY NHS FOUNDATION TRUST",1.0703,2,35243,1062,992.2398,0.9048,1.1020,0.8912,1.1221
I00699,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",1.0011,2,75155,2755,2752.0469,0.9421,1.0603,0.9013,1.1095
I00699,RPA,"MEDWAY NHS FOUNDATION TRUST",1.1348,1,56420,1960,1727.2218,0.9273,1.0766,0.8978,1.1138
I00699,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",0.9988,2,48763,1917,1919.3684,0.9309,1.0726,0.8987,1.1127
I00699,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1.0420,2,54112,1815,1741.8331,0.9276,1.0763,0.8979,1.1137
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",0.8641,3,86432,1537,1778.7529,0.9283,1.0755,0.8981,1.1135
I00699,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",1.0753,2,23694,828,770.0327,0.8923,1.1164,0.8870,1.1274
I00699,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1.0030,2,49379,1511,1506.5145,0.9223,1.0822,0.8965,1.1155
I00699,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",0.9297,2,42976,584,628.1698,0.8812,1.1295,0.8829,1.1326
I00699,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",0.9686,2,183899,4463,4607.8753,0.9551,1.0464,0.9038,1.1064
I00699,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",0.9745,2,36618,1449,1486.8691,0.9218,1.0828,0.8963,1.1157
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",1.0171,2,127523,4186,4115.8029,0.9525,1.0491,0.9034,1.1070
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1.0942,2,40131,1674,1529.8756,0.9229,1.0816,0.8966,1.1153
I00699,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",1.0298,2,65668,2691,2613.0427,0.9406,1.0619,0.9010,1.1099
I00699,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",0.7312,3,70678,1087,1486.6875,0.9218,1.0828,0.8963,1.1157
I00699,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",0.9758,2,107376,2712,2779.1513,0.9424,1.0600,0.9014,1.1094
I00699,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",1.1320,1,85591,2909,2569.7843,0.9401,1.0625,0.9009,1.1100
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",1.0362,2,64828,2966,2862.4375,0.9432,1.0591,0.9016,1.1092
I00699,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",1.0109,2,87655,3149,3115.1188,0.9455,1.0566,0.9020,1.1086
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.9917,2,115273,3139,3165.2673,0.9460,1.0562,0.9021,1.1085
I00699,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",0.9383,2,40778,1631,1738.1713,0.9275,1.0764,0.8979,1.1137
I00699,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",0.9587,2,49366,1794,1871.2440,0.9301,1.0735,0.8985,1.1129
I00699,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",1.0808,2,86581,2741,2536.0418,0.9398,1.0629,0.9008,1.1101
I00699,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0.9821,2,52510,1805,1837.8827,0.9295,1.0742,0.8984,1.1131
I00699,RVJ,"NORTH BRISTOL NHS TRUST",0.9047,2,79237,2017,2229.5073,0.9358,1.0672,0.8999,1.1112
I00699,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0.9632,2,60430,1971,2046.3977,0.9331,1.0702,0.8993,1.1120
I00699,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0.9844,2,109689,4006,4069.6285,0.9523,1.0494,0.9033,1.1070
I00699,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",1.1319,1,54080,2005,1771.3420,0.9282,1.0756,0.8980,1.1135
I00699,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1.0579,2,33281,1171,1106.8836,0.9097,1.0964,0.8928,1.1201
I00699,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0375,2,103832,1687,1625.9823,0.9251,1.0790,0.8972,1.1145
I00699,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",1.1154,1,116465,3980,3568.3312,0.9491,1.0528,0.9027,1.1078
I00699,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",1.1218,1,82465,3433,3060.3066,0.9451,1.0571,0.9019,1.1087
I00699,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",1.1137,1,84653,3497,3139.8881,0.9458,1.0564,0.9021,1.1085
I00699,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0.9908,2,150587,4470,4511.6103,0.9546,1.0469,0.9037,1.1065
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",1.0897,2,60828,2258,2072.0679,0.9335,1.0698,0.8994,1.1119
I00699,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",0.9089,2,61723,1895,2084.8571,0.9337,1.0695,0.8994,1.1118
I00699,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",1.0621,2,69314,2272,2139.2544,0.9345,1.0686,0.8996,1.1116
I00699,RWJ,"STOCKPORT NHS FOUNDATION TRUST",0.9441,2,58911,1829,1937.2132,0.9313,1.0722,0.8988,1.1126
I00699,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",1.1001,2,72984,2800,2545.1390,0.9399,1.0628,0.9008,1.1101
I00699,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1.1238,1,46201,1521,1353.4308,0.9181,1.0869,0.8953,1.1170
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",1.1315,1,71940,2366,2091.0274,0.9338,1.0694,0.8994,1.1118
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",1.0444,2,128849,4404,4216.6193,0.9531,1.0485,0.9035,1.1069
I00699,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",1.1070,2,54345,2555,2308.0470,0.9369,1.0660,0.9002,1.1109
I00699,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",0.9770,2,97121,2900,2968.1544,0.9442,1.0580,0.9018,1.1089
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",0.9615,2,69169,2377,2472.1434,0.9390,1.0637,0.9006,1.1103
I00699,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",1.0313,2,71897,2197,2130.4209,0.9344,1.0688,0.8996,1.1116
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",1.1594,1,56965,2377,2050.2331,0.9331,1.0701,0.8993,1.1120
I00699,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9945,2,80447,2215,2227.2941,0.9358,1.0672,0.8999,1.1112
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1.0323,2,82112,3010,2915.8897,0.9437,1.0586,0.9017,1.1090
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",0.9375,2,57687,1531,1632.9937,0.9253,1.0789,0.8973,1.1145
I00699,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",1.0568,2,81280,2575,2436.5848,0.9386,1.0642,0.9006,1.1104
I00699,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",1.0110,2,68462,2600,2571.5927,0.9402,1.0624,0.9009,1.1100
I00699,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",0.7785,3,110101,2324,2985.2080,0.9444,1.0579,0.9018,1.1089
I00699,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",0.9995,2,73853,3066,3067.4603,0.9451,1.0571,0.9020,1.1087
