INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00732,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,838,20322,4.1
I00732,RCF,AIREDALE NHS FOUNDATION TRUST,955,30850,3.1
I00732,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1429,34748,4.1
I00732,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1803,37407,4.8
I00732,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1474,44848,3.3
I00732,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,1058,38416,2.8
I00732,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1865,45989,4.1
I00732,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2012,48270,4.2
I00732,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2898,93711,3.1
I00732,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1881,31010,6.1
I00732,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,936,20660,4.5
I00732,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,1998,55369,3.6
I00732,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1822,32412,5.6
I00732,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2782,69008,4
I00732,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1325,38331,3.5
I00732,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1368,32389,4.2
I00732,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1557,42922,3.6
I00732,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,861,33734,2.6
I00732,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1680,44092,3.8
I00732,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1345,25428,5.3
I00732,RGQ,IPSWICH HOSPITAL NHS TRUST,1708,41711,4.1
I00732,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1249,29271,4.3
I00732,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1893,54966,3.4
I00732,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1690,48564,3.5
I00732,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2730,72081,3.8
I00732,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3146,84451,3.7
I00732,RHU,PORTSMOUTH HOSPITALS NHS TRUST,2743,71737,3.8
I00732,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1904,50696,3.8
I00732,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1202,57559,2.1
I00732,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1878,62116,3
I00732,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1239,43601,2.8
I00732,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,1796,58835,3.1
I00732,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,339,8906,3.8
I00732,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,3785,115715,3.3
I00732,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1233,36684,3.4
I00732,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2068,49659,4.2
I00732,RJN,EAST CHESHIRE NHS TRUST,842,20491,4.1
I00732,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1301,40285,3.2
I00732,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2445,82416,3
I00732,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1196,32931,3.6
I00732,RK9,PLYMOUTH HOSPITALS NHS TRUST,2065,54641,3.8
I00732,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2550,74866,3.4
I00732,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,*,*,1
I00732,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2019,53855,3.7
I00732,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,1931,41557,4.6
I00732,RLQ,WYE VALLEY NHS TRUST,950,21786,4.4
I00732,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,879,20237,4.3
I00732,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2958,73444,4
I00732,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1662,47741,3.5
I00732,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1523,35879,4.2
I00732,RMC,BOLTON NHS FOUNDATION TRUST,1634,58153,2.8
I00732,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1340,30003,4.5
I00732,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1588,54741,2.9
I00732,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1800,49223,3.7
I00732,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1396,42578,3.3
I00732,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2072,60875,3.4
I00732,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1640,40545,4
I00732,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1370,41027,3.3
I00732,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1647,53845,3.1
I00732,RNZ,SALISBURY NHS FOUNDATION TRUST,966,28141,3.4
I00732,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2592,62739,4.1
I00732,RPA,MEDWAY NHS FOUNDATION TRUST,1670,43512,3.8
I00732,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1683,39229,4.3
I00732,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1659,43241,3.8
I00732,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,474,37006,1.3
I00732,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,684,17308,4
I00732,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1399,41891,3.3
I00732,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,469,38155,1.2
I00732,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4179,136337,3.1
I00732,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1286,29205,4.4
I00732,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3644,94061,3.9
I00732,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1564,33987,4.6
I00732,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2293,42873,5.3
I00732,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1002,49537,2
I00732,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2335,76264,3.1
I00732,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2822,69709,4
I00732,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2699,52599,5.1
I00732,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2901,70028,4.1
I00732,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3106,88232,3.5
I00732,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1472,37402,3.9
I00732,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1613,44601,3.6
I00732,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2419,72167,3.4
I00732,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1844,45102,4.1
I00732,RVJ,NORTH BRISTOL NHS TRUST,1897,58910,3.2
I00732,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1870,49590,3.8
I00732,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3798,88454,4.3
I00732,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1761,40592,4.3
I00732,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1301,31624,4.1
I00732,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1614,84145,1.9
I00732,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3795,111286,3.4
I00732,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3093,69666,4.4
I00732,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3321,72344,4.6
I00732,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4220,116880,3.6
I00732,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,1980,53304,3.7
I00732,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1764,56992,3.1
I00732,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2213,53409,4.1
I00732,RWJ,STOCKPORT NHS FOUNDATION TRUST,1536,51928,3
I00732,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2619,63844,4.1
I00732,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1438,42686,3.4
I00732,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2104,64531,3.3
I00732,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3584,107677,3.3
I00732,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2394,49030,4.9
I00732,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2766,86977,3.2
I00732,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2186,59088,3.7
I00732,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1998,63513,3.1
I00732,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2256,47975,4.7
I00732,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2153,62159,3.5
I00732,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2829,74709,3.8
I00732,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1548,41665,3.7
I00732,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2464,70145,3.5
I00732,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2298,58756,3.9
I00732,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1930,83598,2.3
I00732,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2716,59331,4.6
