INDICATOR_CODE,DIAGNOSIS GROUP,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED
I00699,1,RCF,AIREDALE NHS FOUNDATION TRUST,*,*,0.6813
I00699,1,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",*,0,0.0733
I00699,1,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,*,0,0.039
I00699,1,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,*,0,0.009
I00699,1,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,13,*,1.3785
I00699,1,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,*,0,0.2497
I00699,1,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,*,0,0.1546
I00699,1,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,33,*,1.7034
I00699,1,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,*,0,0.138
I00699,1,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,*,0,0.3539
I00699,1,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,*,0,0.2005
I00699,1,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,*,*,0.086
I00699,1,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",57,*,2.284
I00699,1,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8,*,0.2593
I00699,1,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,*,0,0.0266
I00699,1,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,36,0,1.0055
I00699,1,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,13,0,0.7124
I00699,1,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7,0,0.374
I00699,1,RGQ,IPSWICH HOSPITAL NHS TRUST,*,0,0.2908
I00699,1,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,*,*,0.4984
I00699,1,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16,*,1.0326
I00699,1,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,*,0,0.1422
I00699,1,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,17,0,0.4057
I00699,1,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,55,*,3.1265
I00699,1,RHU,PORTSMOUTH HOSPITALS NHS TRUST,7,0,0.1907
I00699,1,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,20,*,1.3172
I00699,1,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,35,0,1.1002
I00699,1,RJ2,LEWISHAM AND GREENWICH NHS TRUST,56,7,2.3756
I00699,1,RJ6,CROYDON HEALTH SERVICES NHS TRUST,14,0,0.3364
I00699,1,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,80,*,2.703
I00699,1,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,9,0,0.4489
I00699,1,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,17,*,0.7041
I00699,1,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,7,*,0.6066
I00699,1,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,*,*,0.0796
I00699,1,RJN,EAST CHESHIRE NHS TRUST,*,0,0.0581
I00699,1,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,*,*,0.9309
I00699,1,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,37,*,1.7046
I00699,1,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,*,0,0.4815
I00699,1,RK9,PLYMOUTH HOSPITALS NHS TRUST,*,*,0.5465
I00699,1,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,47,8,2.8503
I00699,1,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,21,0,0.5541
I00699,1,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,23,*,0.8136
I00699,1,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,10,0,0.2702
I00699,1,RLQ,WYE VALLEY NHS TRUST,*,*,0.1047
I00699,1,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,*,0,0.2125
I00699,1,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,*,0,0.1203
I00699,1,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,17,0,0.8989
I00699,1,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,9,0,0.2761
I00699,1,RMC,BOLTON NHS FOUNDATION TRUST,23,0,0.3515
I00699,1,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,6,*,0.4476
I00699,1,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,8,0,0.3071
I00699,1,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,8,*,0.6323
I00699,1,RN7,DARTFORD AND GRAVESHAM NHS TRUST,8,*,0.428
I00699,1,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,12,*,1.1225
I00699,1,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,*,*,0.014
I00699,1,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6,0,0.2262
I00699,1,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7,0,0.5016
I00699,1,RNZ,SALISBURY NHS FOUNDATION TRUST,*,0,0.0153
I00699,1,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,*,*,0.1528
I00699,1,RPA,MEDWAY NHS FOUNDATION TRUST,*,0,0.1563
I00699,1,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,21,*,1.3045
I00699,1,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,6,*,0.5925
I00699,1,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,13,*,1.0324
I00699,1,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,*,0,0.435
I00699,1,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8,*,0.4411
I00699,1,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,14,0,0.3648
I00699,1,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,49,*,1.3949
I00699,1,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,*,0,0.0312
I00699,1,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,43,*,1.4576
I00699,1,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,40,*,1.5994
I00699,1,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,46,0,1.2846
I00699,1,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,40,0,0.9677
I00699,1,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12,*,0.834
I00699,1,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,*,0,0.4001
I00699,1,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,20,0,1.0603
I00699,1,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,44,*,1.6303
I00699,1,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6,0,0.6114
I00699,1,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9,0,0.3587
I00699,1,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,*,*,0.1429
I00699,1,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,6,*,0.6021
I00699,1,RVJ,NORTH BRISTOL NHS TRUST,28,*,1.9798
I00699,1,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,*,0,0.2731
I00699,1,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13,*,0.386
I00699,1,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,*,0,0.2953
I00699,1,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,*,*,0.2184
I00699,1,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,47,0,1.3215
I00699,1,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,65,*,3.3079
I00699,1,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,10,0,0.6563
I00699,1,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,8,*,0.8792
I00699,1,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,75,*,3.5149
I00699,1,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,9,*,0.1442
I00699,1,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,15,*,0.4224
I00699,1,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,*,0,0.187
I00699,1,RWJ,STOCKPORT NHS FOUNDATION TRUST,*,0,0.1552
I00699,1,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,*,0,0.5763
I00699,1,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,*,*,0.2511
I00699,1,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,17,*,0.9435
I00699,1,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,30,*,0.5872
I00699,1,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,*,*,0.2232
I00699,1,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,25,*,1.0554
I00699,1,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,21,*,1.1724
I00699,1,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,57,0,2.2935
I00699,1,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,*,0,0.1855
I00699,1,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12,*,1.2259
I00699,1,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,7,*,1.0868
I00699,1,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6,0,0.2147
I00699,1,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,15,*,0.9864
I00699,1,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,*,0,0.3034
I00699,1,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,95,*,4.3743
I00699,1,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,10,*,0.9859
I00699,2,R1F,ISLE OF WIGHT NHS TRUST,275,67,69.3624
I00699,2,R1H,BARTS HEALTH NHS TRUST,635,83,101.162
I00699,2,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,544,92,87.4269
I00699,2,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,218,33,41.0908
I00699,2,RA3,WESTON AREA HEALTH NHS TRUST,171,43,38.6345
I00699,2,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,133,29,31.0171
I00699,2,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,451,60,63.8223
I00699,2,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,471,107,116.58
I00699,2,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,304,55,50.933
I00699,2,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,393,93,84.4966
I00699,2,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,621,125,126.353
I00699,2,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,156,47,30.7771
I00699,2,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,151,27,27.1715
I00699,2,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,232,50,48.9197
I00699,2,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,565,82,126.58
I00699,2,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,224,47,46.284
I00699,2,RBK,WALSALL HEALTHCARE NHS TRUST,313,98,73.059
I00699,2,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,408,114,89.5062
I00699,2,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,463,92,96.5959
I00699,2,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,351,76,72.4078
I00699,2,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,209,49,47.9339
I00699,2,RC1,BEDFORD HOSPITAL NHS TRUST,305,56,65.3824
I00699,2,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,434,89,94.9406
I00699,2,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,421,117,103.124
I00699,2,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,100,28,22.2742
I00699,2,RCF,AIREDALE NHS FOUNDATION TRUST,175,32,36.2538
I00699,2,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",469,101,119.709
I00699,2,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,518,123,115.35
I00699,2,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,398,43,74.803
I00699,2,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,375,67,69.6651
I00699,2,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,863,204,199.059
I00699,2,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,524,110,110.666
I00699,2,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1004,165,182.213
I00699,2,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,247,36,57.9481
I00699,2,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,160,52,34.427
I00699,2,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,320,71,70.6574
I00699,2,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,288,59,55.4958
I00699,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",566,135,110.006
I00699,2,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,261,77,60.4248
I00699,2,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,103,15,19.9904
I00699,2,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,258,48,53.2455
I00699,2,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,204,32,39.6861
I00699,2,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,617,92,126.139
I00699,2,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,251,46,51.8262
I00699,2,RGQ,IPSWICH HOSPITAL NHS TRUST,371,62,86.06
I00699,2,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,401,69,90.917
I00699,2,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,306,37,54.8065
I00699,2,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,392,65,82.627
I00699,2,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,378,77,73.1475
I00699,2,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,599,151,122.507
I00699,2,RHU,PORTSMOUTH HOSPITALS NHS TRUST,564,112,119.488
I00699,2,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,477,72,93.3619
I00699,2,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,173,26,27.3149
I00699,2,RJ2,LEWISHAM AND GREENWICH NHS TRUST,496,83,88.7478
I00699,2,RJ6,CROYDON HEALTH SERVICES NHS TRUST,309,60,56.8279
I00699,2,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,292,48,51.927
I00699,2,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,233,44,46.4272
I00699,2,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,450,47,83.2651
I00699,2,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,181,33,34.5121
I00699,2,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,451,107,96.6809
I00699,2,RJN,EAST CHESHIRE NHS TRUST,232,45,45.5873
I00699,2,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,340,77,74.1677
I00699,2,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,558,119,98.1272
I00699,2,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,362,118,88.1482
I00699,2,RK9,PLYMOUTH HOSPITALS NHS TRUST,499,97,103.566
I00699,2,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,397,65,75.6496
I00699,2,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,171,21,29.5261
I00699,2,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,442,77,83.6006
I00699,2,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,329,55,62.1362
I00699,2,RLQ,WYE VALLEY NHS TRUST,148,53,31.2008
I00699,2,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,182,29,36.0242
I00699,2,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,439,83,100.738
I00699,2,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,198,43,34.9884
I00699,2,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,314,50,63.5358
I00699,2,RMC,BOLTON NHS FOUNDATION TRUST,549,162,122.803
I00699,2,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,97,36,19.8475
I00699,2,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,403,63,76.6677
I00699,2,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,430,83,87.7344
I00699,2,RN7,DARTFORD AND GRAVESHAM NHS TRUST,340,56,67.8432
I00699,2,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,407,138,93.5177
I00699,2,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,241,66,51.682
I00699,2,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,171,42,38.7226
I00699,2,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,340,57,57.0653
I00699,2,RNZ,SALISBURY NHS FOUNDATION TRUST,216,32,46.4996
I00699,2,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,335,77,70.0703
I00699,2,RPA,MEDWAY NHS FOUNDATION TRUST,332,104,71.4844
I00699,2,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,425,101,81.4215
I00699,2,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,392,71,92.9241
I00699,2,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,141,11,21.9499
I00699,2,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,229,41,49.9416
I00699,2,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,165,27,29.9071
I00699,2,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,107,18,13.7322
I00699,2,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,759,152,153.063
I00699,2,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,327,70,70.8391
I00699,2,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,830,96,121.947
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",276,86,57.263
I00699,2,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,553,110,94.7191
I00699,2,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,202,25,28.858
I00699,2,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,466,74,75.1432
I00699,2,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,349,102,81.1878
I00699,2,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,467,94,106.985
I00699,2,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,797,129,164.32
I00699,2,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,547,73,99.9613
I00699,2,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,366,71,76.9713
I00699,2,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,301,64,60.877
I00699,2,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,685,115,128.354
I00699,2,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,305,67,61.2631
I00699,2,RVJ,NORTH BRISTOL NHS TRUST,279,69,69.8851
I00699,2,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,457,96,99.9041
I00699,2,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,802,198,181.077
I00699,2,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,359,76,69.8215
I00699,2,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,298,73,60.9949
I00699,2,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,226,29,32.5732
I00699,2,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,387,49,58.0766
I00699,2,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,287,82,55.4278
I00699,2,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,747,244,207.095
I00699,2,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,826,166,145.884
I00699,2,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,446,70,81.3896
I00699,2,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,318,76,61.6408
I00699,2,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,274,47,55.8933
I00699,2,RWJ,STOCKPORT NHS FOUNDATION TRUST,315,57,72.6454
I00699,2,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,397,99,87.7549
I00699,2,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,237,58,46.2626
I00699,2,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,218,46,44.524
I00699,2,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1115,191,228.502
I00699,2,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,404,92,89.2384
I00699,2,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,377,93,79.1797
I00699,2,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,375,54,63.4479
I00699,2,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,318,63,57.4399
I00699,2,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,524,137,109.404
I00699,2,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,621,159,133.668
I00699,2,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,484,101,90.1317
I00699,2,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,426,54,82.042
I00699,2,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,408,98,72.2483
I00699,2,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,415,114,87.7172
I00699,2,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,470,59,80.6147
I00699,2,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,582,123,118.945
I00699,3,R1F,ISLE OF WIGHT NHS TRUST,7,0,0.2655
I00699,3,R1H,BARTS HEALTH NHS TRUST,58,*,2.9505
I00699,3,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,64,*,3.3254
I00699,3,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,14,*,1.103
I00699,3,RA3,WESTON AREA HEALTH NHS TRUST,18,*,2.3253
I00699,3,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,*,0,0.0658
