INDICATOR_CODE,DIAGNOSIS_GROUP,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,1,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",*,0,0.0126
I00699,1,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",*,0,0.2484
I00699,1,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",*,*,0.0271
I00699,1,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",13,*,1.3523
I00699,1,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",8,0,0.3758
I00699,1,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",*,0,0.0119
I00699,1,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",31,*,1.3026
I00699,1,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",*,0,0.1965
I00699,1,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",*,0,0.5075
I00699,1,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",7,0,0.7741
I00699,1,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",*,0,0.0083
I00699,1,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",42,*,1.3296
I00699,1,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",9,0,0.1900
I00699,1,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",6,0,0.3401
I00699,1,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",13,*,0.7860
I00699,1,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",6,0,0.0990
I00699,1,RGQ,"IPSWICH HOSPITAL NHS TRUST",6,0,0.1150
I00699,1,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",12,0,0.3721
I00699,1,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",14,0,0.1897
I00699,1,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",7,0,0.3013
I00699,1,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",15,0,0.7071
I00699,1,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",46,*,1.8034
I00699,1,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",*,0,0.1963
I00699,1,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",13,*,0.7286
I00699,1,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",22,0,0.6624
I00699,1,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",49,*,1.8321
I00699,1,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",16,*,0.5204
I00699,1,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",74,*,2.1810
I00699,1,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",*,0,0.1812
I00699,1,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",22,*,0.9086
I00699,1,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",*,*,0.2845
I00699,1,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",*,0,0.0603
I00699,1,RJN,"EAST CHESHIRE NHS TRUST",*,0,0.0112
I00699,1,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",*,*,1.1787
I00699,1,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",44,*,1.6945
I00699,1,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",*,0,0.5725
I00699,1,RK9,"PLYMOUTH HOSPITALS NHS TRUST",*,*,0.7036
I00699,1,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",50,8,2.7848
I00699,1,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",19,0,0.4345
I00699,1,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",17,*,0.5865
I00699,1,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",12,0,0.3122
I00699,1,RLQ,"WYE VALLEY NHS TRUST",*,*,0.1111
I00699,1,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",*,0,0.1994
I00699,1,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",*,0,0.0112
I00699,1,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",20,*,1.0116
I00699,1,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",7,0,0.0973
I00699,1,RMC,"BOLTON NHS FOUNDATION TRUST",16,0,0.2856
I00699,1,RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST",*,0,0.2927
I00699,1,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",*,0,0.1582
I00699,1,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",7,*,0.5774
I00699,1,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",13,0,0.8304
I00699,1,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",11,*,0.7603
I00699,1,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",*,0,0.1958
I00699,1,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",*,0,0.3186
I00699,1,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",6,0,0.2781
I00699,1,RNZ,"SALISBURY NHS FOUNDATION TRUST",*,0,0.0000
I00699,1,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",6,0,0.0457
I00699,1,RPA,"MEDWAY NHS FOUNDATION TRUST",*,0,0.1311
I00699,1,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",27,*,1.3700
I00699,1,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",7,*,0.4348
I00699,1,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",43,*,1.5092
I00699,1,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",*,0,0.1704
I00699,1,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",*,0,0.1731
I00699,1,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",22,0,0.4974
I00699,1,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",61,*,1.5437
I00699,1,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",*,0,0.0567
I00699,1,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",36,*,1.7488
I00699,1,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,*,0.1998
I00699,1,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",31,0,1.0945
I00699,1,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",30,0,0.3283
I00699,1,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",32,0,0.8164
I00699,1,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",8,0,0.2235
I00699,1,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",*,0,0.1458
I00699,1,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",11,0,0.2519
I00699,1,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",31,*,0.6967
I00699,1,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",6,0,0.7364
I00699,1,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",15,*,0.9373
I00699,1,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",*,0,0.0437
I00699,1,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",*,0,0.2517
I00699,1,RVJ,"NORTH BRISTOL NHS TRUST",27,*,1.2663
I00699,1,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",8,0,0.7497
I00699,1,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",13,0,0.2712
I00699,1,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",7,0,1.0691
I00699,1,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",*,0,0.0617
I00699,1,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",55,0,0.7640
I00699,1,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",58,*,3.3114
I00699,1,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",9,*,1.1308
I00699,1,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",8,*,0.7147
I00699,1,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",62,*,2.3513
I00699,1,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",*,0,0.0089
I00699,1,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",15,*,0.6564
I00699,1,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",*,0,0.2658
I00699,1,RWJ,"STOCKPORT NHS FOUNDATION TRUST",*,0,0.1140
I00699,1,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",7,0,0.7964
I00699,1,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",*,*,0.1350
I00699,1,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",*,*,1.2969
I00699,1,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",29,0,0.7979
I00699,1,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",*,*,0.2573
I00699,1,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",21,*,1.0218
I00699,1,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",23,*,1.4554
I00699,1,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",51,0,1.9355
I00699,1,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",6,0,0.1389
I00699,1,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",14,*,1.6036
I00699,1,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",*,0,0.5888
I00699,1,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",6,0,0.4042
I00699,1,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",16,*,1.1806
I00699,1,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",8,*,0.4504
I00699,1,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",79,*,2.9969
I00699,1,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",11,*,0.9369
I00699,2,R1F,"ISLE OF WIGHT NHS TRUST",306,74,77.8057
I00699,2,R1H,"BARTS HEALTH NHS TRUST",688,114,119.6925
I00699,2,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",591,91,101.0747
I00699,2,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",225,38,46.4159
I00699,2,RA3,"WESTON AREA HEALTH NHS TRUST",166,45,37.1434
I00699,2,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",159,37,35.4973
I00699,2,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",478,61,67.5988
I00699,2,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",595,105,155.4195
I00699,2,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",302,52,57.5904
I00699,2,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",371,102,81.9371
I00699,2,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",575,110,115.7936
I00699,2,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",173,47,37.8556
I00699,2,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",156,35,30.3042
I00699,2,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",286,86,65.4925
I00699,2,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",571,109,128.1749
I00699,2,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",228,48,50.4367
I00699,2,RBK,"WALSALL HEALTHCARE NHS TRUST",313,92,74.5660
I00699,2,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",487,126,110.0370
I00699,2,RBN,"ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST",528,108,105.3429
I00699,2,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",380,101,80.9531
I00699,2,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",203,43,44.5562
I00699,2,RC1,"BEDFORD HOSPITAL NHS TRUST",302,59,65.0649
I00699,2,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",444,98,95.1655
I00699,2,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",379,115,100.6967
I00699,2,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",125,22,25.2278
I00699,2,RCF,"AIREDALE NHS FOUNDATION TRUST",195,28,41.5965
I00699,2,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",518,117,133.5342
I00699,2,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",550,133,129.5407
I00699,2,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",394,53,84.4758
I00699,2,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",358,62,71.4116
I00699,2,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1343,317,339.4954
I00699,2,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",511,117,112.1205
I00699,2,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",1044,197,201.8294
I00699,2,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",296,45,69.4798
I00699,2,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",156,50,36.4782
I00699,2,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",321,76,71.1178
I00699,2,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",344,73,68.4541
I00699,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",574,139,121.2094
I00699,2,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",293,75,63.6965
I00699,2,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",125,22,22.1524
I00699,2,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",268,58,62.1727
I00699,2,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",599,97,128.7958
I00699,2,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",272,51,58.3583
I00699,2,RGQ,"IPSWICH HOSPITAL NHS TRUST",419,76,101.6837
I00699,2,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",397,82,91.3790
I00699,2,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",299,52,53.9773
I00699,2,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",351,64,74.5717
I00699,2,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",390,78,78.9282
I00699,2,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",610,130,125.6468
I00699,2,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",634,117,135.3703
I00699,2,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",501,78,100.2801
I00699,2,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",183,28,31.2534
I00699,2,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",551,96,96.7937
I00699,2,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",342,63,58.7379
I00699,2,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",347,57,60.6854
I00699,2,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",240,40,45.5109
I00699,2,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",464,42,87.2817
I00699,2,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",193,35,40.9667
I00699,2,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",422,102,94.2570
I00699,2,RJN,"EAST CHESHIRE NHS TRUST",232,49,48.1982
I00699,2,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",398,78,85.2729
I00699,2,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",563,117,96.8621
I00699,2,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",412,134,102.9696
I00699,2,RK9,"PLYMOUTH HOSPITALS NHS TRUST",546,100,115.7897
I00699,2,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",439,67,83.5148
I00699,2,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",209,33,41.1525
I00699,2,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",450,78,86.3132
I00699,2,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",433,92,85.5474
I00699,2,RLQ,"WYE VALLEY NHS TRUST",172,46,36.2113
I00699,2,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",158,37,31.7443
I00699,2,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",528,104,119.8325
I00699,2,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",220,35,38.6944
I00699,2,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",462,84,105.7898
I00699,2,RMC,"BOLTON NHS FOUNDATION TRUST",609,176,136.6301
I00699,2,RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST",108,40,25.7003
I00699,2,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",473,87,99.0482
I00699,2,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",421,87,87.1701
I00699,2,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",349,68,70.6842
I00699,2,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",486,165,116.6894
I00699,2,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",277,79,62.2189
I00699,2,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",222,43,51.1544
I00699,2,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",375,59,63.5145
I00699,2,RNZ,"SALISBURY NHS FOUNDATION TRUST",214,37,48.4618
I00699,2,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",346,83,72.0910
I00699,2,RPA,"MEDWAY NHS FOUNDATION TRUST",400,124,90.0702
I00699,2,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",500,103,96.8458
I00699,2,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",470,92,118.1745
I00699,2,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",333,52,56.3195
I00699,2,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",235,58,55.1476
I00699,2,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",209,37,46.7994
I00699,2,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",135,26,19.4353
I00699,2,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",878,197,182.6028
I00699,2,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",408,104,95.0261
I00699,2,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",914,110,133.9759
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",258,84,54.3899
I00699,2,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",570,93,98.4569
I00699,2,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",224,27,31.4644
I00699,2,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",528,83,83.0023
I00699,2,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",332,85,72.7003
I00699,2,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",569,125,129.9349
I00699,2,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",854,143,186.8566
I00699,2,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",593,74,110.9988
I00699,2,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",398,91,82.5647
I00699,2,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",294,61,57.5164
I00699,2,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",623,110,117.1699
I00699,2,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",330,80,69.7327
I00699,2,RVJ,"NORTH BRISTOL NHS TRUST",279,62,66.4073
I00699,2,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",471,96,106.7477
I00699,2,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",901,221,206.3850
I00699,2,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",353,68,69.8833
I00699,2,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",284,66,59.0215
I00699,2,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",256,48,37.1921
I00699,2,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",415,67,70.3222
I00699,2,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",372,118,68.9803
I00699,2,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",753,274,206.8914
I00699,2,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",953,189,168.6262
I00699,2,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",479,84,89.6901
I00699,2,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",258,43,50.7208
I00699,2,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",302,57,57.2894
I00699,2,RWJ,"STOCKPORT NHS FOUNDATION TRUST",374,73,87.4681
I00699,2,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",464,105,99.1880
I00699,2,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",239,65,50.3326
I00699,2,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",235,55,49.0571
I00699,2,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",1267,209,259.7896
I00699,2,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",424,112,98.2367
I00699,2,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",405,116,91.6892
I00699,2,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",420,49,63.1771
I00699,2,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",318,65,59.0434
I00699,2,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",491,124,107.7166
I00699,2,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",704,164,157.1989
I00699,2,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",512,113,100.8635
I00699,2,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",669,128,141.9573
I00699,2,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",427,97,78.6860
I00699,2,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",447,128,100.0034
I00699,2,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",542,92,96.6473
I00699,2,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",614,148,138.2717
I00699,3,R1F,"ISLE OF WIGHT NHS TRUST",10,0,0.2923
