INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1972,1468,504,74.4,25.6
I00733,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2151,1448,703,67.3,32.7
I00733,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,1597,1120,477,70.1,29.9
I00733,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,2049,1628,421,79.5,20.5
I00733,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,1092,826,266,75.6,24.4
I00733,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2170,1500,670,69.1,30.9
I00733,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1955,1419,536,72.6,27.4
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3043,2289,754,75.2,24.8
I00733,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1456,1043,413,71.6,28.4
I00733,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1471,1056,415,71.8,28.2
I00733,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1703,1225,478,71.9,28.1
I00733,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,958,757,201,79,21
I00733,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1742,1252,490,71.9,28.1
I00733,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1467,1072,395,73.1,26.9
I00733,RGQ,IPSWICH HOSPITAL NHS TRUST,1863,1261,602,67.7,32.3
I00733,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1349,951,398,70.5,29.5
I00733,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2112,1401,711,66.3,33.7
I00733,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1769,1251,518,70.7,29.3
I00733,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2881,2291,590,79.5,20.5
I00733,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3466,2653,813,76.5,23.5
I00733,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3000,2130,870,71,29
I00733,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2044,1509,535,73.8,26.2
I00733,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1406,1015,391,72.2,27.8
I00733,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1589,1201,388,75.6,24.4
I00733,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1183,907,276,76.7,23.3
I00733,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,1872,1439,433,76.9,23.1
I00733,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1171,844,327,72.1,27.9
I00733,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,839,568,271,67.7,32.3
I00733,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,3399,2380,1019,70,30
I00733,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1293,968,325,74.9,25.1
I00733,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2209,1573,636,71.2,28.8
I00733,RJN,EAST CHESHIRE NHS TRUST,971,706,265,72.7,27.3
I00733,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1359,981,378,72.2,27.8
I00733,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2291,1791,500,78.2,21.8
I00733,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1768,1288,480,72.9,27.1
I00733,RK9,PLYMOUTH HOSPITALS NHS TRUST,2297,1560,737,67.9,32.1
I00733,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2661,1972,689,74.1,25.9
I00733,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,380,272,108,71.6,28.4
I00733,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2152,1624,528,75.5,24.5
I00733,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2044,1534,510,75,25
I00733,RLQ,WYE VALLEY NHS TRUST,1037,788,249,76,24
I00733,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1010,761,249,75.3,24.7
I00733,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3144,2263,881,72,28
I00733,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1780,1362,418,76.5,23.5
I00733,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1543,1139,404,73.8,26.2
I00733,RMC,BOLTON NHS FOUNDATION TRUST,1679,1273,406,75.8,24.2
I00733,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1424,1066,358,74.9,25.1
I00733,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1696,1300,396,76.7,23.3
I00733,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1917,1410,507,73.6,26.4
I00733,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1476,1005,471,68.1,31.9
I00733,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2231,1662,569,74.5,25.5
I00733,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1663,1128,535,67.8,32.2
I00733,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1471,1042,429,70.8,29.2
I00733,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1733,1341,392,77.4,22.6
I00733,RNZ,SALISBURY NHS FOUNDATION TRUST,1107,890,217,80.4,19.6
I00733,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2746,1919,827,69.9,30.1
I00733,RPA,MEDWAY NHS FOUNDATION TRUST,1677,1273,404,75.9,24.1
I00733,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1973,1478,495,74.9,25.1
I00733,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1694,1220,474,72,28
I00733,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,529,381,148,72,28
I00733,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,741,540,201,72.9,27.1
I00733,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1371,969,402,70.7,29.3
I00733,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,551,425,126,77.1,22.9
I00733,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4447,3379,1068,76,24
I00733,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1414,1093,321,77.3,22.7
I00733,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3981,2802,1179,70.4,29.6
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1723,1211,512,70.3,29.7
I00733,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2483,1880,603,75.7,24.3
I00733,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1152,852,300,74,26
I00733,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2477,1863,614,75.2,24.8
I00733,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2982,1994,988,66.9,33.1
I00733,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3033,2380,653,78.5,21.5
I00733,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,3072,2344,728,76.3,23.7
I00733,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3251,2495,756,76.7,23.3
I00733,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1597,1086,511,68,32
I00733,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1720,1240,480,72.1,27.9
I00733,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2734,2126,608,77.8,22.2
I00733,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1909,1341,568,70.2,29.8
I00733,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1820,1375,445,75.5,24.5
I00733,RVJ,NORTH BRISTOL NHS TRUST,2088,1619,469,77.5,22.5
I00733,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,1946,1487,459,76.4,23.6
I00733,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1922,1411,511,73.4,26.6
I00733,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3932,2562,1370,65.2,34.8
I00733,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1880,1386,494,73.7,26.3
I00733,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1352,942,410,69.7,30.3
I00733,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1901,1523,378,80.1,19.9
I00733,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3928,2685,1243,68.4,31.6
I00733,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3314,2370,944,71.5,28.5
I00733,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3465,2501,964,72.2,27.8
I00733,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4483,3013,1470,67.2,32.8
I00733,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2191,1508,683,68.8,31.2
I00733,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1912,1359,553,71.1,28.9
I00733,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2270,1609,661,70.9,29.1
I00733,RWJ,STOCKPORT NHS FOUNDATION TRUST,1656,1286,370,77.7,22.3
I00733,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2731,1907,824,69.8,30.2
I00733,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1603,1138,465,71,29
I00733,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2293,1595,698,69.6,30.4
I00733,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3866,3049,817,78.9,21.1
I00733,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2749,1974,775,71.8,28.2
I00733,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2925,2086,839,71.3,28.7
I00733,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2310,1670,640,72.3,27.7
I00733,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2180,1605,575,73.6,26.4
I00733,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2373,1725,648,72.7,27.3
I00733,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2274,1715,559,75.4,24.6
I00733,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2975,2084,891,70.1,29.9
I00733,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1584,1230,354,77.7,22.3
I00733,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2599,1875,724,72.1,27.9
I00733,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2514,1635,879,65,35
I00733,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2252,1640,612,72.8,27.2
I00733,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2863,1955,908,68.3,31.7
