INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1.1703,1,30214,1168,997.9934,0.9050,1.1017,0.8833,1.1321
I00699,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",1.0538,2,65979,2556,2425.5638,0.9384,1.0643,0.8917,1.1214
I00699,RJN,"EAST CHESHIRE NHS TRUST",1.1186,2,19524,982,877.8595,0.8989,1.1088,0.8814,1.1345
I00699,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",1.0233,2,105724,4208,4112.1817,0.9525,1.0491,0.8943,1.1182
I00699,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",1.0626,2,79659,2780,2616.2517,0.9407,1.0619,0.8922,1.1209
I00699,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",1.1088,2,106486,4619,4165.8670,0.9528,1.0488,0.8943,1.1182
I00699,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",1.0134,2,57722,2675,2639.7277,0.9409,1.0616,0.8922,1.1208
I00699,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0.9524,2,63612,1989,2088.3549,0.9337,1.0695,0.8907,1.1227
I00699,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",0.9214,2,125989,3603,3910.1477,0.9513,1.0504,0.8941,1.1185
I00699,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1.0315,2,33298,1555,1507.5057,0.9223,1.0822,0.8880,1.1261
I00699,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1.1225,2,21454,1033,920.2723,0.9012,1.1061,0.8821,1.1336
I00699,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",1.0723,2,90593,3091,2882.6133,0.9434,1.0589,0.8927,1.1202
I00699,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",0.9084,2,61217,1862,2049.7109,0.9331,1.0702,0.8906,1.1228
I00699,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",0.6994,3,90683,1441,2060.2959,0.9333,1.0700,0.8906,1.1228
I00699,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1.0058,2,62356,2128,2115.7956,0.9342,1.0690,0.8908,1.1226
I00699,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",0.9208,2,27046,942,1022.9939,0.9062,1.1004,0.8836,1.1317
I00699,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",0.7764,3,44120,550,708.4386,0.8879,1.1216,0.8779,1.1391
I00699,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",1.0825,2,85112,3454,3190.7567,0.9462,1.0559,0.8932,1.1196
I00699,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",0.7413,3,108220,2233,3012.4651,0.9446,1.0576,0.8929,1.1199
I00699,R1F,"ISLE OF WIGHT NHS TRUST",1.0755,2,17348,957,889.8263,0.8996,1.1080,0.8816,1.1342
I00699,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.1639,1,31500,1692,1453.7045,0.9209,1.0837,0.8877,1.1265
I00699,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1.0885,2,51001,1735,1593.9974,0.9244,1.0798,0.8886,1.1254
I00699,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",0.9426,2,110748,3235,3431.9807,0.9481,1.0539,0.8935,1.1191
I00699,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",0.8327,3,56838,1247,1497.6166,0.9220,1.0825,0.8880,1.1261
I00699,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",1.0315,2,75510,2432,2357.8219,0.9376,1.0653,0.8915,1.1216
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",1.0585,2,125839,4275,4038.6508,0.9521,1.0496,0.8942,1.1183
I00699,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",0.9652,2,91834,2525,2615.9985,0.9407,1.0619,0.8922,1.1209
I00699,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",0.8257,3,95302,2617,3169.4443,0.9460,1.0561,0.8932,1.1196
I00699,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0458,2,77527,1850,1769.0419,0.9281,1.0757,0.8895,1.1243
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",1.0371,2,70304,2482,2393.1258,0.9380,1.0648,0.8916,1.1215
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",0.9478,2,173890,3486,3677.9740,0.9498,1.0520,0.8938,1.1188
I00699,RPA,"MEDWAY NHS FOUNDATION TRUST",1.0676,2,57670,2028,1899.5774,0.9306,1.0730,0.8900,1.1236
I00699,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1.0439,2,49346,1627,1558.5397,0.9235,1.0808,0.8884,1.1257
I00699,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1.0973,2,57253,2102,1915.6616,0.9309,1.0726,0.8901,1.1235
I00699,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",0.9700,2,95992,2999,3091.9105,0.9453,1.0568,0.8931,1.1197
I00699,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",0.9309,2,44430,1294,1390.1127,0.9192,1.0857,0.8872,1.1271
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0639,2,88397,3604,3387.4726,0.9477,1.0542,0.8935,1.1192
I00699,RVJ,"NORTH BRISTOL NHS TRUST",0.9419,2,83788,2367,2513.0706,0.9395,1.0632,0.8919,1.1212
I00699,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",0.9830,2,46879,1930,1963.3518,0.9317,1.0717,0.8903,1.1232
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",0.8809,3,46837,1335,1515.4490,0.9225,1.0820,0.8881,1.1260
I00699,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",1.0485,2,57945,2121,2022.9243,0.9327,1.0706,0.8905,1.1230
I00699,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",1.0636,2,77966,2870,2698.2884,0.9416,1.0609,0.8923,1.1206
I00699,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1.0036,2,69912,2020,2012.7247,0.9325,1.0708,0.8905,1.1230
I00699,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1.0677,2,30283,1140,1067.7374,0.9081,1.0982,0.8842,1.1310
I00699,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",1.1732,1,55565,2573,2193.2012,0.9353,1.0678,0.8911,1.1222
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",1.0147,2,70892,3263,3215.7115,0.9464,1.0557,0.8932,1.1195
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",1.0445,2,134121,4520,4327.6082,0.9537,1.0479,0.8945,1.1180
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.9202,2,115220,3205,3483.0128,0.9485,1.0535,0.8936,1.1191
I00699,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",0.9967,2,122002,3959,3972.0784,0.9517,1.0500,0.8942,1.1184
I00699,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",0.8720,3,50633,1629,1868.1420,0.9300,1.0736,0.8899,1.1237
I00699,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",1.0377,2,79217,3107,2994.0242,0.9445,1.0578,0.8929,1.1199
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",1.0438,2,67313,2072,1985.1278,0.9321,1.0713,0.8904,1.1231
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",0.9912,2,68974,2577,2599.8461,0.9405,1.0621,0.8921,1.1209
I00699,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",1.1278,1,61291,2371,2102.3997,0.9340,1.0692,0.8908,1.1226
I00699,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",0.8496,3,103587,2796,3290.8619,0.9470,1.0550,0.8934,1.1194
I00699,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",1.0502,2,48332,2111,2010.1504,0.9325,1.0709,0.8905,1.1230
I00699,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",0.7955,3,48116,1169,1469.5937,0.9213,1.0833,0.8878,1.1264
I00699,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0.9844,2,57341,1998,2029.7040,0.9328,1.0705,0.8905,1.1229
I00699,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",0.9000,2,49091,1878,2086.7304,0.9337,1.0695,0.8907,1.1227
I00699,RNZ,"SALISBURY NHS FOUNDATION TRUST",1.0581,2,36403,1099,1038.6190,0.9068,1.0996,0.8838,1.1314
I00699,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",1.1408,1,68473,2173,1904.7241,0.9307,1.0728,0.8901,1.1235
I00699,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9617,2,115022,3645,3790.2285,0.9506,1.0512,0.8940,1.1186
I00699,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",0.9878,2,54071,1992,2016.5182,0.9326,1.0707,0.8905,1.1230
I00699,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",1.0263,2,66784,2871,2797.5610,0.9426,1.0598,0.8925,1.1204
I00699,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",1.1068,2,87930,2914,2632.8065,0.9409,1.0617,0.8922,1.1208
I00699,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1.2321,1,22673,1181,958.4917,0.9032,1.1039,0.8827,1.1328
I00699,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1.0051,2,35117,1293,1286.3822,0.9161,1.0892,0.8864,1.1281
I00699,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0992,2,56124,2458,2236.2163,0.9359,1.0671,0.8912,1.1221
I00699,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1.1800,1,30094,1381,1170.3557,0.9121,1.0937,0.8853,1.1295
I00699,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.8413,3,89335,2109,2506.8924,0.9394,1.0633,0.8919,1.1212
I00699,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",1.0245,2,76501,2435,2376.6567,0.9378,1.0650,0.8916,1.1216
I00699,RWJ,"STOCKPORT NHS FOUNDATION TRUST",0.9740,2,57926,1925,1976.4459,0.9319,1.0715,0.8903,1.1232
I00699,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",0.9550,2,51756,1996,2089.9966,0.9338,1.0695,0.8907,1.1227
I00699,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1.1501,1,33645,1564,1359.8832,0.9183,1.0867,0.8870,1.1274
I00699,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",0.9168,2,58108,1859,2027.7852,0.9328,1.0705,0.8905,1.1229
I00699,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",1.1093,2,69688,2533,2283.4083,0.9366,1.0664,0.8913,1.1219
I00699,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",0.9366,2,41351,1082,1155.2539,0.9115,1.0943,0.8852,1.1297
I00699,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",0.9359,2,100773,2596,2773.9439,0.9424,1.0601,0.8925,1.1204
I00699,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1.1366,1,47193,1626,1430.5377,0.9203,1.0844,0.8875,1.1267
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0.9869,2,47400,1796,1819.8683,0.9291,1.0746,0.8897,1.1240
I00699,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1.0656,2,40127,1457,1367.3661,0.9185,1.0864,0.8871,1.1273
I00699,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",0.9806,2,49162,2146,2188.5669,0.9352,1.0678,0.8911,1.1223
I00699,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",1.2194,1,67757,2663,2183.8057,0.9352,1.0679,0.8910,1.1223
I00699,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",0.9334,2,46519,1777,1903.7091,0.9307,1.0729,0.8900,1.1235
I00699,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",1.1544,1,81182,3761,3258.0989,0.9467,1.0553,0.8933,1.1194
I00699,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",0.7357,3,70535,1167,1586.2571,0.9242,1.0800,0.8885,1.1255
I00699,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",0.9348,2,95868,3071,3285.0462,0.9469,1.0551,0.8933,1.1194
I00699,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",0.9839,2,256713,7468,7590.5609,0.9649,1.0360,0.8960,1.1161
I00699,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1.0274,2,77553,1796,1748.1723,0.9277,1.0761,0.8894,1.1244
I00699,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",1.1333,1,98181,3063,2702.7016,0.9416,1.0609,0.8924,1.1206
I00699,RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",0.9661,2,130260,4672,4836.1550,0.9562,1.0452,0.8948,1.1175
I00699,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0.9477,2,157584,4444,4689.0589,0.9555,1.0460,0.8947,1.1176
I00699,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0.9856,2,49305,1795,1821.2132,0.9291,1.0745,0.8897,1.1240
I00699,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",1.0666,2,128542,4507,4225.5531,0.9531,1.0485,0.8944,1.1181
I00699,RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",1.0728,2,72439,2639,2459.9970,0.9389,1.0639,0.8918,1.1213
I00699,RBK,"WALSALL HEALTHCARE NHS TRUST",1.1070,2,45473,1682,1519.4358,0.9226,1.0818,0.8881,1.1260
I00699,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1.0768,2,46827,1448,1344.6954,0.9178,1.0872,0.8869,1.1275
I00699,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",0.9645,2,61361,2133,2211.5979,0.9356,1.0675,0.8911,1.1222
I00699,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",0.8685,3,36529,1486,1711.0017,0.9270,1.0770,0.8892,1.1246
I00699,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",0.9653,2,76228,3175,3289.1373,0.9470,1.0551,0.8934,1.1194
I00699,RA3,"WESTON AREA HEALTH NHS TRUST",0.9911,2,16448,920,928.3030,0.9016,1.1056,0.8823,1.1334
I00699,RKE,"WHITTINGTON HEALTH NHS TRUST",0.7573,3,27169,610,805.4418,0.8946,1.1137,0.8801,1.1363
I00699,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9470,2,67745,2259,2385.4419,0.9379,1.0649,0.8916,1.1216
I00699,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",1.0584,2,71079,2954,2790.9741,0.9425,1.0599,0.8925,1.1204
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1.1345,1,45358,1906,1680.0631,0.9263,1.0777,0.8890,1.1248
I00699,RLQ,"WYE VALLEY NHS TRUST",1.1211,2,28877,1257,1121.2252,0.9102,1.0958,0.8848,1.1302
I00699,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",0.9778,2,28330,1114,1139.3469,0.9109,1.0950,0.8850,1.1299
I00699,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9902,2,86990,3193,3224.6978,0.9465,1.0556,0.8933,1.1195
