INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,Q_1_NUMERATOR,Q_2_NUMERATOR,Q_3_NUMERATOR,Q_4_NUMERATOR,Q_5_NUMERATOR,NULL_NUMERATOR,Q_1_RATE,Q_2_RATE,Q_3_RATE,Q_4_RATE,Q_5_RATE,NULL_RATE
I00743,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1333,250,134,147,226,340,236,18.8,10.1,11,17,25.5,17.7
I00743,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2560,604,616,306,478,486,70,23.6,24.1,12,18.7,19,2.7
I00743,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1224,376,414,201,156,71,6,30.7,33.8,16.4,12.7,5.8,0.5
I00743,RK9,PLYMOUTH HOSPITALS NHS TRUST,2177,291,587,579,520,176,24,13.4,27,26.6,23.9,8.1,1.1
I00743,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2637,538,604,531,510,430,24,20.4,22.9,20.1,19.3,16.3,0.9
I00743,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,287,110,100,34,30,*,*,38.3,34.8,11.8,10.5,*,*
I00743,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2074,810,397,332,321,192,22,39.1,19.1,16,15.5,9.3,1.1
I00743,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2020,827,572,279,226,60,56,40.9,28.3,13.8,11.2,3,2.8
I00743,RLQ,WYE VALLEY NHS TRUST,984,48,87,448,245,32,124,4.9,8.8,45.5,24.9,3.3,12.6
I00743,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,889,150,240,228,160,*,*,16.9,27,25.6,18,*,*
I00743,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3035,189,500,885,884,556,21,6.2,16.5,29.2,29.1,18.3,0.7
I00743,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1754,495,250,256,346,387,20,28.2,14.3,14.6,19.7,22.1,1.1
I00743,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1587,642,424,273,153,89,6,40.5,26.7,17.2,9.6,5.6,0.4
I00743,RMC,BOLTON NHS FOUNDATION TRUST,1668,778,339,190,222,118,21,46.6,20.3,11.4,13.3,7.1,1.3
I00743,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1357,542,403,212,135,*,*,39.9,29.7,15.6,9.9,*,*
I00743,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1623,161,188,289,451,519,15,9.9,11.6,17.8,27.8,32,0.9
I00743,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1845,7,208,323,408,888,11,0.4,11.3,17.5,22.1,48.1,0.6
I00743,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1439,*,353,288,366,292,*,*,24.5,20,25.4,20.3,*
I00743,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2107,671,501,295,387,244,9,31.8,23.8,14,18.4,11.6,0.4
I00743,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1673,326,390,399,346,189,23,19.5,23.3,23.8,20.7,11.3,1.4
I00743,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1388,201,333,307,255,277,15,14.5,24,22.1,18.4,20,1.1
I00743,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1702,212,304,306,407,467,6,12.5,17.9,18,23.9,27.4,0.4
I00743,RNZ,SALISBURY NHS FOUNDATION TRUST,997,32,70,310,314,265,6,3.2,7,31.1,31.5,26.6,0.6
I00743,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2634,947,647,552,423,55,10,36,24.6,21,16.1,2.1,0.4
I00743,RPA,MEDWAY NHS FOUNDATION TRUST,1705,319,475,361,294,250,6,18.7,27.9,21.2,17.2,14.7,0.4
I00743,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1776,1111,290,169,157,31,18,62.6,16.3,9.5,8.8,1.7,1
I00743,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1687,30,170,409,554,511,13,1.8,10.1,24.2,32.8,30.3,0.8
I00743,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,509,76,181,119,88,15,30,14.9,35.6,23.4,17.3,2.9,5.9
I00743,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,695,*,55,219,157,256,*,*,7.9,31.5,22.6,36.8,*
I00743,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1419,27,431,254,325,373,9,1.9,30.4,17.9,22.9,26.3,0.6
I00743,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,481,385,64,7,*,*,22,80,13.3,1.5,*,*,4.6
I00743,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4268,1549,722,646,657,593,101,36.3,16.9,15.1,15.4,13.9,2.4
I00743,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1373,506,418,137,231,75,6,36.9,30.4,10,16.8,5.5,0.4
I00743,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3832,1291,754,538,760,440,49,33.7,19.7,14,19.8,11.5,1.3
I00743,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1586,602,414,202,236,*,*,38,26.1,12.7,14.9,*,*
I00743,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2390,906,532,557,236,124,35,37.9,22.3,23.3,9.9,5.2,1.5
I00743,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1190,362,358,182,127,98,63,30.4,30.1,15.3,10.7,8.2,5.3
I00743,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2511,961,503,321,342,333,51,38.3,20,12.8,13.6,13.3,2
I00743,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2914,229,303,700,764,890,28,7.9,10.4,24,26.2,30.5,1
I00743,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2849,658,659,596,513,413,10,23.1,23.1,20.9,18,14.5,0.4
I00743,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2991,459,573,704,569,644,42,15.3,19.2,23.5,19,21.5,1.4
I00743,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3198,188,262,545,843,1314,46,5.9,8.2,17,26.4,41.1,1.4
I00743,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1515,10,125,250,324,777,29,0.7,8.3,16.5,21.4,51.3,1.9
I00743,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1629,18,140,424,427,608,12,1.1,8.6,26,26.2,37.3,0.7
I00743,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2589,840,444,354,583,349,19,32.4,17.1,13.7,22.5,13.5,0.7
I00743,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1876,346,329,487,460,242,12,18.4,17.5,26,24.5,12.9,0.6
I00743,RVJ,NORTH BRISTOL NHS TRUST,1935,220,423,373,334,538,47,11.4,21.9,19.3,17.3,27.8,2.4
I00743,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1897,38,266,362,422,794,15,2,14,19.1,22.2,41.9,0.8
I00743,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3866,590,761,1027,1186,281,21,15.3,19.7,26.6,30.7,7.3,0.5
I00743,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1801,763,341,298,209,179,11,42.4,18.9,16.5,11.6,9.9,0.6
I00743,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1315,155,291,299,366,194,10,11.8,22.1,22.7,27.8,14.8,0.8
I00743,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1715,742,407,228,154,127,57,43.3,23.7,13.3,9,7.4,3.3
I00743,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3904,1820,756,638,429,206,55,46.6,19.4,16.3,11,5.3,1.4
I00743,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3261,1016,494,597,599,531,24,31.2,15.1,18.3,18.4,16.3,0.7
I00743,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3386,491,801,863,756,464,11,14.5,23.7,25.5,22.3,13.7,0.3
I00743,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4327,659,836,785,981,1015,51,15.2,19.3,18.1,22.7,23.5,1.2
I00743,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2035,*,177,384,602,819,*,*,8.7,18.9,29.6,40.2,*
I00743,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1786,6,231,430,336,777,6,0.3,12.9,24.1,18.8,43.5,0.3
I00743,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2261,58,307,648,501,731,16,2.6,13.6,28.7,22.2,32.3,0.7
I00743,RWJ,STOCKPORT NHS FOUNDATION TRUST,1568,225,317,324,297,398,7,14.3,20.2,20.7,18.9,25.4,0.4
I00743,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2689,276,327,740,816,505,25,10.3,12.2,27.5,30.3,18.8,0.9
I00743,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1458,456,209,193,312,238,50,31.3,14.3,13.2,21.4,16.3,3.4
I00743,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2157,569,539,361,422,255,11,26.4,25,16.7,19.6,11.8,0.5
I00743,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3681,876,734,645,651,717,58,23.8,19.9,17.5,17.7,19.5,1.6
I00743,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2471,382,733,617,538,187,14,15.5,29.7,25,21.8,7.6,0.6
I00743,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2866,829,858,506,506,151,16,28.9,29.9,17.7,17.7,5.3,0.6
I00743,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2241,272,469,505,460,509,26,12.1,20.9,22.5,20.5,22.7,1.2
I00743,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2046,1269,435,251,51,6,34,62,21.3,12.3,2.5,0.3,1.7
I00743,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2327,635,502,497,402,279,12,27.3,21.6,21.4,17.3,12,0.5
I00743,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2229,454,412,360,608,375,20,20.4,18.5,16.2,27.3,16.8,0.9
I00743,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2870,822,861,528,334,319,6,28.6,30,18.4,11.6,11.1,0.2
I00743,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1579,*,206,212,301,848,*,*,13,13.4,19.1,53.7,*
I00743,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2524,990,642,294,406,174,18,39.2,25.4,11.6,16.1,6.9,0.7
I00743,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2350,228,441,694,449,288,250,9.7,18.8,29.5,19.1,12.3,10.6
I00743,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2054,555,660,424,248,98,69,27,32.1,20.6,12.1,4.8,3.4
I00743,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2758,220,444,894,702,487,11,8,16.1,32.4,25.5,17.7,0.4
