INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,Q_1_NUMERATOR,Q_2_NUMERATOR,Q_3_NUMERATOR,Q_4_NUMERATOR,Q_5_NUMERATOR,NULL_NUMERATOR,Q_1_RATE,Q_2_RATE,Q_3_RATE,Q_4_RATE,Q_5_RATE,NULL_RATE
I00742,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,63253,11465,15271,11421,9051,9627,6418,18.1,24.1,18.1,14.3,15.2,10.1
I00742,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,76223,8873,11850,15557,16919,17708,5316,11.6,15.5,20.4,22.2,23.2,7
I00742,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,24585,609,1327,4823,7194,8583,2049,2.5,5.4,19.6,29.3,34.9,8.3
I00742,RCF,AIREDALE NHS FOUNDATION TRUST,34020,7221,4465,6168,8928,4835,2403,21.2,13.1,18.1,26.2,14.2,7.1
I00742,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",39830,5571,12013,12913,5215,1666,2452,14,30.2,32.4,13.1,4.2,6.2
I00742,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,43674,1837,5504,9847,11609,14211,666,4.2,12.6,22.5,26.6,32.5,1.5
I00742,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,48894,3781,9681,12083,9696,8768,4885,7.7,19.8,24.7,19.8,17.9,10
I00742,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,42340,5405,5508,5037,9106,13039,4245,12.8,13,11.9,21.5,30.8,10
I00742,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52757,8801,13960,9638,7613,9339,3406,16.7,26.5,18.3,14.4,17.7,6.5
I00742,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,55459,5888,12378,12840,12799,7251,4303,10.6,22.3,23.2,23.1,13.1,7.8
I00742,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,109550,4289,16407,21345,19583,41727,6199,3.9,15,19.5,17.9,38.1,5.7
I00742,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,42628,4025,8484,9636,8708,10844,931,9.4,19.9,22.6,20.4,25.4,2.2
I00742,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22719,10067,5099,3307,1268,1482,1496,44.3,22.4,14.6,5.6,6.5,6.6
I00742,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66497,9585,24050,21270,5508,1150,4934,14.4,36.2,32,8.3,1.7,7.4
I00742,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41312,23542,5674,5409,3790,2291,606,57,13.7,13.1,9.2,5.5,1.5
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",77513,15367,21867,15423,10924,5170,8762,19.8,28.2,19.9,14.1,6.7,11.3
I00742,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42648,14784,11656,7503,4144,1742,2819,34.7,27.3,17.6,9.7,4.1,6.6
I00742,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,39533,16262,10607,5671,5169,1598,226,41.1,26.8,14.3,13.1,4,0.6
I00742,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,47339,10285,12721,7978,8195,5228,2932,21.7,26.9,16.9,17.3,11,6.2
I00742,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,36060,2650,10870,7958,5724,3288,5570,7.3,30.1,22.1,15.9,9.1,15.4
I00742,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,51515,9876,7356,9022,12305,7845,5111,19.2,14.3,17.5,23.9,15.2,9.9
I00742,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30380,7006,6633,8045,5172,1168,2356,23.1,21.8,26.5,17,3.8,7.8
I00742,RGQ,IPSWICH HOSPITAL NHS TRUST,49136,6494,6196,9097,13648,11121,2580,13.2,12.6,18.5,27.8,22.6,5.3
I00742,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,33741,389,4189,7935,12628,6056,2544,1.2,12.4,23.5,37.4,17.9,7.5
I00742,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,73070,1993,8651,11842,19519,24691,6374,2.7,11.8,16.2,26.7,33.8,8.7
I00742,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,62456,4352,12115,18819,16574,6101,4495,7,19.4,30.1,26.5,9.8,7.2
I00742,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,91931,12085,15602,19314,16708,20971,7251,13.1,17,21,18.2,22.8,7.9
I00742,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,108828,39202,18548,17844,14339,10929,7966,36,17,16.4,13.2,10,7.3
I00742,RHU,PORTSMOUTH HOSPITALS NHS TRUST,86448,15540,15359,14803,16988,16845,6913,18,17.8,17.1,19.7,19.5,8
I00742,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,64666,3184,9664,10133,10583,25162,5940,4.9,14.9,15.7,16.4,38.9,9.2
I00742,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84074,21998,28521,10495,7170,5693,10197,26.2,33.9,12.5,8.5,6.8,12.1
I00742,RJ2,LEWISHAM AND GREENWICH NHS TRUST,67929,23405,24816,8939,4122,2513,4134,34.5,36.5,13.2,6.1,3.7,6.1
I00742,RJ6,CROYDON HEALTH SERVICES NHS TRUST,46447,8572,14498,9772,4794,2384,6427,18.5,31.2,21,10.3,5.1,13.8
I00742,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,80624,7438,23627,19694,11655,12323,5887,9.2,29.3,24.4,14.5,15.3,7.3
I00742,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,10518,150,936,1781,2782,3961,908,1.4,8.9,16.9,26.4,37.7,8.6
I00742,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,132003,38064,26597,23438,22805,13859,7240,28.8,20.1,17.8,17.3,10.5,5.5
I00742,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,41303,5599,7507,9080,9491,6197,3429,13.6,18.2,22,23,15,8.3
I00742,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,58198,16461,10056,10914,10263,4564,5940,28.3,17.3,18.8,17.6,7.8,10.2
I00742,RJN,EAST CHESHIRE NHS TRUST,22579,1403,2980,4320,4065,7886,1925,6.2,13.2,19.1,18,34.9,8.5
I00742,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,45763,8756,4468,4556,6710,9800,11473,19.1,9.8,10,14.7,21.4,25.1
I00742,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,102436,26185,29169,14475,13079,12493,7035,25.6,28.5,14.1,12.8,12.2,6.9
I00742,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,37532,11639,10710,6309,4530,2199,2145,31,28.5,16.8,12.1,5.9,5.7
I00742,RK9,PLYMOUTH HOSPITALS NHS TRUST,68964,12214,17059,16357,13711,4939,4684,17.7,24.7,23.7,19.9,7.2,6.8
I00742,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,90325,21883,19280,16967,14404,10983,6808,24.2,21.3,18.8,15.9,12.2,7.5
I00742,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,29357,11823,9062,3429,1544,427,3072,40.3,30.9,11.7,5.3,1.5,10.5
I00742,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,62812,26728,11219,8166,7590,4515,4594,42.6,17.9,13,12.1,7.2,7.3
I00742,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,58836,23604,15338,7508,6272,2291,3823,40.1,26.1,12.8,10.7,3.9,6.5
I00742,RLQ,WYE VALLEY NHS TRUST,27940,1786,3214,11915,5316,922,4787,6.4,11.5,42.6,19,3.3,17.1
I00742,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23084,3822,6311,4699,3674,2550,2028,16.6,27.3,20.4,15.9,11,8.8
I00742,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,89604,7682,14982,24078,22426,14121,6315,8.6,16.7,26.9,25,15.8,7
I00742,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,62193,19878,8203,8780,9866,10924,4542,32,13.2,14.1,15.9,17.6,7.3
I00742,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,46520,20567,10649,6932,4663,3109,600,44.2,22.9,14.9,10,6.7,1.3
I00742,RMC,BOLTON NHS FOUNDATION TRUST,64618,27728,12036,7437,6850,4417,6150,42.9,18.6,11.5,10.6,6.8,9.5
I00742,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,33521,13429,8873,4896,3405,1488,1430,40.1,26.5,14.6,10.2,4.4,4.3
I00742,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61691,5532,5970,9234,13591,18279,9085,9,9.7,15,22,29.6,14.7
I00742,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,60558,434,7379,9310,11644,26043,5748,0.7,12.2,15.4,19.2,43,9.5
I00742,RN7,DARTFORD AND GRAVESHAM NHS TRUST,57372,6366,13029,10779,12279,9696,5223,11.1,22.7,18.8,21.4,16.9,9.1
I00742,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,67981,22641,15658,8531,9012,7136,5003,33.3,23,12.5,13.3,10.5,7.4
I00742,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,47823,9787,10849,10725,8083,4159,4220,20.5,22.7,22.4,16.9,8.7,8.8
I00742,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,46414,7607,10607,7978,7372,9120,3730,16.4,22.9,17.2,15.9,19.6,8
I00742,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,61081,10668,11105,9929,10331,14530,4518,17.5,18.2,16.3,16.9,23.8,7.4
I00742,RNZ,SALISBURY NHS FOUNDATION TRUST,34451,1382,2268,9969,9658,8647,2527,4,6.6,28.9,28,25.1,7.3
I00742,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,73439,27189,16239,12330,10227,1919,5535,37,22.1,16.8,13.9,2.6,7.5
I00742,RPA,MEDWAY NHS FOUNDATION TRUST,51660,10123,15915,9393,7824,6883,1522,19.6,30.8,18.2,15.1,13.3,2.9
I00742,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,48950,30205,7233,4982,3885,1426,1219,61.7,14.8,10.2,7.9,2.9,2.5
I00742,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,53959,2251,6994,10005,14740,14996,4973,4.2,13,18.5,27.3,27.8,9.2
I00742,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,43146,6344,12378,9191,7158,2183,5892,14.7,28.7,21.3,16.6,5.1,13.7
I00742,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,21181,205,2176,5479,3842,7089,2390,1,10.3,25.9,18.1,33.5,11.3
I00742,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,47052,1806,13826,7517,9284,10185,4434,3.8,29.4,16,19.7,21.6,9.4
I00742,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41148,26607,6842,831,459,276,6133,64.7,16.6,2,1.1,0.7,14.9
I00742,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,153739,67457,20832,19154,17313,16315,12668,43.9,13.6,12.5,11.3,10.6,8.2
I00742,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34723,13345,9338,3489,4921,1768,1862,38.4,26.9,10,14.2,5.1,5.4
I00742,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,124296,42059,22292,16467,19607,13121,10750,33.8,17.9,13.2,15.8,10.6,8.6
I00742,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",42125,13874,9249,5480,6193,4029,3300,32.9,22,13,14.7,9.6,7.8
I00742,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,61030,24502,12511,12655,6000,4090,1272,40.1,20.5,20.7,9.8,6.7,2.1
I00742,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,75082,20067,19751,11421,8252,5966,9625,26.7,26.3,15.2,11,7.9,12.8
I00742,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,106368,34352,21636,14263,14349,12881,8887,32.3,20.3,13.4,13.5,12.1,8.4
I00742,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,83038,8384,9843,18627,18605,20691,6888,10.1,11.9,22.4,22.4,24.9,8.3
I00742,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,60643,14808,14034,11211,9301,8546,2743,24.4,23.1,18.5,15.3,14.1,4.5
I00742,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,84604,15881,15297,17208,13308,15272,7638,18.8,18.1,20.3,15.7,18.1,9
I00742,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,111973,7391,11811,18483,23959,40145,10184,6.6,10.5,16.5,21.4,35.9,9.1
I00742,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,43672,389,4435,6944,9376,18268,4260,0.9,10.2,15.9,21.5,41.8,9.8
I00742,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,49758,753,5112,11670,11210,15873,5140,1.5,10.3,23.5,22.5,31.9,10.3
I00742,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,91858,32814,13999,11603,16631,12867,3944,35.7,15.2,12.6,18.1,14,4.3
I00742,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52281,10662,8614,11571,11977,5989,3468,20.4,16.5,22.1,22.9,11.5,6.6
I00742,RVJ,NORTH BRISTOL NHS TRUST,72803,8300,13903,13086,12556,17756,7202,11.4,19.1,18,17.2,24.4,9.9
I00742,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,57821,2131,9813,10372,11970,17721,5814,3.7,17,17.9,20.7,30.6,10.1
I00742,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,105041,18730,21340,26238,24555,6799,7379,17.8,20.3,25,23.4,6.5,7
I00742,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,46329,18785,8757,6088,4214,5080,3405,40.5,18.9,13.1,9.1,11,7.3
I00742,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35043,5237,6537,7522,7695,5076,2976,14.9,18.7,21.5,22,14.5,8.5
I00742,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,103897,45864,20140,12222,8286,5985,11400,44.1,19.4,11.8,8,5.8,11
I00742,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,127916,60585,23431,15708,11485,5643,11064,47.4,18.3,12.3,9,4.4,8.6
I00742,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,88543,29421,12417,14818,13494,12456,5937,33.2,14,16.7,15.2,14.1,6.7
I00742,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,84343,14959,19600,20411,17960,10934,479,17.7,23.2,24.2,21.3,13,0.6
I00742,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,139166,24910,26049,20178,24935,28522,14572,17.9,18.7,14.5,17.9,20.5,10.5
I00742,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,62502,2178,5667,12010,17377,19409,5861,3.5,9.1,19.2,27.8,31.1,9.4
I00742,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,64086,652,8685,14184,12157,22052,6356,1,13.6,22.1,19,34.4,9.9
I00742,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,64535,1439,8109,16426,13804,20156,4601,2.2,12.6,25.5,21.4,31.2,7.1
I00742,RWJ,STOCKPORT NHS FOUNDATION TRUST,59693,10644,11849,11361,10218,11835,3786,17.8,19.8,19,17.1,19.8,6.3
I00742,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,74151,9317,10192,17103,18331,12645,6563,12.6,13.7,23.1,24.7,17.1,8.9
I00742,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,48694,15232,7864,5196,8606,7808,3988,31.3,16.1,10.7,17.7,16,8.2
I00742,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,73853,19684,17635,10661,12374,7662,5837,26.7,23.9,14.4,16.8,10.4,7.9
I00742,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,130645,34442,25461,20852,19752,21947,8191,26.4,19.5,16,15.1,16.8,6.3
I00742,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58741,11455,15690,12982,10368,4324,3922,19.5,26.7,22.1,17.7,7.4,6.7
I00742,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,111221,35177,30397,18140,15929,6132,5446,31.6,27.3,16.3,14.3,5.5,4.9
I00742,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,70373,9406,14354,14573,12204,13453,6383,13.4,20.4,20.7,17.3,19.1,9.1
I00742,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,71944,42963,12713,7188,2012,727,6341,59.7,17.7,10,2.8,1,8.8
I00742,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,56014,18418,10805,9369,8109,5935,3378,32.9,19.3,16.7,14.5,10.6,6
I00742,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,75828,18704,12483,12890,14228,12287,5236,24.7,16.5,17,18.8,16.2,6.9
I00742,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,83903,24244,23707,12715,9066,8518,5653,28.9,28.3,15.2,10.8,10.2,6.7
I00742,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,48186,285,7407,6931,7846,20221,5496,0.6,15.4,14.4,16.3,42,11.4
I00742,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,80330,35495,15855,7494,10604,4326,6556,44.2,19.7,9.3,13.2,5.4,8.2
I00742,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,66401,7950,13263,15997,11340,6956,10895,12,20,24.1,17.1,10.5,16.4
I00742,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,105846,26738,30385,18520,11846,5275,13082,25.3,28.7,17.5,11.2,5,12.4
I00742,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,69256,4704,11046,21741,15728,10468,5569,6.8,15.9,31.4,22.7,15.1,8
