INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SITE_CODE,SITE_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL,SITE_TYPE,NO_PROVIDERS_AT_SITE,SITE_OWNER,SITE_POSTCODE
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE6H,"THE YORKSHIRE CLINIC",*,*,15,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,BD16 1TW
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE5H,"WESTBOURNE GREEN COMMUNITY HOSPITAL",1.3235,2,135,15,10.0000,0.3385,2.2461,0.5574,1.7940,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD8 8RA
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE3A,"WESTWOOD PARK",*,*,10,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD6 3RW
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE,"NOT PROVIDED",*,*,10,*,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE1R,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE2J,"NOT PROVIDED",1.0937,2,100,10,10.0000,0.2760,2.5013,0.5136,1.9471,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",.,"NOT PROVIDED",1.1314,2,6960,340,300.0000,0.8316,1.1908,0.8260,1.2107,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH05,"BRIGHTON GENERAL HOSPITAL",*,*,135,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 3EW
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH17,"HOVE POLYCLINIC",*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN3 7HY
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH10,"HURSTWOOD PARK CENTRE",*,*,910,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,RH16 4EX
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH21,"LEWES VICTORIA HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN7 1PE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH09,"PRINCESS ROYAL HOSPITAL",0.8818,2,19885,640,725.0000,0.8890,1.1203,0.8430,1.1862,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RH16 4EX
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH06,"ROYAL ALEXANDRA CHILDREN'S HOSPITAL",*,*,7065,*,10.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH01,"ROYAL SUSSEX COUNTY HOSPITAL",1.0255,2,39960,1635,1595.0000,0.9244,1.0798,0.8504,1.1759,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH07,"SUSSEX EYE HOSPITAL",*,*,730,*,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,BN2 5BF
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH60,"SUSSEX ORTHOPAEDIC TREATMENT CENTRE",*,*,1240,*,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,RH16 4EY
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",.,"NOT PROVIDED",*,*,*,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ51,"AMERSHAM HOSPITAL",0.6312,2,250,10,15.0000,0.3982,2.0455,0.5969,1.6754,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP7 0JD
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ61,"BUCKINGHAM HOSPITAL",*,*,85,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,MK18 1NU
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQFN,"FLORENCE NIGHTINGALE HOSPICE",2.7855,1,205,95,35.0000,0.5567,1.6425,0.6933,1.4424,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ02,"STOKE MANDEVILLE HOSPITAL",1.0293,2,54325,1285,1245.0000,0.9148,1.0906,0.8487,1.1783,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ50,"WYCOMBE HOSPITAL",0.6729,3,9430,185,275.0000,0.8235,1.2013,0.8231,1.2149,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP11 2TT
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",RWY02,"CALDERDALE ROYAL HOSPITAL",0.9007,2,41780,815,905.0000,0.9004,1.1070,0.8457,1.1825,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HX3 0PW
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",RWY01,"HUDDERSFIELD ROYAL INFIRMARY",1.0226,2,29205,1405,1370.0000,0.9186,1.0863,0.8494,1.1773,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HD3 3EA
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,125,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT01,"ADDENBROOKE'S HOSPITAL",0.8418,3,63535,2155,2560.0000,0.9400,1.0626,0.8528,1.1726,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT1Y,"CAMBRIDGE DIALYSIS CENTRE",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,CB5 8PD
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT3Q,"CUH AT KINGS LYNN DIALYSIS",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,PE30 4ET
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT1Q,"CUH AT PRINCESS OF WALES HOSPITAL",*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB6 1DN
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT65,"HINCHINGBROOKE DIALYSIS UNIT",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT03,"KINGS LYNN DIALYSIS",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT98,"NUFFIELD HEALTH CAMBRIDGE HOSPITAL",*,*,360,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB2 8AF
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT32,"ROSIE HOSPITAL",0.9715,2,12230,25,25.0000,0.5069,1.7533,0.6642,1.5055,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT97,"SPIRE (LEA) HOSPITAL",*,*,495,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB24 9EL
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT04,"WEST SUFFOLK DIALYSIS",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,10,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",RQM01,"CHELSEA & WESTMINSTER HOSPITAL",0.7270,3,44455,605,835.0000,0.8965,1.1116,0.8448,1.1837,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SW10 9NH
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",RQM91,"WEST MIDDLESEX UNIVERSITY HOSPITAL",0.7556,3,51880,955,1265.0000,0.9153,1.0901,0.8488,1.1782,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TW7 6AF
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",RFSDA,"CHESTERFIELD ROYAL HOSPITAL",1.0029,2,51665,1795,1790.0000,0.9286,1.0752,0.8511,1.1749,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S44 5BL
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RJR05,"COUNTESS OF CHESTER HOSPITAL",1.0803,2,48650,1490,1380.0000,0.9189,1.0860,0.8494,1.1773,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CH2 1UL
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RJR60,"ELLESMERE PORT HOSPITAL",*,*,75,10,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,CH65 6SG
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RWWHG,"HALTON HOSPITAL",*,*,45,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WA7 2DA
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RWWWH,"WARRINGTON HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,WA5 1QG
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,40,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPBA,"BISHOP AUCKLAND HOSPITAL",1.0736,2,1070,10,10.0000,0.3015,2.3906,0.5318,1.8804,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL14 6AD
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCC,"CHESTER LE STREET HOSPITAL",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH3 3AT
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPDA,"DARLINGTON MEMORIAL HOSPITAL",1.1856,1,33540,1265,1070.0000,0.9081,1.0982,0.8473,1.1802,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DL3 6HX
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCG,"HORN HALL HOSPITAL",0.6961,2,400,25,35.0000,0.5471,1.6630,0.6878,1.4540,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL13 2JR
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCJ,"RICHARDSON HOSPITAL",0.6698,3,610,30,50.0000,0.6117,1.5328,0.7241,1.3811,RESIDENTIAL SOCIAL CARE,ONE,TRUST,DL12 8ET
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCL,"SEDGEFIELD COMMUNITY HOSPITAL",0.5238,3,590,25,50.0000,0.6115,1.5331,0.7240,1.3813,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TS21 3EE
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCW,"SHOTLEY BRIDGE HOSPITAL SITE",*,*,70,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH8 0NB
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",NT333,"SPIRE WASHINGTON HOSPITAL",*,*,75,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NE38 9JZ
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPWE,"SUNDERLAND ROYAL HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,SR4 7TP
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCP,"UNIVERSITY HOSPITAL OF NORTH DURHAM",1.1431,2,45995,1680,1470.0000,0.9214,1.0832,0.8499,1.1766,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH1 5TW
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPDU,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",RJ611,"CROYDON UNIVERSITY HOSPITAL",0.9956,2,26335,1005,1010.0000,0.9056,1.1011,0.8468,1.1809,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CR7 7YE
I00699,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",RJ600,"NOT PROVIDED",0.7785,3,10315,285,365.0000,0.8460,1.1726,0.8308,1.2037,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",RN707,"DARENT VALLEY HOSPITAL",1.0601,2,55530,1485,1400.0000,0.9195,1.0853,0.8495,1.1771,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DA2 8DA
I00699,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",RN7QM,"QUEEN MARY'S HOSPITAL SIDCUP",*,*,1125,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DA14 6LT
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",NTP13,"BARLBOROUGH NHS TREATMENT CENTRE",*,*,70,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,S43 4XE
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",RP5BA,"BASSETLAW HOSPITAL",1.0792,2,18665,690,640.0000,0.8824,1.1282,0.8414,1.1885,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S81 0BD
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",RP5DR,"DONCASTER ROYAL INFIRMARY",1.1035,2,54640,2075,1880.0000,0.9302,1.0733,0.8514,1.1746,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DN2 5LT
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",RP5MM,"MONTAGU HOSPITAL",*,*,65,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S64 0AZ
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",NVC14,"PARK HILL HOSPITAL",*,*,265,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,DN2 5TH
