INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SITE_CODE,SITE_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL,SITE_TYPE,NO_PROVIDERS_AT_SITE,SITE_OWNER,SITE_POSTCODE
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4HG,"HIGHGATE PRIVATE HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,N6 4DJ
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4DG,"KING GEORGE HOSPITAL",0.9531,2,17885,700,735.0000,0.8899,1.1193,0.8463,1.1817,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,IG3 8YB
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4LD,"LONDON DAY SURGERY CENTRE",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,N12 8TP
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4QH,"QUEEN'S HOSPITAL",0.9670,2,67550,2225,2300.0000,0.9368,1.0661,0.8556,1.1687,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RM7 0AG
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4BM,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4HH,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4RH,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RF4TC,"NOT PROVIDED",*,*,125,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",.,"NOT PROVIDED",*,*,*,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",RFFAA,"BARNSLEY HOSPITAL",0.9930,2,45885,1565,1575.0000,0.9239,1.0803,0.8535,1.1716,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S75 2EP
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H41,"BARKING BIRTH CENTRE",*,*,445,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,IG11 9LX
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H65,"BARTS AND THE LONDON OUTREACH CLINICS",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H90,"BLT BIRTH CENTRE",*,*,605,0,*,*,*,*,*,DENTISTS,ONE,TRUST,E14 8JH
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H86,"BLT PRIVATE HOSPITALS",*,*,30,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H15,"COMMUNITY HEALTH SERVICES",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,E1 4DG
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H11,"GATEWAY SURGICAL CENTRE",*,*,905,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E13 8SL
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H13,"MILE END HOSPITAL",*,*,20,0,*,*,*,*,*,MENTAL HEALTH - COMMUNITY & RESIDENTIAL - NHS,ONE,TRUST,E1 4DG
I00699,R1H,"BARTS HEALTH NHS TRUST",R1HNH,"NEWHAM GENERAL HOSPITAL",0.9069,2,38355,655,720.0000,0.8889,1.1204,0.8460,1.1820,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E13 8SL
I00699,R1H,"BARTS HEALTH NHS TRUST",R1HM0,"ST BARTHOLOMEW'S HOSPITAL",0.9545,2,14545,485,510.0000,0.8686,1.1447,0.8405,1.1897,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EC1A 7BE
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H12,"THE ROYAL LONDON HOSPITAL",0.8519,3,67945,1190,1400.0000,0.9194,1.0854,0.8527,1.1727,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,"BARTS HEALTH NHS TRUST",R1HKH,"WHIPPS CROSS UNIVERSITY HOSPITAL",0.9409,2,52615,1365,1450.0000,0.9208,1.0838,0.8530,1.1724,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E11 1NR
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RDDH0,"BASILDON UNIVERSITY HOSPITAL",1.0009,2,74760,1985,1985.0000,0.9320,1.0714,0.8549,1.1697,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SS16 5NL
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RDDH6,"BRENTWOOD COMMUNITY HOSPITAL",*,*,*,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,CM15 8DR
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RDDH1,"ORSETT HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,RM16 3EU
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RDDH8,"THE ESSEX CARDIOTHORACIC CENTRE",1.0447,2,4750,135,130.0000,0.7509,1.3016,0.7958,1.2565,UNDETERMINED,ONE,TRUST,SS16 5NL
I00699,RC1,"BEDFORD HOSPITAL NHS TRUST",RC110,"BEDFORD HOSPITAL SOUTH WING",1.1321,2,36495,1270,1120.0000,0.9102,1.0958,0.8509,1.1752,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,MK42 9DJ
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",RXL01,"BLACKPOOL VICTORIA HOSPITAL",1.1521,2,54395,2340,2030.0000,0.9328,1.0705,0.8550,1.1696,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,FY3 8NR
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",RXL06,"CLIFTON HOSPITAL",*,*,65,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,FY8 1PB
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",RXL04,"FLEETWOOD HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,FY7 6BE
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",RMCE5,"INGLESIDE BIRTH & COMMUNITY CENTRE",*,*,270,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,M6 7WR
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",RMCD6,"LABURNUM LODGE HOME FOR THE ELDERLY",*,*,*,0,*,*,*,*,*,RESIDENTIAL SOCIAL CARE,ONE,TRUST,BL2 6PP
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",RMC01,"ROYAL BOLTON HOSPITAL",1.1630,2,60525,1740,1495.0000,0.9220,1.0825,0.8532,1.1721,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL4 0JR
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE01,"BRADFORD ROYAL INFIRMARY",0.8694,2,64750,1415,1625.0000,0.9251,1.0790,0.8537,1.1713,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD9 6RJ
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE02,"BRADFORD ROYAL INFIRMARY WOMEN'S UNIT",1.6577,1,24715,35,20.0000,0.4592,1.8721,0.6362,1.5719,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD9 6RJ
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE05,"ST LUKES HOSPITAL",1.2785,2,445,55,40.0000,0.5909,1.5728,0.7139,1.4008,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD5 0NA
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE6H,"THE YORKSHIRE CLINIC",*,*,30,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,BD16 1TW
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE5H,"WESTBOURNE GREEN COMMUNITY HOSPITAL",0.9849,2,155,15,15.0000,0.4036,2.0289,0.6011,1.6637,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD8 8RA
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE3A,"WESTWOOD PARK",*,*,10,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD6 3RW
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE,"NOT PROVIDED",*,*,15,*,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE1R,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE2J,"NOT PROVIDED",0.8873,2,110,10,10.0000,0.2992,2.4000,0.5307,1.8842,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",.,"NOT PROVIDED",1.0645,2,7395,355,335.0000,0.8397,1.1805,0.8314,1.2028,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH18,"ASHDOWN NUFFIELD HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,RH16 1UD
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH05,"BRIGHTON GENERAL HOSPITAL",*,*,95,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 3EW
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH17,"HOVE POLYCLINIC",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN3 7HY
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH10,"HURSTWOOD PARK CENTRE",*,*,1000,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,RH16 4EX
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH21,"LEWES VICTORIA HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN7 1PE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH09,"PRINCESS ROYAL HOSPITAL",0.9068,2,20470,655,720.0000,0.8888,1.1206,0.8460,1.1821,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RH16 4EX
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH06,"ROYAL ALEXANDRA CHILDREN'S HOSPITAL",*,*,7275,*,10.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH01,"ROYAL SUSSEX COUNTY HOSPITAL",1.0449,2,38135,1655,1585.0000,0.9242,1.0801,0.8536,1.1715,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH07,"SUSSEX EYE HOSPITAL",*,*,635,*,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,BN2 5BF
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH60,"SUSSEX ORTHOPAEDIC TREATMENT CENTRE",*,*,1300,0,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,RH16 4EY
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH00,"NOT PROVIDED",*,*,45,*,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",.,"NOT PROVIDED",*,*,*,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ51,"AMERSHAM HOSPITAL",0.8246,2,235,15,15.0000,0.3971,2.0488,0.5969,1.6754,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP7 0JD
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ61,"BUCKINGHAM HOSPITAL",*,*,80,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,MK18 1NU
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQFN,"FLORENCE NIGHTINGALE HOSPICE",2.8479,1,220,110,40.0000,0.5721,1.6106,0.7032,1.4220,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ02,"STOKE MANDEVILLE HOSPITAL",1.0169,2,52880,1265,1245.0000,0.9147,1.0907,0.8518,1.1740,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ50,"WYCOMBE HOSPITAL",0.7282,3,10320,210,290.0000,0.8282,1.1952,0.8274,1.2086,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP11 2TT
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",RWY02,"CALDERDALE ROYAL HOSPITAL",0.9971,2,42270,900,905.0000,0.9003,1.1072,0.8487,1.1782,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HX3 0PW
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",RWY01,"HUDDERSFIELD ROYAL INFIRMARY",1.0081,2,28710,1410,1395.0000,0.9193,1.0855,0.8527,1.1727,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HD3 3EA
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,220,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT01,"ADDENBROOKE'S HOSPITAL",0.8485,3,62630,2115,2495.0000,0.9392,1.0635,0.8560,1.1682,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT1Y,"CAMBRIDGE DIALYSIS CENTRE",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,CB5 8PD
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT1Q,"CUH AT PRINCESS OF WALES HOSPITAL",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB6 1DN
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT65,"HINCHINGBROOKE DIALYSIS UNIT",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT03,"KINGS LYNN DIALYSIS",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT98,"NUFFIELD HEALTH CAMBRIDGE HOSPITAL",*,*,435,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB2 8AF
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT32,"ROSIE HOSPITAL",1.1803,2,12410,30,25.0000,0.4830,1.8112,0.6508,1.5367,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT97,"SPIRE (LEA) HOSPITAL",*,*,590,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB24 9EL
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT04,"WEST SUFFOLK DIALYSIS",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,15,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",RQM01,"CHELSEA & WESTMINSTER HOSPITAL",0.7486,3,44265,645,860.0000,0.8979,1.1099,0.8482,1.1790,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SW10 9NH
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",RQM91,"WEST MIDDLESEX UNIVERSITY HOSPITAL",0.7794,3,49840,930,1190.0000,0.9128,1.0928,0.8514,1.1745,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TW7 6AF
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",RFSDA,"CHESTERFIELD ROYAL HOSPITAL",0.9969,2,51115,1765,1770.0000,0.9282,1.0756,0.8543,1.1706,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S44 5BL
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,30,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RJR05,"COUNTESS OF CHESTER HOSPITAL",1.0987,2,48090,1520,1385.0000,0.9190,1.0859,0.8526,1.1728,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CH2 1UL
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RJR60,"ELLESMERE PORT HOSPITAL",1.8349,1,185,25,15.0000,0.3651,2.1524,0.5759,1.7365,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,CH65 6SG
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RWWHG,"HALTON HOSPITAL",*,*,55,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WA7 2DA
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RWWWH,"WARRINGTON HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WA5 1QG
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,40,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPBA,"BISHOP AUCKLAND HOSPITAL",1.0037,2,1025,10,10.0000,0.2952,2.4169,0.5279,1.8944,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL14 6AD
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCC,"CHESTER LE STREET HOSPITAL",*,*,25,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH3 3AT
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPDA,"DARLINGTON MEMORIAL HOSPITAL",1.1086,2,33340,1170,1055.0000,0.9076,1.0988,0.8504,1.1760,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DL3 6HX
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCG,"HORN HALL HOSPITAL",0.9616,2,345,30,30.0000,0.5364,1.6863,0.6826,1.4649,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL13 2JR
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",NT237,"NUFFIELD HEALTH, TEES HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,TS20 1PX
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCJ,"RICHARDSON HOSPITAL",0.8478,2,605,40,45.0000,0.6011,1.5531,0.7195,1.3898,RESIDENTIAL SOCIAL CARE,ONE,TRUST,DL12 8ET
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCL,"SEDGEFIELD COMMUNITY HOSPITAL",0.7345,2,555,35,50.0000,0.6113,1.5336,0.7252,1.3790,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TS21 3EE
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCW,"SHOTLEY BRIDGE HOSPITAL SITE",*,*,45,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH8 0NB
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",NT333,"SPIRE WASHINGTON HOSPITAL",*,*,85,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NE38 9JZ
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCP,"UNIVERSITY HOSPITAL OF NORTH DURHAM",1.1396,2,46445,1705,1495.0000,0.9220,1.0825,0.8532,1.1721,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH1 5TW
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPDU,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
