INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",0.9301,2,57812,1542,1657.8803,0.9258,1.0782,0.8884,1.1256
I00699,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1.0053,2,42047,1355,1347.8428,0.9179,1.0871,0.8864,1.1281
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",1.0805,2,66567,2316,2143.4147,0.9346,1.0686,0.8904,1.1231
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.7915,3,79897,2143,2707.6637,0.9417,1.0608,0.8919,1.1213
I00699,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.1130,2,104575,1720,1545.4316,0.9232,1.0811,0.8878,1.1264
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",0.8525,3,89808,1542,1808.7172,0.9289,1.0748,0.8892,1.1247
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",0.9402,2,49519,1698,1806.0483,0.9289,1.0749,0.8891,1.1247
I00699,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",0.9988,2,56964,2029,2031.3982,0.9328,1.0705,0.8900,1.1235
I00699,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",1.0862,2,57589,2274,2093.5098,0.9338,1.0694,0.8903,1.1233
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1.0912,2,48421,1524,1396.6716,0.9193,1.0855,0.8868,1.1276
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1.0667,2,82750,3090,2896.7877,0.9436,1.0588,0.8922,1.1208
I00699,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",0.8913,2,44400,1233,1383.4350,0.9190,1.0859,0.8867,1.1278
I00699,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1.0370,2,57138,1424,1373.2379,0.9187,1.0862,0.8866,1.1279
I00699,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",1.0147,2,87960,3231,3184.0506,0.9461,1.0560,0.8927,1.1202
I00699,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",1.0179,2,78053,2847,2796.9040,0.9426,1.0598,0.8920,1.1210
I00699,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1.1474,1,31529,1164,1014.4850,0.9058,1.1009,0.8831,1.1324
I00699,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",1.0561,2,68489,2365,2239.3423,0.9360,1.0670,0.8907,1.1227
I00699,RJN,"EAST CHESHIRE NHS TRUST",1.1288,2,20486,961,851.3733,0.8974,1.1105,0.8805,1.1357
I00699,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0.9862,2,109028,4037,4093.6582,0.9524,1.0492,0.8937,1.1189
I00699,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",1.0479,2,80175,2599,2480.2523,0.9391,1.0636,0.8914,1.1219
I00699,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",1.1003,2,53087,2536,2304.7555,0.9369,1.0661,0.8909,1.1225
I00699,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0.9568,2,61732,1971,2059.9369,0.9333,1.0700,0.8901,1.1234
I00699,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",0.9129,2,126256,3503,3837.2385,0.9509,1.0509,0.8935,1.1192
I00699,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",0.9934,2,35339,1458,1467.7258,0.9213,1.0833,0.8873,1.1270
I00699,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1.1399,1,21874,1029,902.7185,0.9003,1.1072,0.8814,1.1345
I00699,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",1.1556,1,86177,3094,2677.3910,0.9413,1.0612,0.8918,1.1213
I00699,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",0.9434,2,57385,1819,1928.1954,0.9311,1.0724,0.8897,1.1240
I00699,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",0.7478,3,87668,1506,2013.7958,0.9326,1.0708,0.8900,1.1236
I00699,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1.0899,2,60348,1965,1802.8611,0.9288,1.0749,0.8891,1.1247
I00699,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",0.9246,2,26273,893,965.8277,0.9035,1.1035,0.8824,1.1333
I00699,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",0.9578,2,188263,4471,4668.2141,0.9554,1.0461,0.8942,1.1183
I00699,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",1.0396,2,23817,813,782.0371,0.8931,1.1155,0.8791,1.1375
I00699,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",0.8085,3,43901,538,665.4399,0.8845,1.1257,0.8762,1.1412
I00699,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",1.0762,2,84220,3309,3074.5648,0.9452,1.0570,0.8925,1.1204
I00699,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",0.7805,3,109571,2266,2903.0827,0.9436,1.0587,0.8922,1.1208
I00699,RGQ,"IPSWICH HOSPITAL NHS TRUST",0.9828,2,54633,1891,1924.0653,0.9310,1.0725,0.8896,1.1241
I00699,R1F,"ISLE OF WIGHT NHS TRUST",1.0307,2,17885,864,838.2295,0.8967,1.1114,0.8803,1.1360
I00699,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.1166,2,30858,1508,1350.5782,0.9180,1.0870,0.8865,1.1281
I00699,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1.0487,2,50593,1584,1510.4617,0.9224,1.0821,0.8876,1.1267
I00699,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",0.9177,2,110388,3077,3352.9275,0.9475,1.0545,0.8929,1.1199
I00699,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",0.8763,3,53125,1150,1312.3307,0.9169,1.0883,0.8862,1.1285
I00699,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",1.0053,2,79423,2266,2254.0968,0.9362,1.0668,0.8908,1.1226
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",0.9836,2,134133,4130,4198.8178,0.9530,1.0486,0.8938,1.1188
I00699,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",0.9879,2,87135,2260,2287.6741,0.9366,1.0663,0.8908,1.1225
I00699,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",0.8396,3,96723,2482,2956.1946,0.9441,1.0581,0.8923,1.1207
I00699,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0704,2,73298,1655,1546.2216,0.9233,1.0811,0.8878,1.1264
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",1.0762,2,62451,2277,2115.8307,0.9342,1.0690,0.8903,1.1232
I00699,RPA,"MEDWAY NHS FOUNDATION TRUST",1.0866,2,56739,1892,1741.1453,0.9276,1.0763,0.8888,1.1251
I00699,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1.0172,2,50665,1529,1503.1872,0.9222,1.0823,0.8875,1.1267
I00699,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1.0607,2,54254,1845,1739.3841,0.9275,1.0763,0.8888,1.1251
I00699,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",0.9880,2,97885,2952,2987.7240,0.9444,1.0578,0.8924,1.1206
I00699,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0470,2,41153,1218,1163.2694,0.9118,1.0940,0.8848,1.1302
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0896,2,91292,3554,3261.8634,0.9468,1.0553,0.8928,1.1201
I00699,RVJ,"NORTH BRISTOL NHS TRUST",0.9304,2,81065,2116,2274.3585,0.9365,1.0665,0.8908,1.1226
I00699,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",0.9976,2,46316,1785,1789.2755,0.9285,1.0752,0.8891,1.1248
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",0.8894,2,47188,1244,1398.6971,0.9194,1.0854,0.8868,1.1276
I00699,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",1.1195,2,57507,2073,1851.7980,0.9297,1.0739,0.8893,1.1244
I00699,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",0.9468,2,69729,1761,1859.9190,0.9299,1.0737,0.8894,1.1244
I00699,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1.0439,2,28504,1164,1115.0180,0.9100,1.0960,0.8843,1.1309
I00699,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",1.1137,2,57369,2457,2206.1977,0.9355,1.0676,0.8906,1.1228
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",1.0337,2,65252,2984,2886.6145,0.9435,1.0589,0.8922,1.1208
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",1.0330,2,128352,4387,4246.7290,0.9533,1.0483,0.8939,1.1187
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.9389,2,117530,3119,3321.9608,0.9472,1.0548,0.8929,1.1200
I00699,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",1.1278,1,113059,3985,3533.5184,0.9488,1.0531,0.8932,1.1196
I00699,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",1.0939,2,52712,1983,1812.8235,0.9290,1.0747,0.8892,1.1246
I00699,RK9,"PLYMOUTH HOSPITALS NHS TRUST",0.9866,2,71189,2341,2372.7693,0.9378,1.0651,0.8911,1.1222
I00699,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",0.8421,3,51216,1589,1886.9537,0.9304,1.0732,0.8895,1.1242
I00699,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",1.1096,2,81929,3076,2772.0589,0.9423,1.0601,0.8920,1.1211
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",0.9922,2,67214,2068,2084.2822,0.9337,1.0696,0.8902,1.1233
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",1.0053,2,69719,2441,2428.1795,0.9385,1.0643,0.8912,1.1221
I00699,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",1.0305,2,61951,1985,1926.3075,0.9311,1.0724,0.8896,1.1240
I00699,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",0.9086,2,79321,2774,3053.0441,0.9450,1.0572,0.8925,1.1205
I00699,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",1.0305,2,47722,1978,1919.4628,0.9309,1.0726,0.8896,1.1241
I00699,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",0.9402,2,43633,1278,1359.2676,0.9183,1.0867,0.8865,1.1280
I00699,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0.9903,2,55922,1963,1982.3266,0.9320,1.0714,0.8899,1.1238
I00699,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",0.8655,3,49448,1748,2019.6146,0.9326,1.0707,0.8900,1.1236
I00699,RNZ,"SALISBURY NHS FOUNDATION TRUST",1.0398,2,35697,1054,1013.6340,0.9057,1.1009,0.8830,1.1324
I00699,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",1.0302,2,70831,2131,2068.6148,0.9334,1.0698,0.8902,1.1234
I00699,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9860,2,112532,3659,3711.0750,0.9500,1.0518,0.8934,1.1194
I00699,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",0.9515,2,55639,1916,2013.7476,0.9325,1.0708,0.8900,1.1236
I00699,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",1.0066,2,68844,2640,2622.7301,0.9407,1.0618,0.8917,1.1215
I00699,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",1.0438,2,88491,2764,2647.9414,0.9410,1.0615,0.8917,1.1214
I00699,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1.1597,1,24707,1191,1026.9688,0.9063,1.1002,0.8832,1.1322
I00699,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1.0604,2,32436,1190,1122.1820,0.9103,1.0957,0.8844,1.1308
I00699,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.1539,1,54329,2242,1943.0152,0.9314,1.0721,0.8897,1.1240
I00699,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1.0865,2,32903,1223,1125.5838,0.9104,1.0956,0.8844,1.1307
I00699,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.8647,3,85679,2039,2357.9895,0.9376,1.0653,0.8910,1.1223
I00699,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",1.0476,2,70365,2287,2183.1455,0.9352,1.0679,0.8905,1.1229
I00699,RWJ,"STOCKPORT NHS FOUNDATION TRUST",0.9380,2,57045,1770,1886.9176,0.9304,1.0732,0.8895,1.1242
I00699,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",0.9444,2,49278,1805,1911.3274,0.9308,1.0727,0.8896,1.1241
I00699,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1.1078,2,34727,1357,1224.9488,0.9140,1.0915,0.8854,1.1294
I00699,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",0.9921,2,55509,1749,1762.8599,0.9280,1.0758,0.8889,1.1249
I00699,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",0.9822,2,78903,2325,2367.0675,0.9377,1.0652,0.8911,1.1223
I00699,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",0.9082,2,39731,928,1021.8340,0.9061,1.1005,0.8832,1.1323
I00699,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",0.9720,2,105176,2678,2755.2085,0.9422,1.0603,0.8920,1.1211
I00699,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1.0271,2,46832,1469,1430.1814,0.9203,1.0844,0.8870,1.1273
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1.0138,2,45254,1634,1611.6945,0.9248,1.0794,0.8882,1.1259
I00699,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1.0963,2,41305,1530,1395.6259,0.9193,1.0855,0.8868,1.1276
I00699,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",0.9289,2,47435,1981,2132.7131,0.9344,1.0687,0.8904,1.1231
I00699,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",1.1190,2,70930,2558,2286.0243,0.9366,1.0663,0.8908,1.1225
I00699,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",0.6897,3,28774,512,742.3835,0.8904,1.1187,0.8783,1.1386
I00699,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",0.8539,3,48464,1842,2157.1217,0.9348,1.0683,0.8905,1.1230
I00699,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",1.1030,2,83998,3513,3184.9904,0.9461,1.0560,0.8927,1.1202
I00699,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",0.7383,3,71262,1103,1493.9361,0.9220,1.0826,0.8875,1.1268
I00699,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",0.9704,2,64268,1860,1916.6586,0.9309,1.0726,0.8896,1.1241
I00699,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",0.9513,2,94386,2754,2895.1368,0.9436,1.0588,0.8922,1.1208
I00699,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",1.0564,2,65693,2727,2581.4947,0.9403,1.0623,0.8916,1.1216
I00699,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",0.9937,2,76660,1741,1752.0551,0.9278,1.0760,0.8889,1.1250
I00699,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",1.1079,2,96720,2916,2632.0680,0.9408,1.0617,0.8917,1.1215
I00699,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",1.0177,2,151126,4520,4441.2334,0.9543,1.0472,0.8940,1.1185
I00699,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1.0002,2,52312,1842,1841.6515,0.9295,1.0741,0.8893,1.1245
I00699,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",0.9947,2,130441,4302,4324.8012,0.9537,1.0479,0.8939,1.1186
I00699,RBK,"WALSALL HEALTHCARE NHS TRUST",1.0379,2,46085,1560,1502.9791,0.9222,1.0823,0.8875,1.1267
I00699,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1.0920,2,48610,1497,1370.8914,0.9186,1.0863,0.8866,1.1279
I00699,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",0.8956,2,61636,1883,2102.5317,0.9340,1.0692,0.8903,1.1232
I00699,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",0.8854,3,36423,1370,1547.4003,0.9233,1.0811,0.8878,1.1264
I00699,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",0.9736,2,76128,3119,3203.6846,0.9463,1.0558,0.8927,1.1202
I00699,RA3,"WESTON AREA HEALTH NHS TRUST",1.1510,1,17295,1007,874.8925,0.8988,1.1089,0.8809,1.1352
I00699,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9662,2,66775,2257,2335.9201,0.9373,1.0656,0.8910,1.1224
I00699,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",1.0861,2,72586,2833,2608.3663,0.9406,1.0620,0.8916,1.1215
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1.1419,1,40546,1761,1542.1967,0.9232,1.0812,0.8878,1.1264
I00699,RLQ,"WYE VALLEY NHS TRUST",1.1638,1,28143,1194,1025.9056,0.9063,1.1003,0.8832,1.1322
I00699,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1.0060,2,26195,1008,1001.9768,0.9052,1.1015,0.8829,1.1326
I00699,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9835,2,85811,3196,3249.6029,0.9467,1.0554,0.8928,1.1201
