INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,Q_1_NUMERATOR,Q_2_NUMERATOR,Q_3_NUMERATOR,Q_4_NUMERATOR,Q_5_NUMERATOR,NULL_NUMERATOR,Q_1_RATE,Q_2_RATE,Q_3_RATE,Q_4_RATE,Q_5_RATE,NULL_RATE
I00742,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,46113,7908,9556,7824,8024,12289,512,17.1,20.7,17,17.4,26.6,1.1
I00742,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,29229,2428,8025,10256,6031,813,1676,8.3,27.5,35.1,20.6,2.8,5.7
I00742,RC1,BEDFORD HOSPITAL NHS TRUST,27788,2712,5120,4597,6383,8741,235,9.8,18.4,16.5,23,31.5,0.8
I00742,RC3,EALING HOSPITAL NHS TRUST,28799,7032,10438,6768,1527,408,2626,24.4,36.2,23.5,5.3,1.4,9.1
I00742,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,62009,11219,14809,11294,8881,9343,6463,18.1,23.9,18.2,14.3,15.1,10.4
I00742,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,75813,9025,11846,15401,16600,17577,5364,11.9,15.6,20.3,21.9,23.2,7.1
I00742,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,24038,598,1333,4727,7041,8291,2048,2.5,5.5,19.7,29.3,34.5,8.5
I00742,RCF,AIREDALE NHS FOUNDATION TRUST,33677,7290,4467,6133,8908,4806,2073,21.6,13.3,18.2,26.5,14.3,6.2
I00742,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",38948,5505,11559,12768,5103,1563,2450,14.1,29.7,32.8,13.1,4,6.3
I00742,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,42198,1805,5422,9558,11297,13826,290,4.3,12.8,22.7,26.8,32.8,0.7
I00742,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,49290,3879,9882,12240,9852,8870,4567,7.9,20,24.8,20,18,9.3
I00742,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,53665,3494,12958,13736,9583,13404,490,6.5,24.1,25.6,17.9,25,0.9
I00742,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,43202,5446,5618,5194,9262,13357,4325,12.6,13,12,21.4,30.9,10
I00742,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52443,8911,13907,9673,7671,9535,2746,17,26.5,18.4,14.6,18.2,5.2
I00742,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,53898,5742,11914,12453,12528,7031,4230,10.7,22.1,23.1,23.2,13,7.8
I00742,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,54292,712,2987,7395,9896,27689,5613,1.3,5.5,13.6,18.2,51,10.3
I00742,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,41647,3979,8322,9373,8560,10525,888,9.6,20,22.5,20.6,25.3,2.1
I00742,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22676,9941,5111,3334,1272,1534,1484,43.8,22.5,14.7,5.6,6.8,6.5
I00742,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66435,9581,24005,21134,5478,1102,5135,14.4,36.1,31.8,8.2,1.7,7.7
I00742,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,40819,23153,5642,5273,3874,2255,622,56.7,13.8,12.9,9.5,5.5,1.5
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",77522,15429,21962,15534,10765,5058,8774,19.9,28.3,20,13.9,6.5,11.3
I00742,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42524,14683,11737,7388,4092,1782,2842,34.5,27.6,17.4,9.6,4.2,6.7
I00742,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,39509,16244,10616,5693,5155,1574,227,41.1,26.9,14.4,13,4,0.6
I00742,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,46841,10107,12670,7870,8068,5252,2874,21.6,27,16.8,17.2,11.2,6.1
I00742,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35923,2638,10836,7881,5621,3231,5716,7.3,30.2,21.9,15.6,9,15.9
I00742,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,50675,9734,7220,8835,12123,7690,5073,19.2,14.2,17.4,23.9,15.2,10
I00742,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30648,7049,6745,8038,5267,1227,2322,23,22,26.2,17.2,4,7.6
I00742,RGQ,IPSWICH HOSPITAL NHS TRUST,48347,6212,6007,8878,13280,10624,3346,12.8,12.4,18.4,27.5,22,6.9
I00742,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32991,408,4055,7807,12244,5878,2599,1.2,12.3,23.7,37.1,17.8,7.9
I00742,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,72670,1911,8599,11759,19402,24645,6354,2.6,11.8,16.2,26.7,33.9,8.7
I00742,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,61047,4237,11794,18420,16128,5953,4515,6.9,19.3,30.2,26.4,9.8,7.4
I00742,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,91285,12081,15301,19144,16728,20839,7192,13.2,16.8,21,18.3,22.8,7.9
I00742,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,108385,38914,18542,17687,14316,10939,7987,35.9,17.1,16.3,13.2,10.1,7.4
I00742,RHU,PORTSMOUTH HOSPITALS NHS TRUST,86611,15551,15287,14838,17097,16866,6972,18,17.7,17.1,19.7,19.5,8
I00742,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,63353,3170,9518,9933,10351,24623,5758,5,15,15.7,16.3,38.9,9.1
I00742,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84113,21977,28771,10329,7248,5622,10166,26.1,34.2,12.3,8.6,6.7,12.1
I00742,RJ2,LEWISHAM AND GREENWICH NHS TRUST,58686,20397,22391,7724,3205,1927,3042,34.8,38.2,13.2,5.5,3.3,5.2
I00742,RJ6,CROYDON HEALTH SERVICES NHS TRUST,46493,8616,14923,9959,4806,2408,5781,18.5,32.1,21.4,10.3,5.2,12.4
I00742,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,81338,7569,23812,19708,11777,12343,6129,9.3,29.3,24.2,14.5,15.2,7.5
I00742,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,2560,47,227,434,695,952,205,1.8,8.9,17,27.1,37.2,8
I00742,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,28982,3133,6677,5897,6934,5440,901,10.8,23,20.3,23.9,18.8,3.1
I00742,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,102371,34418,19754,17323,15911,8346,6619,33.6,19.3,16.9,15.5,8.2,6.5
I00742,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,40985,5602,7444,8961,9368,6182,3428,13.7,18.2,21.9,22.9,15.1,8.4
I00742,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,57864,16316,9953,10937,10212,4580,5866,28.2,17.2,18.9,17.6,7.9,10.1
I00742,RJN,EAST CHESHIRE NHS TRUST,22879,1401,3060,4388,4063,7995,1972,6.1,13.4,19.2,17.8,34.9,8.6
I00742,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,45387,8685,4459,4537,6574,9642,11490,19.1,9.8,10,14.5,21.2,25.3
I00742,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,91736,24872,27399,12989,10129,9293,7054,27.1,29.9,14.2,11,10.1,7.7
I00742,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,37359,11643,10604,6264,4492,2129,2227,31.2,28.4,16.8,12,5.7,6
I00742,RK9,PLYMOUTH HOSPITALS NHS TRUST,68531,12142,16994,16310,13499,4883,4703,17.7,24.8,23.8,19.7,7.1,6.9
I00742,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,87969,21426,18874,16403,13830,10745,6691,24.4,21.5,18.6,15.7,12.2,7.6
I00742,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,20360,8014,6253,2306,1035,255,2497,39.4,30.7,11.3,5.1,1.3,12.3
I00742,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,60789,26423,10808,7640,7205,4109,4604,43.5,17.8,12.6,11.9,6.8,7.6
I00742,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,58066,23238,15079,7479,6135,2227,3908,40,26,12.9,10.6,3.8,6.7
I00742,RLQ,WYE VALLEY NHS TRUST,27396,1824,3124,11677,5150,911,4710,6.7,11.4,42.6,18.8,3.3,17.2
I00742,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23402,3855,6440,4683,3721,2601,2102,16.5,27.5,20,15.9,11.1,9
I00742,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,89015,7638,14866,23982,22332,13889,6308,8.6,16.7,26.9,25.1,15.6,7.1
I00742,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,61373,19396,8121,8618,9784,10836,4618,31.6,13.2,14,15.9,17.7,7.5
I00742,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,45265,20112,10530,6616,4488,2976,543,44.4,23.3,14.6,9.9,6.6,1.2
I00742,RMC,BOLTON NHS FOUNDATION TRUST,63767,27206,12012,7311,6636,4393,6209,42.7,18.8,11.5,10.4,6.9,9.7
I00742,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,34206,13830,8933,4986,3446,1472,1539,40.4,26.1,14.6,10.1,4.3,4.5
I00742,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61417,5360,5953,9174,13402,18200,9328,8.7,9.7,14.9,21.8,29.6,15.2
I00742,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,60925,436,7390,9397,11866,26156,5680,0.7,12.1,15.4,19.5,42.9,9.3
I00742,RN7,DARTFORD AND GRAVESHAM NHS TRUST,56093,6215,12871,10537,12039,9342,5089,11.1,22.9,18.8,21.5,16.7,9.1
I00742,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,67578,22374,15636,8608,8775,7172,5013,33.1,23.1,12.7,13,10.6,7.4
I00742,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,46863,9611,10701,10427,7939,4045,4140,20.5,22.8,22.2,16.9,8.6,8.8
I00742,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,45845,7447,10487,7815,7233,9078,3785,16.2,22.9,17,15.8,19.8,8.3
I00742,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,54841,9555,9961,8942,9250,12985,4148,17.4,18.2,16.3,16.9,23.7,7.6
I00742,RNZ,SALISBURY NHS FOUNDATION TRUST,34244,1344,2299,9861,9632,8588,2520,3.9,6.7,28.8,28.1,25.1,7.4
I00742,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,73561,27209,16191,12488,10226,1907,5540,37,22,17,13.9,2.6,7.5
I00742,RPA,MEDWAY NHS FOUNDATION TRUST,51379,9982,15805,9318,7734,6830,1710,19.4,30.8,18.1,15.1,13.3,3.3
I00742,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47814,29333,7167,4852,3853,1427,1182,61.3,15,10.1,8.1,3,2.5
I00742,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,52874,2260,6871,9811,14394,14718,4820,4.3,13,18.6,27.2,27.8,9.1
I00742,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,43775,6378,12321,9501,7263,2171,6141,14.6,28.1,21.7,16.6,5,14
I00742,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,20592,190,2222,5265,3711,6872,2332,0.9,10.8,25.6,18,33.4,11.3
I00742,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,44023,1666,12767,7028,8567,9602,4393,3.8,29,16,19.5,21.8,10
I00742,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41809,26991,6931,844,434,279,6330,64.6,16.6,2,1,0.7,15.1
I00742,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,150649,66430,20507,18666,16936,16177,11933,44.1,13.6,12.4,11.2,10.7,7.9
I00742,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34334,13305,9211,3400,4829,1704,1885,38.8,26.8,9.9,14.1,5,5.5
I00742,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,125038,42567,22311,16667,19714,13009,10770,34,17.8,13.3,15.8,10.4,8.6
I00742,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",42210,13986,9252,5409,6218,3956,3389,33.1,21.9,12.8,14.7,9.4,8
I00742,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,60168,24125,12311,12487,5839,4116,1290,40.1,20.5,20.8,9.7,6.8,2.1
I00742,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,72499,19081,19101,11067,8084,5833,9333,26.3,26.3,15.3,11.2,8,12.9
I00742,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,105848,34226,21705,14041,14265,12807,8804,32.3,20.5,13.3,13.5,12.1,8.3
I00742,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,82148,8265,9792,18378,18417,20504,6792,10.1,11.9,22.4,22.4,25,8.3
I00742,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,57383,13906,13196,10691,8661,8159,2770,24.2,23,18.6,15.1,14.2,4.8
I00742,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,83583,15713,15168,17182,13358,15244,6918,18.8,18.1,20.6,16,18.2,8.3
I00742,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,110974,7280,11565,18018,23982,39934,10195,6.6,10.4,16.2,21.6,36,9.2
I00742,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,43835,409,4402,7093,9464,18176,4291,0.9,10,16.2,21.6,41.5,9.8
I00742,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50070,755,5227,11893,11220,15874,5101,1.5,10.4,23.8,22.4,31.7,10.2
I00742,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,90939,32649,13887,11409,16417,12723,3854,35.9,15.3,12.5,18.1,14,4.2
I00742,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52311,10765,8840,11729,12148,5990,2839,20.6,16.9,22.4,23.2,11.5,5.4
I00742,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,70108,8986,21699,19907,9434,4946,5136,12.8,31,28.4,13.5,7.1,7.3
I00742,RVJ,NORTH BRISTOL NHS TRUST,73365,8329,14202,13169,12594,17905,7166,11.4,19.4,17.9,17.2,24.4,9.8
I00742,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,62606,6138,13104,16529,13552,6850,6433,9.8,20.9,26.4,21.6,10.9,10.3
I00742,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,56648,2159,9694,10110,11734,17153,5798,3.8,17.1,17.8,20.7,30.3,10.2
I00742,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,103958,18605,21129,25999,24304,6618,7303,17.9,20.3,25,23.4,6.4,7
I00742,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,47087,19273,8911,6148,4150,5117,3488,40.9,18.9,13.1,8.8,10.9,7.4
I00742,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,34646,5146,6489,7526,7464,4976,3045,14.9,18.7,21.7,21.5,14.4,8.8
I00742,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,102300,44954,19939,12111,8204,5938,11154,43.9,19.5,11.8,8,5.8,10.9
I00742,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,127332,60227,23288,15662,11414,5634,11107,47.3,18.3,12.3,9,4.4,8.7
I00742,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,89216,29809,12598,14924,13510,12433,5942,33.4,14.1,16.7,15.1,13.9,6.7
I00742,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,84971,14942,19656,20840,18089,11150,294,17.6,23.1,24.5,21.3,13.1,0.3
I00742,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,137858,24991,25804,20017,24646,28393,14007,18.1,18.7,14.5,17.9,20.6,10.2
I00742,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,61773,2115,5507,11893,17154,19304,5800,3.4,8.9,19.3,27.8,31.2,9.4
I00742,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,62448,627,8417,13767,11973,21282,6382,1,13.5,22,19.2,34.1,10.2
I00742,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,62623,1447,7917,15934,13585,19598,4142,2.3,12.6,25.4,21.7,31.3,6.6
I00742,RWJ,STOCKPORT NHS FOUNDATION TRUST,59373,10530,11731,11322,10157,11852,3781,17.7,19.8,19.1,17.1,20,6.4
I00742,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,73919,9443,10227,16990,18208,12497,6554,12.8,13.8,23,24.6,16.9,8.9
I00742,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,48858,15409,7838,5251,8562,7866,3932,31.5,16,10.7,17.5,16.1,8
I00742,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,74212,19724,17689,10665,12646,7588,5900,26.6,23.8,14.4,17,10.2,8
I00742,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,131966,34740,25769,21065,19851,22316,8225,26.3,19.5,16,15,16.9,6.2
I00742,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58758,11114,15860,12915,10514,4389,3966,18.9,27,22,17.9,7.5,6.7
I00742,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,106534,34287,28927,17429,14829,5697,5365,32.2,27.2,16.4,13.9,5.3,5
I00742,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,70097,9224,14450,14517,12120,13201,6585,13.2,20.6,20.7,17.3,18.8,9.4
I00742,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,72536,43444,12710,7297,2009,745,6331,59.9,17.5,10.1,2.8,1,8.7
I00742,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,55248,18087,10621,9200,8244,5867,3229,32.7,19.2,16.7,14.9,10.6,5.8
I00742,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,74310,18441,12196,12573,13874,12064,5162,24.8,16.4,16.9,18.7,16.2,6.9
I00742,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,83990,24358,23605,12673,9235,8465,5654,29,28.1,15.1,11,10.1,6.7
I00742,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,45600,247,6883,6508,7377,19146,5439,0.5,15.1,14.3,16.2,42,11.9
I00742,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,80069,35631,15728,7425,10472,4212,6601,44.5,19.6,9.3,13.1,5.3,8.2
I00742,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,65548,7873,13153,15708,11047,6877,10890,12,20.1,24,16.9,10.5,16.6
I00742,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,103335,26232,29937,17935,11522,5131,12578,25.4,29,17.4,11.2,5,12.2
I00742,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,68537,4697,11071,21403,15459,10310,5597,6.9,16.2,31.2,22.6,15,8.2
