INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,Q_1_NUMERATOR,Q_2_NUMERATOR,Q_3_NUMERATOR,Q_4_NUMERATOR,Q_5_NUMERATOR,NULL_NUMERATOR,Q_1_RATE,Q_2_RATE,Q_3_RATE,Q_4_RATE,Q_5_RATE,NULL_RATE
I00742,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2913,318,497,655,702,721,20,10.9,17.1,22.5,24.1,24.8,0.7
I00742,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,847,*,48,185,243,343,*,*,5.7,21.8,28.7,40.5,*
I00742,RCF,AIREDALE NHS FOUNDATION TRUST,973,153,*,205,312,185,*,15.7,*,21.1,32.1,19,*
I00742,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1511,155,501,560,257,29,9,10.3,33.2,37.1,17,1.9,0.6
I00742,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,1875,*,242,428,524,629,*,*,12.9,22.8,27.9,33.5,*
I00742,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1487,77,252,425,390,331,12,5.2,16.9,28.6,26.2,22.3,0.8
I00742,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,1398,58,257,309,299,468,7,4.1,18.4,22.1,21.4,33.5,0.5
I00742,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,1110,116,127,172,243,435,17,10.5,11.4,15.5,21.9,39.2,1.5
I00742,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1976,302,535,411,334,383,11,15.3,27.1,20.8,16.9,19.4,0.6
I00742,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2039,249,495,520,532,226,17,12.2,24.3,25.5,26.1,11.1,0.8
I00742,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,1584,*,55,232,286,983,*,*,3.5,14.6,18.1,62.1,*
I00742,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1953,186,393,462,387,511,14,9.5,20.1,23.7,19.8,26.2,0.7
I00742,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,1104,493,260,193,80,78,0,44.7,23.6,17.5,7.2,7.1,0
I00742,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2126,297,776,827,190,20,16,14,36.5,38.9,8.9,0.9,0.8
I00742,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1924,1077,299,241,197,99,11,56,15.5,12.5,10.2,5.1,0.6
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2903,532,861,641,544,267,58,18.3,29.7,22.1,18.7,9.2,2
I00742,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1433,487,416,320,154,*,*,34,29,22.3,10.7,*,*
I00742,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1416,522,390,235,193,*,*,36.9,27.5,16.6,13.6,*,*
I00742,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1613,277,422,306,369,*,*,17.2,26.2,19,22.9,*,*
I00742,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,910,58,315,226,173,117,21,6.4,34.6,24.8,19,12.9,2.3
I00742,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1717,269,297,392,450,296,13,15.7,17.3,22.8,26.2,17.2,0.8
I00742,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1435,261,358,473,298,*,*,18.2,24.9,33,20.8,*,*
I00742,RGQ,IPSWICH HOSPITAL NHS TRUST,1823,199,197,314,633,471,9,10.9,10.8,17.2,34.7,25.8,0.5
I00742,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1281,*,140,347,573,212,*,*,10.9,27.1,44.7,16.5,*
I00742,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2059,46,237,329,632,777,38,2.2,11.5,16,30.7,37.7,1.8
I00742,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1790,107,297,571,562,239,14,6,16.6,31.9,31.4,13.4,0.8
I00742,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2791,298,441,595,656,754,47,10.7,15.8,21.3,23.5,27,1.7
I00742,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3422,1243,639,613,486,399,42,36.3,18.7,17.9,14.2,11.7,1.2
I00742,RHU,PORTSMOUTH HOSPITALS NHS TRUST,2850,433,458,542,623,778,16,15.2,16.1,19,21.9,27.3,0.6
I00742,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1959,73,272,290,353,956,15,3.7,13.9,14.8,18,48.8,0.8
I00742,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1361,390,534,176,121,82,58,28.7,39.2,12.9,8.9,6,4.3
I00742,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1585,506,590,209,152,102,26,31.9,37.2,13.2,9.6,6.4,1.6
I00742,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1227,277,343,272,181,94,60,22.6,28,22.2,14.8,7.7,4.9
I00742,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,1894,158,509,495,328,368,36,8.3,26.9,26.1,17.3,19.4,1.9
I00742,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,82,0,*,11,26,38,*,0,*,13.4,31.7,46.3,*
I00742,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,800,*,174,194,206,164,*,*,21.8,24.3,25.8,20.5,*
I00742,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,3198,923,665,616,657,276,61,28.9,20.8,19.3,20.5,8.6,1.9
I00742,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1243,125,216,321,379,195,7,10.1,17.4,25.8,30.5,15.7,0.6
I00742,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2107,530,419,492,408,226,32,25.2,19.9,23.4,19.4,10.7,1.5
I00742,RJN,EAST CHESHIRE NHS TRUST,908,*,125,179,193,367,*,*,13.8,19.7,21.3,40.4,*
I00742,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1348,238,155,153,217,344,241,17.7,11.5,11.4,16.1,25.5,17.9
I00742,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2190,549,564,279,372,357,69,25.1,25.8,12.7,17,16.3,3.2
I00742,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1247,387,429,207,155,*,*,31,34.4,16.6,12.4,*,*
I00742,RK9,PLYMOUTH HOSPITALS NHS TRUST,2201,286,605,588,525,170,27,13,27.5,26.7,23.9,7.7,1.2
I00742,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2667,563,615,535,514,412,28,21.1,23.1,20.1,19.3,15.4,1
I00742,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,202,82,69,26,19,*,*,40.6,34.2,12.9,9.4,*,*
I00742,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2072,796,422,317,323,185,29,38.4,20.4,15.3,15.6,8.9,1.4
I00742,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2000,843,536,274,227,66,54,42.2,26.8,13.7,11.4,3.3,2.7
I00742,RLQ,WYE VALLEY NHS TRUST,1036,64,91,464,249,40,128,6.2,8.8,44.8,24,3.9,12.4
I00742,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,954,165,272,245,161,104,7,17.3,28.5,25.7,16.9,10.9,0.7
I00742,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3046,187,510,922,850,561,16,6.1,16.7,30.3,27.9,18.4,0.5
I00742,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1765,496,239,250,345,400,35,28.1,13.5,14.2,19.5,22.7,2
I00742,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1564,654,414,240,160,*,*,41.8,26.5,15.3,10.2,*,*
I00742,RMC,BOLTON NHS FOUNDATION TRUST,1633,762,349,202,200,98,22,46.7,21.4,12.4,12.2,6,1.3
I00742,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1394,585,420,203,134,46,6,42,30.1,14.6,9.6,3.3,0.4
I00742,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1609,165,190,288,441,511,14,10.3,11.8,17.9,27.4,31.8,0.9
I00742,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1862,6,197,321,436,891,11,0.3,10.6,17.2,23.4,47.9,0.6
I00742,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1449,*,354,295,375,281,*,*,24.4,20.4,25.9,19.4,*
I00742,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2171,700,502,302,405,252,10,32.2,23.1,13.9,18.7,11.6,0.5
I00742,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1626,319,395,373,330,186,23,19.6,24.3,22.9,20.3,11.4,1.4
I00742,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1437,196,352,304,265,303,17,13.6,24.5,21.2,18.4,21.1,1.2
I00742,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1594,192,283,289,392,432,6,12,17.8,18.1,24.6,27.1,0.4
I00742,RNZ,SALISBURY NHS FOUNDATION TRUST,1028,35,72,326,334,249,12,3.4,7,31.7,32.5,24.2,1.2
I00742,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2651,959,667,558,405,51,11,36.2,25.2,21,15.3,1.9,0.4
I00742,RPA,MEDWAY NHS FOUNDATION TRUST,1687,308,476,355,288,*,*,18.3,28.2,21,17.1,*,*
I00742,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1854,1153,306,170,175,33,17,62.2,16.5,9.2,9.4,1.8,0.9
I00742,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1713,27,164,409,582,519,12,1.6,9.6,23.9,34,30.3,0.7
I00742,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,534,79,183,123,98,14,37,14.8,34.3,23,18.4,2.6,6.9
I00742,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,708,*,62,213,167,258,*,*,8.8,30.1,23.6,36.4,*
I00742,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1373,22,417,249,310,365,10,1.6,30.4,18.1,22.6,26.6,0.7
I00742,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,506,399,73,*,*,0,25,78.9,14.4,*,*,0,4.9
I00742,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4271,1534,710,652,650,633,92,35.9,16.6,15.3,15.2,14.8,2.2
I00742,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1385,529,414,132,227,77,6,38.2,29.9,9.5,16.4,5.6,0.4
I00742,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3842,1304,758,558,754,419,49,33.9,19.7,14.5,19.6,10.9,1.3
I00742,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1589,604,411,206,232,*,*,38,25.9,13,14.6,*,*
I00742,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2431,934,543,569,230,117,38,38.4,22.3,23.4,9.5,4.8,1.6
I00742,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1223,372,373,193,129,89,67,30.4,30.5,15.8,10.5,7.3,5.5
I00742,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2549,986,500,331,344,340,48,38.7,19.6,13,13.5,13.3,1.9
I00742,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2867,209,308,720,769,840,21,7.3,10.7,25.1,26.8,29.3,0.7
I00742,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2886,664,665,594,529,422,12,23,23,20.6,18.3,14.6,0.4
I00742,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,3012,461,574,709,595,648,25,15.3,19.1,23.5,19.8,21.5,0.8
I00742,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3213,197,267,541,832,1320,56,6.1,8.3,16.8,25.9,41.1,1.7
I00742,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1536,8,115,273,335,779,26,0.5,7.5,17.8,21.8,50.7,1.7
I00742,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1681,14,157,451,435,612,12,0.8,9.3,26.8,25.9,36.4,0.7
I00742,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2599,866,449,352,589,325,18,33.3,17.3,13.5,22.7,12.5,0.7
I00742,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1922,340,333,497,474,266,12,17.7,17.3,25.9,24.7,13.8,0.6
I00742,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1723,192,547,536,248,177,23,11.1,31.7,31.1,14.4,10.3,1.3
I00742,RVJ,NORTH BRISTOL NHS TRUST,2004,214,445,387,349,559,50,10.7,22.2,19.3,17.4,27.9,2.5
I00742,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,1805,117,356,501,502,297,32,6.5,19.7,27.8,27.8,16.5,1.8
I00742,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1916,47,255,376,444,776,18,2.5,13.3,19.6,23.2,40.5,0.9
I00742,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3917,635,776,1040,1163,284,19,16.2,19.8,26.6,29.7,7.3,0.5
I00742,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1837,773,350,304,209,189,12,42.1,19.1,16.5,11.4,10.3,0.7
I00742,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1337,154,297,307,365,202,12,11.5,22.2,23,27.3,15.1,0.9
I00742,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1802,758,437,248,180,122,57,42.1,24.3,13.8,10,6.8,3.2
I00742,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3903,1793,797,628,427,208,50,45.9,20.4,16.1,10.9,5.3,1.3
I00742,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3281,1030,483,622,584,539,23,31.4,14.7,19,17.8,16.4,0.7
I00742,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3364,492,751,879,761,475,6,14.6,22.3,26.1,22.6,14.1,0.2
I00742,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4357,687,841,772,968,1034,55,15.8,19.3,17.7,22.2,23.7,1.3
I00742,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2088,*,177,411,641,806,*,*,8.5,19.7,30.7,38.6,*
I00742,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1814,*,236,432,359,776,*,*,13,23.8,19.8,42.8,*
I00742,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2221,62,296,597,520,733,13,2.8,13.3,26.9,23.4,33,0.6
I00742,RWJ,STOCKPORT NHS FOUNDATION TRUST,1589,221,308,327,291,434,8,13.9,19.4,20.6,18.3,27.3,0.5
I00742,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2695,277,331,751,797,516,23,10.3,12.3,27.9,29.6,19.1,0.9
I00742,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1500,480,224,206,313,236,41,32,14.9,13.7,20.9,15.7,2.7
I00742,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2218,593,566,386,405,253,15,26.7,25.5,17.4,18.3,11.4,0.7
I00742,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3775,879,740,690,672,744,50,23.3,19.6,18.3,17.8,19.7,1.3
I00742,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2574,364,768,636,588,204,14,14.1,29.8,24.7,22.8,7.9,0.5
I00742,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2855,852,832,505,499,154,13,29.8,29.1,17.7,17.5,5.4,0.5
I00742,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2259,274,443,516,467,525,34,12.1,19.6,22.8,20.7,23.2,1.5
I00742,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2080,1287,439,253,59,6,36,61.9,21.1,12.2,2.8,0.3,1.7
I00742,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2328,637,502,491,413,271,14,27.4,21.6,21.1,17.7,11.6,0.6
I00742,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2225,452,391,370,607,385,20,20.3,17.6,16.6,27.3,17.3,0.9
I00742,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2883,848,856,533,323,315,8,29.4,29.7,18.5,11.2,10.9,0.3
I00742,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1576,*,206,183,269,899,*,*,13.1,11.6,17.1,57,*
I00742,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2536,1001,619,304,412,180,20,39.5,24.4,12,16.2,7.1,0.8
I00742,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2450,226,478,725,477,284,260,9.2,19.5,29.6,19.5,11.6,10.6
I00742,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2117,561,690,432,260,102,72,26.5,32.6,20.4,12.3,4.8,3.4
I00742,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2756,218,456,906,688,479,9,7.9,16.5,32.9,25,17.4,0.3
