INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",1.0806,2,55379,2314,2141.3812,0.9345,1.0686,0.8928,1.1201
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1.1215,2,48135,1550,1382.0258,0.9189,1.0859,0.8890,1.1249
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1.0487,2,82126,3008,2868.4073,0.9433,1.0591,0.8946,1.1178
I00699,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",0.9007,2,43287,1282,1423.2851,0.9201,1.0846,0.8893,1.1245
I00699,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1.0927,2,54402,1543,1412.0887,0.9198,1.0850,0.8892,1.1246
I00699,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",1.0011,2,87727,3279,3275.2594,0.9469,1.0552,0.8953,1.1170
I00699,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",1.0291,2,75141,2822,2742.0954,0.9420,1.0604,0.8944,1.1181
I00699,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1.1393,1,31152,1135,996.2693,0.9049,1.1018,0.8850,1.1299
I00699,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",1.0214,2,67789,2395,2344.7852,0.9374,1.0655,0.8934,1.1193
I00699,RJN,"EAST CHESHIRE NHS TRUST",1.0507,2,20398,925,880.4020,0.8991,1.1086,0.8832,1.1322
I00699,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",1.0144,2,106218,4214,4154.3311,0.9527,1.0489,0.8963,1.1157
I00699,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",1.0722,2,79176,2734,2549.9447,0.9399,1.0627,0.8939,1.1186
I00699,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",1.1027,2,53192,2635,2389.6380,0.9380,1.0648,0.8935,1.1191
I00699,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0.9767,2,63575,1993,2040.5285,0.9330,1.0703,0.8925,1.1205
I00699,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",0.8880,3,126839,3522,3966.3869,0.9517,1.0500,0.8961,1.1159
I00699,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1.0132,2,33860,1505,1485.4235,0.9217,1.0828,0.8897,1.1239
I00699,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1.0552,2,21711,962,911.6925,0.9008,1.1066,0.8837,1.1316
I00699,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",1.1232,1,87579,3177,2828.5669,0.9429,1.0595,0.8945,1.1179
I00699,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",0.9665,2,57255,1720,1779.5609,0.9283,1.0754,0.8914,1.1219
I00699,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",0.7491,3,87212,1467,1958.4633,0.9316,1.0718,0.8921,1.1209
I00699,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1.0309,2,62011,2006,1945.9142,0.9314,1.0721,0.8921,1.1210
I00699,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",0.9085,2,26482,900,990.6247,0.9047,1.1021,0.8849,1.1300
I00699,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",0.9624,2,186158,4567,4745.2570,0.9557,1.0457,0.8968,1.1151
I00699,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",0.8473,3,44029,599,706.9111,0.8878,1.1218,0.8795,1.1371
I00699,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",1.0833,2,84326,3461,3194.9691,0.9462,1.0559,0.8952,1.1171
I00699,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",0.7429,3,108346,2218,2985.4965,0.9444,1.0579,0.8948,1.1175
I00699,RGQ,"IPSWICH HOSPITAL NHS TRUST",1.0201,2,52870,1988,1948.7856,0.9315,1.0720,0.8921,1.1209
I00699,R1F,"ISLE OF WIGHT NHS TRUST",1.0969,2,17067,973,887.0301,0.8994,1.1082,0.8833,1.1321
I00699,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.1721,1,31359,1629,1389.8653,0.9192,1.0857,0.8891,1.1248
I00699,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1.0743,2,52249,1726,1606.6432,0.9247,1.0795,0.8905,1.1230
I00699,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",0.9097,2,110120,3152,3465.0046,0.9483,1.0536,0.8955,1.1166
I00699,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",0.8318,3,55579,1183,1422.1875,0.9201,1.0847,0.8893,1.1245
I00699,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",1.0528,2,74874,2357,2238.8463,0.9360,1.0670,0.8931,1.1197
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",0.9705,2,130209,4096,4220.3580,0.9531,1.0485,0.8964,1.1156
I00699,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",1.0080,2,90666,2436,2416.6619,0.9383,1.0645,0.8936,1.1191
I00699,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",0.7926,3,90990,2458,3101.3679,0.9454,1.0567,0.8950,1.1173
I00699,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0593,2,76492,1793,1692.6271,0.9266,1.0774,0.8910,1.1224
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",1.0492,2,66106,2402,2289.2884,0.9367,1.0663,0.8933,1.1195
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",0.9978,2,171853,3620,3627.9247,0.9495,1.0524,0.8957,1.1164
I00699,RPA,"MEDWAY NHS FOUNDATION TRUST",1.0708,2,54650,1901,1775.3312,0.9283,1.0755,0.8914,1.1219
I00699,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1.0297,2,48663,1558,1513.0501,0.9224,1.0820,0.8899,1.1237
I00699,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1.0860,2,56654,1951,1796.5062,0.9287,1.0751,0.8915,1.1218
I00699,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",0.9827,2,99475,3063,3116.9046,0.9456,1.0566,0.8950,1.1173
I00699,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",0.9954,2,42620,1251,1256.7940,0.9151,1.0903,0.8880,1.1262
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0652,2,88006,3431,3220.8472,0.9464,1.0557,0.8952,1.1171
I00699,RVJ,"NORTH BRISTOL NHS TRUST",0.9845,2,81385,2331,2367.8120,0.9377,1.0651,0.8935,1.1192
I00699,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",0.9754,2,46698,1868,1915.1439,0.9309,1.0726,0.8920,1.1211
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",0.8241,3,45450,1168,1417.2910,0.9199,1.0848,0.8893,1.1245
I00699,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",1.0801,2,59040,2057,1904.4927,0.9307,1.0729,0.8919,1.1212
I00699,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",1.0992,2,75587,2855,2597.2488,0.9405,1.0621,0.8941,1.1185
I00699,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",0.9620,2,70576,1910,1985.4505,0.9321,1.0713,0.8923,1.1208
I00699,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1.0383,2,28280,1054,1015.1670,0.9058,1.1008,0.8853,1.1296
I00699,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",1.1854,1,54352,2546,2147.8604,0.9346,1.0685,0.8928,1.1200
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",1.0093,2,67726,3105,3076.3937,0.9452,1.0570,0.8950,1.1173
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",0.9613,2,133666,4250,4421.0416,0.9542,1.0474,0.8965,1.1154
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.9282,2,118037,3194,3441.1651,0.9481,1.0538,0.8955,1.1167
I00699,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",1.0352,2,115371,3820,3690.1930,0.9499,1.0519,0.8958,1.1163
I00699,RK9,"PLYMOUTH HOSPITALS NHS TRUST",1.0208,2,72549,2458,2407.8148,0.9382,1.0646,0.8936,1.1191
I00699,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",0.8324,3,50862,1601,1923.3743,0.9310,1.0725,0.8920,1.1211
I00699,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",1.0912,2,81301,3174,2908.5914,0.9437,1.0586,0.8947,1.1177
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",1.0365,2,66865,2132,2056.8409,0.9332,1.0700,0.8925,1.1204
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",0.9457,2,69144,2367,2502.7964,0.9394,1.0633,0.8938,1.1188
I00699,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",1.0906,2,61354,2167,1986.9292,0.9321,1.0713,0.8923,1.1208
I00699,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",0.8777,3,99481,2745,3127.5141,0.9457,1.0565,0.8951,1.1172
I00699,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",1.0539,2,45359,2033,1929.0850,0.9311,1.0724,0.8920,1.1210
I00699,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",0.8352,3,47093,1193,1428.3983,0.9202,1.0845,0.8893,1.1244
I00699,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",1.0305,2,56026,2095,2032.9925,0.9329,1.0704,0.8924,1.1205
I00699,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",0.9180,2,47621,1867,2033.7897,0.9329,1.0704,0.8924,1.1205
I00699,RNZ,"SALISBURY NHS FOUNDATION TRUST",1.0611,2,34721,1092,1029.1449,0.9064,1.1001,0.8855,1.1293
I00699,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",1.0364,2,67263,2029,1957.6633,0.9316,1.0718,0.8921,1.1209
I00699,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9874,2,114667,3716,3763.5531,0.9504,1.0514,0.8959,1.1162
I00699,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",1.0221,2,56657,2111,2065.3987,0.9334,1.0699,0.8925,1.1204
I00699,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",1.0206,2,67833,2725,2669.9925,0.9413,1.0613,0.8942,1.1183
I00699,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",1.0418,2,88624,2826,2712.4934,0.9417,1.0608,0.8943,1.1182
I00699,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1.1654,1,23374,1133,972.1969,0.9038,1.1031,0.8847,1.1304
I00699,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1.0543,2,34326,1235,1171.3634,0.9121,1.0936,0.8871,1.1272
I00699,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.1665,1,54013,2414,2069.5210,0.9334,1.0698,0.8926,1.1204
I00699,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1.1739,1,31744,1353,1152.5744,0.9114,1.0944,0.8869,1.1275
I00699,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.8380,3,88056,1980,2362.8529,0.9376,1.0652,0.8935,1.1192
I00699,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",1.0427,2,74132,2356,2259.5416,0.9362,1.0667,0.8932,1.1196
I00699,RWJ,"STOCKPORT NHS FOUNDATION TRUST",0.9457,2,57875,1804,1907.5061,0.9307,1.0728,0.8919,1.1211
I00699,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",0.9589,2,49622,1977,2061.6663,0.9333,1.0699,0.8925,1.1204
I00699,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1.0793,2,33777,1411,1307.3772,0.9167,1.0884,0.8884,1.1256
I00699,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",0.9344,2,55338,1745,1867.5605,0.9300,1.0736,0.8918,1.1214
I00699,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",1.0027,2,79461,2435,2428.4574,0.9385,1.0643,0.8936,1.1190
I00699,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",0.9441,2,39675,1005,1064.4958,0.9080,1.0984,0.8859,1.1288
I00699,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",0.9486,2,102639,2635,2777.7814,0.9424,1.0600,0.8944,1.1180
I00699,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1.0834,2,46981,1548,1428.8623,0.9202,1.0845,0.8893,1.1244
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0.9806,2,47118,1723,1757.1270,0.9279,1.0759,0.8913,1.1220
I00699,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1.1206,2,41680,1481,1321.6679,0.9171,1.0880,0.8885,1.1255
I00699,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",0.9472,2,48877,2020,2132.5923,0.9344,1.0687,0.8928,1.1201
I00699,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",1.1642,1,68784,2566,2204.0317,0.9355,1.0676,0.8930,1.1198
I00699,RKE,"THE WHITTINGTON HEALTH NHS TRUST",0.7261,3,27732,554,762.9377,0.8918,1.1170,0.8808,1.1353
I00699,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",0.8530,3,49473,1808,2119.5970,0.9342,1.0690,0.8927,1.1202
I00699,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",1.1222,1,81899,3689,3287.4320,0.9470,1.0551,0.8953,1.1169
I00699,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",0.7615,3,71922,1176,1544.3437,0.9232,1.0812,0.8901,1.1235
I00699,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",0.9396,2,96398,2964,3154.3969,0.9459,1.0563,0.8951,1.1172
I00699,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",1.0507,2,66310,2745,2612.5024,0.9406,1.0619,0.8941,1.1185
I00699,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",0.9764,2,76205,1674,1714.4510,0.9270,1.0769,0.8911,1.1223
I00699,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",1.0950,2,96879,2869,2620.0683,0.9407,1.0619,0.8941,1.1184
I00699,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",1.0026,2,151899,4537,4525.1348,0.9547,1.0468,0.8966,1.1153
I00699,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1.0651,2,49857,1888,1772.6732,0.9282,1.0756,0.8913,1.1219
I00699,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",1.0306,2,127908,4371,4241.3132,0.9532,1.0484,0.8964,1.1156
I00699,RBK,"WALSALL HEALTHCARE NHS TRUST",1.0694,2,44675,1652,1544.8605,0.9232,1.0811,0.8901,1.1234
I00699,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1.0937,2,49963,1483,1355.9007,0.9182,1.0868,0.8888,1.1251
I00699,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",0.9216,2,62428,2057,2231.9339,0.9359,1.0672,0.8931,1.1197
I00699,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",0.8929,2,37061,1441,1613.8836,0.9248,1.0793,0.8905,1.1229
I00699,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",0.9522,2,76378,3166,3324.7695,0.9473,1.0548,0.8954,1.1169
I00699,RA3,"WESTON AREA HEALTH NHS TRUST",1.0347,2,16553,961,928.7412,0.9017,1.1056,0.8840,1.1312
I00699,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9698,2,67270,2285,2356.2426,0.9375,1.0653,0.8935,1.1193
I00699,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",1.0401,2,70951,2838,2728.4815,0.9419,1.0606,0.8943,1.1181
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1.2226,1,40626,1883,1540.1773,0.9231,1.0813,0.8901,1.1235
I00699,RLQ,"WYE VALLEY NHS TRUST",1.2277,1,28722,1291,1051.5287,0.9074,1.0990,0.8858,1.1290
I00699,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",0.9764,2,27742,1054,1079.4359,0.9086,1.0977,0.8861,1.1285
I00699,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9772,2,87006,3180,3254.0732,0.9467,1.0554,0.8953,1.1170
