INDICATOR_CODE,DIAGNOSIS_GROUP,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,2,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",597,158,124.5872
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",296,84,61.1284
I00699,2,RLQ,"WYE VALLEY NHS TRUST",187,43,39.0440
I00699,2,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",402,72,98.8677
I00699,2,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",1550,367,365.2182
I00699,3,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",31,*,2.0193
I00699,3,RCF,"AIREDALE NHS FOUNDATION TRUST",14,0,0.3180
I00699,3,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",12,*,0.5339
I00699,3,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",17,*,0.9277
I00699,3,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",12,0,0.0336
