INDICATOR_CODE,DIAGNOSIS GROUP,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED
I00699,1,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,45,0,1.5784
I00699,1,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,39,0,0.9187
I00699,1,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,9,*,0.7432
I00699,1,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,*,0,0.5309
I00699,1,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,17,0,0.961
I00699,1,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,43,0,1.6558
I00699,1,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,*,0,0.3057
I00699,1,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11,0,0.6188
I00699,1,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,*,*,0.2511
I00699,1,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,6,*,0.7415
I00699,1,RVJ,NORTH BRISTOL NHS TRUST,27,*,1.6709
I00699,1,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,8,*,0.5771
I00699,1,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,14,*,0.6252
I00699,1,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,*,0,0.008
I00699,1,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,*,*,0.1497
I00699,1,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,49,0,1.3311
I00699,1,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,58,*,3.0569
I00699,1,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,8,0,0.6091
I00699,1,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,10,*,0.8352
I00699,1,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,73,*,3.1357
I00699,1,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,7,*,0.1406
I00699,1,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,13,0,0.3234
I00699,1,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,*,0,0.0519
I00699,1,RWJ,STOCKPORT NHS FOUNDATION TRUST,*,0,0.0384
I00699,1,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,9,0,0.938
I00699,1,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,*,*,0.2414
I00699,1,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15,0,0.7969
I00699,1,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,37,*,0.9663
I00699,1,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,*,*,0.3902
I00699,1,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,23,*,0.8552
I00699,1,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,20,*,0.953
I00699,1,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,58,*,1.7333
I00699,1,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,7,0,0.1936
I00699,1,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12,*,0.7088
I00699,1,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,8,*,0.796
I00699,1,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,7,*,0.2199
I00699,1,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,17,*,0.8883
I00699,1,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,*,0,0.2844
I00699,1,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,93,*,3.997
I00699,1,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,8,0,0.5188
I00699,2,R1F,ISLE OF WIGHT NHS TRUST,245,60,58.2704
I00699,2,R1H,BARTS HEALTH NHS TRUST,637,76,96.2095
I00699,2,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,530,101,85.98
I00699,2,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,200,36,38.4578
I00699,2,RA3,WESTON AREA HEALTH NHS TRUST,169,47,37.2806
I00699,2,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,142,34,33.3556
I00699,2,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,404,52,59.716
I00699,2,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,491,107,120.589
I00699,2,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,282,51,45.833
I00699,2,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,394,95,82.3767
I00699,2,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,604,135,122.399
I00699,2,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,140,34,24.8454
I00699,2,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,155,27,27.8423
I00699,2,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,209,55,47.756
I00699,2,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,548,81,120.431
I00699,2,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,233,45,44.9153
I00699,2,RBK,WALSALL HEALTHCARE NHS TRUST,305,93,68.8784
I00699,2,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,348,100,77.6803
I00699,2,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,431,84,90.8102
I00699,2,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,336,84,71.3616
I00699,2,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,201,48,44.9113
I00699,2,RC1,BEDFORD HOSPITAL NHS TRUST,290,59,62.2572
I00699,2,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,412,86,88.0949
I00699,2,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,445,127,109.158
I00699,2,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,92,22,19.8994
I00699,2,RCF,AIREDALE NHS FOUNDATION TRUST,168,31,35.3862
I00699,2,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",456,98,116.778
I00699,2,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,481,103,104.398
I00699,2,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,400,41,75.5746
I00699,2,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,385,66,71.0098
I00699,2,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,639,168,139.498
I00699,2,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,488,94,100.405
I00699,2,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,946,148,175.985
I00699,2,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,204,28,48.8117
I00699,2,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,169,51,36.2014
I00699,2,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,292,55,60.3193
I00699,2,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,265,56,53.6201
I00699,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",492,119,93.7217
I00699,2,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,256,71,56.7152
I00699,2,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,97,15,18.8392
I00699,2,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,222,44,47.2003
I00699,2,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,214,36,42.518
I00699,2,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,613,90,123.91
I00699,2,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,251,47,51.9153
I00699,2,RGQ,IPSWICH HOSPITAL NHS TRUST,355,61,76.1968
I00699,2,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,406,67,89.9671
I00699,2,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,320,41,55.4029
I00699,2,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,397,78,85.5131
I00699,2,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,374,73,75.2092
I00699,2,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,650,148,127.144
I00699,2,RHU,PORTSMOUTH HOSPITALS NHS TRUST,547,104,112.966
I00699,2,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,445,68,86.9365
I00699,2,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,176,28,28.3589
I00699,2,RJ2,LEWISHAM AND GREENWICH NHS TRUST,508,84,87.9275
I00699,2,RJ6,CROYDON HEALTH SERVICES NHS TRUST,283,59,55.1925
I00699,2,RJ7,ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST,237,36,41.2351
I00699,2,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,225,48,48.1219
I00699,2,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,437,46,81.8552
I00699,2,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,166,35,31.8292
I00699,2,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,444,117,98.8969
I00699,2,RJN,EAST CHESHIRE NHS TRUST,233,40,46.1929
I00699,2,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,309,67,66.259
I00699,2,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,563,99,97.8113
I00699,2,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,377,129,91.2237
I00699,2,RK9,PLYMOUTH HOSPITALS NHS TRUST,505,77,102.07
I00699,2,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,378,54,66.3154
I00699,2,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,155,15,25.2368
I00699,2,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,480,81,90.3316
I00699,2,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,312,33,53.9951
I00699,2,RLQ,WYE VALLEY NHS TRUST,128,44,28.4878
I00699,2,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,168,25,33.0013
I00699,2,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,408,75,87.1346
I00699,2,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,195,43,36.3978
I00699,2,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,289,50,57.61
I00699,2,RMC,BOLTON NHS FOUNDATION TRUST,535,147,116.398
I00699,2,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,85,29,16.3058
I00699,2,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,366,62,73.4627
I00699,2,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,381,75,75.3237
I00699,2,RN7,DARTFORD AND GRAVESHAM NHS TRUST,333,57,67.6672
I00699,2,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,403,124,90.8411
I00699,2,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,217,50,43.8958
I00699,2,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,145,32,28.6897
I00699,2,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,328,55,57.4836
I00699,2,RNZ,SALISBURY NHS FOUNDATION TRUST,202,35,43.1723
I00699,2,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,340,68,68.2283
I00699,2,RPA,MEDWAY NHS FOUNDATION TRUST,282,74,58.3901
I00699,2,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,361,83,68.7626
I00699,2,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,346,60,79.8288
I00699,2,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,123,11,19.5276
I00699,2,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,215,42,46.1653
I00699,2,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,136,20,23.7282
I00699,2,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,95,18,14.2159
I00699,2,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,712,146,142.971
I00699,2,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,316,66,70.3143
I00699,2,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,759,101,112.292
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",282,84,59.4398
I00699,2,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,543,94,90.567
I00699,2,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,202,26,30.2429
I00699,2,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,438,70,69.4387
I00699,2,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,318,97,74.014
I00699,2,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,441,92,102.171
I00699,2,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,755,123,155.222
I00699,2,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,548,70,97.3739
I00699,2,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,353,67,78.8358
I00699,2,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,290,62,61.3438
I00699,2,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,649,118,121.038
I00699,2,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,286,68,57.0992
I00699,2,RVJ,NORTH BRISTOL NHS TRUST,278,74,68.4781
I00699,2,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,436,89,94.3963
I00699,2,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,747,180,165.774
I00699,2,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,338,78,64.462
I00699,2,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,292,69,59.8637
I00699,2,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,245,31,33.6545
I00699,2,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,370,41,54.4382
I00699,2,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,271,81,55.1499
I00699,2,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,699,216,190.115
I00699,2,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,724,143,127.448
I00699,2,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,467,67,83.1631
I00699,2,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,335,120,70.0051
I00699,2,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,258,46,52.3124
I00699,2,RWJ,STOCKPORT NHS FOUNDATION TRUST,283,47,63.9374
I00699,2,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,380,97,85.5174
I00699,2,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,213,46,38.691
I00699,2,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,201,45,39.8849
I00699,2,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1013,172,209.634
I00699,2,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,397,85,85.9516
I00699,2,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,365,71,71.6641
I00699,2,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,350,53,62.523
I00699,2,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,302,51,52.2886
I00699,2,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,493,134,102.983
I00699,2,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,612,154,132.565
I00699,2,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,467,106,84.6876
I00699,2,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,390,55,74.224
I00699,2,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,393,92,69.9023
I00699,2,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,397,101,81.6982
I00699,2,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,472,71,84.9835
I00699,2,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,533,116,107.556
I00699,3,R1F,ISLE OF WIGHT NHS TRUST,9,0,0.3111
I00699,3,R1H,BARTS HEALTH NHS TRUST,53,*,3.5218
I00699,3,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,71,*,4.3302
I00699,3,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,10,*,0.7733
I00699,3,RA3,WESTON AREA HEALTH NHS TRUST,31,*,2.9257
