INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00731,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,34,4128,0.8
I00731,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,33,7489,0.4
I00731,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,18,4015,0.4
I00731,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,58,6963,0.8
I00731,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,41,7208,0.6
I00731,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,40,8517,0.5
I00731,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,74,11649,0.6
I00731,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,156,2005,7.8
I00731,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,65,11299,0.6
I00731,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,108,9074,1.2
I00731,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",78,8404,0.9
I00731,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,24,4493,0.5
I00731,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,38,7279,0.5
I00731,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,27,4287,0.6
I00731,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,13,2323,0.6
I00731,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,20,7631,0.3
I00731,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,39,4880,0.8
I00731,RGQ,IPSWICH HOSPITAL NHS TRUST,62,7389,0.8
I00731,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,14,4383,0.3
I00731,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,104,18353,0.6
I00731,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,108,13823,0.8
I00731,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,82,19673,0.4
I00731,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,171,24271,0.7
I00731,RHU,PORTSMOUTH HOSPITALS NHS TRUST,72,14372,0.5
I00731,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,50,13270,0.4
I00731,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,197,26386,0.7
I00731,RJ2,LEWISHAM AND GREENWICH NHS TRUST,22,5049,0.4
I00731,RJ6,CROYDON HEALTH SERVICES NHS TRUST,14,3045,0.5
I00731,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,106,22948,0.5
I00731,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,*,*,1
I00731,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,27,3624,0.7
I00731,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,112,13313,0.8
I00731,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,18,4801,0.4
I00731,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,59,8549,0.7
I00731,RJN,EAST CHESHIRE NHS TRUST,16,2164,0.7
I00731,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,35,5544,0.6
I00731,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,101,18305,0.6
I00731,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,20,4690,0.4
I00731,RK9,PLYMOUTH HOSPITALS NHS TRUST,112,14279,0.8
I00731,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,88,15308,0.6
I00731,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,*,*,0.3
I00731,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,50,8064,0.6
I00731,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,78,16322,0.5
I00731,RLQ,WYE VALLEY NHS TRUST,34,6338,0.5
I00731,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,8,2810,0.3
I00731,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,78,16380,0.5
I00731,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,105,14612,0.7
I00731,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,65,10611,0.6
I00731,RMC,BOLTON NHS FOUNDATION TRUST,31,6617,0.5
I00731,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,19,3469,0.5
I00731,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,35,7152,0.5
I00731,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,48,11318,0.4
I00731,RN7,DARTFORD AND GRAVESHAM NHS TRUST,48,14392,0.3
I00731,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,46,7302,0.6
I00731,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,29,7490,0.4
I00731,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,19,5373,0.4
I00731,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,53,6826,0.8
I00731,RNZ,SALISBURY NHS FOUNDATION TRUST,33,6468,0.5
I00731,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,44,10823,0.4
I00731,RPA,MEDWAY NHS FOUNDATION TRUST,38,8251,0.5
I00731,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,94,9773,1
I00731,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,26,10774,0.2
I00731,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,35,5972,0.6
I00731,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,9,3823,0.2
I00731,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,22,4908,0.4
I00731,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,16,3160,0.5
I00731,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,87,17173,0.5
I00731,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,90,5571,1.6
I00731,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,201,30138,0.7
I00731,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",15,7845,0.2
I00731,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,100,18087,0.6
I00731,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,188,25045,0.8
I00731,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,177,30344,0.6
I00731,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,96,13369,0.7
I00731,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,139,8064,1.7
I00731,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,92,14828,0.6
I00731,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,102,23936,0.4
I00731,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,40,6184,0.6
I00731,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,14,5030,0.3
I00731,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,147,19330,0.8
I00731,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,36,7213,0.5
I00731,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,29,10178,0.3
I00731,RVJ,NORTH BRISTOL NHS TRUST,36,14515,0.2
I00731,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,15,7003,0.2
I00731,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,27,8336,0.3
I00731,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,73,16890,0.4
I00731,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,36,5962,0.6
I00731,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,14,3543,0.4
I00731,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,95,19344,0.5
I00731,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,110,16765,0.7
I00731,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,176,19070,0.9
I00731,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,68,11943,0.6
I00731,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,100,22300,0.4
I00731,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,62,9257,0.7
I00731,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,31,6960,0.4
I00731,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,47,10606,0.4
I00731,RWJ,STOCKPORT NHS FOUNDATION TRUST,33,7924,0.4
I00731,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,62,10212,0.6
I00731,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,21,6204,0.3
I00731,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,60,9516,0.6
I00731,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,104,23395,0.4
I00731,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,66,9821,0.7
I00731,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,82,19294,0.4
I00731,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,66,11467,0.6
I00731,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,44,8590,0.5
I00731,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,68,8069,0.8
I00731,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,66,13373,0.5
I00731,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,44,9293,0.5
I00731,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,26,6471,0.4
I00731,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,59,10035,0.6
I00731,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,55,7460,0.7
I00731,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,127,21703,0.6
I00731,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,43,10182,0.4
