INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01966,R1F,"ISLE OF WIGHT NHS TRUST",5.8229,13
I01966,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.6999,19
I01966,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",6.2387,19
I01966,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",6.1923,19
I01966,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",4.2507,19
I01966,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",5.6726,19
I01966,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",5.1496,19
I01966,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",4.4980,19
I01966,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.0658,19
I01966,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",4.9691,19
I01966,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",5.0961,19
I01966,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",5.3150,19
I01966,RPA,"MEDWAY NHS FOUNDATION TRUST",4.9331,19
I01966,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",4.8638,19
I01966,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",5.0181,12
I01966,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",4.7432,19
I01966,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.8357,19
I01966,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.7823,19
I01966,RVJ,"NORTH BRISTOL NHS TRUST",5.4298,19
I01966,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",4.9303,13
I01966,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",4.5934,19
I01966,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",6.3708,19
I01966,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",4.2178,13
I01966,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",4.7108,19
I01966,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",4.7627,19
I01966,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",5.4340,19
I01966,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",4.8103,19
I01966,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",6.5210,19
I01966,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.9030,19
I01966,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",5.6477,13
I01966,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",5.3999,19
I01966,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",5.7676,19
I01966,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",3.9610,19
I01966,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",5.1183,12
I01966,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",4.2188,13
I01966,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",5.4771,19
I01966,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",6.2688,19
I01966,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",4.7794,13
I01966,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",6.6716,13
I01966,RNZ,"SALISBURY NHS FOUNDATION TRUST",4.2314,19
I01966,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",5.1852,19
I01966,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",5.4586,19
I01966,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",5.6996,19
I01966,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",5.5994,19
I01966,RH5,"SOMERSET NHS FOUNDATION TRUST",5.4470,19
I01966,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",4.6330,13
I01966,R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",5.6240,19
I01966,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",5.2563,19
I01966,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",4.9485,19
I01966,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.7644,19
I01966,RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",5.0430,19
I01966,RWJ,"STOCKPORT NHS FOUNDATION TRUST",4.4573,13
I01966,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",6.5845,19
I01966,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",5.7961,19
I01966,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",5.1960,19
I01966,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",3.8848,19
I01966,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",4.7546,19
I01966,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",4.6008,19
I01966,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",4.2901,13
I01966,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",6.0374,19
I01966,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",4.5483,13
I01966,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",6.2061,19
I01966,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",4.2275,12
I01966,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",5.3539,19
I01966,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",6.0903,13
I01966,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",7.4364,19
I01966,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",4.7857,19
I01966,RA7,"UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST",5.2341,19
I01966,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",4.0828,19
I01966,RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",5.5692,19
I01966,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4.9052,19
I01966,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",5.8803,19
I01966,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",5.5045,19
I01966,RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",5.1579,19
I01966,RBK,"WALSALL HEALTHCARE NHS TRUST",5.3296,14
I01966,RWW,"WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST",5.7003,19
I01966,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",5.1866,15
I01966,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",6.2386,19
I01966,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",5.6697,19
I01966,RKE,"WHITTINGTON HEALTH NHS TRUST",5.6785,19
I01966,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",5.8849,19
I01966,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",5.5336,19
I01966,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",5.9972,13
I01966,RLQ,"WYE VALLEY NHS TRUST",4.9099,19
I01966,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",5.0059,19
I01966,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",4.7326,19
