INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1458,996,462,68.3128,31.6872
I00733,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1029,734,295,71.3314,28.6686
I00733,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3094,1992,1102,64.3827,35.6173
I00733,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1819,1355,464,74.4915,25.5085
I00733,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1506,1074,432,71.3147,28.6853
I00733,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1965,1496,469,76.1323,23.8677
I00733,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",893,625,268,69.9888,30.0112
I00733,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",4471,3266,1205,73.0485,26.9515
I00733,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",813,517,296,63.5916,36.4084
I00733,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",538,415,123,77.1375,22.8625
I00733,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3309,2141,1168,64.7023,35.2977
I00733,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2266,1682,584,74.2277,25.7723
I00733,RGQ,"IPSWICH HOSPITAL NHS TRUST",1891,1302,589,68.8525,31.1475
I00733,R1F,"ISLE OF WIGHT NHS TRUST",864,556,308,64.3519,35.6481
I00733,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1508,1129,379,74.8674,25.1326
I00733,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1584,1144,440,72.2222,27.7778
I00733,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3077,2276,801,73.9682,26.0318
I00733,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1150,818,332,71.1304,28.8696
I00733,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2266,1608,658,70.9620,29.0380
I00733,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4130,2944,1186,71.2833,28.7167
I00733,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2260,1743,517,77.1239,22.8761
I00733,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2482,1856,626,74.7784,25.2216
I00733,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1655,1196,459,72.2659,27.7341
I00733,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2277,1576,701,69.2139,30.7861
I00733,RPA,"MEDWAY NHS FOUNDATION TRUST",1892,1353,539,71.5116,28.4884
I00733,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1529,1029,500,67.2989,32.7011
I00733,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",1845,1321,524,71.5989,28.4011
I00733,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",2952,2123,829,71.9173,28.0827
I00733,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1218,823,395,67.5698,32.4302
I00733,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3554,2522,1032,70.9623,29.0377
I00733,RVJ,"NORTH BRISTOL NHS TRUST",2116,1611,505,76.1342,23.8658
I00733,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1785,1187,598,66.4986,33.5014
I00733,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1244,1016,228,81.6720,18.3280
I00733,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2073,1450,623,69.9469,30.0531
I00733,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1761,1320,441,74.9574,25.0426
I00733,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1164,797,367,68.4708,31.5292
I00733,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2457,1584,873,64.4689,35.5311
I00733,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",2984,2351,633,78.7869,21.2131
I00733,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4387,3407,980,77.6613,22.3387
I00733,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3119,2308,811,73.9981,26.0019
I00733,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",3985,2655,1330,66.6248,33.3752
I00733,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",1983,1360,623,68.5830,31.4170
I00733,RK9,"PLYMOUTH HOSPITALS NHS TRUST",2341,1585,756,67.7061,32.2939
I00733,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1589,1214,375,76.4003,23.5997
I00733,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3076,2156,920,70.0910,29.9090
I00733,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2068,1454,614,70.3095,29.6905
I00733,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2441,1640,801,67.1856,32.8144
I00733,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",1985,1408,577,70.9320,29.0680
I00733,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2774,1995,779,71.9178,28.0822
I00733,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",1978,1485,493,75.0758,24.9242
I00733,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1278,845,433,66.1189,33.8811
I00733,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",1963,1446,517,73.6628,26.3372
I00733,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1748,1306,442,74.7140,25.2860
I00733,RNZ,"SALISBURY NHS FOUNDATION TRUST",1054,839,215,79.6015,20.3985
I00733,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2131,1537,594,72.1258,27.8742
I00733,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3659,2751,908,75.1845,24.8155
I00733,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",1916,1309,607,68.3194,31.6806
I00733,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2640,1715,925,64.9621,35.0379
I00733,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2764,1975,789,71.4544,28.5456
I00733,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1191,890,301,74.7271,25.2729
I00733,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",1190,832,358,69.9160,30.0840
I00733,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2242,1521,721,67.8412,32.1588
I00733,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1223,773,450,63.2052,36.7948
I00733,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2039,1576,463,77.2928,22.7072
I00733,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2287,1599,688,69.9169,30.0831
I00733,RWJ,"STOCKPORT NHS FOUNDATION TRUST",1770,1364,406,77.0621,22.9379
I00733,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",1805,1282,523,71.0249,28.9751
I00733,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1357,896,461,66.0280,33.9720
I00733,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1749,1169,580,66.8382,33.1618
I00733,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",2325,1666,659,71.6559,28.3441
I00733,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",928,715,213,77.0474,22.9526
I00733,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",2678,1955,723,73.0022,26.9978
I00733,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1469,1015,454,69.0946,30.9054
I00733,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1634,1147,487,70.1958,29.8042
I00733,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1530,1041,489,68.0392,31.9608
I00733,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",1981,1552,429,78.3443,21.6557
I00733,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",2558,1892,666,73.9640,26.0360
I00733,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",512,348,164,67.9688,32.0313
I00733,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1842,1307,535,70.9555,29.0445
I00733,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3513,2393,1120,68.1184,31.8816
I00733,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",1103,824,279,74.7053,25.2947
I00733,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",1860,1414,446,76.0215,23.9785
I00733,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",2754,2141,613,77.7415,22.2585
I00733,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",2727,1990,737,72.9740,27.0260
I00733,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1741,1316,425,75.5887,24.4113
I00733,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",2916,2064,852,70.7819,29.2181
I00733,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4520,3002,1518,66.4159,33.5841
I00733,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",1842,1220,622,66.2324,33.7676
I00733,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",4302,2968,1334,68.9912,31.0088
I00733,RBK,"WALSALL HEALTHCARE NHS TRUST",1560,1089,471,69.8077,30.1923
I00733,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1497,1095,402,73.1463,26.8537
I00733,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",1883,1306,577,69.3574,30.6426
I00733,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",1370,942,428,68.7591,31.2409
I00733,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",3119,2138,981,68.5476,31.4524
I00733,RA3,"WESTON AREA HEALTH NHS TRUST",1007,709,298,70.4071,29.5929
I00733,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2257,1629,628,72.1755,27.8245
I00733,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",2833,1909,924,67.3844,32.6156
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1761,1228,533,69.7331,30.2669
I00733,RLQ,"WYE VALLEY NHS TRUST",1194,855,339,71.6080,28.3920
I00733,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1008,700,308,69.4444,30.5556
I00733,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3196,2184,1012,68.3354,31.6646
