INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9625,2,114235,3590,3730.0000,0.9502,1.0516,0.8956,1.1166
I00699,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",0.9564,2,55270,1950,2040.0000,0.9329,1.0704,0.8922,1.1208
I00699,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",1.0034,2,70045,2765,2755.0000,0.9422,1.0603,0.8941,1.1184
I00699,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",1.0670,2,86990,2685,2515.0000,0.9395,1.0631,0.8936,1.1191
I00699,R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",1.0759,2,79700,3230,3000.0000,0.9445,1.0577,0.8946,1.1178
I00699,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",0.9995,2,35850,1225,1230.0000,0.9141,1.0914,0.8875,1.1268
I00699,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0797,2,57215,2380,2205.0000,0.9355,1.0676,0.8928,1.1201
I00699,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",1.1114,2,34915,1430,1285.0000,0.9161,1.0892,0.8880,1.1261
I00699,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.8401,3,89125,2030,2415.0000,0.9383,1.0645,0.8934,1.1194
I00699,RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",1.0013,2,79740,2360,2355.0000,0.9375,1.0653,0.8932,1.1196
I00699,RWJ,"STOCKPORT NHS FOUNDATION TRUST",0.9833,2,57000,1845,1875.0000,0.9302,1.0734,0.8916,1.1216
I00699,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",0.9678,2,53255,1930,1990.0000,0.9322,1.0712,0.8920,1.1210
I00699,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",1.2264,1,34665,1565,1275.0000,0.9157,1.0896,0.8879,1.1263
I00699,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",0.9510,2,58415,1920,2020.0000,0.9327,1.0707,0.8921,1.1209
I00699,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",1.1529,1,61545,2490,2160.0000,0.9348,1.0683,0.8926,1.1203
I00699,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",0.9746,2,40145,1090,1115.0000,0.9101,1.0959,0.8863,1.1283
I00699,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",0.9867,2,101420,2615,2650.0000,0.9410,1.0615,0.8939,1.1187
I00699,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",1.1413,1,52575,1625,1425.0000,0.9201,1.0846,0.8891,1.1248
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1.0018,2,47825,1750,1745.0000,0.9277,1.0762,0.8910,1.1224
I00699,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1.0735,2,36530,1480,1380.0000,0.9188,1.0861,0.8887,1.1252
I00699,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",0.9566,2,49280,2060,2155.0000,0.9347,1.0684,0.8926,1.1203
I00699,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",1.2083,1,68515,2755,2280.0000,0.9365,1.0664,0.8930,1.1198
I00699,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",0.9159,2,46200,1690,1845.0000,0.9296,1.0741,0.8914,1.1218
I00699,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",1.1185,1,79955,3625,3240.0000,0.9466,1.0555,0.8950,1.1174
I00699,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",0.7252,3,70235,1120,1545.0000,0.9232,1.0812,0.8899,1.1238
I00699,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",0.9306,2,95490,2935,3155.0000,0.9459,1.0562,0.8948,1.1175
I00699,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",0.9753,2,275055,7395,7585.0000,0.9649,1.0360,0.8978,1.1139
I00699,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1.0465,2,81725,1795,1715.0000,0.9271,1.0769,0.8908,1.1226
I00699,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",1.0940,2,98180,2870,2625.0000,0.9408,1.0618,0.8939,1.1187
I00699,RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",0.9888,2,130335,4625,4675.0000,0.9554,1.0460,0.8965,1.1155
I00699,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0.9934,2,156050,4545,4575.0000,0.9549,1.0465,0.8964,1.1156
I00699,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0.9957,2,51405,1820,1825.0000,0.9292,1.0745,0.8913,1.1219
I00699,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",1.0422,2,140880,4565,4380.0000,0.9540,1.0476,0.8962,1.1158
I00699,RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",1.1106,2,71500,2595,2335.0000,0.9373,1.0656,0.8931,1.1196
I00699,RBK,"WALSALL HEALTHCARE NHS TRUST",1.1012,2,44870,1565,1420.0000,0.9200,1.0848,0.8890,1.1248
I00699,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",1.1209,2,44160,1415,1260.0000,0.9153,1.0901,0.8878,1.1264
I00699,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",0.9565,2,60395,2075,2170.0000,0.9350,1.0681,0.8927,1.1203
I00699,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",0.9089,2,36785,1465,1610.0000,0.9247,1.0794,0.8903,1.1233
I00699,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",0.9791,2,78470,3045,3110.0000,0.9455,1.0567,0.8948,1.1176
I00699,RA3,"WESTON AREA HEALTH NHS TRUST",0.8567,3,16695,795,925.0000,0.9015,1.1058,0.8837,1.1316
I00699,RKE,"WHITTINGTON HEALTH NHS TRUST",0.7790,3,25600,560,720.0000,0.8888,1.1206,0.8796,1.1369
I00699,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",1.0312,2,67865,2315,2245.0000,0.9360,1.0670,0.8929,1.1200
I00699,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",1.1349,1,71870,2915,2565.0000,0.9401,1.0625,0.8937,1.1189
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1.0910,2,47725,1760,1610.0000,0.9248,1.0794,0.8903,1.1233
I00699,RLQ,"WYE VALLEY NHS TRUST",1.0592,2,28830,1245,1175.0000,0.9123,1.0935,0.8869,1.1275
I00699,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",0.9922,2,28870,1130,1140.0000,0.9110,1.0950,0.8866,1.1280
I00699,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9998,2,89120,3195,3195.0000,0.9462,1.0559,0.8949,1.1174
