INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SITE_CODE,SITE_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL,SITE_TYPE,NO_PROVIDERS_AT_SITE,SITE_OWNER,SITE_POSTCODE
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",.,"NOT PROVIDED",*,*,*,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",RFFAA,"BARNSLEY HOSPITAL",1.0086,2,44815,1625,1610.0000,0.9248,1.0794,0.8576,1.1660,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S75 2EP
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H41,"BARKING BIRTH CENTRE",*,*,460,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,IG11 9LX
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H65,"BARTS AND THE LONDON OUTREACH CLINICS",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H90,"BLT BIRTH CENTRE",*,*,595,0,*,*,*,*,*,DENTISTS,ONE,TRUST,E14 8JH
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H86,"BLT PRIVATE HOSPITALS",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H15,"COMMUNITY HEALTH SERVICES",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,E1 4DG
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H11,"GATEWAY SURGICAL CENTRE",*,*,950,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E13 8SL
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H13,"MILE END HOSPITAL",*,*,25,0,*,*,*,*,*,MENTAL HEALTH - COMMUNITY & RESIDENTIAL - NHS,ONE,TRUST,E1 4DG
I00699,R1H,"BARTS HEALTH NHS TRUST",R1HNH,"NEWHAM GENERAL HOSPITAL",0.9171,2,38385,705,770.0000,0.8923,1.1165,0.8506,1.1757,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E13 8SL
I00699,R1H,"BARTS HEALTH NHS TRUST",R1HM0,"ST BARTHOLOMEW'S HOSPITAL",0.9392,2,14545,510,540.0000,0.8725,1.1400,0.8452,1.1832,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EC1A 7BE
I00699,R1H,"BARTS HEALTH NHS TRUST",R1H12,"THE ROYAL LONDON HOSPITAL",0.8453,3,66580,1220,1445.0000,0.9206,1.0840,0.8569,1.1671,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E1 1BB
I00699,R1H,"BARTS HEALTH NHS TRUST",R1HKH,"WHIPPS CROSS UNIVERSITY HOSPITAL",0.8908,2,52440,1350,1520.0000,0.9226,1.0819,0.8572,1.1666,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,E11 1NR
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RDDH0,"BASILDON UNIVERSITY HOSPITAL",0.9919,2,72730,2040,2060.0000,0.9333,1.0700,0.8591,1.1640,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SS16 5NL
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RDDH6,"BRENTWOOD COMMUNITY HOSPITAL",*,*,*,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,CM15 8DR
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RDDH1,"ORSETT HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,RM16 3EU
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RDDH8,"THE ESSEX CARDIOTHORACIC CENTRE",1.0679,2,4800,145,135.0000,0.7541,1.2969,0.7998,1.2503,UNDETERMINED,ONE,TRUST,SS16 5NL
I00699,RC1,"BEDFORD HOSPITAL NHS TRUST",RC110,"BEDFORD HOSPITAL SOUTH WING",1.0866,2,36485,1275,1175.0000,0.9123,1.0935,0.8552,1.1693,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,MK42 9DJ
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",RXL01,"BLACKPOOL VICTORIA HOSPITAL",1.1626,2,54050,2435,2095.0000,0.9338,1.0694,0.8592,1.1639,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,FY3 8NR
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",RXL06,"CLIFTON HOSPITAL",*,*,40,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,FY8 1PB
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",RXL04,"FLEETWOOD HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,FY7 6BE
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",RMC54,"DARLEY COURT INTERMEDIATE CARE CENTRE",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BL1 3EJ
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",RMCE5,"INGLESIDE BIRTH & COMMUNITY CENTRE",*,*,55,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,M6 7WR
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",RMC01,"ROYAL BOLTON HOSPITAL",1.1918,1,59995,1830,1535.0000,0.9230,1.0814,0.8573,1.1664,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL4 0JR
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE01,"BRADFORD ROYAL INFIRMARY",0.8662,2,64355,1435,1660.0000,0.9258,1.0782,0.8578,1.1657,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD9 6RJ
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE02,"BRADFORD ROYAL INFIRMARY WOMEN'S UNIT",1.6569,1,24695,35,20.0000,0.4651,1.8566,0.6408,1.5605,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD9 6RJ
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE05,"ST LUKES HOSPITAL",1.1449,2,440,50,45.0000,0.6033,1.5489,0.7223,1.3844,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BD5 0NA
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE6H,"THE YORKSHIRE CLINIC",*,*,45,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,BD16 1TW
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE5H,"WESTBOURNE GREEN COMMUNITY HOSPITAL",0.8273,2,150,15,15.0000,0.3964,2.0511,0.5972,1.6744,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD8 8RA
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE3A,"WESTWOOD PARK",*,*,*,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BD6 3RW
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE,"NOT PROVIDED",*,*,10,*,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",RAE2J,"NOT PROVIDED",0.7988,2,110,10,10.0000,0.3228,2.3054,0.5478,1.8254,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",.,"NOT PROVIDED",1.0465,2,7595,390,375.0000,0.8475,1.1707,0.8373,1.1942,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH18,"ASHDOWN NUFFIELD HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,RH16 1UD
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH05,"BRIGHTON GENERAL HOSPITAL",*,*,50,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 3EW
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH17,"HOVE POLYCLINIC",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN3 7HY
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH10,"HURSTWOOD PARK CENTRE",*,*,990,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,RH16 4EX
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH21,"LEWES VICTORIA HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN7 1PE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH09,"PRINCESS ROYAL HOSPITAL",0.9149,2,20585,660,720.0000,0.8890,1.1204,0.8497,1.1769,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RH16 4EX
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH06,"ROYAL ALEXANDRA CHILDREN'S HOSPITAL",*,*,7295,*,10.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH01,"ROYAL SUSSEX COUNTY HOSPITAL",1.0305,2,38180,1645,1595.0000,0.9245,1.0798,0.8576,1.1661,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BN2 5BE
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH07,"SUSSEX EYE HOSPITAL",*,*,660,*,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,BN2 5BF
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH60,"SUSSEX ORTHOPAEDIC TREATMENT CENTRE",*,*,1290,0,*,*,*,*,*,UNSPECIFIED,ONE,TRUST,RH16 4EY
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",RXH00,"NOT PROVIDED",*,*,70,*,*,*,*,*,*,NOT PROVIDED,ONE,TRUST,NOT PROVIDED
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",.,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ51,"AMERSHAM HOSPITAL",0.7417,2,220,10,15.0000,0.4028,2.0316,0.6014,1.6629,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP7 0JD
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ61,"BUCKINGHAM HOSPITAL",*,*,75,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,MK18 1NU
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQFN,"FLORENCE NIGHTINGALE HOSPICE",2.7131,1,220,105,40.0000,0.5740,1.6067,0.7058,1.4169,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ02,"STOKE MANDEVILLE HOSPITAL",0.9891,2,50800,1280,1290.0000,0.9162,1.0890,0.8560,1.1682,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP21 8AL
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",RXQ50,"WYCOMBE HOSPITAL",0.7905,3,10240,220,280.0000,0.8249,1.1995,0.8294,1.2058,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP11 2TT
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",.,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",RWY02,"CALDERDALE ROYAL HOSPITAL",1.0034,2,42240,980,975.0000,0.9040,1.1029,0.8534,1.1718,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HX3 0PW
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",RWY01,"HUDDERSFIELD ROYAL INFIRMARY",1.0231,2,28160,1475,1445.0000,0.9206,1.0840,0.8569,1.1671,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HD3 3EA
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,205,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT01,"ADDENBROOKE'S HOSPITAL",0.8652,2,61270,2190,2530.0000,0.9397,1.0630,0.8601,1.1627,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT1Y,"CAMBRIDGE DIALYSIS CENTRE",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,CB5 8PD
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT1Q,"CUH AT PRINCESS OF WALES HOSPITAL",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CB6 1DN
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT65,"HINCHINGBROOKE DIALYSIS UNIT",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT03,"KINGS LYNN DIALYSIS",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT98,"NUFFIELD HEALTH CAMBRIDGE HOSPITAL",*,*,410,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB2 8AF
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT32,"ROSIE HOSPITAL",1.2429,2,12565,30,25.0000,0.4796,1.8196,0.6498,1.5389,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT97,"SPIRE (LEA) HOSPITAL",*,*,515,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,CB24 9EL
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGT04,"WEST SUFFOLK DIALYSIS",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,CB2 0QQ
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,25,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",RQM01,"CHELSEA & WESTMINSTER HOSPITAL",0.7458,3,43690,645,865.0000,0.8981,1.1097,0.8520,1.1737,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SW10 9NH
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",RQM91,"WEST MIDDLESEX UNIVERSITY HOSPITAL",0.7954,3,49665,970,1215.0000,0.9138,1.0918,0.8555,1.1689,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TW7 6AF
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",RFSDA,"CHESTERFIELD ROYAL HOSPITAL",1.0074,2,50370,1830,1820.0000,0.9291,1.0746,0.8584,1.1650,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,S44 5BL
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",.,"NOT PROVIDED",0.8489,2,750,40,45.0000,0.6052,1.5452,0.7234,1.3823,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RJR05,"COUNTESS OF CHESTER HOSPITAL",1.0687,2,47515,1520,1420.0000,0.9201,1.0847,0.8567,1.1672,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CH2 1UL
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RJR60,"ELLESMERE PORT HOSPITAL",*,*,80,10,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,CH65 6SG
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RWWHG,"HALTON HOSPITAL",*,*,40,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WA7 2DA
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",RWWWH,"WARRINGTON HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WA5 1QG
I00699,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,25,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPBA,"BISHOP AUCKLAND HOSPITAL",0.9803,2,1030,10,10.0000,0.2769,2.4972,0.5153,1.9407,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL14 6AD
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCC,"CHESTER LE STREET HOSPITAL",*,*,25,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH3 3AT
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPDA,"DARLINGTON MEMORIAL HOSPITAL",1.0904,2,33130,1205,1105.0000,0.9097,1.0964,0.8546,1.1701,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DL3 6HX
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCG,"HORN HALL HOSPITAL",0.8920,2,315,25,30.0000,0.5159,1.7324,0.6718,1.4886,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DL13 2JR
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",NT237,"NUFFIELD HEALTH, TEES HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,TS20 1PX
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCJ,"RICHARDSON HOSPITAL",0.7604,2,570,35,45.0000,0.5956,1.5637,0.7180,1.3927,RESIDENTIAL SOCIAL CARE,ONE,TRUST,DL12 8ET
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCL,"SEDGEFIELD COMMUNITY HOSPITAL",0.6682,3,530,30,50.0000,0.6121,1.5321,0.7273,1.3750,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TS21 3EE
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",RXPCW,"SHOTLEY BRIDGE HOSPITAL SITE",*,*,50,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DH8 0NB
I00699,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",NT333,"SPIRE WASHINGTON HOSPITAL",*,*,75,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,MULTIPLE,PRIVATE,NE38 9JZ
