INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,3,AGE_GROUP_14,2.5085,0.3365,55.5804,1,0
I00699,3,AGE_GROUP_15,2.4389,0.327,55.6276,1,0
I00699,3,AGE_GROUP_16,2.7588,0.3172,75.6394,1,0
I00699,3,AGE_GROUP_17,2.7238,0.3178,73.4346,1,0
I00699,3,AGE_GROUP_18,3.0251,0.3128,93.5253,1,0
I00699,3,AGE_GROUP_19,3.4036,0.3116,119.2938,1,0
I00699,3,AGE_GROUP_20,3.9434,0.3119,159.8489,1,0
I00699,3,AGE_GROUP_21,0,,,0,
I00699,3,CHARLSON_INDEX_1,0,,,0,
I00699,3,CHARLSON_INDEX_2,0.117,0.1556,0.565,1,0.4522
I00699,3,CHARLSON_INDEX_3,0.9169,0.1077,72.534,1,0
I00699,3,GENDER_1,0,,,0,
I00699,3,GENDER_2,-0.0269,0.0746,0.1304,1,0.718
I00699,3,GENDER_3,0,,,0,
I00699,3,Intercept,-5.716,0.2956,373.8104,1,0
I00699,3,YEAR_INDEX_1,0,,,0,
I00699,3,YEAR_INDEX_2,0.07,0.0873,0.6429,1,0.4227
I00699,3,YEAR_INDEX_3,0.2245,0.0918,5.9806,1,0.0145
I00699,4,ADMIMETH_1,-1.1992,0.2875,17.3999,1,0
I00699,4,ADMIMETH_2,0,,,0,
I00699,4,ADMIMETH_3,0,,,0,
I00699,4,AGE_GROUP_1,0,,,0,
I00699,4,AGE_GROUP_2,-13.1244,310.3847,0.0018,1,0.9663
I00699,4,AGE_GROUP_3,-13.2127,476.3556,0.0008,1,0.9779
I00699,4,AGE_GROUP_4,-0.6193,1.0444,0.3516,1,0.5532
I00699,4,AGE_GROUP_5,-0.4353,1.0441,0.1738,1,0.6767
I00699,4,AGE_GROUP_6,0.5565,0.6469,0.74,1,0.3896
I00699,4,AGE_GROUP_7,0.0556,0.7652,0.0053,1,0.942
I00699,4,AGE_GROUP_8,0.5555,0.5813,0.9133,1,0.3392
I00699,4,AGE_GROUP_9,0.8384,0.5059,2.7463,1,0.0975
I00699,4,AGE_GROUP_10,0.0192,0.5852,0.0011,1,0.9738
I00699,4,AGE_GROUP_11,0.3959,0.4842,0.6685,1,0.4136
I00699,4,AGE_GROUP_12,0.9135,0.3894,5.5027,1,0.019
I00699,4,AGE_GROUP_13,0.9006,0.3761,5.7336,1,0.0166
I00699,4,AGE_GROUP_14,1.4713,0.3448,18.2091,1,0
I00699,4,AGE_GROUP_15,1.3592,0.3409,15.8989,1,0.0001
I00699,4,AGE_GROUP_16,1.5187,0.3367,20.3482,1,0
I00699,4,AGE_GROUP_17,1.8135,0.3323,29.7771,1,0
I00699,4,AGE_GROUP_18,2.0239,0.3285,37.9504,1,0
I00699,4,AGE_GROUP_19,1.8828,0.3427,30.1831,1,0
I00699,4,AGE_GROUP_20,2.4437,0.349,49.0174,1,0
I00699,4,AGE_GROUP_21,0,,,0,
I00699,4,CHARLSON_INDEX_1,0,,,0,
I00699,4,CHARLSON_INDEX_2,0.8744,0.2004,19.0316,1,0
I00699,4,CHARLSON_INDEX_3,1.3705,0.1747,61.5732,1,0
I00699,4,GENDER_1,0.3602,0.1019,12.4963,1,0.0004
I00699,4,GENDER_2,0,,,0,
I00699,4,GENDER_3,0,,,0,
I00699,4,Intercept,-5.3391,0.2954,326.6151,1,0
I00699,4,YEAR_INDEX_1,0,,,0,
I00699,4,YEAR_INDEX_2,-0.0479,0.1234,0.1508,1,0.6978
I00699,4,YEAR_INDEX_3,0.0358,0.1216,0.0867,1,0.7684
I00699,5,ADMIMETH_1,-1.0549,0.2481,18.0803,1,0
I00699,5,ADMIMETH_2,0,,,0,
I00699,5,ADMIMETH_3,0,,,0,
I00699,5,AGE_GROUP_21,0,,,0,
I00699,5,CHARLSON_INDEX_1,0,,,0,
I00699,5,CHARLSON_INDEX_2,0.3266,0.208,2.4653,1,0.1164
I00699,5,CHARLSON_INDEX_3,1.176,0.1674,49.3318,1,0
I00699,5,GENDER_1,0,,,0,
I00699,5,GENDER_2,-0.2892,0.156,3.4369,1,0.0638
I00699,5,GENDER_3,0,,,0,
I00699,5,Intercept,-3.5005,0.1747,401.6786,1,0
I00699,5,YEAR_INDEX_1,0,,,0,
I00699,5,YEAR_INDEX_2,-0.111,0.168,0.4367,1,0.5087
I00699,5,YEAR_INDEX_3,-0.3392,0.1724,3.8725,1,0.0491
I00699,6,ADMIMETH_1,-0.193,0.2116,0.8318,1,0.3617
I00699,6,ADMIMETH_2,0,,,0,
I00699,6,ADMIMETH_3,0,,,0,
I00699,6,AGE_GROUP_1,0.4508,0.3561,1.6025,1,0.2056
I00699,6,AGE_GROUP_2,0,,,0,
I00699,6,AGE_GROUP_3,-11.9312,171.1993,0.0049,1,0.9444
I00699,6,AGE_GROUP_4,0.166,0.7324,0.0514,1,0.8207
I00699,6,AGE_GROUP_5,0.1267,0.7323,0.0299,1,0.8626
I00699,6,AGE_GROUP_6,0.9301,0.5352,3.0203,1,0.0822
I00699,6,AGE_GROUP_7,1.4174,0.4509,9.8828,1,0.0017
I00699,6,AGE_GROUP_8,1.7676,0.4022,19.316,1,0
I00699,6,AGE_GROUP_9,1.8522,0.4029,21.1345,1,0
I00699,6,AGE_GROUP_10,1.6205,0.4523,12.8358,1,0.0003
I00699,6,AGE_GROUP_11,2.6561,0.2943,81.4434,1,0
I00699,6,AGE_GROUP_12,2.9851,0.2663,125.6956,1,0
I00699,6,AGE_GROUP_13,3.2857,0.2508,171.6604,1,0
I00699,6,AGE_GROUP_14,3.3529,0.2498,180.1389,1,0
I00699,6,AGE_GROUP_15,3.5854,0.2398,223.489,1,0
I00699,6,AGE_GROUP_16,3.6989,0.2377,242.2447,1,0
I00699,6,AGE_GROUP_17,3.9472,0.2328,287.518,1,0
I00699,6,AGE_GROUP_18,4.3726,0.2268,371.7439,1,0
I00699,6,AGE_GROUP_19,4.7004,0.2253,435.3142,1,0
I00699,6,AGE_GROUP_20,5.1894,0.2251,531.6367,1,0
I00699,6,AGE_GROUP_21,0,,,0,
I00699,6,CHARLSON_INDEX_1,0,,,0,
I00699,6,CHARLSON_INDEX_2,0.496,0.1436,11.9212,1,0.0006
I00699,6,CHARLSON_INDEX_3,1.8431,0.1071,296.0663,1,0
I00699,6,GENDER_1,0,,,0,
I00699,6,GENDER_2,-0.0376,0.0705,0.2853,1,0.5932
I00699,6,GENDER_3,0,,,0,
I00699,6,Intercept,-8.9387,0.1973,2052.1518,1,0
I00699,6,YEAR_INDEX_1,0,,,0,
I00699,6,YEAR_INDEX_2,0.0781,0.0817,0.9137,1,0.3391
I00699,6,YEAR_INDEX_3,0.0303,0.0859,0.1247,1,0.724
I00699,7,ADMIMETH_1,0,,,0,
I00699,7,ADMIMETH_2,0,,,0,
I00699,7,ADMIMETH_3,2.8693,0.0586,2396.0298,1,0
I00699,7,AGE_GROUP_1,-13.3284,1154.9657,0.0001,1,0.9908
I00699,7,AGE_GROUP_2,-13.353,517.293,0.0007,1,0.9794
I00699,7,AGE_GROUP_3,-13.3905,468.4457,0.0008,1,0.9772
I00699,7,AGE_GROUP_4,-13.3087,326.4459,0.0017,1,0.9675
I00699,7,AGE_GROUP_5,-13.2548,253.3657,0.0027,1,0.9583
I00699,7,AGE_GROUP_6,-0.9725,0.7326,1.7625,1,0.1843
I00699,7,AGE_GROUP_7,-0.9252,0.5263,3.0898,1,0.0788
I00699,7,AGE_GROUP_8,-0.9636,0.3984,5.8508,1,0.0156
I00699,7,AGE_GROUP_9,-0.5044,0.2302,4.8032,1,0.0284
I00699,7,AGE_GROUP_10,-0.4183,0.1728,5.8636,1,0.0155
I00699,7,AGE_GROUP_11,-0.5371,0.1301,17.0565,1,0
I00699,7,AGE_GROUP_12,-0.4016,0.0992,16.4041,1,0.0001
I00699,7,AGE_GROUP_13,-0.4963,0.093,28.5114,1,0
I00699,7,AGE_GROUP_14,-0.1979,0.0833,5.6445,1,0.0175
I00699,7,AGE_GROUP_15,0,,,0,
I00699,7,AGE_GROUP_16,0.0439,0.0835,0.2768,1,0.5988
I00699,7,AGE_GROUP_17,0.3079,0.0874,12.4108,1,0.0004
I00699,7,AGE_GROUP_18,0.6662,0.0964,47.7129,1,0
I00699,7,AGE_GROUP_19,0.7851,0.1161,45.7672,1,0
I00699,7,AGE_GROUP_20,1.2161,0.1596,58.0762,1,0
I00699,7,AGE_GROUP_21,0,,,0,
I00699,7,CHARLSON_INDEX_1,0,,,0,
I00699,7,CHARLSON_INDEX_2,0.2074,0.0798,6.7457,1,0.0094
I00699,7,CHARLSON_INDEX_3,1.0089,0.0546,341.8692,1,0
I00699,7,GENDER_1,0,,,0,
I00699,7,GENDER_2,0.0081,0.053,0.0236,1,0.878
I00699,7,GENDER_3,0,,,0,
I00699,7,Intercept,-4.8673,0.0899,2933.6087,1,0
I00699,7,YEAR_INDEX_1,0,,,0,
I00699,7,YEAR_INDEX_2,-0.0047,0.0571,0.0068,1,0.9342
I00699,7,YEAR_INDEX_3,0.054,0.0574,0.8831,1,0.3474
I00699,8,ADMIMETH_1,-2.03,0.0488,1732.4411,1,0
I00699,8,ADMIMETH_2,0,,,0,
I00699,8,ADMIMETH_3,0,,,0,
I00699,8,AGE_GROUP_4,-11.0676,598.2762,0.0003,1,0.9852
I00699,8,AGE_GROUP_6,-11.1347,103.3953,0.0116,1,0.9142
I00699,8,AGE_GROUP_7,-0.8506,1.0655,0.6373,1,0.4247
I00699,8,AGE_GROUP_8,0.0041,0.4006,0.0001,1,0.9918
I00699,8,AGE_GROUP_9,-0.6124,0.3026,4.0957,1,0.043
I00699,8,AGE_GROUP_10,-0.3345,0.2121,2.4862,1,0.1149
I00699,8,AGE_GROUP_11,-0.1607,0.1203,1.7834,1,0.1817
I00699,8,AGE_GROUP_12,-0.1521,0.0915,2.7623,1,0.0965
I00699,8,AGE_GROUP_13,-0.1142,0.0753,2.3001,1,0.1294
I00699,8,AGE_GROUP_14,-0.1047,0.0666,2.471,1,0.116
I00699,8,AGE_GROUP_15,0.0122,0.0601,0.0411,1,0.8394
I00699,8,AGE_GROUP_16,0,,,0,
I00699,8,AGE_GROUP_17,0.1616,0.0597,7.327,1,0.0068
I00699,8,AGE_GROUP_18,0.4465,0.0631,50.0806,1,0
I00699,8,AGE_GROUP_19,0.7303,0.0705,107.4323,1,0
I00699,8,AGE_GROUP_20,0.8162,0.0897,82.7445,1,0
I00699,8,AGE_GROUP_21,0,,,0,
I00699,8,CHARLSON_INDEX_1,0,,,0,
I00699,8,CHARLSON_INDEX_2,0.1203,0.0648,3.453,1,0.0631
I00699,8,CHARLSON_INDEX_3,1.1876,0.042,799.003,1,0
I00699,8,GENDER_1,0,,,0,
I00699,8,GENDER_2,-0.0279,0.0377,0.5467,1,0.4597
I00699,8,GENDER_3,0,,,0,
I00699,8,Intercept,-1.7205,0.06,821.1583,1,0
I00699,8,YEAR_INDEX_1,0,,,0,
I00699,8,YEAR_INDEX_2,-0.001,0.0422,0.0005,1,0.9818
I00699,8,YEAR_INDEX_3,0.0178,0.0415,0.1831,1,0.6688
I00699,9,ADMIMETH_1,-2.3043,0.0622,1373.1974,1,0
I00699,9,ADMIMETH_2,0,,,0,
I00699,9,ADMIMETH_3,0,,,0,
I00699,9,AGE_GROUP_5,-11.1272,127.8268,0.0076,1,0.9306
I00699,9,AGE_GROUP_6,-0.1305,0.5543,0.0555,1,0.8138
I00699,9,AGE_GROUP_7,0.18,0.388,0.2152,1,0.6427
I00699,9,AGE_GROUP_8,-0.623,0.2889,4.652,1,0.031
I00699,9,AGE_GROUP_9,-0.7955,0.2396,11.0214,1,0.0009
I00699,9,AGE_GROUP_10,-0.2923,0.1799,2.6393,1,0.1042
I00699,9,AGE_GROUP_11,-0.348,0.1333,6.8181,1,0.009
I00699,9,AGE_GROUP_12,-0.2752,0.1065,6.6765,1,0.0098
I00699,9,AGE_GROUP_13,-0.1806,0.0929,3.7773,1,0.052
I00699,9,AGE_GROUP_14,-0.1575,0.0899,3.0674,1,0.0799
I00699,9,AGE_GROUP_15,-0.1043,0.0793,1.7277,1,0.1887
I00699,9,AGE_GROUP_16,0.0343,0.0753,0.2072,1,0.649
I00699,9,AGE_GROUP_17,0,,,0,
I00699,9,AGE_GROUP_18,0.2657,0.074,12.8976,1,0.0003
I00699,9,AGE_GROUP_19,0.5782,0.0837,47.7588,1,0
I00699,9,AGE_GROUP_20,0.7775,0.1156,45.245,1,0
I00699,9,AGE_GROUP_21,0,,,0,
I00699,9,CHARLSON_INDEX_1,0,,,0,
I00699,9,CHARLSON_INDEX_2,0.174,0.0881,3.8958,1,0.0484
I00699,9,CHARLSON_INDEX_3,1.1118,0.0578,370.6386,1,0
I00699,9,GENDER_1,0,,,0,
I00699,9,GENDER_2,0.059,0.0454,1.6886,1,0.1938
I00699,9,GENDER_3,0,,,0,
I00699,9,Intercept,-1.5875,0.0802,391.4201,1,0
I00699,9,YEAR_INDEX_1,0,,,0,
I00699,9,YEAR_INDEX_2,0.1013,0.0516,3.8498,1,0.0498
I00699,9,YEAR_INDEX_3,0.0627,0.0518,1.4648,1,0.2262
I00699,10,ADMIMETH_1,0,,,0,
I00699,10,ADMIMETH_2,0,,,0,
I00699,10,ADMIMETH_3,2.809,0.0417,4527.0167,1,0
I00699,10,AGE_GROUP_3,-9.9364,452.7368,0.0005,1,0.9825
I00699,10,AGE_GROUP_4,-10.1848,193.5938,0.0028,1,0.958
I00699,10,AGE_GROUP_5,-10.6708,104.4232,0.0104,1,0.9186
I00699,10,AGE_GROUP_6,-1.8137,0.7263,6.2367,1,0.0125
I00699,10,AGE_GROUP_7,-1.449,0.4248,11.6337,1,0.0006
I00699,10,AGE_GROUP_8,-0.819,0.1852,19.5561,1,0
I00699,10,AGE_GROUP_9,-0.8915,0.1453,37.66,1,0
I00699,10,AGE_GROUP_10,-0.5819,0.1487,15.3127,1,0.0001
I00699,10,AGE_GROUP_11,-0.633,0.1096,33.374,1,0
I00699,10,AGE_GROUP_12,-0.5409,0.0836,41.8248,1,0
I00699,10,AGE_GROUP_13,-0.4042,0.0718,31.7135,1,0
I00699,10,AGE_GROUP_14,-0.2493,0.0645,14.9321,1,0.0001
I00699,10,AGE_GROUP_15,-0.1196,0.0574,4.3444,1,0.0371
I00699,10,AGE_GROUP_16,0,,,0,
I00699,10,AGE_GROUP_17,0.1761,0.0524,11.2782,1,0.0008
I00699,10,AGE_GROUP_18,0.4307,0.0517,69.5014,1,0
I00699,10,AGE_GROUP_19,0.7399,0.0546,183.7451,1,0
I00699,10,AGE_GROUP_20,1.0397,0.0657,250.2647,1,0
I00699,10,AGE_GROUP_21,0,,,0,
I00699,10,CHARLSON_INDEX_1,0,,,0,
I00699,10,CHARLSON_INDEX_2,0.4224,0.0686,37.8806,1,0
I00699,10,CHARLSON_INDEX_3,1.4525,0.0443,1073.9376,1,0
I00699,10,GENDER_1,0,,,0,
I00699,10,GENDER_2,-0.0286,0.0289,0.9802,1,0.3222
I00699,10,GENDER_3,0,,,0,
I00699,10,Intercept,-5.146,0.0679,5738.2536,1,0
I00699,10,YEAR_INDEX_1,0,,,0,
I00699,10,YEAR_INDEX_2,-0.0157,0.0353,0.1984,1,0.656
I00699,10,YEAR_INDEX_3,0.005,0.035,0.0202,1,0.8869
I00699,11,ADMIMETH_1,0,,,0,
I00699,11,ADMIMETH_2,0,,,0,
I00699,11,ADMIMETH_3,2.95,0.0527,3129.9312,1,0
I00699,11,AGE_GROUP_5,-1.525,1.0469,2.1219,1,0.1452
I00699,11,AGE_GROUP_6,0.1595,0.5008,0.1015,1,0.7501
I00699,11,AGE_GROUP_7,-0.9172,0.3838,5.7114,1,0.0169
I00699,11,AGE_GROUP_8,-0.3506,0.2255,2.4168,1,0.12
I00699,11,AGE_GROUP_9,-0.5822,0.1796,10.5013,1,0.0012
I00699,11,AGE_GROUP_10,-0.6366,0.1782,12.7652,1,0.0004
I00699,11,AGE_GROUP_11,-0.4722,0.1259,14.0708,1,0.0002
I00699,11,AGE_GROUP_12,-0.4868,0.1031,22.3109,1,0
I00699,11,AGE_GROUP_13,-0.3281,0.0868,14.3063,1,0.0002
I00699,11,AGE_GROUP_14,-0.0972,0.0796,1.4933,1,0.2217
I00699,11,AGE_GROUP_15,-0.0969,0.0753,1.6576,1,0.1979
I00699,11,AGE_GROUP_16,0,,,0,
I00699,11,AGE_GROUP_17,0.2199,0.0724,9.2251,1,0.0024
I00699,11,AGE_GROUP_18,0.4783,0.074,41.7462,1,0
I00699,11,AGE_GROUP_19,0.5288,0.0833,40.2784,1,0
I00699,11,AGE_GROUP_20,0.7554,0.1056,51.1457,1,0
I00699,11,AGE_GROUP_21,0,,,0,
I00699,11,CHARLSON_INDEX_1,0,,,0,
I00699,11,CHARLSON_INDEX_2,0.2996,0.0968,9.5718,1,0.002
I00699,11,CHARLSON_INDEX_3,1.5808,0.0592,714.0365,1,0
I00699,11,GENDER_1,0,,,0,
I00699,11,GENDER_2,-0.1045,0.0411,6.4789,1,0.0109
I00699,11,GENDER_3,0,,,0,
I00699,11,Intercept,-5.2228,0.0874,3571.8212,1,0
I00699,11,YEAR_INDEX_1,0,,,0,
I00699,11,YEAR_INDEX_2,0.0355,0.0481,0.5429,1,0.4612
I00699,11,YEAR_INDEX_3,-0.0066,0.0485,0.0184,1,0.8921
I00699,12,ADMIMETH_1,0,,,0,
I00699,12,ADMIMETH_2,0,,,0,
I00699,12,ADMIMETH_3,2.9054,0.0601,2334.0949,1,0
I00699,12,AGE_GROUP_1,-0.8056,0.6191,1.6935,1,0.1931
I00699,12,AGE_GROUP_2,-2.3584,0.5897,15.9963,1,0.0001
I00699,12,AGE_GROUP_3,-1.024,0.7572,1.8289,1,0.1763
I00699,12,AGE_GROUP_4,-11.194,159.4468,0.0049,1,0.944
I00699,12,AGE_GROUP_5,-0.4616,0.7898,0.3416,1,0.5589
I00699,12,AGE_GROUP_6,-0.0078,0.5827,0.0002,1,0.9894
I00699,12,AGE_GROUP_7,-0.6914,0.3941,3.0772,1,0.0794
I00699,12,AGE_GROUP_8,-0.7587,0.3715,4.17,1,0.0411
I00699,12,AGE_GROUP_9,-0.2131,0.2774,0.5902,1,0.4423
I00699,12,AGE_GROUP_10,0.2249,0.1948,1.3334,1,0.2482
I00699,12,AGE_GROUP_11,-0.3189,0.1565,4.1522,1,0.0416
I00699,12,AGE_GROUP_12,0.0768,0.1048,0.5375,1,0.4635
I00699,12,AGE_GROUP_13,-0.1087,0.0887,1.5014,1,0.2205
I00699,12,AGE_GROUP_14,0.0919,0.0777,1.3972,1,0.2372
I00699,12,AGE_GROUP_15,0,,,0,
I00699,12,AGE_GROUP_16,0.4306,0.0689,39.1066,1,0
I00699,12,AGE_GROUP_17,0.5341,0.0695,59.0204,1,0
I00699,12,AGE_GROUP_18,0.8148,0.0756,116.2317,1,0
I00699,12,AGE_GROUP_19,1.0232,0.0908,127.1022,1,0
I00699,12,AGE_GROUP_20,1.3599,0.1328,104.8518,1,0
I00699,12,AGE_GROUP_21,0,,,0,
I00699,12,CHARLSON_INDEX_1,0,,,0,
I00699,12,CHARLSON_INDEX_2,0.2367,0.0795,8.868,1,0.0029
I00699,12,CHARLSON_INDEX_3,0.9452,0.0553,292.3209,1,0
I00699,12,GENDER_1,0,,,0,
I00699,12,GENDER_2,0.0714,0.0431,2.7432,1,0.0977
I00699,12,GENDER_3,0,,,0,
I00699,12,Intercept,-4.5284,0.0902,2522.9776,1,0
I00699,12,YEAR_INDEX_1,0,,,0,
I00699,12,YEAR_INDEX_2,0.0932,0.0499,3.4886,1,0.0618
I00699,12,YEAR_INDEX_3,0.1716,0.0501,11.7181,1,0.0006
I00699,13,ADMIMETH_1,-1.9185,0.0477,1616.1138,1,0
I00699,13,ADMIMETH_2,0,,,0,
I00699,13,ADMIMETH_3,0,,,0,
I00699,13,AGE_GROUP_2,-11.3683,842.5326,0.0002,1,0.9892
I00699,13,AGE_GROUP_3,-10.1984,595.7605,0.0003,1,0.9863
I00699,13,AGE_GROUP_4,-11.0513,296.8646,0.0014,1,0.9703
I00699,13,AGE_GROUP_5,-11.7667,179.2071,0.0043,1,0.9476
I00699,13,AGE_GROUP_6,-11.9019,173.2942,0.0047,1,0.9452
I00699,13,AGE_GROUP_7,-2.2972,1.0346,4.9303,1,0.0264
I00699,13,AGE_GROUP_8,-1.5086,0.5358,7.9278,1,0.0049
I00699,13,AGE_GROUP_9,-0.9296,0.2542,13.3704,1,0.0003
I00699,13,AGE_GROUP_10,-0.5988,0.1519,15.5384,1,0.0001
I00699,13,AGE_GROUP_11,-0.4059,0.1041,15.204,1,0.0001
I00699,13,AGE_GROUP_12,-0.4029,0.0809,24.8201,1,0
I00699,13,AGE_GROUP_13,-0.2574,0.0685,14.1331,1,0.0002
I00699,13,AGE_GROUP_14,-0.1994,0.0609,10.722,1,0.0011
I00699,13,AGE_GROUP_15,-0.0746,0.0541,1.9013,1,0.1679
I00699,13,AGE_GROUP_16,0,,,0,
I00699,13,AGE_GROUP_17,0.2389,0.0538,19.7373,1,0
I00699,13,AGE_GROUP_18,0.4998,0.0576,75.3478,1,0
I00699,13,AGE_GROUP_19,0.8936,0.0684,170.8011,1,0
I00699,13,AGE_GROUP_20,1.235,0.0931,176.1314,1,0
I00699,13,AGE_GROUP_21,0,,,0,
I00699,13,CHARLSON_INDEX_1,0,,,0,
I00699,13,CHARLSON_INDEX_2,0.2302,0.0669,11.8315,1,0.0006
I00699,13,CHARLSON_INDEX_3,1.382,0.0453,930.3337,1,0
I00699,13,GENDER_1,0,,,0,
I00699,13,GENDER_2,-0.0517,0.0315,2.6923,1,0.1008
I00699,13,GENDER_3,0,,,0,
I00699,13,Intercept,-1.6225,0.0606,715.9581,1,0
