INDICATOR_CODE,DIAGNOSIS_GROUP,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,1,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",10,0,0.6974
I00699,1,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",11,0,0.7147
I00699,1,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",*,0,0.0295
I00699,1,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",34,*,1.2155
I00699,1,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",*,0,0.1449
I00699,1,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",*,0,0.1532
I00699,1,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",*,0,0.6266
I00699,1,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",*,0,0.0020
I00699,1,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",50,*,1.9361
I00699,1,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",*,0,0.0344
I00699,1,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",*,*,0.2061
I00699,1,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",7,0,0.3810
I00699,1,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",9,*,0.6525
I00699,1,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",6,0,0.0620
I00699,1,RGQ,"IPSWICH HOSPITAL NHS TRUST",7,0,0.1271
I00699,1,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",8,0,0.3451
I00699,1,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",18,0,0.3102
I00699,1,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",*,0,0.2364
I00699,1,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",31,*,1.2833
I00699,1,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",54,*,1.4265
I00699,1,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",8,0,0.8247
I00699,1,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",*,*,0.3057
I00699,1,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",21,0,1.0295
I00699,1,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",40,*,1.4183
I00699,1,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",18,*,0.9440
I00699,1,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",74,*,2.2018
I00699,1,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",*,0,0.0297
I00699,1,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",19,*,0.6683
I00699,1,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",6,0,0.1659
I00699,1,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",*,0,0.0748
I00699,1,RJN,"EAST CHESHIRE NHS TRUST",*,0,0.0124
I00699,1,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",*,*,0.3495
I00699,1,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",43,*,0.7924
I00699,1,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",*,0,0.2485
I00699,1,RK9,"PLYMOUTH HOSPITALS NHS TRUST",6,0,0.2550
I00699,1,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",54,*,2.7549
I00699,1,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",19,*,0.7774
I00699,1,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",24,*,1.4025
I00699,1,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",*,0,0.1120
I00699,1,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",*,0,0.1716
I00699,1,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",14,0,0.5091
I00699,1,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",12,0,0.1171
I00699,1,RMC,"BOLTON NHS FOUNDATION TRUST",20,0,0.9759
I00699,1,RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST",*,0,0.0830
I00699,1,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",9,0,0.2165
I00699,1,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",*,*,0.4281
I00699,1,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",17,0,0.8063
I00699,1,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",13,*,1.3275
I00699,1,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",*,0,0.1861
I00699,1,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",*,0,0.3813
I00699,1,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",8,0,0.1811
I00699,1,RNZ,"SALISBURY NHS FOUNDATION TRUST",*,0,0.0119
I00699,1,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",*,0,0.0331
I00699,1,RPA,"MEDWAY NHS FOUNDATION TRUST",*,*,0.1350
I00699,1,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",21,0,0.8450
I00699,1,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",*,0,0.1503
I00699,1,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",28,*,1.0809
I00699,1,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",*,0,0.0386
I00699,1,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",*,0,0.4464
I00699,1,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",26,*,0.5419
I00699,1,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",58,*,2.5159
I00699,1,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",*,0,0.0650
I00699,1,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",44,*,2.4105
I00699,1,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,*,0.2132
I00699,1,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",31,*,1.1564
I00699,1,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",36,*,0.7260
I00699,1,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",26,0,0.6225
I00699,1,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",*,0,0.3465
I00699,1,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",*,0,0.0919
I00699,1,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",10,*,0.5295
I00699,1,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",19,0,0.5835
I00699,1,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",*,*,0.4403
I00699,1,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",14,*,1.0910
I00699,1,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",7,0,0.4256
I00699,1,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",*,0,0.2316
I00699,1,RVJ,"NORTH BRISTOL NHS TRUST",30,0,0.7382
I00699,1,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",12,*,0.9799
I00699,1,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",21,*,1.0419
I00699,1,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",6,0,0.7492
I00699,1,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",58,*,0.5393
I00699,1,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",55,*,3.1782
I00699,1,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",15,*,1.4696
I00699,1,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",9,*,0.8555
I00699,1,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",61,*,2.5504
I00699,1,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",6,*,0.6545
I00699,1,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",17,*,1.3620
I00699,1,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",*,0,0.1594
I00699,1,RWJ,"STOCKPORT NHS FOUNDATION TRUST",*,*,0.4207
I00699,1,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",7,0,0.6835
I00699,1,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",*,0,0.0000
I00699,1,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",11,*,0.9810
I00699,1,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",23,0,0.9317
I00699,1,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",*,*,0.2811
I00699,1,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",11,0,0.2523
I00699,1,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",14,*,0.6963
I00699,1,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",40,*,2.3356
I00699,1,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",*,0,0.0825
I00699,1,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",13,*,1.1602
I00699,1,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",*,0,0.0056
I00699,1,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",*,0,0.1883
I00699,1,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",14,*,0.6811
I00699,1,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",7,*,0.4000
I00699,1,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",88,*,3.3669
I00699,1,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",6,*,0.2553
I00699,2,R1F,"ISLE OF WIGHT NHS TRUST",330,70,79.8022
I00699,2,R1H,"BARTS HEALTH NHS TRUST",783,136,131.9759
I00699,2,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",642,103,108.7875
I00699,2,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",227,51,50.2904
I00699,2,RA3,"WESTON AREA HEALTH NHS TRUST",166,46,37.1102
I00699,2,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",222,49,50.7548
I00699,2,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",542,61,83.0725
I00699,2,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",606,113,151.7585
I00699,2,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",273,50,53.7350
I00699,2,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",356,116,79.6006
I00699,2,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",531,87,104.0612
I00699,2,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",210,45,38.6050
I00699,2,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",166,28,27.0233
I00699,2,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",345,101,79.6219
I00699,2,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",523,110,115.4958
I00699,2,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",222,42,45.2826
I00699,2,RBK,"WALSALL HEALTHCARE NHS TRUST",321,71,67.8111
I00699,2,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",741,166,175.0450
I00699,2,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",631,106,121.9931
I00699,2,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",362,102,77.4319
I00699,2,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",209,49,44.7174
I00699,2,RC1,"BEDFORD HOSPITAL NHS TRUST",274,56,58.1149
I00699,2,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",414,102,80.7935
I00699,2,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",619,156,154.1829
I00699,2,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",138,27,28.8879
I00699,2,RCF,"AIREDALE NHS FOUNDATION TRUST",183,28,37.2029
I00699,2,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",609,115,151.7180
I00699,2,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",499,116,115.5258
I00699,2,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",459,68,100.4375
I00699,2,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",378,72,75.3380
I00699,2,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1482,344,366.7534
I00699,2,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",553,129,121.2497
I00699,2,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",1075,218,208.7465
I00699,2,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",259,40,61.4513
I00699,2,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",181,49,41.8364
I00699,2,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",327,76,65.9630
I00699,2,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",380,81,74.7014
I00699,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",663,148,131.1156
I00699,2,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",303,69,61.4297
I00699,2,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",152,35,29.5102
I00699,2,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",270,66,63.6627
I00699,2,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",672,106,143.7152
I00699,2,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",284,49,59.0545
I00699,2,RGQ,"IPSWICH HOSPITAL NHS TRUST",497,89,112.2448
I00699,2,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",403,71,93.1664
I00699,2,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",354,58,67.5683
I00699,2,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",367,75,76.2079
I00699,2,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",378,80,72.5196
I00699,2,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",682,144,141.7950
I00699,2,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",648,134,139.9138
I00699,2,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",524,97,102.7573
I00699,2,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",162,23,25.4452
I00699,2,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",656,112,102.8005
I00699,2,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",352,77,68.5679
I00699,2,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",363,70,64.5007
I00699,2,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",266,45,48.0308
I00699,2,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",487,50,89.0891
I00699,2,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",191,31,39.8418
I00699,2,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",428,118,97.1024
I00699,2,RJN,"EAST CHESHIRE NHS TRUST",240,57,49.8583
I00699,2,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",427,91,92.4956
I00699,2,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",594,97,92.9792
I00699,2,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",566,155,142.3081
I00699,2,RK9,"PLYMOUTH HOSPITALS NHS TRUST",632,117,128.8727
I00699,2,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",448,72,78.1123
I00699,2,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",300,60,57.9668
I00699,2,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",561,115,102.3024
I00699,2,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",463,89,89.1614
I00699,2,RLQ,"WYE VALLEY NHS TRUST",165,34,32.7193
I00699,2,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",135,34,26.4820
I00699,2,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",802,160,176.1892
I00699,2,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",239,32,46.2015
I00699,2,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",547,100,122.9546
I00699,2,RMC,"BOLTON NHS FOUNDATION TRUST",647,168,143.0219
I00699,2,RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST",162,56,38.4130
I00699,2,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",514,118,108.5707
I00699,2,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",447,105,100.3281
I00699,2,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",397,78,80.2210
I00699,2,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",516,170,122.7088
I00699,2,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",310,88,68.2561
I00699,2,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",218,44,43.6886
I00699,2,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",400,63,71.6809
I00699,2,RNZ,"SALISBURY NHS FOUNDATION TRUST",210,40,44.1350
I00699,2,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",441,105,86.5565
I00699,2,RPA,"MEDWAY NHS FOUNDATION TRUST",416,90,89.8558
I00699,2,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",562,111,110.0024
I00699,2,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",500,98,121.3265
I00699,2,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",354,68,62.9469
I00699,2,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",231,50,49.9227
I00699,2,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",289,55,62.2495
I00699,2,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",135,21,20.4260
I00699,2,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",957,203,196.8674
I00699,2,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",476,104,111.5867
I00699,2,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",907,113,126.1500
I00699,2,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",269,84,57.4323
I00699,2,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",581,86,100.3359
I00699,2,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",213,28,31.7402
I00699,2,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",552,97,86.3673
I00699,2,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",390,74,74.0512
I00699,2,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",636,153,140.9920
I00699,2,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",983,177,216.0166
I00699,2,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",585,79,111.6056
I00699,2,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",403,98,86.0671
I00699,2,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",323,70,67.5769
I00699,2,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",553,111,106.8850
I00699,2,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",374,102,76.9857
I00699,2,RVJ,"NORTH BRISTOL NHS TRUST",319,63,74.6984
I00699,2,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",472,102,103.4085
I00699,2,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",1376,360,312.7616
I00699,2,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",361,55,68.5644
I00699,2,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",293,57,56.4271
I00699,2,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",326,43,32.9718
I00699,2,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",486,81,89.0156
I00699,2,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",421,108,74.7396
I00699,2,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",750,269,194.7259
I00699,2,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",980,155,161.7313
I00699,2,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",462,90,88.2861
I00699,2,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",276,52,55.3696
I00699,2,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",360,85,68.5722
I00699,2,RWJ,"STOCKPORT NHS FOUNDATION TRUST",386,77,92.7062
I00699,2,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",525,104,107.2894
I00699,2,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",245,46,43.8271
I00699,2,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",307,80,62.0725
I00699,2,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",1332,221,274.6680
I00699,2,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",442,105,99.6073
I00699,2,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",494,144,106.8372
I00699,2,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",443,53,75.4682
I00699,2,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",304,54,56.5489
I00699,2,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",448,115,95.2283
I00699,2,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",734,157,168.6418
I00699,2,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",535,132,107.7192
I00699,2,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1133,170,237.9217
I00699,2,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",414,90,78.6402
I00699,2,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",492,105,102.0536
I00699,2,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",581,110,101.0933
I00699,2,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",684,173,159.9334
I00699,3,R1F,"ISLE OF WIGHT NHS TRUST",10,0,0.2876
I00699,3,R1H,"BARTS HEALTH NHS TRUST",78,6,5.3602
I00699,3,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",46,*,3.3365
