INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED,VALUE,PO_LL,PO_UL,OD_LL,OD_UL,OD_BANDING
I00699,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,28840,1218,1301.4626,0.9359,0.9165,1.0887,0.8923,1.1207,2
I00699,RC1,BEDFORD HOSPITAL NHS TRUST,27717,1084,1006.9884,1.0765,0.9054,1.1013,0.889,1.1249,2
I00699,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,63253,1508,1472.1739,1.0243,0.9214,1.0832,0.8936,1.119,2
I00699,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,76223,2940,2884.2451,1.0193,0.9434,1.0589,0.8988,1.1125,2
I00699,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,24585,858,865.0635,0.9918,0.8982,1.1096,0.8866,1.1279,2
I00699,RCF,AIREDALE NHS FOUNDATION TRUST,34020,984,1102.4169,0.8926,0.9095,1.0966,0.8902,1.1233,2
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",39830,1456,1490.1075,0.9771,0.9219,1.0827,0.8937,1.1189,2
I00699,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,43674,1830,1925.0804,0.9506,0.931,1.0725,0.8961,1.116,2
I00699,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,48894,1498,1478.1739,1.0134,0.9215,1.083,0.8937,1.119,2
I00699,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,42340,1072,1140.4856,0.94,0.911,1.0949,0.8907,1.1228,2
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52757,1926,1852.0069,1.04,0.9297,1.0739,0.8958,1.1164,2
I00699,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,55459,2049,1946.3434,1.0527,0.9314,1.072,0.8962,1.1158,2
I00699,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,109550,2971,3198.0185,0.929,0.9462,1.0559,0.8994,1.1119,2
I00699,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,42628,1942,1876.4685,1.0349,0.9302,1.0734,0.8959,1.1162,2
I00699,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22719,1092,948.4523,1.1513,0.9027,1.1045,0.8881,1.126,1
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66497,2057,1947.3557,1.0563,0.9314,1.072,0.8962,1.1158,2
I00699,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41312,1932,1683.5369,1.1476,0.9264,1.0776,0.8949,1.1174,1
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",77513,2851,2914.0978,0.9783,0.9437,1.0586,0.8989,1.1125,2
I00699,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42648,1352,1303.5612,1.0372,0.9166,1.0886,0.8923,1.1207,2
I00699,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,39533,1399,1321.2782,1.0588,0.9171,1.088,0.8924,1.1205,2
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,47339,1582,1618.98,0.9772,0.925,1.0792,0.8946,1.1179,2
I00699,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,36060,872,917.774,0.9501,0.9011,1.1063,0.8876,1.1267,2
I00699,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,51515,1698,1695.8589,1.0013,0.9266,1.0773,0.895,1.1173,2
I00699,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30380,1375,1266.967,1.0853,0.9154,1.0899,0.892,1.1211,2
I00699,RGQ,IPSWICH HOSPITAL NHS TRUST,49136,1761,1679.3614,1.0486,0.9263,1.0777,0.8949,1.1174,2
I00699,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,33741,1264,1392.3731,0.9078,0.9192,1.0856,0.893,1.1198,2
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,73070,1992,2330.4033,0.8548,0.9372,1.0657,0.8975,1.1142,3
I00699,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,62456,1801,1971.0759,0.9137,0.9318,1.0716,0.8963,1.1157,2
I00699,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,91931,2806,2753.4666,1.0191,0.9421,1.0603,0.8986,1.1129,2
I00699,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,108828,3300,3656.7997,0.9024,0.9497,1.0522,0.9,1.1111,2
I00699,RHU,PORTSMOUTH HOSPITALS NHS TRUST,86448,2823,2614.3391,1.0798,0.9407,1.0619,0.8983,1.1133,2
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,64666,1955,1879.8095,1.04,0.9302,1.0733,0.8959,1.1162,2
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84074,1393,1656.939,0.8407,0.9258,1.0783,0.8948,1.1176,3
I00699,RJ2,LEWISHAM AND GREENWICH NHS TRUST,67929,1903,1795.0733,1.0601,0.9286,1.0751,0.8955,1.1167,2
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,46447,1248,1237.2781,1.0087,0.9144,1.091,0.8917,1.1215,2
I00699,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,80624,1908,2274.7581,0.8388,0.9365,1.0665,0.8974,1.1144,3
I00699,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,10518,351,364.6382,0.9626,0.846,1.1726,0.8664,1.1542,2
I00699,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,132003,3910,3830.8251,1.0207,0.9508,1.0509,0.9002,1.1108,2
I00699,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,41303,1248,1269.7597,0.9829,0.9155,1.0898,0.892,1.1211,2
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,58198,2127,1948.5125,1.0916,0.9315,1.072,0.8962,1.1158,2
I00699,RJN,EAST CHESHIRE NHS TRUST,22579,859,890.7541,0.9644,0.8996,1.1079,0.8871,1.1273,2
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,45763,1333,1230.2209,1.0835,0.9142,1.0913,0.8916,1.1216,2
I00699,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,102436,2560,2801.9185,0.9137,0.9426,1.0598,0.8987,1.1127,2
I00699,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,37532,1224,1193.2306,1.0258,0.9129,1.0927,0.8912,1.122,2
I00699,RK9,PLYMOUTH HOSPITALS NHS TRUST,68964,2177,2234.61,0.9742,0.9359,1.0671,0.8972,1.1145,2
I00699,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,90325,2637,2600.8861,1.0139,0.9405,1.0621,0.8982,1.1133,2
I00699,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,29357,287,530.7889,0.5407,0.8712,1.1415,0.8768,1.1405,3
I00699,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,62812,2074,2139.5622,0.9694,0.9345,1.0686,0.8969,1.1149,2
I00699,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,58836,2020,1770.956,1.1406,0.9282,1.0756,0.8954,1.1168,1
I00699,RLQ,WYE VALLEY NHS TRUST,27940,984,879.7441,1.1185,0.899,1.1086,0.8869,1.1275,2
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23084,889,861.0906,1.0324,0.898,1.1098,0.8865,1.128,2
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,89604,3035,3140.3697,0.9664,0.9458,1.0564,0.8993,1.112,2
I00699,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,62193,1754,1817.8714,0.9649,0.9291,1.0746,0.8956,1.1166,2
I00699,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,46520,1587,1633.7501,0.9714,0.9253,1.0788,0.8947,1.1178,2
I00699,RMC,BOLTON NHS FOUNDATION TRUST,64618,1668,1559.8068,1.0694,0.9236,1.0807,0.8942,1.1183,2
I00699,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,33521,1357,1172.3844,1.1575,0.9122,1.0936,0.891,1.1223,1
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61691,1623,1662.1078,0.9765,0.9259,1.0781,0.8948,1.1176,2
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,60558,1845,1820.7709,1.0133,0.9291,1.0746,0.8956,1.1165,2
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,57372,1439,1413.7461,1.0179,0.9198,1.0849,0.8932,1.1196,2
I00699,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,67981,2107,2031.8987,1.037,0.9328,1.0705,0.8965,1.1154,2
I00699,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,47823,1673,1704.6954,0.9814,0.9268,1.0771,0.895,1.1173,2
I00699,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,46414,1388,1422.3976,0.9758,0.9201,1.0847,0.8933,1.1195,2
I00699,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,61081,1702,1697.4563,1.0027,0.9267,1.0773,0.895,1.1173,2
I00699,RNZ,SALISBURY NHS FOUNDATION TRUST,34451,997,987.0864,1.01,0.9045,1.1023,0.8887,1.1253,2
I00699,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,73439,2634,2385.3682,1.1042,0.9379,1.0649,0.8977,1.114,2
I00699,RPA,MEDWAY NHS FOUNDATION TRUST,51660,1705,1422.9875,1.1982,0.9201,1.0847,0.8933,1.1195,1
I00699,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,48950,1776,1700.6634,1.0443,0.9267,1.0772,0.895,1.1173,2
I00699,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,53959,1687,1651.673,1.0214,0.9257,1.0784,0.8948,1.1176,2
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,43146,509,640.2257,0.795,0.8823,1.1283,0.881,1.135,3
I00699,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,21181,695,688.2019,1.0099,0.8863,1.1235,0.8825,1.1331,2
I00699,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,47052,1419,1365.753,1.039,0.9185,1.0865,0.8928,1.1201,2
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41148,481,589.8933,0.8154,0.8776,1.1339,0.8793,1.1373,3
I00699,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,153739,4268,3909.8052,1.0916,0.9513,1.0504,0.9003,1.1107,2
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34723,1373,1397.1376,0.9827,0.9194,1.0855,0.8931,1.1197,2
I00699,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,124296,3832,3687.063,1.0393,0.9499,1.0519,0.9001,1.111,2
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",42125,1586,1450.8397,1.0932,0.9208,1.0838,0.8935,1.1192,2
I00699,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,61030,2390,2326.5587,1.0273,0.9372,1.0657,0.8975,1.1142,2
I00699,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,75082,1190,1509.2978,0.7884,0.9223,1.0821,0.8939,1.1187,3
I00699,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,106368,2511,2650.7409,0.9473,0.9411,1.0615,0.8984,1.1131,2
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,83038,2914,2679.4188,1.0875,0.9414,1.0611,0.8984,1.1131,2
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,60643,2849,2653.2331,1.0738,0.9411,1.0615,0.8984,1.1131,2
I00699,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,84604,2991,2802.6752,1.0672,0.9426,1.0598,0.8987,1.1127,2
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,111973,3198,3182.8881,1.0047,0.9461,1.056,0.8994,1.1119,2
I00699,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,43672,1515,1672.6021,0.9058,0.9261,1.0779,0.8949,1.1175,2
I00699,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,49758,1629,1746.6292,0.9327,0.9277,1.0762,0.8953,1.117,2
I00699,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,91858,2589,2566.9934,1.0086,0.9401,1.0625,0.8982,1.1134,2
I00699,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52281,1876,1770.5278,1.0596,0.9282,1.0756,0.8954,1.1168,2
I00699,RVJ,NORTH BRISTOL NHS TRUST,72803,1935,1994.4559,0.9702,0.9322,1.0711,0.8964,1.1156,2
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,57821,1897,1921.0824,0.9875,0.931,1.0725,0.8961,1.116,2
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,105041,3866,3793.3415,1.0192,0.9506,1.0512,0.9002,1.1109,2
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,46329,1801,1549.3245,1.1624,0.9233,1.081,0.8941,1.1184,1
I00699,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35043,1315,1150.2285,1.1433,0.9114,1.0945,0.8908,1.1226,1
I00699,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,103897,1715,1711.9551,1.0018,0.927,1.077,0.8951,1.1172,2
I00699,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,127916,3904,3711.4671,1.0519,0.95,1.0518,0.9001,1.111,2
I00699,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,88543,3261,3095.5535,1.0534,0.9454,1.0568,0.8992,1.1121,2
I00699,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,84343,3386,3155.2573,1.0731,0.9459,1.0562,0.8993,1.1119,2
I00699,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,139166,4327,4132.4138,1.0471,0.9526,1.049,0.9006,1.1104,2
I00699,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,62502,2035,2004.9092,1.015,0.9324,1.071,0.8964,1.1156,2
I00699,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,64086,1786,1977.4293,0.9032,0.9319,1.0715,0.8963,1.1157,2
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,64535,2261,2002.9847,1.1288,0.9324,1.071,0.8964,1.1156,1
I00699,RWJ,STOCKPORT NHS FOUNDATION TRUST,59693,1568,1737.4278,0.9025,0.9275,1.0764,0.8952,1.117,2
I00699,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,74151,2689,2467.8287,1.0896,0.9389,1.0638,0.8979,1.1137,2
I00699,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,48694,1458,1332.7878,1.0939,0.9175,1.0876,0.8925,1.1204,2
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,73853,2157,1956.7395,1.1023,0.9316,1.0718,0.8962,1.1158,2
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,130645,3681,4003.4875,0.9194,0.9519,1.0498,0.9004,1.1106,2
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58741,2471,2259.2912,1.0937,0.9362,1.0667,0.8973,1.1144,2
I00699,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,111221,2866,3167.9249,0.9047,0.946,1.0561,0.8993,1.1119,2
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,70373,2241,2358.7868,0.9501,0.9376,1.0653,0.8976,1.1141,2
I00699,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,71944,2046,2091.336,0.9783,0.9338,1.0694,0.8967,1.1151,2
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,56014,2327,1949.2478,1.1938,0.9315,1.072,0.8962,1.1158,1
I00699,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,75828,2229,2082.5836,1.0703,0.9337,1.0696,0.8967,1.1152,2
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,83903,2870,2800.8494,1.0247,0.9426,1.0598,0.8987,1.1127,2
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,48186,1579,1467.245,1.0762,0.9213,1.0833,0.8936,1.1191,2
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,80330,2524,2294.9221,1.0998,0.9367,1.0662,0.8974,1.1143,2
I00699,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,66401,2350,2270.1125,1.0352,0.9364,1.0666,0.8973,1.1144,2
I00699,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,105846,2054,2807.1345,0.7317,0.9427,1.0597,0.8987,1.1127,3
I00699,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,69256,2758,2780.7063,0.9918,0.9424,1.06,0.8986,1.1128,2
