INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1095,750,345,68,32
I00733,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,3005,1855,1150,62,38
I00733,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1720,1240,480,72,28
I00733,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1450,1000,455,69,31
I00733,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2055,1515,540,74,26
I00733,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,940,675,265,72,28
I00733,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,525,390,140,74,27
I00733,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,3335,2320,1015,70,30
I00733,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2080,1530,550,74,26
I00733,R1F,ISLE OF WIGHT NHS TRUST,845,485,360,57,43
I00733,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1685,1145,540,68,32
I00733,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1700,1185,515,70,30
I00733,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,3170,2300,865,73,27
I00733,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1150,765,385,67,33
I00733,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2250,1540,710,68,32
I00733,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,4185,2990,1195,71,29
I00733,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2225,1635,590,73,27
I00733,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2540,1915,625,75,25
I00733,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1725,1170,550,68,32
I00733,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2355,1475,880,63,37
I00733,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,3255,2520,735,77,23
I00733,RPA,MEDWAY NHS FOUNDATION TRUST,1925,1325,600,69,31
I00733,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1470,985,485,67,33
I00733,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,2050,1420,630,69,31
I00733,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2970,2025,950,68,32
I00733,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1335,940,400,70,30
I00733,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3440,2320,1120,67,33
I00733,RVJ,NORTH BRISTOL NHS TRUST,2225,1675,550,75,25
I00733,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1755,1120,630,64,36
I00733,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1265,955,315,75,25
I00733,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2005,1370,635,68,32
I00733,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2810,1945,860,69,31
I00733,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1895,1325,570,70,30
I00733,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1000,665,335,67,34
I00733,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2530,1610,920,64,36
I00733,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3095,2335,765,75,25
I00733,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4390,3385,1005,77,23
I00733,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3170,2280,890,72,28
I00733,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3875,2600,1270,67,33
I00733,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1550,1140,410,74,26
I00733,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3020,2050,970,68,32
I00733,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2045,1515,530,74,26
I00733,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2305,1470,840,64,36
I00733,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,2215,1555,660,70,30
I00733,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2635,1895,740,72,28
I00733,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1930,1400,530,73,27
I00733,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1175,780,395,66,34
I00733,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1950,1325,620,68,32
I00733,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1720,1255,465,73,27
I00733,RNZ,SALISBURY NHS FOUNDATION TRUST,1035,800,240,77,23
I00733,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2060,1460,600,71,29
I00733,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3555,2665,890,75,25
I00733,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1890,1315,575,70,30
I00733,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2690,1635,1055,61,39
I00733,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2655,1845,810,69,31
I00733,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,3110,2275,830,73,27
I00733,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1175,720,460,61,39
I00733,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2245,1565,680,70,30
I00733,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1335,865,470,65,35
I00733,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1955,1485,470,76,24
I00733,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,2335,1645,690,70,30
I00733,RWJ,STOCKPORT NHS FOUNDATION TRUST,1745,1320,425,76,24
I00733,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1945,1405,540,72,28
I00733,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1315,930,385,71,29
I00733,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1825,1235,590,68,32
I00733,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2370,1685,685,71,29
I00733,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,1065,815,250,77,23
I00733,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2520,1770,745,70,30
I00733,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1605,1225,380,76,24
I00733,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1650,1030,615,62,37
I00733,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1525,1035,485,68,32
I00733,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1955,1480,475,76,24
I00733,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2670,1975,690,74,26
I00733,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1685,1145,540,68,32
I00733,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3510,2110,1400,60,40
I00733,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1210,865,345,71,29
I00733,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2815,2125,685,75,24
I00733,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,7225,5040,2185,70,30
I00733,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1730,1320,410,76,24
I00733,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2850,1920,935,67,33
I00733,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,4385,3220,1165,73,27
I00733,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4380,2820,1560,64,36
I00733,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1820,1210,610,66,34
I00733,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,4375,3150,1225,72,28
I00733,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2565,1745,820,68,32
I00733,RBK,WALSALL HEALTHCARE NHS TRUST,1460,975,480,67,33
I00733,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1305,905,395,69,30
I00733,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2085,1495,590,72,28
I00733,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1450,930,525,64,36
I00733,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,3015,2030,985,67,33
I00733,RA3,WESTON AREA HEALTH NHS TRUST,805,515,290,64,36
I00733,RKE,WHITTINGTON HEALTH NHS TRUST,560,400,165,71,29
I00733,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2205,1615,590,73,27
I00733,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2890,1865,1020,65,35
I00733,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1750,1210,540,69,31
I00733,RLQ,WYE VALLEY NHS TRUST,1205,820,385,68,32
I00733,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,1065,710,355,67,33
I00733,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,3035,2075,960,68,32
