INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00732,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,1061,36728,2.8888
I00732,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1927,46959,4.1036
I00732,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2030,48371,4.1967
I00732,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2949,96112,3.0683
I00732,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1885,31976,5.895
I00732,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,964,20579,4.6844
I00732,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,1978,55234,3.5811
I00732,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1838,32845,5.596
I00732,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2823,69645,4.0534
I00732,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1342,38433,3.4918
I00732,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1372,32577,4.2116
I00732,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1621,43390,3.7359
I00732,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,832,34133,2.4375
I00732,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1704,44900,3.7951
I00732,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1399,25316,5.5261
I00732,RGQ,IPSWICH HOSPITAL NHS TRUST,1688,42204,3.9996
I00732,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1281,29718,4.3105
I00732,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1922,55099,3.4883
I00732,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1737,49571,3.5041
I00732,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2697,71912,3.7504
I00732,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3169,85212,3.719
I00732,RHU,PORTSMOUTH HOSPITALS NHS TRUST,2728,71287,3.8268
I00732,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1912,51274,3.729
I00732,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1175,57378,2.0478
I00732,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2183,72159,3.0253
I00732,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1216,42832,2.839
I00732,RJ7,ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST,1824,59110,3.0858
I00732,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1045,27178,3.845
I00732,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,3868,113835,3.3979
I00732,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1223,37392,3.2708
I00732,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2097,49554,4.2317
I00732,RJN,EAST CHESHIRE NHS TRUST,819,20178,4.0589
I00732,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1361,40610,3.3514
I00732,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2763,92391,2.9906
I00732,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1735,44264,3.9197
I00732,RK9,PLYMOUTH HOSPITALS NHS TRUST,2064,55208,3.7386
I00732,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2638,75590,3.4899
I00732,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,390,32128,1.2139
I00732,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2079,55053,3.7764
I00732,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,1919,41835,4.5871
I00732,RLQ,WYE VALLEY NHS TRUST,1001,22483,4.4523
I00732,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,870,20252,4.2959
I00732,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2993,73801,4.0555
I00732,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1722,48267,3.5677
I00732,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1560,36743,4.2457
I00732,RMC,BOLTON NHS FOUNDATION TRUST,1650,58352,2.8277
I00732,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1346,29669,4.5367
I00732,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1585,53007,2.9902
I00732,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1797,48656,3.6933
I00732,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1418,42956,3.3011
I00732,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2100,61503,3.4145
I00732,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1627,41341,3.9356
I00732,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1387,41166,3.3693
I00732,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1637,55469,2.9512
I00732,RNZ,SALISBURY NHS FOUNDATION TRUST,992,28161,3.5226
I00732,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2631,62649,4.1996
I00732,RPA,MEDWAY NHS FOUNDATION TRUST,1689,43502,3.8826
I00732,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1732,40599,4.2661
I00732,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1674,44112,3.7949
I00732,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,486,36031,1.3488
I00732,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,670,17634,3.7995
I00732,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1439,44475,3.2355
I00732,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,495,38164,1.297
I00732,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4221,139824,3.0188
I00732,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1324,29778,4.4462
I00732,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3634,93028,3.9064
I00732,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1561,33847,4.6119
I00732,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2339,43783,5.3423
I00732,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1006,52227,1.9262
I00732,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2335,76401,3.0562
I00732,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2839,69873,4.0631
I00732,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2803,56368,4.9727
I00732,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2960,71216,4.1564
I00732,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3069,88338,3.4742
I00732,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1470,37002,3.9728
I00732,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1641,43835,3.7436
I00732,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2460,72244,3.4051
I00732,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1848,45125,4.0953
I00732,RVJ,NORTH BRISTOL NHS TRUST,1893,59098,3.2032
I00732,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1892,51652,3.663
I00732,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3823,89437,4.2745
I00732,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1793,40168,4.4638
I00732,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1275,31999,3.9845
I00732,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1544,84014,1.8378
I00732,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3766,111703,3.3714
I00732,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3125,68976,4.5306
I00732,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3295,70956,4.6437
I00732,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4199,119713,3.5076
I00732,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2030,54103,3.7521
I00732,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1840,57863,3.1799
I00732,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2228,54200,4.1107
I00732,RWJ,STOCKPORT NHS FOUNDATION TRUST,1563,52511,2.9765
I00732,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2592,63708,4.0686
I00732,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1450,42946,3.3763
I00732,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2081,64603,3.2212
I00732,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3779,106775,3.5392
I00732,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2359,48897,4.8244
I00732,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2757,86567,3.1848
I00732,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2162,58460,3.6983
I00732,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1993,63340,3.1465
I00732,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2277,48734,4.6723
I00732,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2158,62699,3.4418
I00732,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2859,75199,3.8019
I00732,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1556,44496,3.4969
I00732,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2484,70305,3.5332
I00732,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2253,59022,3.8172
I00732,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1979,83783,2.3621
I00732,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2804,60302,4.6499
