INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00731,RCF,AIREDALE NHS FOUNDATION TRUST,28,3086,0.9073
I00731,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",26,5120,0.5078
I00731,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,29,6197,0.468
I00731,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,24,3945,0.6084
I00731,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,16,3954,0.4047
I00731,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,67,6722,0.9967
I00731,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,25,7140,0.3501
I00731,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,73,15692,0.4652
I00731,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,51,11550,0.4416
I00731,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,161,2077,7.7516
I00731,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,58,10983,0.5281
I00731,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,99,8908,1.1114
I00731,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",66,8630,0.7648
I00731,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,26,4091,0.6355
I00731,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,32,6997,0.4573
I00731,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,26,4513,0.5761
I00731,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,11,2421,0.4544
I00731,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,24,7350,0.3265
I00731,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,26,4865,0.5344
I00731,RGQ,IPSWICH HOSPITAL NHS TRUST,50,7518,0.6651
I00731,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,11,4563,0.2411
I00731,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,92,17999,0.5111
I00731,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,113,13867,0.8149
I00731,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,84,20127,0.4173
I00731,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,129,24682,0.5226
I00731,RHU,PORTSMOUTH HOSPITALS NHS TRUST,81,14827,0.5463
I00731,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,46,12921,0.356
I00731,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,193,26878,0.7181
I00731,RJ2,LEWISHAM AND GREENWICH NHS TRUST,32,6727,0.4757
I00731,RJ6,CROYDON HEALTH SERVICES NHS TRUST,7,2816,0.2486
I00731,RJ7,ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST,95,20093,0.4728
I00731,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,31,5044,0.6146
I00731,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,122,16276,0.7496
I00731,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,24,4536,0.5291
I00731,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,61,8391,0.727
I00731,RJN,EAST CHESHIRE NHS TRUST,16,2010,0.796
I00731,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,35,5469,0.64
I00731,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,123,22114,0.5562
I00731,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,29,6281,0.4617
I00731,RK9,PLYMOUTH HOSPITALS NHS TRUST,117,14273,0.8197
I00731,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,85,15394,0.5522
I00731,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,6,2890,0.2076
I00731,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,67,8875,0.7549
I00731,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,80,17090,0.4681
I00731,RLQ,WYE VALLEY NHS TRUST,29,5934,0.4887
I00731,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,11,2824,0.3895
I00731,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,81,15947,0.5079
I00731,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,95,14332,0.6629
I00731,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,72,10607,0.6788
I00731,RMC,BOLTON NHS FOUNDATION TRUST,34,6400,0.5313
I00731,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,18,3616,0.4978
I00731,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,33,6887,0.4792
I00731,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,44,11201,0.3928
I00731,RN7,DARTFORD AND GRAVESHAM NHS TRUST,49,15678,0.3125
I00731,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,39,7186,0.5427
I00731,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,34,7140,0.4762
I00731,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,22,5304,0.4148
I00731,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,48,6947,0.6909
I00731,RNZ,SALISBURY NHS FOUNDATION TRUST,40,6319,0.633
I00731,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,37,10632,0.348
I00731,RPA,MEDWAY NHS FOUNDATION TRUST,38,7854,0.4838
I00731,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,100,9778,1.0227
I00731,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,31,10725,0.289
I00731,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,29,6452,0.4495
I00731,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,8,3954,0.2023
I00731,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,25,5422,0.4611
I00731,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,15,2846,0.5271
I00731,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,95,21223,0.4476
I00731,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,83,5507,1.5072
I00731,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,176,30271,0.5814
I00731,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",21,8281,0.2536
I00731,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,95,18291,0.5194
I00731,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,195,25852,0.7543
I00731,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,177,30220,0.5857
I00731,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,83,13297,0.6242
I00731,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,126,8059,1.5635
I00731,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,94,14422,0.6518
I00731,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,75,23424,0.3202
I00731,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,40,6551,0.6106
I00731,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11,5020,0.2191
I00731,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,174,19959,0.8718
I00731,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,28,7145,0.3919
I00731,RVJ,NORTH BRISTOL NHS TRUST,36,13608,0.2646
I00731,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,29,8254,0.3513
I00731,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,73,16587,0.4401
I00731,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,34,5704,0.5961
I00731,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,14,3389,0.4131
I00731,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,106,20105,0.5272
I00731,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,105,16808,0.6247
I00731,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,164,18802,0.8722
I00731,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,67,11846,0.5656
I00731,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,108,22330,0.4837
I00731,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,52,9264,0.5613
I00731,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,22,7238,0.304
I00731,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,45,11662,0.3859
I00731,RWJ,STOCKPORT NHS FOUNDATION TRUST,27,7627,0.354
I00731,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,64,10276,0.6228
I00731,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,18,5861,0.3071
I00731,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,47,9048,0.5195
I00731,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,113,22966,0.492
I00731,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,85,9833,0.8644
I00731,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,106,29183,0.3632
I00731,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,52,11052,0.4705
I00731,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,53,8405,0.6306
I00731,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,70,8091,0.8652
I00731,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,85,13771,0.6172
I00731,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,45,9099,0.4946
I00731,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,30,6427,0.4668
I00731,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,69,10335,0.6676
I00731,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,56,7534,0.7433
I00731,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,112,22283,0.5026
I00731,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,42,9600,0.4375
