INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2214,0,468,468,0,21.1,21.1
I00721,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2046,1,535,536,0,26.1,26.2
I00721,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2347,4,398,398,0.2,17,17
I00721,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2243,0,651,651,0,29,29
I00721,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2904,0,551,551,0,19,19
I00721,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1586,186,617,618,11.7,38.9,39
I00721,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2553,0,544,544,0,21.3,21.3
I00721,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2309,0,627,627,0,27.2,27.2
I00721,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2091,0,793,793,0,37.9,37.9
I00721,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2846,0,649,649,0,22.8,22.8
