INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,64660,0,767,767,0,1.2,1.2
I00720,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,46100,0,610,610,0,1.3,1.3
I00720,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,28901,0,288,288,0,1,1
I00720,RC1,BEDFORD HOSPITAL NHS TRUST,28274,0,389,389,0,1.4,1.4
I00720,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,64009,0,381,381,0,0.6,0.6
I00720,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,77445,0,903,903,0,1.2,1.2
I00720,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,24799,0,317,317,0,1.3,1.3
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,34131,0,493,493,0,1.4,1.4
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",40571,79,352,364,0.2,0.9,0.9
I00720,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,46538,0,610,610,0,1.3,1.3
I00720,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,48323,281,763,777,0.6,1.6,1.6
I00720,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,40682,0,544,544,0,1.3,1.3
I00720,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,53681,499,820,927,0.9,1.5,1.7
I00720,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,55511,0,897,897,0,1.6,1.6
I00720,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,111804,25,1783,1789,0,1.6,1.6
I00720,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,43526,444,1258,1287,1,2.9,3
I00720,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22656,291,448,448,1.3,2,2
I00720,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66217,0,861,861,0,1.3,1.3
I00720,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41753,0,1365,1365,0,3.3,3.3
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",78275,1,800,801,0,1,1
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42524,0,574,574,0,1.3,1.3
I00720,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,39574,0,897,897,0,2.3,2.3
I00720,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,47903,0,949,949,0,2,2
I00720,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,36554,0,259,259,0,0.7,0.7
I00720,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,52250,0,896,896,0,1.7,1.7
I00720,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30181,1,768,768,0,2.5,2.5
I00720,RGQ,IPSWICH HOSPITAL NHS TRUST,49722,0,599,599,0,1.2,1.2
I00720,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,34281,0,485,485,0,1.4,1.4
I00720,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,73098,0,845,845,0,1.2,1.2
I00720,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,63438,0,610,610,0,1,1
I00720,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,92039,538,1193,1261,0.6,1.3,1.4
I00720,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,109894,348,1499,1522,0.3,1.4,1.4
I00720,RHU,PORTSMOUTH HOSPITALS NHS TRUST,86114,0,1086,1086,0,1.3,1.3
I00720,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,64195,0,1148,1148,0,1.8,1.8
I00720,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84256,15,1100,1112,0,1.3,1.3
I00720,RJ2,LEWISHAM AND GREENWICH NHS TRUST,78886,1,1020,1020,0,1.3,1.3
I00720,RJ6,CROYDON HEALTH SERVICES NHS TRUST,45648,0,441,441,0,1,1
I00720,RJ7,ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST,79203,0,920,920,0,1.2,1.2
I00720,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,32222,5,356,356,0,1.1,1.1
I00720,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,130111,0,1748,1748,0,1.3,1.3
I00720,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,41928,0,399,399,0,1,1
I00720,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,57945,0,712,712,0,1.2,1.2
I00720,RJN,EAST CHESHIRE NHS TRUST,22188,0,242,242,0,1.1,1.1
I00720,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,46079,0,673,673,0,1.5,1.5
I00720,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,114505,0,1687,1687,0,1.5,1.5
I00720,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,50545,0,484,484,0,1,1
I00720,RK9,PLYMOUTH HOSPITALS NHS TRUST,69481,1,650,650,0,0.9,0.9
I00720,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,90984,0,534,534,0,0.6,0.6
I00720,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,35018,0,0,0,0,0,0
I00720,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,63928,0,1054,1054,0,1.6,1.6
I00720,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,58925,0,965,965,0,1.6,1.6
I00720,RLQ,WYE VALLEY NHS TRUST,28417,1,381,382,0,1.3,1.3
I00720,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23076,0,427,427,0,1.9,1.9
I00720,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,89748,1,984,985,0,1.1,1.1
I00720,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,62599,0,234,234,0,0.4,0.4
I00720,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,47350,0,1372,1372,0,2.9,2.9
I00720,RMC,BOLTON NHS FOUNDATION TRUST,64752,0,773,773,0,1.2,1.2
I00720,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,33285,0,456,456,0,1.4,1.4
I00720,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,59894,88,690,698,0.1,1.2,1.2
I00720,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,59857,160,633,661,0.3,1.1,1.1
I00720,RN7,DARTFORD AND GRAVESHAM NHS TRUST,58634,0,777,777,0,1.3,1.3
I00720,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,68689,0,869,869,0,1.3,1.3
I00720,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,48481,0,543,543,0,1.1,1.1
I00720,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,46470,0,551,551,0,1.2,1.2
I00720,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,62416,66,633,643,0.1,1,1
I00720,RNZ,SALISBURY NHS FOUNDATION TRUST,34480,213,555,568,0.6,1.6,1.6
I00720,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,73281,0,993,993,0,1.4,1.4
I00720,RPA,MEDWAY NHS FOUNDATION TRUST,51356,0,767,767,0,1.5,1.5
I00720,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,50377,0,1025,1025,0,2,2
I00720,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,54837,0,602,602,0,1.1,1.1
I00720,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,42483,51,292,305,0.1,0.7,0.7
I00720,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,21588,0,364,364,0,1.7,1.7
I00720,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,49897,0,191,191,0,0.4,0.4
I00720,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41010,0,225,225,0,0.5,0.5
I00720,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,161047,0,1602,1602,0,1,1
I00720,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,35285,203,313,321,0.6,0.9,0.9
I00720,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,123299,0,1480,1480,0,1.2,1.2
I00720,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",42128,0,737,737,0,1.7,1.7
I00720,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,62074,0,1286,1286,0,2.1,2.1
I00720,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,78079,0,933,933,0,1.2,1.2
I00720,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,106621,0,1429,1429,0,1.3,1.3
I00720,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,83170,1,1103,1103,0,1.3,1.3
I00720,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,64427,800,1509,1569,1.2,2.3,2.4
I00720,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,85638,452,1353,1414,0.5,1.6,1.7
I00720,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,111762,409,1636,1643,0.4,1.5,1.5
I00720,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,43553,0,858,858,0,2,2
I00720,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,48855,0,891,891,0,1.8,1.8
I00720,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,92203,1,936,936,0,1,1
I00720,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52270,3,884,885,0,1.7,1.7
I00720,RVJ,NORTH BRISTOL NHS TRUST,72706,179,895,940,0.2,1.2,1.3
I00720,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,59906,2,1211,1213,0,2,2
I00720,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,106024,0,1112,1112,0,1,1
I00720,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,45872,0,503,503,0,1.1,1.1
I00720,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35388,0,516,516,0,1.5,1.5
I00720,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,104119,1,1137,1138,0,1.1,1.1
I00720,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,128511,198,1777,1809,0.2,1.4,1.4
I00720,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,87778,287,1551,1595,0.3,1.8,1.8
I00720,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,82802,0,1335,1335,0,1.6,1.6
I00720,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,142043,0,1690,1690,0,1.2,1.2
I00720,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,63367,0,272,272,0,0.4,0.4
I00720,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,65101,0,908,908,0,1.4,1.4
I00720,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,65862,317,1825,1830,0.5,2.8,2.8
I00720,RWJ,STOCKPORT NHS FOUNDATION TRUST,60138,0,545,545,0,0.9,0.9
I00720,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,73984,0,1152,1152,0,1.6,1.6
I00720,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,48807,1,762,763,0,1.6,1.6
I00720,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,73651,1,746,747,0,1,1
I00720,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,129741,313,1270,1275,0.2,1,1
I00720,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58730,0,937,937,0,1.6,1.6
I00720,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,115750,9,1127,1136,0,1,1
I00720,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,69512,0,757,757,0,1.1,1.1
I00720,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,71745,2,766,767,0,1.1,1.1
I00720,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,56825,6,633,633,0,1.1,1.1
I00720,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,76470,0,1066,1066,0,1.4,1.4
I00720,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,84298,0,834,834,0,1,1
I00720,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,50923,363,945,952,0.7,1.9,1.9
I00720,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,80640,0,950,950,0,1.2,1.2
I00720,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,66556,0,1174,1174,0,1.8,1.8
I00720,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,106066,2,1537,1539,0,1.4,1.5
I00720,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,69902,0,961,961,0,1.4,1.4
