INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,1,Tuberculosis,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,*,0,0.1253
I00699,1,Tuberculosis,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,19,0,0.5172
I00699,1,Tuberculosis,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,10,0,0.3171
I00699,1,Tuberculosis,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,36,*,1.2237
I00699,1,Tuberculosis,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,8,*,0.2874
I00699,1,Tuberculosis,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,*,0,0.0188
I00699,1,Tuberculosis,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,17,0,0.3834
I00699,1,Tuberculosis,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,*,0,0.0541
I00699,1,Tuberculosis,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,45,0,2.1853
I00699,1,Tuberculosis,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6,0,0.1594
I00699,1,Tuberculosis,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,*,0,0.0335
I00699,1,Tuberculosis,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,26,*,0.9107
I00699,1,Tuberculosis,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,8,0,0.0476
I00699,1,Tuberculosis,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,15,0,0.442
I00699,1,Tuberculosis,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,30,0,1.3165
I00699,1,Tuberculosis,RJ2,LEWISHAM AND GREENWICH NHS TRUST,41,*,0.9794
I00699,1,Tuberculosis,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,83,*,2.7597
I00699,1,Tuberculosis,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,26,*,0.787
I00699,1,Tuberculosis,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,9,0,0.2766
I00699,1,Tuberculosis,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,44,0,0.3818
I00699,1,Tuberculosis,RPA,MEDWAY NHS FOUNDATION TRUST,12,0,0.2657
I00699,1,Tuberculosis,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,*,0,0.1124
I00699,1,Tuberculosis,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,*,0,0.3924
I00699,1,Tuberculosis,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,9,*,0.5459
I00699,1,Tuberculosis,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,14,*,0.5205
I00699,1,Tuberculosis,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,*,0,0.0533
I00699,1,Tuberculosis,RVJ,NORTH BRISTOL NHS TRUST,17,*,0.5258
I00699,1,Tuberculosis,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,*,0,0.4349
I00699,1,Tuberculosis,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,19,0,0.6967
I00699,1,Tuberculosis,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,*,0,0.0501
I00699,1,Tuberculosis,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12,0,0.2885
I00699,1,Tuberculosis,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,15,*,0.7949
I00699,1,Tuberculosis,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,*,*,0.4514
I00699,1,Tuberculosis,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,6,*,0.403
I00699,1,Tuberculosis,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,23,*,1.0994
I00699,1,Tuberculosis,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18,0,0.3446
I00699,1,Tuberculosis,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,41,*,1.3417
I00699,1,Tuberculosis,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,*,*,0.5583
I00699,1,Tuberculosis,RHU,PORTSMOUTH HOSPITALS NHS TRUST,9,*,0.4095
I00699,1,Tuberculosis,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,*,0,0.1843
I00699,1,Tuberculosis,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,11,0,0.3446
I00699,1,Tuberculosis,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,*,*,0.5486
I00699,1,Tuberculosis,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,27,*,0.9807
I00699,1,Tuberculosis,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,18,*,0.264
I00699,1,Tuberculosis,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,*,0,0.0037
I00699,1,Tuberculosis,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,*,0,0.1927
I00699,1,Tuberculosis,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,10,*,0.3727
I00699,1,Tuberculosis,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,38,*,0.7885
I00699,1,Tuberculosis,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,44,*,1.4996
I00699,1,Tuberculosis,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,*,0,0.0698
I00699,1,Tuberculosis,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10,0,0.4053
I00699,1,Tuberculosis,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,*,0,0.1531
I00699,1,Tuberculosis,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,*,0,0.1192
I00699,1,Tuberculosis,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,7,0,0.6208
I00699,1,Tuberculosis,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,*,0,0.2459
I00699,1,Tuberculosis,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,*,0,0.2332
I00699,1,Tuberculosis,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,69,*,1.0272
I00699,1,Tuberculosis,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,*,0,0.0302
I00699,1,Tuberculosis,RWJ,STOCKPORT NHS FOUNDATION TRUST,*,0,0.0916
I00699,1,Tuberculosis,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10,*,0.5012
I00699,1,Tuberculosis,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8,0,0.3793
I00699,1,Tuberculosis,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,*,0,0.0035
I00699,1,Tuberculosis,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8,0,0.4796
I00699,1,Tuberculosis,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,19,*,1.205
I00699,1,Tuberculosis,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,16,0,0.5018
I00699,1,Tuberculosis,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7,*,0.7462
I00699,1,Tuberculosis,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",*,0,0.0588
I00699,1,Tuberculosis,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,*,0,0.0324
I00699,1,Tuberculosis,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,*,0,0.1324
I00699,1,Tuberculosis,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12,*,0.3909
I00699,1,Tuberculosis,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,*,*,0.2221
I00699,1,Tuberculosis,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,*,*,0.0667
I00699,1,Tuberculosis,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,35,0,0.6106
I00699,1,Tuberculosis,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,26,*,1.3389
I00699,1,Tuberculosis,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,67,*,2.5402
I00699,1,Tuberculosis,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,19,*,0.5292
I00699,1,Tuberculosis,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,43,*,1.1382
I00699,1,Tuberculosis,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,17,*,1.3595
I00699,1,Tuberculosis,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,64,*,1.4883
I00699,1,Tuberculosis,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,*,0,0.1605
I00699,1,Tuberculosis,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,17,0,1.3313
I00699,1,Tuberculosis,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,6,*,0.4353
I00699,1,Tuberculosis,RBK,WALSALL HEALTHCARE NHS TRUST,12,0,0.1571
I00699,1,Tuberculosis,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,*,0,0.02
I00699,1,Tuberculosis,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,13,*,0.91
I00699,1,Tuberculosis,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,8,0,0.3805
I00699,1,Tuberculosis,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,*,*,0.5118
I00699,1,Tuberculosis,RA3,WESTON AREA HEALTH NHS TRUST,7,*,0.2341
I00699,1,Tuberculosis,RKE,WHITTINGTON HEALTH NHS TRUST,7,0,0.1104
I00699,1,Tuberculosis,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,*,0,0.0187
I00699,1,Tuberculosis,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,8,0,0.1173
I00699,1,Tuberculosis,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,0,0.0879
I00699,1,Tuberculosis,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,*,0,0.0936
I00699,1,Tuberculosis,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,*,0,0.0217
I00699,2,"Septicaemia (except in labour), Shock",REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1470,292,283.6157
I00699,2,"Septicaemia (except in labour), Shock",RCF,AIREDALE NHS FOUNDATION TRUST,725,141,161.8147
I00699,2,"Septicaemia (except in labour), Shock",RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,622,136,132.3434
I00699,2,"Septicaemia (except in labour), Shock",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2138,419,429.0516
I00699,2,"Septicaemia (except in labour), Shock",RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,891,201,185.5964
I00699,2,"Septicaemia (except in labour), Shock",R1H,BARTS HEALTH NHS TRUST,3399,538,628.9033
I00699,2,"Septicaemia (except in labour), Shock",RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1923,399,383.2145
I00699,2,"Septicaemia (except in labour), Shock",RC1,BEDFORD HOSPITAL NHS TRUST,942,213,204.36
I00699,2,"Septicaemia (except in labour), Shock",RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1643,289,324.1534
I00699,2,"Septicaemia (except in labour), Shock",RMC,BOLTON NHS FOUNDATION TRUST,1185,262,241.9677
I00699,2,"Septicaemia (except in labour), Shock",RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1580,202,248.2379
I00699,2,"Septicaemia (except in labour), Shock",RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,1115,210,220.728
I00699,2,"Septicaemia (except in labour), Shock",RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1245,191,210.9847
I00699,2,"Septicaemia (except in labour), Shock",RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,1397,289,277.4493
I00699,2,"Septicaemia (except in labour), Shock",RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1644,277,332.944
I00699,2,"Septicaemia (except in labour), Shock",RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1103,218,221.92
I00699,2,"Septicaemia (except in labour), Shock",RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1089,245,235.1487
I00699,2,"Septicaemia (except in labour), Shock",RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,1124,216,218.0614
I00699,2,"Septicaemia (except in labour), Shock",RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,958,192,190.6094
I00699,2,"Septicaemia (except in labour), Shock",RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1532,360,316.7976
I00699,2,"Septicaemia (except in labour), Shock",RJ6,CROYDON HEALTH SERVICES NHS TRUST,1406,279,265.0679
I00699,2,"Septicaemia (except in labour), Shock",RN7,DARTFORD AND GRAVESHAM NHS TRUST,1101,170,174.2237
I00699,2,"Septicaemia (except in labour), Shock",RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1249,238,247.7535
I00699,2,"Septicaemia (except in labour), Shock",RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,359,90,73.7167
I00699,2,"Septicaemia (except in labour), Shock",RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,1282,235,253.4328
I00699,2,"Septicaemia (except in labour), Shock",RJN,EAST CHESHIRE NHS TRUST,456,107,92.1711
I00699,2,"Septicaemia (except in labour), Shock",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2940,811,687.1726
I00699,2,"Septicaemia (except in labour), Shock",RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2179,570,447.165
I00699,2,"Septicaemia (except in labour), Shock",RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2304,530,486.2651
I00699,2,"Septicaemia (except in labour), Shock",RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2327,486,504.0673
I00699,2,"Septicaemia (except in labour), Shock",RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1279,242,276.7152
I00699,2,"Septicaemia (except in labour), Shock",RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2260,429,431.8309
I00699,2,"Septicaemia (except in labour), Shock",RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,858,195,179.7944
I00699,2,"Septicaemia (except in labour), Shock",RLT,GEORGE ELIOT HOSPITAL NHS TRUST,551,100,117.5626
I00699,2,"Septicaemia (except in labour), Shock",RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1377,295,274.9066
I00699,2,"Septicaemia (except in labour), Shock",RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1722,324,329.6103
I00699,2,"Septicaemia (except in labour), Shock",RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,728,123,113.5726
I00699,2,"Septicaemia (except in labour), Shock",RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1061,210,219.5718
I00699,2,"Septicaemia (except in labour), Shock",RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,425,80,85.2189
I00699,2,"Septicaemia (except in labour), Shock",RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,641,58,94.2571
I00699,2,"Septicaemia (except in labour), Shock",RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1169,236,227.4459
I00699,2,"Septicaemia (except in labour), Shock",RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1771,276,322.571
I00699,2,"Septicaemia (except in labour), Shock",R1F,ISLE OF WIGHT NHS TRUST,689,130,145.6251
I00699,2,"Septicaemia (except in labour), Shock",RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,777,167,166.0435
I00699,2,"Septicaemia (except in labour), Shock",RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,674,109,132.0689
I00699,2,"Septicaemia (except in labour), Shock",RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1919,361,357.2772
I00699,2,"Septicaemia (except in labour), Shock",RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,492,125,107.52
I00699,2,"Septicaemia (except in labour), Shock",RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2490,491,517.6264
I00699,2,"Septicaemia (except in labour), Shock",RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1744,290,289.251
I00699,2,"Septicaemia (except in labour), Shock",RJ2,LEWISHAM AND GREENWICH NHS TRUST,1767,310,342.5688
I00699,2,"Septicaemia (except in labour), Shock",R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,1623,278,332.0501
I00699,2,"Septicaemia (except in labour), Shock",RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1148,238,208.9996
I00699,2,"Septicaemia (except in labour), Shock",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,1126,186,213.3367
I00699,2,"Septicaemia (except in labour), Shock",R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2124,345,371.0467
I00699,2,"Septicaemia (except in labour), Shock",RPA,MEDWAY NHS FOUNDATION TRUST,1299,293,266.2555
I00699,2,"Septicaemia (except in labour), Shock",RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,988,205,178.8278
I00699,2,"Septicaemia (except in labour), Shock",RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1593,387,365.7466
I00699,2,"Septicaemia (except in labour), Shock",RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1617,389,330.0104
I00699,2,"Septicaemia (except in labour), Shock",RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,887,171,173.6551
I00699,2,"Septicaemia (except in labour), Shock",RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1926,501,431.4275
I00699,2,"Septicaemia (except in labour), Shock",RVJ,NORTH BRISTOL NHS TRUST,1463,253,295.9286
I00699,2,"Septicaemia (except in labour), Shock",RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1076,249,226.2728
I00699,2,"Septicaemia (except in labour), Shock",RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,657,118,116.8867
I00699,2,"Septicaemia (except in labour), Shock",RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1606,350,326.8581
I00699,2,"Septicaemia (except in labour), Shock",RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1993,374,408.3252
I00699,2,"Septicaemia (except in labour), Shock",RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1337,321,256.6953
I00699,2,"Septicaemia (except in labour), Shock",RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,439,93,92.397
I00699,2,"Septicaemia (except in labour), Shock",RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1226,331,274.7709
I00699,2,"Septicaemia (except in labour), Shock",RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1533,334,327.3565
I00699,2,"Septicaemia (except in labour), Shock",RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2908,597,574.1954
I00699,2,"Septicaemia (except in labour), Shock",RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1637,310,309.8352
I00699,2,"Septicaemia (except in labour), Shock",RW6,PENNINE ACUTE HOSPITALS NHS TRUST,2542,494,477.9539
I00699,2,"Septicaemia (except in labour), Shock",RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,666,94,141.9036
I00699,2,"Septicaemia (except in labour), Shock",RHU,PORTSMOUTH HOSPITALS NHS TRUST,1823,386,395.4531
I00699,2,"Septicaemia (except in labour), Shock",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1191,234,231.0292
I00699,2,"Septicaemia (except in labour), Shock",REF,ROYAL CORNWALL HOSPITALS NHS TRUST,1389,255,294.5303
I00699,2,"Septicaemia (except in labour), Shock",RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,961,208,191.6703
I00699,2,"Septicaemia (except in labour), Shock",RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,1840,356,373.8651
I00699,2,"Septicaemia (except in labour), Shock",RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1401,318,268.3277
I00699,2,"Septicaemia (except in labour), Shock",RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,815,156,165.5179
I00699,2,"Septicaemia (except in labour), Shock",RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1085,198,212.4318
I00699,2,"Septicaemia (except in labour), Shock",RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1150,228,229.2448
I00699,2,"Septicaemia (except in labour), Shock",RNZ,SALISBURY NHS FOUNDATION TRUST,433,91,86.6304
I00699,2,"Septicaemia (except in labour), Shock",RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,820,172,151.9318
I00699,2,"Septicaemia (except in labour), Shock",RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1667,337,341.0012
I00699,2,"Septicaemia (except in labour), Shock",RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1604,315,355.5053
I00699,2,"Septicaemia (except in labour), Shock",RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1613,289,323.4234
I00699,2,"Septicaemia (except in labour), Shock",RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1383,254,253.7883
I00699,2,"Septicaemia (except in labour), Shock",RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,598,141,129.0079
I00699,2,"Septicaemia (except in labour), Shock",RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,826,138,162.2435
I00699,2,"Septicaemia (except in labour), Shock",RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,777,175,158.0504
I00699,2,"Septicaemia (except in labour), Shock",RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,984,180,201.2621
I00699,2,"Septicaemia (except in labour), Shock",RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1185,253,240.7901
I00699,2,"Septicaemia (except in labour), Shock",RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,2306,360,433.9325
