INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00731,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,16,3832,0.4175
I00731,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,112,18768,0.5968
I00731,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,107,17466,0.6126
I00731,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,185,19913,0.929
I00731,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,78,12508,0.6236
I00731,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,109,22169,0.4917
I00731,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,67,9412,0.7119
I00731,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,46,7257,0.6339
I00731,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,54,9217,0.5859
I00731,RWJ,STOCKPORT NHS FOUNDATION TRUST,28,8113,0.3451
I00731,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,86,9935,0.8656
I00731,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,24,6308,0.3805
I00731,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,57,9837,0.5794
I00731,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,117,23218,0.5039
I00731,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,66,9545,0.6915
I00731,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,49,9617,0.5095
I00731,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,62,11896,0.5212
I00731,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,40,8718,0.4588
I00731,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,82,8221,0.9974
I00731,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,61,12939,0.4714
I00731,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,38,9449,0.4022
I00731,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,29,6421,0.4516
I00731,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,61,9541,0.6393
I00731,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,57,7092,0.8037
I00731,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,124,21008,0.5903
I00731,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,53,10750,0.493
