INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00732,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,941,32799,2.869
I00732,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1728,42483,4.0675
I00732,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1377,27703,4.9706
I00732,RGQ,IPSWICH HOSPITAL NHS TRUST,1786,40009,4.464
I00732,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1318,28268,4.6625
I00732,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2013,53552,3.759
I00732,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1663,45370,3.6654
I00732,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2761,71369,3.8686
I00732,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3370,83380,4.0417
I00732,RHU,PORTSMOUTH HOSPITALS NHS TRUST,3012,71867,4.1911
I00732,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2051,50920,4.0279
I00732,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1214,58203,2.0858
I00732,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1647,56785,2.9004
I00732,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1146,41877,2.7366
I00732,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,1726,57600,2.9965
I00732,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1163,28697,4.0527
I00732,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,826,25985,3.1788
I00732,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,3249,87300,3.7216
I00732,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,1305,35678,3.6577
I00732,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2147,48641,4.414
I00732,RJN,EAST CHESHIRE NHS TRUST,999,20951,4.7683
I00732,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1345,40534,3.3182
I00732,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2186,75051,2.9127
I00732,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1789,43694,4.0944
I00732,RK9,PLYMOUTH HOSPITALS NHS TRUST,2217,55269,4.0113
I00732,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2541,68824,3.692
I00732,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,*,*,1.6546
I00732,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2137,51901,4.1175
I00732,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,2042,45137,4.524
I00732,RLQ,WYE VALLEY NHS TRUST,1025,20892,4.9062
I00732,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1025,21065,4.8659
I00732,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3106,70931,4.3789
I00732,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1642,45466,3.6115
I00732,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1446,32499,4.4494
I00732,RMC,BOLTON NHS FOUNDATION TRUST,1728,56342,3.067
I00732,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1387,31953,4.3408
I00732,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1680,53929,3.1152
I00732,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1877,49885,3.7627
I00732,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1462,40828,3.5809
I00732,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2250,59379,3.7892
I00732,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,1679,37771,4.4452
I00732,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1466,39228,3.7371
I00732,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1713,50320,3.4042
I00732,RNZ,SALISBURY NHS FOUNDATION TRUST,1083,27919,3.8791
I00732,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2714,63807,4.2535
I00732,RPA,MEDWAY NHS FOUNDATION TRUST,1574,43289,3.636
I00732,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1879,37258,5.0432
I00732,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1670,40335,4.1403
I00732,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,524,38681,1.3547
I00732,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,682,16321,4.1787
I00732,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1394,34746,4.012
I00732,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,525,38069,1.3791
I00732,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,4355,129965,3.3509
I00732,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1390,28788,4.8284
I00732,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3792,96274,3.9388
I00732,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1741,36516,4.7678
I00732,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2416,41281,5.8526
I00732,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,974,44190,2.2041
I00732,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2360,74726,3.1582
I00732,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2827,68928,4.1014
I00732,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2949,49868,5.9136
I00732,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,2879,66895,4.3038
I00732,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,3169,87770,3.6106
I00732,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1632,38358,4.2547
I00732,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1740,45816,3.7978
I00732,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2675,71626,3.7347
I00732,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1891,45952,4.1152
I00732,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,1807,59047,3.0603
I00732,RVJ,NORTH BRISTOL NHS TRUST,2023,57549,3.5153
I00732,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,2024,60966,3.3199
I00732,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1942,46061,4.2161
I00732,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3780,86741,4.3578
I00732,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1915,42727,4.4819
I00732,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1364,31433,4.3394
I00732,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1848,82558,2.2384
I00732,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3929,111095,3.5366
I00732,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,3146,70056,4.4907
I00732,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3454,74664,4.6261
I00732,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4348,116453,3.7337
I00732,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2083,51044,4.0808
I00732,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1914,52067,3.676
I00732,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2284,50735,4.5018
I00732,RWJ,STOCKPORT NHS FOUNDATION TRUST,1661,50732,3.2741
I00732,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2648,63699,4.1571
I00732,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1647,43697,3.7691
I00732,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2235,65227,3.4265
I00732,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,3940,105714,3.727
I00732,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2727,47437,5.7487
I00732,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2855,87937,3.2466
I00732,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2268,56924,3.9843
I00732,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2142,64393,3.3264
I00732,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2326,46757,4.9747
I00732,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2221,59982,3.7028
I00732,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3037,74581,4.0721
I00732,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1590,40559,3.9202
I00732,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2560,71561,3.5774
I00732,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2487,56343,4.414
I00732,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2178,79866,2.7271
I00732,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2864,58500,4.8957
